,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
28,['Myocardial infarction'],"Myocardial infarction, my heart is breaking, I'm feeling severely nauseous, my chest is tight, I'm having severe chest pain, my heart is racing, I'm short of breath, my ECG is abnormal, I'm not feeling well, my legs are weak, I'm having a severe headache, my skin is numb, my vision is blurry, I'm feeling extremely weak, my heart is pounding, I'm having a severe pain in my chest, my heart is racing, I'm short of breath, my heart is breaking.",Neutral/Standard Register,Angry,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Myocardial infarction. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe symptoms; cardiac enzymes abnormal; hemodynamically stable; ECG changes consistent with infarction']. The patient speaks in Neutral/Standard Register and uses a Angry tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Myocardial infarction. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
29,['Myocarditis'],"""I have a bad feelin in my chest and my heart is actuallly hurtin.""",Neutral/Standard Register,Friendly,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Myocarditis. The patient speaks in Neutral/Standard Register and uses a Friendly tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
30,['Palpitations'],"""I'm having a lot of palpitations, my heart is racing, and I feel like I'm going to pass out. It's like my heart is pounding in my chest, and I can feel the vibrations of the beat going through my whole body. My mind is racing, and I feel like I'm losing track of time. I've been trying to focus on my breathing, but it's hard to calm down, and I feel like I'm getting more and more anxious. I'm trying to relax, but it's not working. I just want to sit still and be quiet for a while. I'm having a lot of palpitations, my heart is racing, and I feel like I'm going to pass out.""",Neutral/Standard Register,Friendly,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Palpitations. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Neutral/Standard Register and uses a Friendly tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
31,['Paroxysmal atrial tachycardia'],"""Me feelin bad, got chills, sweats, and a fever, and me hearin heartbeat bein all over the place, feelin like me in a nightmare. I'm tryin to stay calm but me body be actin like it's goin crazy, I'm losin sleep and me mind be racin, I just want to sit down and hide, but me legs be carryin me around like I'm stuck in a trance.""",Formal Register,Friendly,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Paroxysmal atrial tachycardia. The patient speaks in Formal Register and uses a Friendly tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
32,['Pericardial effusion'],"""I'm bloated, nauseous, dizzy, faint, my chest is killing me, I've got a bad cough, I'm cold all over, I feel like I'm going to die, I've got a heavy feeling in my stomach.""",Informal Register,Insulting,1,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericardial effusion. The patient speaks in Informal Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
33,['Pericardial tamponade'],"""My heart is bein full of pain, like a heavy weight on my chest, it feels like a big rock is pressin me in, it's like a big empty space bein filled with a heavy burden, it's like a big dark cloud hangin over me, I feel like I'm bein strangled, I cant breathe, my lungs bein squeezed, my heartbeats bein slow, I feel like I'm bein in a nightmare, I cant wake up, I'm stuck in this pain, I dont know how to get out, I feel like I'm bein suffocated, my heart bein a heavy drumbeat, it's like a big drum in my chest, it's like a big weight on my shoulders, I feel like I'm bein crushed, I'm bein a bird in a cage, I cant fly, I'm bein a prisoner, I'm bein trapped, I'm bein lost, I'm bein alone, I cant find my way out, I'm bein a ship without a rudder, I'm bein a sail without a mast, I'm bein a bird without a nest, I'm bein a lost soul, I'm bein a shadow of my former self, I'm bein a ghost of my own making, I'm bein a prisoner of my own mind, I'm bein a captive of my own fears, I'm bein a slave",Poetic/Literary Register,Confused,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericardial tamponade. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
34,['Pericarditis'],"""I feel like my heart is killin me, it hurts so bad, I can feel the pain in my chest, it's like a knife cuttin my insides.""",Formal Register,Fearful,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericarditis. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic pericarditis (e.g., chest pain)']. The patient speaks in Formal Register and uses a Fearful tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
35,"['Pulmonary valve disease', 'Ventricular fibrillation', 'Erythema multiforme', 'Hypomagnesemia']","""Me and my family been worried abot this pulmory valve diseas for a wile now, my left ventricle is actully actin up somwhat bad, its making alot of noise and it hurts alot, its like a heavy weight on my chest, and I dont no wut it is, its like a big red blotch on my chest, it's on the left side and its gettin bigger every day, I feel like I cant breathe, I try to take a deep breath but it just wont come out, I'm gettin so tired all the time, I dont no how I'm goin to get through the day, my heart is racin so fast, it's like its pumpin its own blood, I'm so worried, I dont no what to do, I just want it to stop, I just want to feel normal again.""",Informal Register,Neutral,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pulmonary valve disease, Ventricular fibrillation, Erythema multiforme, Hypomagnesemia. The symptoms are graded on a scale of ['Grade 4', 'Grade 2', 'Grade 2', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated (e.g., valve replacement, valvuloplasty)', ' -', 'Target lesions covering 10 - 30% BSA and associated with skin tenderness', '<0.9 - 0.7 mg/dL; <0.4 - 0.3 mmol/L']. The patient speaks in Informal Register and uses a Neutral tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
36,"['Restrictive cardiomyopathy', 'Right ventricular dysfunction', 'Amenorrhea']","""I'm telling you, I'm in agony, my heart's like a lead weight, it's beating like a drum, and every time I try to relax, I'm suffocating, I've got this crushing pressure in my chest, it's like someone's squeezing the life out of me, I'm a ticking time bomb, I'm dying inside, and you know what the worst part is, I've lost my periods, I'm a barren wasteland, I'm a shell of my former self, I'm trapped in this prison, I'm suffocating, I'm dying, I'm dying, I'm dying...""",Informal Register,Angry,5,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Restrictive cardiomyopathy, Right ventricular dysfunction, Amenorrhea. The symptoms are graded on a scale of ['Grade 2', 'Grade 4', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic without signs of heart failure', 'Life-threatening consequences; urgent intervention indicated (e.g., ventricular assist device); heart transplant indicated', ' -']. The patient speaks in Informal Register and uses a Angry tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Restrictive cardiomyopathy, Right ventricular dysfunction, Amenorrhea. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
37,"['Right ventricular dysfunction', 'Phlebitis infective']","""I am experiencing right ventricular dysfunction, with a grade of 4, and the phlebitis infective is causing me significant discomfort and pain, with a grade of 3, and I am feeling quite anxious and agitated, with a grade of 5, and my breathing is labored, with a grade of 5, and I am experiencing chest pain, with a grade of 4, and I am feeling quite nauseous, with a grade of 3, and I am experiencing severe fatigue, with a grade of 5.""",Neutral/Standard Register,Confused,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Right ventricular dysfunction, Phlebitis infective. The symptoms are graded on a scale of ['Grade 5', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death', 'Localized, local intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
38,['Sick sinus syndrome'],"""I feel like I'm going to die, my head is pounding, my ears are ringing, my mouth is dry, and I'm having trouble breathing.""",Informal Register,Neutral,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sick sinus syndrome. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, intervention indicated']. The patient speaks in Informal Register and uses a Neutral tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
39,['Sinus bradycardia'],"""I'm feeling really tired all the time, my heart is beating really slow, I have a lot of pain in my chest, I'm having trouble breathing, and I feel like I'm going to pass out all the time.""",Informal Register,Neutral,3,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sinus bradycardia. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, intervention not indicated; change in medication initiated']. The patient speaks in Informal Register and uses a Neutral tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
40,['Sinus tachycardia'],"""I'm feelin like I'm goin down the drain, got a right nasty cold, fever's pumpin me up like a bloody engine, my sinuses are actin like they're on fire, I'm gettin' these nasty coughs that make me feel like I'm choke-in' for a right proper gasp, my heart's racin like a madman, I'm gettin' these awful headaches, I'm feelin' like I'm goin to pass out, I've got these nasty chills that make me shiver like a bilge rat, I'm gettin' these awful, awful, awful pain in my chest, I'm feelin' like I'm goin to burst, I'm gettin' these nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty, nasty",Vulgar Register,Fearful,5,True,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sinus tachycardia. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; non-urgent medical intervention indicated']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' The patient should explicitly mention all symptoms they have, specifically: Sinus tachycardia. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
41,"['Supraventricular tachycardia', 'Kyphosis']","""I am a vessel of chaos, my heart a tempest, my chest a hump, my lungs a hissing sigh, my breath a whispered promise, my pulse a frantic drumbeat, my mind a maelstrom, my thoughts a jumbled mess, my body a twisted maze, my emotions a stormy sea, my heart a raging fire, my chest a hollow shell, my lungs a labored sigh, my breath a faint whisper, my pulse a wild drumbeat, my mind a swirling vortex, my thoughts a jumbled mess, my body a twisted maze, my emotions a stormy sea, my heart a raging fire, my chest a hollow shell, my lungs a labored sigh, my breath a faint whisper, my pulse a wild drumbeat, my mind a swirling vortex, my thoughts a jumbled mess, my body a twisted maze, my emotions a stormy sea, my heart a raging fire, my chest a hollow shell, my lungs a labored sigh, my breath a faint whisper, my pulse a wild drumbeat, my mind a swirling vortex, my thoughts a jumbled mess, my body a twisted maze, my emotions a stormy sea, my heart a raging fire, my chest a hollow shell, my lungs a labored sigh, my breath a faint whisper, my pulse a wild drumbeat, my mind a swirling vortex, my thoughts a jumbled mess, my body a twisted maze, my emotions a stormy sea, my",Poetic/Literary Register,Neutral,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Supraventricular tachycardia, Kyphosis. The symptoms are graded on a scale of ['Grade 3', 'Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, urgent intervention indicated', 'Moderate accentuation; limiting instrumental ADL']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
42,['Tricuspid valve disease'],"""Verily, I say unto thee, I am beset by a plague of pulmonary hypertension, a malady that doth afflict mine heart and lungs, rendering me helpless against the ravages of this wretched disease. My tricuspid valve, that most noble of valves, doth beat with a ferocity that doth threaten to consume me whole, its power to pump blood forth into the aorta and pulmonary arteries a constant reminder of the gravity of my condition. My symptoms, a litany of torment, include a persistent and severe cough, a sharp and stabbing pain in my chest, and a debilitating fatigue that doth leave me gasping for breath, as if mine own lifeblood were being sucked from me. My heart, a mighty and powerful organ, doth pound with a force that doth rival the thunder of the gods, yet still it doth falter, its rhythm disrupted by the constant barrage of my disease, leaving me a shadow of my former self, a mere specter of the man I once was. Alas, I am doomed, my fate sealed by the cruel hand of fate, and I can only pray that some miracle of science and medicine shall soon intervene to save me from this fate.""",Formal Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tricuspid valve disease. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated (e.g., valve replacement, valvuloplasty)']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
43,['Ventricular arrhythmia'],"""I'm feeling like I'm going to die, mate, my heart's goin' mental, and I can feel my blood pumpin' like a dam, and it's all gettin' a bit too much for me, innit?""",Vulgar Register,Neutral,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular arrhythmia. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; hemodynamic compromise']. The patient speaks in Vulgar Register and uses a Neutral tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
44,['Ventricular fibrillation'],"""I cant breke the healt wun. I feel like I'm goin out of healtz""",Vulgar Register,Confused,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular fibrillation. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; hemodynamic compromise']. The patient speaks in Vulgar Register and uses a Confused tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
45,['Ventricular tachycardia'],"""Blimey, I'm knackered, got a right ol' hammerin' in me chest, I'm a right mess, got a cramp in me arm, it's like it's goin' on fire, I'm on the verge of collapse, got a right old ache in me head, I'm feelin' like I'm goin' to pass out, it's like me heart's goin' haywire, I'm a right muppet, got a cramp in me leg, it's like it's goin' on fire, I'm on the verge of collapse, got a right old ache in me head, I'm feelin' like I'm goin' to pass out, it's like me heart's goin' haywire, I'm a right muppet, got a cramp in me arm, it's like it's goin' on fire, I'm on the verge of collapse, got a right old ache in me head, I'm feelin' like I'm goin' to pass out, it's like me heart's goin' haywire, I'm a right muppet, got a cramp in me leg, it's like it's goin' on fire, I'm on the verge of collapse, got a right old ache in me head, I'm feelin' like I'm goin' to pass out, it's like me heart's goin' hay",Vulgar Register,Angry,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular tachycardia. The patient speaks in Vulgar Register and uses a Angry tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
46,"['Congenital, familial and genetic disorders - Other, specify']","""Me be feelin bout a strange rumb in me hea, like a big ol' beast takin over me body, and it's makin me feel all fuzzy and weak, like me brain be gettin all muddled and I can't think straight, and I'm gettin all dizzy and lightheaded, and I feel like I'm goin down the stairs, but I'm not movin, and I'm feelin like I'm stuck in a never endin' nightmare, and I'm tryin to get out, but me legs be feelin like lead and I'm tryin to walk, but I'm trippin and fallin, and I'm feelin like I'm losin me hea, and I'm feelin like I'm dyin, and I'm tryin to scream, but me mouth be all dry and I can only make a faint whisper, and I'm feelin like I'm goin mad, and I'm tryin to hold on, but me grip be gettin weaker and weaker, and I'm feelin like I'm losin me mind, and I'm tryin to cry, but me tears be dry and I'm feelin like I'm losin me self, and I'm tryin to scream, but me voice be all hoarse and I can only make a faint whisper, and I'm feelin like I'm losin me hea, and I'm feelin like",Vulgar Register,Fearful,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Congenital, familial and genetic disorders - Other, specify. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
47,"['Ear and labyrinth disorders - Other, specify']","I've been feelin' like me ears are goin' on fire, mate, and me labyrinth's all knackered, I've got this awful, sharp pain in me inner ear that's drivin' me mad, and I can feel me balance gettin' all wonky, like I'm walkin' on water, or somethin'!""",Vulgar Register,Friendly,4,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear and labyrinth disorders - Other, specify. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Vulgar Register and uses a Friendly tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Ear and labyrinth disorders - Other, specify. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
48,['Ear pain'],"""i cant hea anymore, my head is killin me, i cant walk arond, i feel like im dyin. my ears hurt so bad, its like someone is ticklin me with a thorn, i cant even go to the kitchen to get a drink, i feel like im losin my mind, my body aches so much it hurts to move, i cant even lift my arm, my head is throbbin so bad its like a thousand knives cuttin through me, i feel like i'm gonna pass out, i cant even breathe, my chest hurts so bad it hurts to even think about it.""",Formal Register,Angry,2,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear pain. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe pain; limiting self care ADL']. The patient speaks in Formal Register and uses a Angry tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
49,"['External ear pain', 'Pancreatic hemorrhage']","""I'm having severe pain in my external ear, and I'm worried that it might be related to the pancreas. The doctor says I need to go to the hospital to get it checked out.""",Neutral/Standard Register,Friendly,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: External ear pain, Pancreatic hemorrhage. The symptoms are graded on a scale of ['Grade 5', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Transfusion indicated; invasive intervention indicated; hospitalization']. The patient speaks in Neutral/Standard Register and uses a Friendly tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
50,['Hearing impaired'],"I cant hear a thing, its like the world is deaf to me, its a travesty, a conspiracy, a sin, and a travesty to the very concept of sound itself, its like a cruel joke, a wicked prank, a deceitful trick, a nasty little surprise, a blight on humanity, a plague on society, and a travesty to the very fabric of our existence, its a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty, a sin, a travesty,",Poetic/Literary Register,Insulting,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hearing impaired. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
51,"['Middle ear inflammation', 'Urinary urgency']","""I'm feelin the pain in my ear, it's like a big fire burnin inside, it hurts so bad it makes me want to cry, and I feel like I'm urinatin a bucket, I cant stop it, it's like my body is tryin to get rid of somethin, but it's not workin, I feel like I'm losin my mind""",Poetic/Literary Register,Neutral,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Middle ear inflammation, Urinary urgency. The symptoms are graded on a scale of ['Grade 3', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Mastoiditis; necrosis of canal soft tissue or bone', 'Present']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
52,['Tinnitus'],"""I've got a right nasty case of tinnitus, innit, and it's driving me barmy, if you know what I mean.""",Informal Register,Insulting,4,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tinnitus. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Insulting tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Tinnitus. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
53,['Vertigo'],"""I feel like I'm spinning round like a plate, like a plate spinning round, I'm dizzy, I'm dizzy, my head's spinning, I'm dizzy, I'm dizzy, my body's going round like a plate, I'm dizzy, I'm dizzy, my legs feel like jelly, I'm dizzy, I'm dizzy, I'm feeling sick, I'm dizzy, I'm dizzy, I'm feeling like I'm going to die, I'm dizzy, I'm dizzy, I'm feeling like I'm going to collapse, I'm dizzy, I'm dizzy, I'm feeling like I'm going to faint, I'm dizzy, I'm dizzy, I'm feeling like I'm going to pass out, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling like I'm going to die, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me, I'm dizzy, I'm dizzy, I'm feeling sick to me",Vulgar Register,Insulting,1,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vertigo. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate symptoms; limiting instrumental ADL']. The patient speaks in Vulgar Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
54,"['Vestibular disorder', 'Hematuria']","""I have a complete loss of balance, I can barely stand up without falling over, I have a burning sensation in my bladder, I have blood in my urine, I am constantly in pain, I feel like I'm going to die.""",Neutral/Standard Register,Insulting,1,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vestibular disorder, Hematuria. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be very brief with minimal details. The patient should explicitly mention all symptoms they have, specifically: Vestibular disorder, Hematuria. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
55,['Adrenal insufficiency'],"""I'm dying from this adrenal insufficiency, I can feel my body shutting down, my heart is failing, my blood pressure is dropping, I'm losing my hair, my skin is breaking out, I'm feeling dizzy and lightheaded, my kidneys are failing, my liver is failing, my bones are breaking, I'm having chest pain, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having a heart attack, I'm having a heart failure, I'm having",Informal Register,Angry,5,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Adrenal insufficiency. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Informal Register and uses a Angry tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
