Dialogue,True_Symptom,Extracted_Symptom
"""I havnticly notisd that Ive ben losin a bit of hair, its not a lot, just somethin, I'd say its about half of whats usual, I dont no whats causin it, its just happenin.""",['Hair loss'],"Cracking at the corners of the mouth (cheilosis/cheilitis), Hair loss"
"""It appears that my shoes are currently suffering from a moderate cacophony of incessant clanging, which is somewhat tolerable, although it would be quite beneficial if they could also address the rather severe and debilitating diminution of their culinary inclinations, whereby their gastronomical interests are being severely restricted, to the point where it is rather inconvenient for them to participate in even the most mundane daily activities.""","['Ringing in ears', 'Decreased appetite']","Coughing, Shortness of breath, Breathlessness"
"""Interference with daily activities, such as difficulty remembering tasks, appointments, and routines, leading to confusion, frustration, and a general sense of being lost.""",['Memory'],Interference with daily activities
"""Alas, my beleagured lungs do protest with a faint, almost imperceptable whispring of air, a gentle susurration that doth tickle my eardrums, yet doth not, as I am led to beleev, signify any great distress, merely a slight, a trifling, a negligible wheezing, a whisper of a whisper, a soft susurration that doth not, nay, cannot, be considered of any great severity, a mere trifle, a nothing, a - a - a non-issue, if you will.""",['Wheezing'],Coughing
"""I'm experinicing some discomfort with my skin, havin hives and also gettin pain with sexual intercourse, and I've been noticin some cracks at the corners of my mouth.""","['Hives', 'Pain with sexual intercourse', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Cracking at the corners of the mouth, Pain with sexual intercourse, Hives"
"""My shoes are literally on fire, I can barely get food down my throat, and I'm shitting all over the place, it's like I'm a walking disaster!""","['Hot flashes', 'Difficulty Swallowing', 'Fecal incontinence']","Cracking at the corners of the mouth (cheilosis/cheilitis), Difficulty Swallowing"
"""I got Increased sweating - Very sever Sweating, Shortness of breath - Mild breathlessness, Bloating - no bloating, but i feel a littel gasey, dont no why""","['Increased sweating', 'Shortness of breath', 'Bloating']","Increased sweating, Shortness of breath"
"""Woe is me, a wretch beset by the ignominy of soiled slippers, their once pristine whiteness now besmirched by the unwelcome presence of fecal incontinence, which doth interfere with my daily pursuits, though I dare not specify the frequency of this woeful affliction, nor the manner in which my nails, those delicate ornaments of the hand, have fallen prey to the cruel hand of fate, their absence a bitter reminder of my misery.""","['Fecal incontinence', 'Nail loss']",Fecal incontinence
"""No bed/pressure sores have been noticed.""",['Bed/pressure sores'],Bed/pressure sores
"""I get these crazy hot flashes like, super rarely, but when they hit me, they're super bad, like my whole body is on fire, sweating like crazy and stuff.""",['Hot flashes'],Hot flashes
"""My mouth is killing me with these stupid sores and I'm not sleeping, great, just what I need.""","['Mouth/throat sores', 'Insomnia']",Mouth/throat sores
"""Distorted Vision, Blurred Images, Double Vision, Eye Strain, Headaches, Anxiety, Panic Attacks, Difficulty Focusing, Sensitivity to Light.""",['Visual floaters'],"Distorted Vision, Blurred Images"
"""I'm experiencing some discomfort, my mouth feels a bit dry, but I don't think it's a big issue, and as for other symptoms, I'm not really comfortable discussing that right now.""","['Dry Mouth', 'Ejaculation']",
"""My hed ach is: Quite a bit, Almost constntly, No pain""",['Headache'],"Coughing, Shortness of breath, Headache"
"""Alas, my weary frame, beset by pain's dark interference, now trembles in the rare, yet severe, assaults of muscular anguish, while sunlight's radiant touch ignites a fiery dread within my sensitive soul.""","['Muscle pain', 'Sensitivity to sunlight']",
"""Silvery Lines, Reddish Discolourations, Skin Texture Changes, Unwanted Scars, Unsightly Marks, Disfiguring Stretch, Unpleasant Appearance.""",['Stretch marks'],"Skin Texture Changes, Unwanted Scars, Disfiguring Stretch"
"""I experience occasional mild joint pain, but it doesn't happen often and doesn't really interfere with my daily activities.""",['Joint pain'],Joint pain
"""I am experiencing distressing symptoms, including a persistent condition affecting male reproductive functions, and an irregularity in female menstrual cycles, while also noticing a concerning loss of nail integrity.""","['Delayed orgasm', 'Ejaculation', 'Nail loss', 'Irregular periods/vaginal bleeding']","Decreased libido, Achieve and maintain erection"
"""Hey, I've been feeling pretty crummy lately - my pee's turned this weird yellowish color, which is super weird, and to make matters worse, I've been having a real problem with leaks, I mean, I'm losing control and it's really affecting my daily life, I'm having accidents pretty often, so it's been a real challenge, especially when I'm out and about.""","['Change in usual urine color', 'Urinary incontinence']","Coughing, Shortness of breath, Wheezing, Change in usual urine color, Urinary frequency"
"""A moderate slumber's interference, a gentle yet persistent guest.""",['Insomnia'],
"""I'm experiencing significant pain and noticeable swelling at the injection site, which is quite unacceptable.""",['Pain and swelling at injection site'],Pain and swelling at injection site
"""Oh no, I've got this gnarly stuff going on - super painful sex, my hands and feet are all cracked and red, and I'm late on my period, and I'm freaking out 'cause I don't know what's happening!""","['Pain with sexual intercourse', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Missed expected menstrual period']","Painful urination, Vaginal discharge, Vaginal dryness, Breast swelling and tenderness"
"""My skin is literally falling off, I've lost my nails, I've got this stupid rash on my hands and feet that's all cracked and red, it's so annoying.""","['Nail loss', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My shoes, a woeful pair, beset by the ignominious pangs of bloating's occasional, yet maddening whims, while their poor bladder, a pitiful thing, doth leak with alarming frequency, quite disrupting the daily dance, as if the very fabric of my footwear's dignity hath been rent asunder by the ignoble forces of urinary incontinence.""","['Bloating', 'Urinary incontinence']","Bloating, Urinary incontinence"
"""I'm feelin' like absolute trash, got a swollen and throbbin' injection site that's drivin' me nuts, plus I'm losin' a little bit of hair, can't see a thing with this blurred vision that's interferin' with my daily life somethin' fierce, and on top of all that, I'm starvin' with this moderate appetite loss that's gettin' in the way of my daily activities, it's just great.""","['Pain and swelling at injection site', 'Hair loss', 'Blurred vision', 'Decreased appetite']",
"""Presenting with nail ridging absent, mild cheilosis, occasional fecal incontinence impacting daily activities, and frequent ejaculation.""","['Nail ridging', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Fecal incontinence', 'Ejaculation']","Nail ridging, Cheilosis, Fecal incontinence, Ejaculation"
"""My stomach's been doing this weird thing where it hurts a little bit, but not super bad, only like once in a while, and it doesn't really stop me from doing anything, but it's still pretty annoying.""",['Abdominal pain'],Abdominal pain
"""Are you kidding me, I'm dealing with urinary issues that occasionally pop up, like when I'm in the middle of something, and I've got irregular periods that I'm not even going to talk about, let alone the vaginal dryness that's probably happening but I'm not answering that either, and to top it all off, I've got this annoying ringing in my ears that's just driving me crazy!""","['Urinary urgency', 'Irregular periods/vaginal bleeding', 'Vaginal dryness', 'Ringing in ears']","Urinary frequency, Irregular periods/vaginal bleeding, Vaginal dryness, Ringing in ears"
"""My blasted mouth is as dry as the Sahara desert, like I've been stuck in a furnace with no water in sight, and my blasted feet and hands are on fire, all cracked and peeling like I've been trudging through the desert without a decent pair of shoes, and it's all bloody severe, if you must know!""","['Dry Mouth', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Cracking at the corners of the mouth (cheilosis/cheilitis), Dry Mouth"
"""I've got a problum with my swollowing, its kinda hard and I dont wanna ansur how bad, and I've got sores in my mouth and throt that arnt too bad for doin stuff but rly bad in genral.""","['Difficulty Swallowing', 'Mouth/throat sores']",Difficulty Swallowing
"""My poor shoes are experiencing 'Bruising: Multiple painful swellings on the soles and heels, Swollen ankles, Dark purple marks on the toes, and Tender skin that hurts to the touch.' Abdominal pain: 'Severe cramps that make me double over, Nausea that makes me want to vomit, Bloating that makes me feel like I'm about to explode, and Sharp pains that make me cry out in agony.'""","['Bruising', 'Abdominal pain']","Bruising, Abdominal pain"
"""I've got some issues with my feet, I've lost a few nails, and I'm having some trouble with my skin, but I'd rather not go into details about that.""","['Nail loss', 'Bed/pressure sores']",
"""Ah, my poor shoes, you seem to be afflicted with a trifecta of troubles: a gentle crack at the corners, the occasional fiery blaze, the constant loosening of your laces, and an alarming lack of polish on your soles.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Hot flashes', 'Diarrhea', 'Decreased sweating']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Delayed orgasm - Not geting it up as fast as i used to, Dry Mouth - cant even swollow my saliva its so dry and bad.""","['Delayed orgasm', 'Dry Mouth']",
"""I'm not really sure about my periods, they're kinda all over the place, and I don't have any rash, but I'm listing them anyway: No periods, No rash.""","['Irregular periods/vaginal bleeding', 'Rash']","No periods, No rash"
"""My poor psyche, it seems to be shod in a pair of shoes that tread with a heavy heart, their soles worn from the frequent pangs of sorrow, which, alas, interfere with my daily steps, and their laces, once tightly bound, now slacken with a moderate loosening of desire's fervent spark.""","['Sad', 'Decreased libido']",
"""I'm really confused about what's going on with my body, but I think I've got some weird symptoms, like, I've got these ridges on my nails that are kinda visible, and to be honest, I'm not really hungry, like, I'm not craving food or anything, it's just that I don't feel like eating, even though it's pretty severe, and, um, I'm a dude, but I've got some discharge going on down there, which is a little bit, but I'm not sure what that means, and, weirdly, I'm not sweating much, even though it's hot outside, I mean, I'm not sure if that's even a thing for me, but, yeah, that's what's going on.""","['Nail ridging', 'Decreased appetite', 'Vaginal discharge', 'Decreased sweating']","Rash, Nail ridging"
"""My beleagured soul is a worn-out shoe, with sleep eluding me like a thief in the night, its laces frayed by the constant intrusion of insomnia's bitter sting, a little bit of interference in my daily activities, a nagging whisper that won't cease, its very severity a heavy chain that binds me to this waking hell, and my heart, a shoe sole, cracked and worn, with discouragement's occasional blows, a moderate ache that throbs with each passing day, a little bit of interference in my daily activities, a faint echo of a life that's lost its way.""","['Insomnia', 'Discouraged']",
"""Me, I'm dyin' here, I got these blasted symptoms: I'm losin' control, can't even leave the house without a mess, my skin's breakin' out like I'm 16 again, and I'm gettin' these itchy, red welts everywhere, and to top it all off, I'm gettin' this burnin' sensation in my chest like I swallowed a fire, and don't even get me started on the acne, it's like my face is a freakin' volcano!""","['Urinary incontinence', 'Hives', 'Heartburn', 'Acne']","Acne, Itching, Red welts,  sensation"
"""I'm literally crippled by this joint pain, it's like my whole body's conspiring against me, it's always lurking in the shadows, occasionally popping up when I'm doing something as simple as getting out of bed, and it's not even that bad, just mild, but it's always there, quietly sabotaging my daily life, making me question if I'll even be able to get out of the house, let alone do the things I love, it's like my joints are screaming 'you can't do this, you can't do that', and it's really starting to freak me out.""",['Joint pain'],Joint pain
"""My skin's gotten darker, I get super dizzy and it really affects my daily life, and I've got a moderate ringing in my ears.""","['Skin darkening', 'Dizziness', 'Ringing in ears']","Dizziness, Skin darkening, Ringing in ears"
"""As I wander through life, my tender skin rebels against the radiant sun, its warm caress now a piercing torment, a gentle breeze a burning reminder of my fragile form, while my joints, a symphony of silence, move with ease, their melodies uninterrupted, a testament to their untroubled harmony.""","['Sensitivity to sunlight', 'Joint pain']",
"""Missing nails, low sex drive, it's freaking me out.""","['Nail loss', 'Decreased libido']",Nail loss
"""I'm experiening some weird stuff, like: Pain during sex (it's pretty mild, dont worry!), Nausea that's super bad and happns alot, and Ringing in my ears (but thats not really a big deal, lol!)""","['Pain with sexual intercourse', 'Nausea', 'Ringing in ears']","Pain with sexual intercourse, Nausea"
"""Alas, my beleaguered shoes, you are experiening a most distressing array of sympotms, includng a generalised ache that manifests as a mere annoyance, a trifling inconvenience that barely merits mention, and a rather curious sensitivty to the sun's rays, which, I dare say, is not at all applicapable to your, no doubt, well-ventilated and sun-shaded resting place.""","['General pain', 'Sensitivity to sunlight']",
"""My poor shoe, it's afflicted with a curious malady, where wheezing whispers secrets in the dead of night, yet the severity is, alas, none, a mere whisper of what's to come, and my poor shoe's perspiration, once a gentle dew, now dwindles to naught, a barren land devoid of moisture, a 'yes' to the question of its absence, a stark reminder of its plight, while anxiety, a thief in the night, steals away its peace, quite a bit, I'm afraid, though rarely does it visit, and when it does, its severity is but a mild, a gentle breeze that rustles the leaves, yet leaves me bewildered, a puzzle to be solved, a riddle, wrapped in a mystery, inside an enigma, my poor shoe, how you suffer, and I, a helpless onlooker, can only watch, and wonder, and weep.""","['Wheezing', 'Decreased sweating', 'Anxious']","Coughing, Shortness of breath, Wheezing, Anxiety, Perspiration, Sweating"
"""As I don my shoes, I am reminded of the uninvited guest that has taken residence within me, a trifecta of troubles that has left me vulnerable to the radiant sun, whose warm caress now feels like a fiery blade that cuts through my skin, a mouth and throat beset by sores that ache with a ferocity that disrupts my daily cadence, and a menstrual cycle that has inexplicably ceased to arrive, leaving me with a sense of temporal dislocation and an unsettling awareness of my own bodily rhythms.""","['Sensitivity to sunlight', 'Mouth/throat sores', 'Missed expected menstrual period']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores"
"""Looks like you're so pathetic, you've got not a single bed sore, but you're still a bloody mess, with mild cracking at the corners of your mouth, like a bloody prune, it's a wonder you can even manage to insult people with a face that looks like it's been put through a bloody wringer.""","['Bed/pressure sores', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",Cracking at the corners of the mouth
"""My shoes are having a moderate case of cracked leather and are shitting themselves all the time, but it's not really affecting my ability to walk.""","['Vaginal dryness', 'Fecal incontinence']",
"""Woe is me, a vessel swollen with unrelenting bloating, a tender torment that besets me not at all, nor does it, alas, apply, while the cruel pangs of love's union, a moderate woe, beset me with a persistent, though not incessant, ache.""","['Bloating', 'Pain with sexual intercourse']",Bloating
"""I am experiencing mild discomfort during intimate activities, and I must note that my vocal attributes have not been relevant to my current condition.""","['Pain with sexual intercourse', 'Voice quality changes']",Mild discomfort during intimate activities
"""Alas, I find myself beset by swelling in my limbs, which, while moderately distressing, doth not hinder my daily pursuits, and, alas, I must confess to occasional bouts of vomiting, a malady whose severity, I dare say, is not for the telling.""","['Swelling (arms or legs)', 'Vomiting']",Swelling (arms or legs)
"""My bodily functions seem to be in disarray, with a strong, unpleasant aroma emanating from my person, and my usual urges appear to be in a state of dormancy, both issues being quite severe.""","['Body odor', 'Decreased libido']","Cracking at the corners of the mouth (cheilosis/cheilitis), Decreased libido, Breast swelling and tenderness"
"""Doc, I'm feelin' pretty cruddy, got some swelling goin' on in me arms and legs, makes it a bit of a chore to do the everyday stuff, but it's not too bad, just a mild case, though, and I'm gettin' some nasty abdominal pain, it's not happenin' too often, but when it does, it's pretty severe, like, really hurts, and, oh, and I've been wheezin' a bit, but I guess that's not somethin' I can rate on a scale, but it's been a nuisance, so, yeah, that's what's goin' on with me, hope you can help me out, doc!""","['Swelling (arms or legs)', 'Abdominal pain', 'Wheezing']","Abdominal pain, Swelling (arms or legs), Wheezing"
"""I'm experiencing severe breast swelling and tenderness along with delayed orgasm, I'm quite confused as to what's causing these symptoms.""","['Delayed orgasm', 'Breast swelling and tenderness']","Breast swelling and tenderness, Delayed orgasm"
"""I'm sick to death with this blasted illness, it's got me experiencing a blasted Taste that's gone haywire, I'm as tired as a sod with Fatigue that's severe, and don't even get me started on this blasted Rash that's Not applicable, but I reckon it's still a right nuisance.""","['Taste Changes', 'Fatigue', 'Rash']","Taste Changes, Fatigue"
"""My limbs, like delicate vellum, bear the unsightly marks of bruising, a testament to the fragile dance between my skin and the unforgiving world, while my nails, like delicate instruments, whisper secrets of their own, their ridged silhouettes a mystery I prefer not to unravel.""","['Bruising', 'Nail ridging']",
"""I'm afwaid my shoe is experiening dehydrasion, disapointment, irregular menstrual cyclus, and presure sores, especialy when i hav to wear it.""","['Decreased sweating', 'Discouraged', 'Irregular periods/vaginal bleeding', 'Bed/pressure sores']",
"""I'm experiening absolutly nothing with my voice, it's still as smooth as silk, I mean I'm not even slightly hoarse, like who cares, but on the other hand I do get the occasional bloody nose, like it's just a minor thing, I'll just get up and wipe it with a tissue, it's not like it's a big deal, I've had it occassionally, maybe 5 times in the past year, and it's never been more than just a tiny drop of blood, like I'm not even bothered, but hey, I guess it's worth mentioning, so yeah, that's my medical condition, not really a condition at all, just a couple of minor annoyances.""","['Hoarseness', 'Nosebleed']",
"""My condition is characterized by a rather embarrassing hair loss, with a considerable amount of quite a bit of it falling out, leaving me with a receding hairline that's almost as barren as your medical knowledge, and to top it off, I've also got nail ridging, which I'd rather not discuss with someone as clueless as you, but let's just say it's a delightful combination of ridges and ridges that make me look like I've been through a war, but hey, at least I'm consistent, right?""","['Hair loss', 'Nail ridging']",Nail ridging
"""I've noticed some discomfort and redness on my skin, particularly on my heels and tailbone, due to prolonged sitting and lack of movement, which I believe could be bed/pressure sores.""",['Bed/pressure sores'],Bed/pressure sores
"""Alas, my pitiful carcass, a veritable swamp of putridity, beset by the ignoble affliction of Body odor, a malady so negligible, it barely warrants mention, a gentle whisper of fetidness, a soft susurrus of stench, a faint flutter of foulness, with a severity that is, quite frankly, none, a condition so utterly inconsequential, it's a wonder I even bothered to note it, a triviality, a trifle, a mere bagatelle, a flea's fart in the grand tapestry of human suffering.""",['Body odor'],Body odor
"""My lovely lady bits are experiensing a most distressing dryness, a parched and barren land, a place where once lush gardens now wither and fade, my vaginal region, once a haven of delight, now feels as dry as the autumn leaves, a sorrowful state, oh so unbecoming, a dryness that doth beset me, a condition most unkind, a vaginal dryness that doth afflict me, a trial by fire, a test of my patience, a dryness that doth make me long for relief, a respite from this arid state, a gentle breeze to soothe my parched skin, a vaginal dryness that doth beset me, a plight most distressing, a condition most vexing.""",['Vaginal dryness'],Vaginal dryness
"""I'm experiencing a bit of a skin situation, where my skin is reacting to some sort of radiation, and I'm not really comfortable discussing the severity of it, but I will say that it's causing some discomfort, and I've also noticed some changes in my sense of taste, which isn't really applicable to a scale, but it's definitely affecting my daily life.""","['Radiation skin reaction', 'Taste Changes']","Skin dryness, Rash, Changes in usual urine color"
"""Apparently, my shoe has developed an affliction where it takes an inordinate amount of time to 'achieve satisfaction' on the carpet, and it's now experiencing an annoying yet occasional urge to suddenly and inexplicably release its contents, thereby necessitating an inconvenient yet somewhat frequent adjustment to its daily routine.""","['Delayed orgasm', 'Urinary frequency']",Delayed orgasm
"""My poor shoes, beset by cruel fate, suffer from moderate blisters on the soles, skin that's as dry as the desert's gate, and a parched tongue that's been reduced to a mere slate.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Skin dryness', 'Dry Mouth']","Blisters, Dry skin"
"""General pain: Somewhat interferes with daily activities, mild severity, never experienced; Missed expected menstrual period: yes; Urinary urgency: somewhat interferes with daily activities, rarely experienced.""","['General pain', 'Missed expected menstrual period', 'Urinary urgency']","General pain, Missed expected menstrual period, Urinary urgency"
"""I've been havin' some troubl' sleepin', it don't really bother me that much.""",['Insomnia'],
"""Alas, my poor shoes, beset by the cruel whims of fate, now suffer from a woefully inadequate supply of oxygen, as if a gagging hand had clutched my very breath, leaving me gasping like a landed fish, unable to stroll with the leisurely pace I once knew; and, to add insult to injury, a pounding drumbeat in my temples, a maddening migraine that strikes with all the subtlety of a sledgehammer, occasionally, but with a persistence that's nothing short of a personal affront; and, to cap it all, a stomach that's as empty as a beggar's purse, a severe and gnawing hunger that's quite a bit of a nuisance, a constant reminder that my very essence is as dry as the Sahara, and all this, I dare say, is a fitting punishment for the crimes I've committed, which, I suppose, include eating one too many slices of pizza and neglecting to water my poor, parched soul.""","['Shortness of breath', 'Headache', 'Decreased appetite']","Coughing, Shortness of breath, Migraine, Headache, Hunger"
"""None.""",['Vaginal dryness'],
"""I don't wanna talk about my nails, but I'm worried something's off, and I stink, I guess.""","['Nail discoloration', 'Body odor']","Nail discoloration, Nail ridging, Body odor"
"""I am experiencing a slight difficulty in achieving and maintaining an erection, but it is not a significant issue at present.""",['Achieve and maintain erection'],Difficulty achieving and maintaining an erection
"""A desiccated gullet, parched and forlorn, cries out in torment, its severity a searing ache.""",['Dry Mouth'],Dry Mouth
"""Listen up, my gut's a bloody mess, I'm puking all day, can't focus on anything but the toilet, which I'm visiting way too often, what a bloody nightmare!""","['Abdominal pain', 'Nausea', 'Concentration', 'Urinary frequency']","Coughing, Nausea, Vomiting, Diarrhea, Fatigue"
"""My symptoms are pretty much nonexistent at this point, but I did have some issues with the injection site a while back, it was a bit sore and swollen, but that's all cleared up now.""","['Pain and swelling at injection site', 'Irregular periods/vaginal bleeding']","Breast swelling and tenderness, Bruising, Chills, Decreased sweating, Hot flashes"
"""I've got itchy skin that won't quit, mild constipation that's a real pain, and don't even get me started on these annoying hives that I won't talk about.""","['Hives', 'Constipation', 'Itching']","Hives, Constipation"
"""I am currently experiencing no notable discomfort from bed/pressure sores, however, I do occasionally experience some coughing that somewhat interferes with my daily activities, and I am also experiencing joint pain that affects me almost constantly without significantly impacting my daily routine.""","['Bed/pressure sores', 'Coughing', 'Joint pain']","Coughing, Joint pain"
"""Unfortunatly, I've experienced some issues with my mensual cyclus, and I've also noticd some darkening of my skin, which is a bit unconforting.""","['Irregular periods/vaginal bleeding', 'Skin darkening']",
"""i've been feelin kinda meh lately, got general pain that's botherin me alot when i do daily activites, like its occuring pretty offen, but its only mild, but the good news is i dont have no pain and swelling at the injection site, thats a big plus!""","['General pain', 'Pain and swelling at injection site']",
"""Cracking at the corners of my mouth is super painful and annoying, it's all dry and cracked, my skin is red and irritated, and I feel like I have bad breath.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Body odor']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""I am experiencing a considerable amount of hair loss.""",['Hair loss'],Hair loss
"""I be sweatin' like a sinner in church, got this weird yellow pee, me whole body hurts somethin' fierce, and I gotta run to the loo all the time, or I be cursin' the day I was born!""","['Increased sweating', 'Change in usual urine color', 'General pain', 'Urinary urgency']","Coughing, Shortness of breath, Yellow urine, Body aches, Frequent urination"
"""I'm freaking out, my skin is literally on fire, I've got these huge, painful, red, inflamed pimples all over my face and neck, they're so severe that they're leaving scars, and I'm talking huge, like, golf ball-sized zits that are just oozing and bleeding everywhere, it's like my skin is just giving up on me, I'm so self-conscious about it, I don't know what to do, I feel like I'm losing my mind.""",['Acne'],"Acne, Skin dryness, Itching"
"""As I wander through the twilight of my days, my weary soul succumbs to the crushing weight of fatigue, a moderate malevolence that interferes with the gentle dance of daily activities, leaving me a shadow of my former self, while in the secret chambers of my heart, a dark and foreboding presence whispers of a delayed orgasm, a yes, a solemn and haunting affirmation that echoes through the desolate landscapes of my being.""","['Fatigue', 'Delayed orgasm']",Delayed orgasm
"""Itchy, Blistering, Swollen, Red, Painful, Itching, Burning, Tingling, Redness, Blisters, Rash, Skin Inflammation, Skin Irritation, Skin Reaction, Skin Breakout, Skin Lesions, Skin Damage, Skin Discoloration, Skin Swelling, Skin Inflammation, Skin Infection, Skin Reaction, Skin Allergy, Skin Sensitivity.""",['Hives'],"Rash, Skin Inflammation, Skin Irritation, Skin Reaction, Skin Breakout, Skin Lesions"
"""I've been noticing some weird stuff with my feet, like my nails are ridging a bit, but that's not the main issue - it's the numbness and tingling that's really getting to me, it's super severe and doesn't really interfere with my daily activities, but it's still pretty annoying.""","['Nail ridging', 'Numbness & tingling']","Nail ridging, Numbness & tingling"
"""I dont realy no whats goin on with my tastebuds, but i havnt notisd any diffrence in how things tate, its all good so far.""",['Taste Changes'],Taste Changes
"""I experience occasional, involuntary ejaculation with rare frequency.""",['Ejaculation'],"Coughing, Shortness of breath, Ejaculation"
"""My shoes are kinda tired, they're breathin' kinda slow, like me, I'm a bit winded, but they're not dyin' or anythin'.""",['Shortness of breath'],Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Severe Interference, No Headache, Occasional Sweating, No Bruising""","['Headache', 'Increased sweating', 'Bruising']","Severe Interference, Occasional Sweating"
"""I'm experiencing an extremely severe cough that's interfering with my daily activities to a great extent, making it almost impossible for me to do anything without feeling completely drained, and on top of that, I've developed nail ridging, which is a noticeable ridging or lifting of my nail plate, indicating some kind of underlying issue that needs immediate attention.""","['Coughing', 'Nail ridging']","Cough, Fatigue, Nail ridging"
"""The fiery sparks of life that once danced with abandon, now lie dormant, a desolate wasteland, where the tender touch of love is met with a deafening silence, a void that gnaws at my very soul, a chasm that yawns with an aching emptiness, a bleakness that mocks my every waking moment, a 'Not applicable' epitaph that scrawls across the tomb of my desires, where the sacred rite of passion is reduced to a hollow, echoing whisper, a 'Not applicable' requiem that tolls the knell of my deepest longings.""",['Unable to have orgasm'],Decreased libido
"""As my weary soul succumbs to the whims of fate, I find myself beset by a persistent cough, a gentle whisper that, though mild, disrupts not at all the rhythm of my daily life, while my mouth and throat, alas, bear the scars of a very severe affliction, its presence a constant reminder that even the simplest tasks are somewhat impaired, and yet, I am struck by the cruel irony of a body that, in its generosity, forgets to sweat, a dearth of perspiration that, in its absence, speaks volumes of my frailty.""","['Coughing', 'Mouth/throat sores', 'Decreased sweating']","Coughing, Mouth/throat sores"
"""I'm experiening some weird sympotoms, like my mouth is crackin alot at the corners and my fingers & toes feel numb & tingley, also havent been hungry alot lately.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Numbness & tingling', 'Decreased appetite']","Cracking at the corners of the mouth (cheilosis/cheilitis), Numbness & tingling"
"""I'm experinencin' some weird stuff, like my skin gets all burnt and painful whenever I go outside, especally during the day, I dont know if its the sun or the heat or watever, but I feel like I'm gonna pass out, I get these blistirs and rashes and my face gets all red and inflamed, and my eyes get all watery and itchy, and I feel like I'm losin my vision, and I get these headaches and my whole body feels like its on fire, and I dont know if its just me or if its somethin more serious, but I'm gettin really worried, I think I might be sensetive to somethin in the sun, or maybe I just need shades or somethin, I dont know, help me out!""",['Sensitivity to sunlight'],"Skin gets all burnt and painful, Blistirs and rashes, Face gets all red and inflamed"
"""It appears that my shoes are suffering from an unfortunate trifecta of maladies, with my left shoe experiencing almost constant, very severe heartburn, my right shoe exhibiting a mild case of vaginal dryness, and both shoes being afflicted with a severe headache that, remarkably, does not seem to be interfering with their daily activities, such as being walked in.""","['Heartburn', 'Vaginal dryness', 'Headache']","Heartburn, Vaginal dryness, Headache"
"""I'm experiening really bad headaches that make it dificult for me to do alot of things, they arnt that common but when they happen they ar verry sevre and make me feel quite sick, and also I've been havng some problums with my mensil cycle, I dont know if thats the rite word, but I've been bleeding alot and it dosnt seem to be on schedual.""","['Headache', 'Irregular periods/vaginal bleeding']","Headache, Nausea, Vomiting"
"""I am astonished that my physician would even bother to examine me, given the utterly negligible impact of my symptoms, which I might add, include an unremarkable skin darkening, a rather more severe pain during the most intimate of activities, and a muscle pain that is so inconsequential it barely warrants mention, with its complete lack of interference with my daily activities and its non-existent severity.""","['Skin darkening', 'Pain with sexual intercourse', 'Muscle pain']","Skin darkening, Pain during sexual intercourse, Muscle pain"
"""I'm affrid of havin a mind that dont rememba nothin, and now my skyns got these horrid stripy marks, its like i'm losin my grip on reality!!""","['Stretch marks', 'Memory']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores"
"""I am experiancing a most distressing condition, wherein my appitite has been severely compromisd, making it extremly dificult for me to partake in my usual daily activites, and I am also plagued by frequent heart palpitations, which, although not excessively severe, are nonetheless a moderatly distressing symptom that has me in a state of great anxiety.""","['Decreased appetite', 'Heart palpitations']","Abdominal pain, Decreased appetite, Heart palpitations"
"""I'm experiencing moderate difficulty swallowing, which is causing me a great deal of anxiety, as I'm having trouble moving food from my mouth to my esophagus, and it feels like it's getting stuck in my throat, making me worry that I might choke or aspirate, and I'm finding it hard to eat and drink without feeling like I'm in danger, which is really affecting my daily life.""",['Difficulty Swallowing'],Difficulty Swallowing
"""I'm feelin' pretty weird, got these hiccups that come and go, they're not too bad, but kinda annoying, and then there's this muscle pain that's moderate, but it's not really botherin' me, I guess, I mean, I can still do my daily stuff, but if I'm bein' honest, I don't wanna think about it too much, and I've been vomitin' a bit, but it's not like I'm throwin' up all the time, and when I breathe, I'm wheezin' really bad, it's like my lungs are gettin' all clogged up, so yeah, that's my situation, I think.""","['Hiccups', 'Muscle pain', 'Vomiting', 'Wheezing']","Hiccups, Muscle pain, Wheezing"
