Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""My shoes are having a moderate case of cracked leather and are shitting themselves all the time, but it's not really affecting my ability to walk.""","['Vaginal dryness', 'Fecal incontinence']","Vaginal dryness (attributes: Severity) , Fecal incontinence (attributes: Interference (with daily activities), Frequency)","Vaginal dryness -> Severity: Moderate ,  Fecal incontinence -> Interference (with daily activities): Not at all, Frequency: Almost constantly",Neutral/Standard Register,Insulting,1,False,False,False
"""Woe is me, a vessel swollen with unrelenting bloating, a tender torment that besets me not at all, nor does it, alas, apply, while the cruel pangs of love's union, a moderate woe, beset me with a persistent, though not incessant, ache.""","['Bloating', 'Pain with sexual intercourse']","Bloating (attributes: Frequency, Severity) , Pain with sexual intercourse (attributes: Severity)","Bloating -> Frequency: Never, Severity: Not applicable ,  Pain with sexual intercourse -> Severity: Moderate",Poetic/Literary Register,Angry,2,False,True,False
"""I am experiencing mild discomfort during intimate activities, and I must note that my vocal attributes have not been relevant to my current condition.""","['Pain with sexual intercourse', 'Voice quality changes']","Pain with sexual intercourse (attributes: Severity) , Voice quality changes (attributes: Presence/Absence)","Pain with sexual intercourse -> Severity: Mild ,  Voice quality changes -> Presence/Absence: Not applicable",Formal Register,Angry,2,False,False,False
"""Alas, I find myself beset by swelling in my limbs, which, while moderately distressing, doth not hinder my daily pursuits, and, alas, I must confess to occasional bouts of vomiting, a malady whose severity, I dare say, is not for the telling.""","['Swelling (arms or legs)', 'Vomiting']","Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity) , Vomiting (attributes: Frequency, Severity)","Swelling (arms or legs) -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer, Severity: Moderate ,  Vomiting -> Frequency: Occasionally, Severity: Not applicable",Poetic/Literary Register,Friendly,2,False,True,False
"""My bodily functions seem to be in disarray, with a strong, unpleasant aroma emanating from my person, and my usual urges appear to be in a state of dormancy, both issues being quite severe.""","['Body odor', 'Decreased libido']","Body odor (attributes: Severity) , Decreased libido (attributes: Severity)","Body odor -> Severity: Very severe ,  Decreased libido -> Severity: Very severe",Vulgar Register,Neutral,3,False,False,False
"""Doc, I'm feelin' pretty cruddy, got some swelling goin' on in me arms and legs, makes it a bit of a chore to do the everyday stuff, but it's not too bad, just a mild case, though, and I'm gettin' some nasty abdominal pain, it's not happenin' too often, but when it does, it's pretty severe, like, really hurts, and, oh, and I've been wheezin' a bit, but I guess that's not somethin' I can rate on a scale, but it's been a nuisance, so, yeah, that's what's goin' on with me, hope you can help me out, doc!""","['Swelling (arms or legs)', 'Abdominal pain', 'Wheezing']","Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity) , Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity) , Wheezing (attributes: Severity)","Swelling (arms or legs) -> Interference (with daily activities): Quite a bit, Frequency: Never, Severity: Mild ,  Abdominal pain -> Interference (with daily activities): A little bit, Frequency: Never, Severity: Severe ,  Wheezing -> Severity: Not applicable",Vulgar Register,Friendly,4,False,False,False
"""I'm experiencing severe breast swelling and tenderness along with delayed orgasm, I'm quite confused as to what's causing these symptoms.""","['Delayed orgasm', 'Breast swelling and tenderness']","Delayed orgasm (attributes: Presence/Absence) , Breast swelling and tenderness (attributes: Severity)","Delayed orgasm -> Presence/Absence: Yes ,  Breast swelling and tenderness -> Severity: Severe",Neutral/Standard Register,Confused,2,False,True,False
"""I'm sick to death with this blasted illness, it's got me experiencing a blasted Taste that's gone haywire, I'm as tired as a sod with Fatigue that's severe, and don't even get me started on this blasted Rash that's Not applicable, but I reckon it's still a right nuisance.""","['Taste Changes', 'Fatigue', 'Rash']","Taste Changes (attributes: Severity) , Fatigue (attributes: Interference (with daily activities), Severity) , Rash (attributes: Presence/Absence)","Taste Changes -> Severity: Prefer not to answer ,  Fatigue -> Interference (with daily activities): A little bit, Severity: Severe ,  Rash -> Presence/Absence: Not applicable",Vulgar Register,Angry,3,True,False,False
"""My limbs, like delicate vellum, bear the unsightly marks of bruising, a testament to the fragile dance between my skin and the unforgiving world, while my nails, like delicate instruments, whisper secrets of their own, their ridged silhouettes a mystery I prefer not to unravel.""","['Bruising', 'Nail ridging']","Bruising (attributes: Presence/Absence) , Nail ridging (attributes: Presence/Absence)","Bruising -> Presence/Absence: Yes ,  Nail ridging -> Presence/Absence: Prefer not to answer",Poetic/Literary Register,Neutral,5,False,True,False
"""I'm afwaid my shoe is experiening dehydrasion, disapointment, irregular menstrual cyclus, and presure sores, especialy when i hav to wear it.""","['Decreased sweating', 'Discouraged', 'Irregular periods/vaginal bleeding', 'Bed/pressure sores']","Decreased sweating (attributes: Presence/Absence) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Bed/pressure sores (attributes: Presence/Absence)","Decreased sweating -> Presence/Absence: Not applicable ,  Discouraged -> Interference (with daily activities): Not at all, Frequency: Frequently, Severity: Prefer not to answer ,  Irregular periods/vaginal bleeding -> Presence/Absence: No ,  Bed/pressure sores -> Presence/Absence: Not applicable",Formal Register,Confused,1,False,False,True
"""I'm experiening absolutly nothing with my voice, it's still as smooth as silk, I mean I'm not even slightly hoarse, like who cares, but on the other hand I do get the occasional bloody nose, like it's just a minor thing, I'll just get up and wipe it with a tissue, it's not like it's a big deal, I've had it occassionally, maybe 5 times in the past year, and it's never been more than just a tiny drop of blood, like I'm not even bothered, but hey, I guess it's worth mentioning, so yeah, that's my medical condition, not really a condition at all, just a couple of minor annoyances.""","['Hoarseness', 'Nosebleed']","Hoarseness (attributes: Severity) , Nosebleed (attributes: Frequency, Severity)","Hoarseness -> Severity: None ,  Nosebleed -> Frequency: Occasionally, Severity: Mild",Neutral/Standard Register,Insulting,5,False,True,True
"""My condition is characterized by a rather embarrassing hair loss, with a considerable amount of quite a bit of it falling out, leaving me with a receding hairline that's almost as barren as your medical knowledge, and to top it off, I've also got nail ridging, which I'd rather not discuss with someone as clueless as you, but let's just say it's a delightful combination of ridges and ridges that make me look like I've been through a war, but hey, at least I'm consistent, right?""","['Hair loss', 'Nail ridging']","Hair loss (attributes: Amount) , Nail ridging (attributes: Presence/Absence)","Hair loss -> Amount: Quite a bit ,  Nail ridging -> Presence/Absence: Prefer not to answer",Neutral/Standard Register,Insulting,4,False,True,False
"""I've noticed some discomfort and redness on my skin, particularly on my heels and tailbone, due to prolonged sitting and lack of movement, which I believe could be bed/pressure sores.""",['Bed/pressure sores'],Bed/pressure sores (attributes: Presence/Absence),Bed/pressure sores -> Presence/Absence: Yes,Neutral/Standard Register,Friendly,3,False,False,False
"""Alas, my pitiful carcass, a veritable swamp of putridity, beset by the ignoble affliction of Body odor, a malady so negligible, it barely warrants mention, a gentle whisper of fetidness, a soft susurrus of stench, a faint flutter of foulness, with a severity that is, quite frankly, none, a condition so utterly inconsequential, it's a wonder I even bothered to note it, a triviality, a trifle, a mere bagatelle, a flea's fart in the grand tapestry of human suffering.""",['Body odor'],Body odor (attributes: Severity),Body odor -> Severity: None,Poetic/Literary Register,Insulting,5,False,True,False
"""My lovely lady bits are experiensing a most distressing dryness, a parched and barren land, a place where once lush gardens now wither and fade, my vaginal region, once a haven of delight, now feels as dry as the autumn leaves, a sorrowful state, oh so unbecoming, a dryness that doth beset me, a condition most unkind, a vaginal dryness that doth afflict me, a trial by fire, a test of my patience, a dryness that doth make me long for relief, a respite from this arid state, a gentle breeze to soothe my parched skin, a vaginal dryness that doth beset me, a plight most distressing, a condition most vexing.""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: Prefer not to answer,Poetic/Literary Register,Friendly,3,False,True,True
"""I'm experiencing a bit of a skin situation, where my skin is reacting to some sort of radiation, and I'm not really comfortable discussing the severity of it, but I will say that it's causing some discomfort, and I've also noticed some changes in my sense of taste, which isn't really applicable to a scale, but it's definitely affecting my daily life.""","['Radiation skin reaction', 'Taste Changes']","Radiation skin reaction (attributes: Severity) , Taste Changes (attributes: Severity)","Radiation skin reaction -> Severity: Prefer not to answer ,  Taste Changes -> Severity: Not applicable",Vulgar Register,Neutral,5,False,False,False
"""Apparently, my shoe has developed an affliction where it takes an inordinate amount of time to 'achieve satisfaction' on the carpet, and it's now experiencing an annoying yet occasional urge to suddenly and inexplicably release its contents, thereby necessitating an inconvenient yet somewhat frequent adjustment to its daily routine.""","['Delayed orgasm', 'Urinary frequency']","Delayed orgasm (attributes: Presence/Absence) , Urinary frequency (attributes: Interference (with daily activities), Frequency)","Delayed orgasm -> Presence/Absence: Prefer not to answer ,  Urinary frequency -> Interference (with daily activities): Somewhat, Frequency: Rarely",Formal Register,Insulting,3,False,False,False
"""My poor shoes, beset by cruel fate, suffer from moderate blisters on the soles, skin that's as dry as the desert's gate, and a parched tongue that's been reduced to a mere slate.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Skin dryness', 'Dry Mouth']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Skin dryness (attributes: Severity) , Dry Mouth (attributes: Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Moderate ,  Skin dryness -> Severity: Very severe ,  Dry Mouth -> Severity: Mild",Poetic/Literary Register,Angry,2,False,False,False
"""General pain: Somewhat interferes with daily activities, mild severity, never experienced; Missed expected menstrual period: yes; Urinary urgency: somewhat interferes with daily activities, rarely experienced.""","['General pain', 'Missed expected menstrual period', 'Urinary urgency']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","General pain -> Interference (with daily activities): Somewhat, Frequency: Never, Severity: Mild ,  Missed expected menstrual period -> Presence/Absence: Yes ,  Urinary urgency -> Interference (with daily activities): Somewhat, Frequency: Rarely",Vulgar Register,Fearful,2,True,False,False
"""I've been havin' some troubl' sleepin', it don't really bother me that much.""",['Insomnia'],"Insomnia (attributes: Interference (with daily activities), Severity)","Insomnia -> Interference (with daily activities): A little bit, Severity: Not applicable",Vulgar Register,Confused,1,False,False,False
"""Alas, my poor shoes, beset by the cruel whims of fate, now suffer from a woefully inadequate supply of oxygen, as if a gagging hand had clutched my very breath, leaving me gasping like a landed fish, unable to stroll with the leisurely pace I once knew; and, to add insult to injury, a pounding drumbeat in my temples, a maddening migraine that strikes with all the subtlety of a sledgehammer, occasionally, but with a persistence that's nothing short of a personal affront; and, to cap it all, a stomach that's as empty as a beggar's purse, a severe and gnawing hunger that's quite a bit of a nuisance, a constant reminder that my very essence is as dry as the Sahara, and all this, I dare say, is a fitting punishment for the crimes I've committed, which, I suppose, include eating one too many slices of pizza and neglecting to water my poor, parched soul.""","['Shortness of breath', 'Headache', 'Decreased appetite']","Shortness of breath (attributes: Interference (with daily activities), Severity) , Headache (attributes: Interference (with daily activities), Frequency, Severity) , Decreased appetite (attributes: Interference (with daily activities), Severity)","Shortness of breath -> Interference (with daily activities): Very much, Severity: Not applicable ,  Headache -> Interference (with daily activities): Very much, Frequency: Occasionally, Severity: Prefer not to answer ,  Decreased appetite -> Interference (with daily activities): Quite a bit, Severity: Severe",Poetic/Literary Register,Insulting,4,False,False,False
"""None.""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: None,Formal Register,Angry,2,True,False,False
"""I don't wanna talk about my nails, but I'm worried something's off, and I stink, I guess.""","['Nail discoloration', 'Body odor']","Nail discoloration (attributes: Presence/Absence) , Body odor (attributes: Severity)","Nail discoloration -> Presence/Absence: Prefer not to answer ,  Body odor -> Severity: Not applicable",Informal Register,Fearful,1,False,False,False
"""I am experiencing a slight difficulty in achieving and maintaining an erection, but it is not a significant issue at present.""",['Achieve and maintain erection'],Achieve and maintain erection (attributes: Severity),Achieve and maintain erection -> Severity: None,Formal Register,Fearful,2,False,False,False
"""A desiccated gullet, parched and forlorn, cries out in torment, its severity a searing ache.""",['Dry Mouth'],Dry Mouth (attributes: Severity),Dry Mouth -> Severity: Severe,Poetic/Literary Register,Confused,1,False,False,False
"""Listen up, my gut's a bloody mess, I'm puking all day, can't focus on anything but the toilet, which I'm visiting way too often, what a bloody nightmare!""","['Abdominal pain', 'Nausea', 'Concentration', 'Urinary frequency']","Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity) , Nausea (attributes: Frequency, Severity) , Concentration (attributes: Interference (with daily activities), Severity) , Urinary frequency (attributes: Interference (with daily activities), Frequency)","Abdominal pain -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer, Severity: Prefer not to answer ,  Nausea -> Frequency: Almost constantly, Severity: None ,  Concentration -> Interference (with daily activities): Somewhat, Severity: Not applicable ,  Urinary frequency -> Interference (with daily activities): Very much, Frequency: Occasionally",Vulgar Register,Insulting,2,False,False,False
"""My symptoms are pretty much nonexistent at this point, but I did have some issues with the injection site a while back, it was a bit sore and swollen, but that's all cleared up now.""","['Pain and swelling at injection site', 'Irregular periods/vaginal bleeding']","Pain and swelling at injection site (attributes: Presence/Absence) , Irregular periods/vaginal bleeding (attributes: Presence/Absence)","Pain and swelling at injection site -> Presence/Absence: Not applicable ,  Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable",Vulgar Register,Neutral,4,False,False,False
"""I've got itchy skin that won't quit, mild constipation that's a real pain, and don't even get me started on these annoying hives that I won't talk about.""","['Hives', 'Constipation', 'Itching']","Hives (attributes: Presence/Absence) , Constipation (attributes: Severity) , Itching (attributes: Severity)","Hives -> Presence/Absence: Prefer not to answer ,  Constipation -> Severity: Mild ,  Itching -> Severity: Not applicable",Informal Register,Insulting,1,True,False,False
"""I am currently experiencing no notable discomfort from bed/pressure sores, however, I do occasionally experience some coughing that somewhat interferes with my daily activities, and I am also experiencing joint pain that affects me almost constantly without significantly impacting my daily routine.""","['Bed/pressure sores', 'Coughing', 'Joint pain']","Bed/pressure sores (attributes: Presence/Absence) , Coughing (attributes: Interference (with daily activities), Severity) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Bed/pressure sores -> Presence/Absence: No ,  Coughing -> Interference (with daily activities): Somewhat, Severity: Not applicable ,  Joint pain -> Interference (with daily activities): Not at all, Frequency: Almost constantly, Severity: Not applicable",Formal Register,Neutral,3,False,False,False
"""Unfortunatly, I've experienced some issues with my mensual cyclus, and I've also noticd some darkening of my skin, which is a bit unconforting.""","['Irregular periods/vaginal bleeding', 'Skin darkening']","Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Skin darkening (attributes: Presence/Absence)","Irregular periods/vaginal bleeding -> Presence/Absence: No ,  Skin darkening -> Presence/Absence: Prefer not to answer",Formal Register,Friendly,1,False,False,True
"""i've been feelin kinda meh lately, got general pain that's botherin me alot when i do daily activites, like its occuring pretty offen, but its only mild, but the good news is i dont have no pain and swelling at the injection site, thats a big plus!""","['General pain', 'Pain and swelling at injection site']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Pain and swelling at injection site (attributes: Presence/Absence)","General pain -> Interference (with daily activities): Very much, Frequency: Occasionally, Severity: Mild ,  Pain and swelling at injection site -> Presence/Absence: No",Informal Register,Friendly,3,False,True,True
"""Cracking at the corners of my mouth is super painful and annoying, it's all dry and cracked, my skin is red and irritated, and I feel like I have bad breath.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Body odor']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Body odor (attributes: Severity)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Very severe ,  Body odor -> Severity: Not applicable",Informal Register,Neutral,1,True,False,False
"""I am experiencing a considerable amount of hair loss.""",['Hair loss'],Hair loss (attributes: Amount),Hair loss -> Amount: Very much,Formal Register,Neutral,1,False,False,False
"""I be sweatin' like a sinner in church, got this weird yellow pee, me whole body hurts somethin' fierce, and I gotta run to the loo all the time, or I be cursin' the day I was born!""","['Increased sweating', 'Change in usual urine color', 'General pain', 'Urinary urgency']","Increased sweating (attributes: Frequency, Severity) , Change in usual urine color (attributes: Presence/Absence) , General pain (attributes: Interference (with daily activities), Frequency, Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","Increased sweating -> Frequency: Prefer not to answer, Severity: Severe ,  Change in usual urine color -> Presence/Absence: No ,  General pain -> Interference (with daily activities): Quite a bit, Frequency: Frequently, Severity: Mild ,  Urinary urgency -> Interference (with daily activities): A little bit, Frequency: Never",Vulgar Register,Fearful,2,False,False,False
"""I'm freaking out, my skin is literally on fire, I've got these huge, painful, red, inflamed pimples all over my face and neck, they're so severe that they're leaving scars, and I'm talking huge, like, golf ball-sized zits that are just oozing and bleeding everywhere, it's like my skin is just giving up on me, I'm so self-conscious about it, I don't know what to do, I feel like I'm losing my mind.""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Very severe,Informal Register,Fearful,4,False,True,False
"""As I wander through the twilight of my days, my weary soul succumbs to the crushing weight of fatigue, a moderate malevolence that interferes with the gentle dance of daily activities, leaving me a shadow of my former self, while in the secret chambers of my heart, a dark and foreboding presence whispers of a delayed orgasm, a yes, a solemn and haunting affirmation that echoes through the desolate landscapes of my being.""","['Fatigue', 'Delayed orgasm']","Fatigue (attributes: Interference (with daily activities), Severity) , Delayed orgasm (attributes: Presence/Absence)","Fatigue -> Interference (with daily activities): A little bit, Severity: Moderate ,  Delayed orgasm -> Presence/Absence: Yes",Poetic/Literary Register,Fearful,5,False,False,False
"""Itchy, Blistering, Swollen, Red, Painful, Itching, Burning, Tingling, Redness, Blisters, Rash, Skin Inflammation, Skin Irritation, Skin Reaction, Skin Breakout, Skin Lesions, Skin Damage, Skin Discoloration, Skin Swelling, Skin Inflammation, Skin Infection, Skin Reaction, Skin Allergy, Skin Sensitivity.""",['Hives'],Hives (attributes: Presence/Absence),Hives -> Presence/Absence: Not applicable,Neutral/Standard Register,Fearful,5,True,False,False
"""I've been noticing some weird stuff with my feet, like my nails are ridging a bit, but that's not the main issue - it's the numbness and tingling that's really getting to me, it's super severe and doesn't really interfere with my daily activities, but it's still pretty annoying.""","['Nail ridging', 'Numbness & tingling']","Nail ridging (attributes: Presence/Absence) , Numbness & tingling (attributes: Interference (with daily activities), Severity)","Nail ridging -> Presence/Absence: No ,  Numbness & tingling -> Interference (with daily activities): Not at all, Severity: Very severe",Informal Register,Neutral,3,False,True,False
"""I dont realy no whats goin on with my tastebuds, but i havnt notisd any diffrence in how things tate, its all good so far.""",['Taste Changes'],Taste Changes (attributes: Severity),Taste Changes -> Severity: None,Informal Register,Friendly,2,False,False,True
"""I experience occasional, involuntary ejaculation with rare frequency.""",['Ejaculation'],Ejaculation (attributes: Frequency),Ejaculation -> Frequency: Rarely,Vulgar Register,Friendly,3,True,False,False
"""My shoes are kinda tired, they're breathin' kinda slow, like me, I'm a bit winded, but they're not dyin' or anythin'.""",['Shortness of breath'],"Shortness of breath (attributes: Interference (with daily activities), Severity)","Shortness of breath -> Interference (with daily activities): Somewhat, Severity: None",Informal Register,Insulting,1,False,True,False
"""Severe Interference, No Headache, Occasional Sweating, No Bruising""","['Headache', 'Increased sweating', 'Bruising']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Increased sweating (attributes: Frequency, Severity) , Bruising (attributes: Presence/Absence)","Headache -> Interference (with daily activities): Very much, Frequency: Never, Severity: Severe ,  Increased sweating -> Frequency: Occasionally, Severity: Moderate ,  Bruising -> Presence/Absence: No",Poetic/Literary Register,Friendly,1,True,False,False
"""I'm experiencing an extremely severe cough that's interfering with my daily activities to a great extent, making it almost impossible for me to do anything without feeling completely drained, and on top of that, I've developed nail ridging, which is a noticeable ridging or lifting of my nail plate, indicating some kind of underlying issue that needs immediate attention.""","['Coughing', 'Nail ridging']","Coughing (attributes: Interference (with daily activities), Severity) , Nail ridging (attributes: Presence/Absence)","Coughing -> Interference (with daily activities): Very much, Severity: Very severe ,  Nail ridging -> Presence/Absence: Yes",Neutral/Standard Register,Angry,5,False,False,False
"""The fiery sparks of life that once danced with abandon, now lie dormant, a desolate wasteland, where the tender touch of love is met with a deafening silence, a void that gnaws at my very soul, a chasm that yawns with an aching emptiness, a bleakness that mocks my every waking moment, a 'Not applicable' epitaph that scrawls across the tomb of my desires, where the sacred rite of passion is reduced to a hollow, echoing whisper, a 'Not applicable' requiem that tolls the knell of my deepest longings.""",['Unable to have orgasm'],Unable to have orgasm (attributes: Presence/Absence),Unable to have orgasm -> Presence/Absence: Not applicable,Poetic/Literary Register,Angry,5,False,False,True
"""As my weary soul succumbs to the whims of fate, I find myself beset by a persistent cough, a gentle whisper that, though mild, disrupts not at all the rhythm of my daily life, while my mouth and throat, alas, bear the scars of a very severe affliction, its presence a constant reminder that even the simplest tasks are somewhat impaired, and yet, I am struck by the cruel irony of a body that, in its generosity, forgets to sweat, a dearth of perspiration that, in its absence, speaks volumes of my frailty.""","['Coughing', 'Mouth/throat sores', 'Decreased sweating']","Coughing (attributes: Interference (with daily activities), Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Decreased sweating (attributes: Presence/Absence)","Coughing -> Interference (with daily activities): Not at all, Severity: Mild ,  Mouth/throat sores -> Interference (with daily activities): Somewhat, Severity: Very severe ,  Decreased sweating -> Presence/Absence: Yes",Poetic/Literary Register,Friendly,3,False,False,False
"""I'm experiening some weird sympotoms, like my mouth is crackin alot at the corners and my fingers & toes feel numb & tingley, also havent been hungry alot lately.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Numbness & tingling', 'Decreased appetite']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Numbness & tingling (attributes: Interference (with daily activities), Severity) , Decreased appetite (attributes: Interference (with daily activities), Severity)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Severe ,  Numbness & tingling -> Interference (with daily activities): Quite a bit, Severity: None ,  Decreased appetite -> Interference (with daily activities): A little bit, Severity: Mild",Neutral/Standard Register,Confused,1,False,False,True
"""I'm experinencin' some weird stuff, like my skin gets all burnt and painful whenever I go outside, especally during the day, I dont know if its the sun or the heat or watever, but I feel like I'm gonna pass out, I get these blistirs and rashes and my face gets all red and inflamed, and my eyes get all watery and itchy, and I feel like I'm losin my vision, and I get these headaches and my whole body feels like its on fire, and I dont know if its just me or if its somethin more serious, but I'm gettin really worried, I think I might be sensetive to somethin in the sun, or maybe I just need shades or somethin, I dont know, help me out!""",['Sensitivity to sunlight'],Sensitivity to sunlight (attributes: Presence/Absence),Sensitivity to sunlight -> Presence/Absence: Prefer not to answer,Informal Register,Confused,5,True,False,True
"""It appears that my shoes are suffering from an unfortunate trifecta of maladies, with my left shoe experiencing almost constant, very severe heartburn, my right shoe exhibiting a mild case of vaginal dryness, and both shoes being afflicted with a severe headache that, remarkably, does not seem to be interfering with their daily activities, such as being walked in.""","['Heartburn', 'Vaginal dryness', 'Headache']","Heartburn (attributes: Frequency, Severity) , Vaginal dryness (attributes: Severity) , Headache (attributes: Interference (with daily activities), Frequency, Severity)","Heartburn -> Frequency: Almost constantly, Severity: Very severe ,  Vaginal dryness -> Severity: Mild ,  Headache -> Interference (with daily activities): Not at all, Frequency: Never, Severity: Severe",Formal Register,Insulting,3,False,True,False
"""I'm experiening really bad headaches that make it dificult for me to do alot of things, they arnt that common but when they happen they ar verry sevre and make me feel quite sick, and also I've been havng some problums with my mensil cycle, I dont know if thats the rite word, but I've been bleeding alot and it dosnt seem to be on schedual.""","['Headache', 'Irregular periods/vaginal bleeding']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Irregular periods/vaginal bleeding (attributes: Presence/Absence)","Headache -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: Very severe ,  Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable",Neutral/Standard Register,Fearful,3,False,False,True
"""I am astonished that my physician would even bother to examine me, given the utterly negligible impact of my symptoms, which I might add, include an unremarkable skin darkening, a rather more severe pain during the most intimate of activities, and a muscle pain that is so inconsequential it barely warrants mention, with its complete lack of interference with my daily activities and its non-existent severity.""","['Skin darkening', 'Pain with sexual intercourse', 'Muscle pain']","Skin darkening (attributes: Presence/Absence) , Pain with sexual intercourse (attributes: Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Skin darkening -> Presence/Absence: No ,  Pain with sexual intercourse -> Severity: Very severe ,  Muscle pain -> Interference (with daily activities): Somewhat, Frequency: Never, Severity: None",Formal Register,Insulting,4,False,False,False
"""I'm affrid of havin a mind that dont rememba nothin, and now my skyns got these horrid stripy marks, its like i'm losin my grip on reality!!""","['Stretch marks', 'Memory']","Stretch marks (attributes: Presence/Absence) , Memory (attributes: Interference (with daily activities), Severity)","Stretch marks -> Presence/Absence: No ,  Memory -> Interference (with daily activities): Very much, Severity: Not applicable",Vulgar Register,Fearful,1,False,False,True
"""I am experiancing a most distressing condition, wherein my appitite has been severely compromisd, making it extremly dificult for me to partake in my usual daily activites, and I am also plagued by frequent heart palpitations, which, although not excessively severe, are nonetheless a moderatly distressing symptom that has me in a state of great anxiety.""","['Decreased appetite', 'Heart palpitations']","Decreased appetite (attributes: Interference (with daily activities), Severity) , Heart palpitations (attributes: Frequency, Severity)","Decreased appetite -> Interference (with daily activities): Not at all, Severity: Severe ,  Heart palpitations -> Frequency: Frequently, Severity: Moderate",Formal Register,Fearful,4,False,False,True
"""I'm experiencing moderate difficulty swallowing, which is causing me a great deal of anxiety, as I'm having trouble moving food from my mouth to my esophagus, and it feels like it's getting stuck in my throat, making me worry that I might choke or aspirate, and I'm finding it hard to eat and drink without feeling like I'm in danger, which is really affecting my daily life.""",['Difficulty Swallowing'],Difficulty Swallowing (attributes: Severity),Difficulty Swallowing -> Severity: Moderate,Neutral/Standard Register,Fearful,5,False,False,False
"""I'm feelin' pretty weird, got these hiccups that come and go, they're not too bad, but kinda annoying, and then there's this muscle pain that's moderate, but it's not really botherin' me, I guess, I mean, I can still do my daily stuff, but if I'm bein' honest, I don't wanna think about it too much, and I've been vomitin' a bit, but it's not like I'm throwin' up all the time, and when I breathe, I'm wheezin' really bad, it's like my lungs are gettin' all clogged up, so yeah, that's my situation, I think.""","['Hiccups', 'Muscle pain', 'Vomiting', 'Wheezing']","Hiccups (attributes: Frequency, Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Vomiting (attributes: Frequency, Severity) , Wheezing (attributes: Severity)","Hiccups -> Frequency: Frequently, Severity: Mild ,  Muscle pain -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer, Severity: Moderate ,  Vomiting -> Frequency: Occasionally, Severity: Not applicable ,  Wheezing -> Severity: Severe",Informal Register,Confused,5,False,False,False
"""Excessive Masturbation, Frustration, Anxiety, Irritability, Decreased Libido, Dissatisfaction with Intimate Relationships, Unrealistic Expectations of Sexual Performance, Loss of Confidence in One's Ability to Achieve Orgasm.""",['Delayed orgasm'],Delayed orgasm (attributes: Presence/Absence),Delayed orgasm -> Presence/Absence: Yes,Formal Register,Angry,4,True,False,False
"""I've been experiening quite a bit of vaginal discharge, it's been comming out pretty fast and its a white-ish color, not too smelly but its definately there, and it's been happing for the past few days, I've tried to clean my self up good but it just keeps comming back.""",['Vaginal discharge'],Vaginal discharge (attributes: Amount),Vaginal discharge -> Amount: Quite a bit,Neutral/Standard Register,Friendly,4,False,False,True
