Dialogue,True_Symptom,Extracted_Symptom
"""I've been experiencing a mild decrease in my sex drive lately, it's not a major concern, but I've noticed that I'm not as interested in intimate activities as I used to be, and I'm hoping it's just a temporary phase; as for my bowel movements, I'm not really comfortable discussing the severity, but I can tell you that my stools have been a bit harder than usual and I've been having fewer bowel movements than I'd like, which has caused some minor discomfort.""","['Decreased libido', 'Constipation']","Decreased libido, Constipation"
"""I am experiencing intermittent difficulties with respiration, accompanied by occasional mild hindrances to my daily routine, and I am also beset by severe discomfort during intimate activities.""","['Shortness of breath', 'Pain with sexual intercourse']","Shortness of breath, Intimate activities"
"""My libido's been down for a whil, its at its worsst, I havnt had the engeri 2 be intrested in sex in ages, also I havnt noticed enny changes in my voice quallity.""","['Decreased libido', 'Voice quality changes']",Decreased libido
"""i've got this crappy prob w/ my butt, it dont wanna behave, somtimes i gotta run to the bathroom but its not that frekvent, but swallowin is fine, no big deal""","['Fecal incontinence', 'Difficulty Swallowing']",Fecal incontinence
"""I'm experiencing occasional urinary urgency and an unsettling cough that's causing me a lot of anxiety.""","['Urinary urgency', 'Coughing']","Coughing, Urinary urgency"
"""Anxious - Somewhat interferin with daily activities, happenin frequently, feels mild; Radiation skin reaction - pretty mild; Gas - no; Urinary urgency - somewhat interferin, almost constant.""","['Anxious', 'Radiation skin reaction', 'Gas', 'Urinary urgency']","Anxious, Radiation skin reaction, Urinary urgency"
"""I experience Moderate Interference with daily activities due to Memory issues, and I am unwilling to disclose the severity of Skin dryness.""","['Memory', 'Skin dryness']","Memory, Skin dryness"
"""Looks like you're so pathetic, you've got not a single bed sore, but you're still a bloody mess, with mild cracking at the corners of your mouth, like a bloody prune, it's a wonder you can even manage to insult people with a face that looks like it's been put through a bloody wringer.""","['Bed/pressure sores', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My shoes, beset by the whims of an unpredictable menstrual cycle, now bear the scars of a persistent rash, while the soles, once supple and resilient, have grown parched and dry, like the cracked earth after a long, arid summer.""","['Irregular periods/vaginal bleeding', 'Rash', 'Vaginal dryness']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain), Skin dryness"
"""My shoes, a woeful tale of unhealed sores, beset by spasmodic gasps, yet somehow spared the fiery trials of solar wrath.""","['Nail ridging', 'Hiccups', 'Sensitivity to sunlight']",
"""I dont no whats goin on with my boddy but it feels like I've been walkin aroun with a big heavy bag on my arms and legs, they get all swolld and stuff, and I've also got these weird ridges on my fingernails, like they're all wavy, and my skin feels super dry, like the desert or somethin, dont no whats causin it all, maybe its somethin I ate?""","['Swelling (arms or legs)', 'Nail ridging', 'Skin dryness']","Skin dryness, Swelling (arms or legs), Nail ridging"
"""I've ben havin some troubls with gettin in the mood, dont no if its relly a thing or not, so havent been able to clim.""",['Unable to have orgasm'],
"""I've been feelin somethin real bad lately, my bod stinks somethin fierce, I mean its like I havnt took a shower in weeks, and on top of that, I'm feelin pretty beat, like I need a nap every five minutes, its a bit of a challange to get thru the day without feelin like I'm stuck in the mud, but I guess its managable, I mean I can stil get aroun and stuff, but its just real tiring, know what I mean?""","['Body odor', 'Fatigue']","Body odor, Fatigue"
"""Upon inspection, I have observed that my shoes have developed an unfortunate propensity for exhibiting stretch marks, likely due to the ill-fated decision to subject them to an excessive amount of wear and tear, and it has also come to my attention that they have become afflicted with an annoying assortment of visual floaters, which appear to be a result of the hasty manner in which they were manufactured.""","['Stretch marks', 'Visual floaters']","Stretch marks, Dry Mouth"
"""Dizziness, a gentle yet insidious thief, stole from me the equilibrium of my daily existence, leaving me to stumble and falter with a severity that was both jarring and all-consuming, a very severe affliction that interfered with my every move, a little bit, yet an overwhelming presence that refused to be ignored.""",['Dizziness'],Dizziness
"""My shoes, worn by the relentless tide of vomiting, now stumble through existence, their laces frayed by the weight of almost constant, severe retching; their soles, once strong, now weary from somewhat impaired daily journeys, their true severity hidden behind a veil of reluctant disclosure; and though their straps may be lightly burdened by the occasional, moderate sorrow, they still manage to carry the weight of a life, where the frequency of such melancholy is as rare as the dust that settles upon their forgotten corners.""","['Vomiting', 'Fatigue', 'Sad']",
"""Looks like your shoes have Urinary urgency, they can't even go to the bathroom without gettin interupted alot, dont smell that bad tho, Body odor is pretty much non exsistant, and they're too embarrassed to say if they have Dry Mouth or not.""","['Urinary urgency', 'Body odor', 'Dry Mouth']",
"""I'm experiencing severe wheezing, and I've noticed some mouth and throat sores that aren't causing too much trouble with my daily activities, but I'm getting a bit worried about the wheezing.""","['Wheezing', 'Mouth/throat sores']","Wheezing, Mouth/throat sores"
"""Looks like you've got a shoe that's all toasted inside, with a heartburn that's always burning and a sweat that's gone MIA.""","['Decreased sweating', 'Heartburn']",Heartburn
"""Throughout the day, I have observed a noticeable reduction in the frequency and intensity of my sudorific responses, with an overall decrease in the amount of perspiratory secretions emitted from my pores, particularly in comparison to my typical baseline levels of thermoregulatory activity.""",['Decreased sweating'],Hair loss
"""Doc, I'm feelin' some issues, got swelling in me arms and legs, interferin' with me daily activities pretty much all the time, it's moderate, and also got nail ridging goin' on, but ain't no ridgin' yet, just a clean slate.""","['Swelling (arms or legs)', 'Nail ridging']",
"""My shoes feel like they're having a tough time focusing on the daily grind, they're always puffed up and swollen, and whenever they're out in the sun, they get a bit too sensitive.""","['Concentration', 'Bloating', 'Sensitivity to sunlight']",Swelling (arms or legs)
"""Listen up, doc, I'm tellin' ya, I'm dealin' with a whole lotta nonsense, my body's all achin' like a rusty gate, interferin' with my daily grind almost constantly, I mean I can barely move without feelin' like I'm gettin' the ol' heave-ho, and don't even get me started on my peepers, my vision's all fuzzy like a wet blanket, not botherin' me too much, but still, it's a real pain in the neck, nothin' severe, but it's there, like a naggin' little voice in my head, General pain and Blurred vision, that's what I'm dealin' with, got it?""","['General pain', 'Blurred vision']",
"""I've been noticing some weird stuff with my feet, like my nails are ridging a bit, but that's not the main issue - it's the numbness and tingling that's really getting to me, it's super severe and doesn't really interfere with my daily activities, but it's still pretty annoying.""","['Nail ridging', 'Numbness & tingling']","Nail ridging, Numbness & tingling"
"""Hot flashes, Sweating all over my body, and my voice sounds like I've been screaming all day!""","['Increased sweating', 'Voice quality changes']",Hot flashes
"""I'm not really sure what's going on, but I've got this weird thing happening at the injection site where the doc gave me that shot, and it's all swollen and painful, like my foot's gone numb and I've got a big ol' bruise or something, it's pretty tender to the touch, and I can feel this weird lumpiness, almost like a knot, and it's all red and warm to the touch, I'm not even sure if it's infected or something, but it's definitely not normal, I'm getting a bit worried about it, to be honest.""",['Pain and swelling at injection site'],
"""I've experiened somewhat hair loss.""",['Hair loss'],
"""Alas, I find myself beset by swelling in my limbs, which, while moderately distressing, doth not hinder my daily pursuits, and, alas, I must confess to occasional bouts of vomiting, a malady whose severity, I dare say, is not for the telling.""","['Swelling (arms or legs)', 'Vomiting']",
"""My blasted mouth is as dry as the Sahara desert, like I've been stuck in a furnace with no water in sight, and my blasted feet and hands are on fire, all cracked and peeling like I've been trudging through the desert without a decent pair of shoes, and it's all bloody severe, if you must know!""","['Dry Mouth', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Dry Mouth, Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
"""I am currently afflicted with a condition characterized by mouth/throat sores that significantly impede my daily routine, a headache that occasionally manifests but is otherwise inapplicable, and a severe wheezing issue that demands immediate attention.""","['Mouth/throat sores', 'Headache', 'Wheezing']","Mouth/throat sores, Wheezing"
"""I'm experiencing severe difficulties with achieving and maintaining an erection, along with some occasional general pain that doesn't really interfere with my daily activities.""","['Achieve and maintain erection', 'General pain']","Achieve and maintain erection, General pain"
"""Listen, I've got this crazy thing going on with my heart - it's like it's doing its own freakin' dance, skipping beats every now and then, it's not super common or anything, but it's super annoying, and don't even get me started on the lights, no, I don't see any flashing lights, I'm not some kinda crazy person, I just feel like I'm losing it, you know?""","['Heart palpitations', 'Flashing lights']","Heart palpitations, Pain and swelling at injection site"
"""Wretched sole, afflicted with ephemeral sparks, weary from trifling exertions, and a voice as faint as a whispered insult.""","['Flashing lights', 'Fatigue', 'Hoarseness']",
"""I am presently experiencing a rather distressing concatenation of symptoms, including a moderate to severe acne outbreak, which, I'm afraid, I would rather not disclose the specifics of, in addition to a considerable interference with my daily activities due to mouth/throat sores, which, fortunately, do not appear to be particularly severe, and a somewhat distressing condition affecting my ejaculation, which occurs almost constantly, to my chagrin.""","['Acne', 'Mouth/throat sores', 'Ejaculation']","Mouth/throat sores, Acne, Delayed orgasm"
"""I've been experiening a slight decline in my intimate desires, it's not a major concern for me at this moment, but I suppose it's worth mentioning, my libido has been somewhat subdued lately.""",['Decreased libido'],Decreased libido
"""Radiation skin reaction: Acheless, painless, and utterly useless skin irritation; 
Urinary incontinence: Bed confinement, social isolation, and an endless array of embarrassing accidents; 
Flashing lights: None, a blessing in disguise, a merciful absence of the maddening, disorienting spectacle.""","['Radiation skin reaction', 'Urinary incontinence', 'Flashing lights']",
"""My limbs, like delicate vellum, bear the unsightly marks of bruising, a testament to the fragile dance between my skin and the unforgiving world, while my nails, like delicate instruments, whisper secrets of their own, their ridged silhouettes a mystery I prefer not to unravel.""","['Bruising', 'Nail ridging']","Nail ridging, Bruising"
"""I've been dealing with this gnawing, burning sensation in my chest, like a fire is raging inside me, it's almost constant, happening every time I eat or even just think about eating, and it's so severe I can hardly breathe, my chest is constricted, I feel like I'm going to pass out, the pain is like a knife stabbing me, it's just awful, I've been experiencing this heartburn almost constantly, it's like my stomach is eating away at my insides, I'm scared something's seriously wrong.""",['Heartburn'],Heartburn
"""Alas, my body's subtle whispers tell a tale of two truths: my skin, a canvas worn by time's relentless brush, doth bear the weight of hidden wounds, its tender touch a gentle reminder of secrets I dare not share, while within, a gentle breeze stirs, a whispered promise of life's cyclical dance, though the stillness of my womb, a quiet lake, doth remain, untouched, yet untroubled, by the rhythmic beat of time.""","['Bed/pressure sores', 'Constipation', 'Missed expected menstrual period']",
"""My shoes are feeling a bit puffy on occasion, like when I've been wearin' 'em for a long time, and the skin on my feet doesn't react too badly to the radiation I'm exposin' 'em to, nothin' out of the ordinary.""","['Bloating', 'Radiation skin reaction']",Fatigue
"""My shoes, once so supple and smooth, now struggle with the gentlest of gulps, a mild malady that threatens to choke the very essence of my being, while occasionally, a queasy whisper stirs within, a none-too-subtle reminder of some unseen affliction, and yet, the ache that gnaws at my very soul, a muscle pain that whispers sweet nothings of despair, a phantom presence that stalks my every move, leaving me to wonder, with a growing sense of ire, what manner of torment is this that I must endure.""","['Difficulty Swallowing', 'Nausea', 'Muscle pain']",Increased sweating
"""I got Increased sweating - Very sever Sweating, Shortness of breath - Mild breathlessness, Bloating - no bloating, but i feel a littel gasey, dont no why""","['Increased sweating', 'Shortness of breath', 'Bloating']","Increased sweating, Shortness of breath"
"""I'm havin a real tyme with my bodi, I cant stop coughin like crazy and its makin it hard to do anythin, and on top of that I've been constipated for days, its like my insides are stuck or somethin, the pain is verry severe and I dont no what to do!""","['Coughing', 'Constipation']","Coughing, Constipation"
"""Me lungs be suffocatin under this wheezin monstrosity, a Very severe affliction that's leavin me breathless & wantin to scream, like a tortured soul trapped in this wretched body of mine.""",['Wheezing'],Wheezing
"""Oh, my poor pelvis, it doth ache with a dull, persistant murmur, a gentle whisper of woe, that doth not impede my daily plodding, nor doth it assail me with frequency, but rather, it doth hover, a mild spectre, a constant companion, that doth not mock me with its presence, nor doth it taunt me with its absence, especialy not during those sacred, yet painful, moments of conjugal bliss, where, alas, it doth remain, a silent, yet sorrowful, friend.""","['General pain', 'Pain with sexual intercourse']",Pelvic pain
"""Me, I'm dyin' here, I got these blasted symptoms: I'm losin' control, can't even leave the house without a mess, my skin's breakin' out like I'm 16 again, and I'm gettin' these itchy, red welts everywhere, and to top it all off, I'm gettin' this burnin' sensation in my chest like I swallowed a fire, and don't even get me started on the acne, it's like my face is a freakin' volcano!""","['Urinary incontinence', 'Hives', 'Heartburn', 'Acne']","Itching, Skin breaking out, Hives, Heartburn"
"""I've been experiening some mouth/throat sores, but they dont really interfeer with my daily activites, and as for sensativity to sunlight, I dont really have any issues with that, but I did have a bit of a rash on my skin last week that I think might be related.""","['Mouth/throat sores', 'Sensitivity to sunlight']",Mouth/throat sores
"""A desiccated gullet, parched and forlorn, cries out in torment, its severity a searing ache.""",['Dry Mouth'],Dry Mouth
"""My shoes are actully experinng som kinda problums, got the hives arent a issu but my voice is gettin a wierd tone.""","['Hives', 'Voice quality changes']",Hives
"""I experience 'Pain with sexual intercourse (Severity: Not disclosed by the inconsiderate individual), Dry Mouth (Severity: Very severe),' a condition that I suppose is too complex for the untrained eye to comprehend.""","['Pain with sexual intercourse', 'Dry Mouth']","Pain with sexual intercourse, Dry Mouth"
"""My poor shoes, beset on every side by cruel fate, their tender soles aflame with fiery redness, as if the very essence of a thousand burning suns had descended upon them, while their once supple leather now cracks and peels, like the fragile petals of a withered rose, and all the while, their laces, like the very breath of life, constricted by the weight of my own tortured lungs, which gasp and strain, as if the very heavens themselves were being squeezed dry, leaving naught but a faint whisper of what once was, a mere echo of a life un-lived, a shoe, once so full of promise, now reduced to a mere shell, a hollow husk, a pitiful thing, a shoe, beset on all sides by suffering, my poor, poor shoe.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Shortness of breath']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain), Skin dryness, Dry Mouth"
"""My poor psyche, it seems to be shod in a pair of shoes that tread with a heavy heart, their soles worn from the frequent pangs of sorrow, which, alas, interfere with my daily steps, and their laces, once tightly bound, now slacken with a moderate loosening of desire's fervent spark.""","['Sad', 'Decreased libido']","Hot flashes, Diarrhea, Decreased sweating"
"""Can't sleep, too busy being dizzy and having a throat that sounds like a rusty gate, and don't even get me started on my bloody lips that crack like the earth opening up.""","['Insomnia', 'Dizziness', 'Hoarseness', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Dizziness, Hoarseness"
"""My shoes has got General pain - Quite a bit of interference with daily activities, Hot flashes - Never happens but when it does it's Severe.""","['General pain', 'Hot flashes']","Hot flashes, General pain"
"""I've been experiensing a pretty significnt amount of hair loss, it's getting to the poin where i'm losin quite a bit of hair from my heid, it's fallin out in clumps, and i'm geting worried it's a sign of somethin more serius, and on top of that i've been noticin a moderate change in my tast, it's like my tongue is all num and i can't taste the salt in my food, or the sweetness in my drink, it's like my senses are dulled, and i'm geting scared that somethin is reallly wrong with me.""","['Hair loss', 'Taste Changes']","Hair loss, Taste Changes"
"""Look who's trying to diagnose me, I've got the worst case of the hiccups, they're coming on so frequently it's like my diaphragm's trying to escape, and don't even get me started on my 'periods', which are basically just a myth since they're not even showing up, yeah, that's right, no vaginal bleeding to speak of, just a lovely blank slate, thanks for asking.""","['Hiccups', 'Irregular periods/vaginal bleeding']","Hiccups, Vaginal bleeding"
"""As I wander through the labyrinth of my being, I find myself occasionally beset by heart palpitations, a gentle fluttering of the heart's cadence, like the soft lapping of waves upon a tranquil shore, while in the realm of love's sweet ecstasy, I find myself reluctant to disclose the truth, preferring not to answer the question that dares to inquire about the presence or absence of a certain, ahem, intimacy, a silence that speaks louder than words, a whispered secret that only the moon and I may share.""","['Heart palpitations', 'Unable to have orgasm']",Heart palpitations
"""I'm feelin like total crap, got gas that i dont wanna talk about, wheezin like a diesel engine and my eyes are so watery they're like leakin all day, its like my body's decidin to just give up on me or somethin!!""","['Gas', 'Wheezing', 'Watery eyes']","Watery eyes, Gas"
"""Oh man, I'm getting really scared, I've been feeling super off lately, my appetite just isn't there, like I'm not hungry at all, it's interfering with my daily life, but I guess that's not even a big deal since I'm not really experiencing any pain or discomfort, but what's really freaking me out is this bloating thing, it's not happening often, but when it does, it's just mild, like I'm not even that uncomfortable, but still, it's weird, and to top it all off, I've been noticing I'm not sweating as much as I normally do, like, I'm not even breaking a sweat when I'm supposed to be, it's like my body just shut down or something.""","['Decreased appetite', 'Bloating', 'Decreased sweating']","Bloating, Decreased appetite"
"""My dearest doc, I'm afwulled with a trifecta of troubles: my bowels have gone rogue, causing a most distressing interference with my daily activites, as if a mischievous sprite had stolen my continence; my poor nose, alas, is beset by occassional nosebleeds, though the severity of these afflictions I shall leave unspoken, lest the truth be too much to bear; and, oh, the sorrow that doth beset me, like a gentle rain that falls too frequently, yet rarely, to be of much comfort, a moderate melancholy that doth interfere with my daily joys, quite a bit, I confess; and, lastly, my skin, that most delicate of coverings, doth itch and protest, a maddening sensation that I dare not speak of in detail, lest I be driven to distraction, but, I assure you, dear doc, it is a most vexing problem, one that doth plague me day and night.""","['Fecal incontinence', 'Nosebleed', 'Sad', 'Itching']",
"""I'm experiencing moderate difficulty swallowing, which is causing me a great deal of anxiety, as I'm having trouble moving food from my mouth to my esophagus, and it feels like it's getting stuck in my throat, making me worry that I might choke or aspirate, and I'm finding it hard to eat and drink without feeling like I'm in danger, which is really affecting my daily life.""",['Difficulty Swallowing'],Difficulty Swallowing
"""Alas, my stomach's fiery furnace hath dwindled to a mere spark, its once-ravenous appetite now a distant memory, ravaged by the cruel hand of interference, which doth beset me with its very severe grasp, a constant reminder that I, a wretch, am but a shadow of my former self.""",['Decreased appetite'],
"""Exessiv vaginal discharge, yellowish or greenish colur, strong smell, occuring durring mens, occuring durring pregnancy, occuring aftur sex, occuring aftur menstruashun, occuring with itching, occuring with burning sensation, occuring with redness, occuring with swelling.""",['Vaginal discharge'],Vaginal discharge
"""My shoes are presently experiencing a considerable thinning of their footwear, although I must confess that the hands and feet which I normally wear them on are currently unaffected, displaying no signs of distress whatsoever.""","['Hair loss', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",
"""Alas, my poor physique, beset on all sides by the tempests of turmoil, where the tender shoots of desire, like a will-o-the-wisp, dance and flutter, yet, alas, remain elusive, a fleeting mirage, for, I confess, the ache of arousal, a burning fire, that doth not stir, nor can it, for I am afflicted by the cruel whims of fate, and my loins, a barren land, lie fallow, unable to bear the weight of passion's sweet fruit; and, if that were not enough, my orbs, like two tear-stained lilies, weep and overflow, as if the very heavens themselves had wept, for the anguish of watery eyes, that doth beset me, a plague, a pestilence, that doth not cease, nor can it, for its severity, a maelstrom, that doth ravage my daily life, leaving naught but a trail of ruin, in its wake; and, if this were not the sum of all my woes, my mind, a jumble of confusion, a maze of mirrors, doth reflect the turmoil of my soul, where thoughts, like scattered leaves, do dance and flutter, yet, alas, cannot cohere, for the ache of concentration, a burning fire, that doth not focus, nor can it, for its severity, a mountain, that doth loom, and do","['Achieve and maintain erection', 'Watery eyes', 'Concentration']","Nail discoloration, Achieve and maintain erection"
"""I'm experincing some issues with my body right now, I've been goin to the bathroom alot, like almost constantley, which is kinda interferin with my daily activites, and I also have some pain and sweling at the injekshun site, but to be honest, I dont really feel any pain, so maybe thats just a normal reaction or somethin.""","['Urinary frequency', 'Pain and swelling at injection site']","Fecal incontinence, Pain and swelling at injection site"
"""Me and my bird got a real bad case of the 'Floody Vajayjay' goin on, its like a freakin' dam bursted in there, 'cause there's a whole lotta 'Squirtin' Slime' comin out, like a gallon of the good stuff, and its like a freakin' sewer, all stinky and nasty, so much 'Gushin' Gunk' its like a freakin' flood, cant even walk without trippin on the mess, and dont even get me started on the 'Itchin' Irritation', its like a freakin' rash, all red and sore, and its like, 'WTF is goin on down there?'""",['Vaginal discharge'],
"""Ugh, I'm basically a walking disaster, got stretch marks that are just a side effect of being a hot mess, I'm so anxious I can barely get outta bed, it's like my brain's constantly freaking out, and don't even get me started on the fact that I'm basically a eunuch, I mean, I've never even had the decency to ejaculate, what a joke, I'm a total mess.""","['Stretch marks', 'Anxious', 'Ejaculation']","Anxious, Hot flashes, Joint pain, Sad"
"""I experiance interfearence with my daily activites almost constintly due to this anxious feelin, it dosnt stop me completly but its like havin a mild naggin voice in the back of my mind all the time.""",['Anxious'],
"""I am experiencing mild skin dryness, severe insomnia which significantly interferes with my daily activities, no alteration in my urine color, and mild swelling in my arms and legs which occurs almost constantly.""","['Skin dryness', 'Insomnia', 'Change in usual urine color', 'Swelling (arms or legs)']","Skin dryness, Insomnia, Swelling (arms or legs)"
"""Severe Interference, No Headache, Occasional Sweating, No Bruising""","['Headache', 'Increased sweating', 'Bruising']",Sensitivity to sunlight
"""My feet seem to be having a bit of an issue with my toe nails, they're completly gone, cant say if thats normal or not, and my toes are exsperiencing severe itching, its quite uncomfortable.""","['Nail loss', 'Itching']","Breast swelling and tenderness, Nail discoloration, Nail ridging"
"""My mind is a muddled maze, where thoughts converge in maddening chaos, like a murky stream, while my urine flows clear as glass, a cruel irony, yet my heart is a heavy, leaden weight, refusing to lift its sorrow, a darkness that clings, a pain I dare not speak.""","['Concentration', 'Change in usual urine color', 'Sad']",
"""I'm feelin' pretty weird, got these hiccups that come and go, they're not too bad, but kinda annoying, and then there's this muscle pain that's moderate, but it's not really botherin' me, I guess, I mean, I can still do my daily stuff, but if I'm bein' honest, I don't wanna think about it too much, and I've been vomitin' a bit, but it's not like I'm throwin' up all the time, and when I breathe, I'm wheezin' really bad, it's like my lungs are gettin' all clogged up, so yeah, that's my situation, I think.""","['Hiccups', 'Muscle pain', 'Vomiting', 'Wheezing']",
"""Me shoes be gettin' a bit tanned, like they been sittin' in the sun too long, and me belly's been actin' up somethin' fierce, but I ain't one to complain, ya hear?""","['Skin darkening', 'Abdominal pain']",Abdominal pain
"""I am presently experinencing a most distressing and inexplicable condition, wherein my menstrual cycle has apparantly ceased to function, leaving me in a state of unrelenting uncertanity, while my extremeties are plagued by severe numbness and tingling sensations, rendering them utterly unresponsive and quite frankly, almost unusable, to the extent that it has become quite a bit of a challenge to engage in even the most mundane of daily activites, and to make matters worse, I am beset on all sides by the incessant and almost constant presence of heartburn, a condition that, while not particuarly severe in and of itself, is nonetheless a mild annoyance that serves only to further exacerbate my already frazzled nerves.""","['Missed expected menstrual period', 'Numbness & tingling', 'Heartburn']","Nail loss, Heartburn, Heart palpitations, Menstrual cycle changes"
"""I am experinencin a condishin which has resultd in my inability to achiev orgasm, a phenominon which has been persistant in its natur, and I have also noticd a slight ridgin on my fingernails, however I am uncertain as to whether this is relevnt to my primary sympton.""","['Unable to have orgasm', 'Nail ridging']",Nail ridging
"""I am extremly concerned about the state of my bodily functions, particullarly the discoloration of my nail beds which seem to be completly disreguarded by my physician, and the insomnia that has been plaguing me for weeks, causing me to be completly debilitated and unable to perform even the most mundane of daily activites, it is simply unconscionable that I am experiancing such severe and debilitating sympotoms and yet I am being treated with such a lack of urgency and attencion.""","['Nail discoloration', 'Insomnia']","Nail discoloration, Insomnia"
"""I've been noticin these weird things dartin aroun in my eyes, like tiny floatin specks or somethin, it's so freaky, I dont no whats causin it, I'm gettin kinda worried.""",['Visual floaters'],"Wheezing, Fecal incontinence, Missed expected menstrual period"
"""I be vomitin' like a fish outta water, all da time, but like never, you know?  It be so bad, like, very severe, like, I be pukin' my guts out, like, every hour, on da hour, but like, never, at da same time, like, every day, I be gettin' like, these little floaty things in my eyes, like, visual floaters, yes, I be seein' 'em, like, all da time, like, everywhere, like, in my vision, like, all da time, like, it be like, so annoying, like, I be gettin' like, dizzy, like, from lookin' at 'em, like, all da time, like, I be gettin' like, headaches, like, from lookin' at 'em, like, all da time, like, it be like, so frustrating, like, I be gettin' like, like, like, irritable, like, from dealin' with 'em, like, all da time, like, everywhere, like, in my vision, like, all da time, like, it be like, so weird, like, I be gettin' like, like, like, like, I be gettin' like, like, like, like, like, like, like, like, like, like, like, like, like, like","['Vomiting', 'Visual floaters']","Dizziness, Headache, Visual floaters"
"""My poor shoe, it's afflicted with a curious malady, where wheezing whispers secrets in the dead of night, yet the severity is, alas, none, a mere whisper of what's to come, and my poor shoe's perspiration, once a gentle dew, now dwindles to naught, a barren land devoid of moisture, a 'yes' to the question of its absence, a stark reminder of its plight, while anxiety, a thief in the night, steals away its peace, quite a bit, I'm afraid, though rarely does it visit, and when it does, its severity is but a mild, a gentle breeze that rustles the leaves, yet leaves me bewildered, a puzzle to be solved, a riddle, wrapped in a mystery, inside an enigma, my poor shoe, how you suffer, and I, a helpless onlooker, can only watch, and wonder, and weep.""","['Wheezing', 'Decreased sweating', 'Anxious']",
"""I am experiencing mild discomfort during intimate activities, and I must note that my vocal attributes have not been relevant to my current condition.""","['Pain with sexual intercourse', 'Voice quality changes']","Breast swelling and tenderness, Pain and swelling at injection site, Urinary urgency"
"""I am experiencing moderate swelling in my limbs, which significantly hinders my daily routine, though it is not a persistent issue, and I am moderately concerned about its potential implications.""",['Swelling (arms or legs)'],Swelling (arms or legs)
"""I'm getting these weird symptoms, and I'm freaking out, I think I'm experiencing some kind of weird hormonal imbalance, my body's just not responding right, my sweat glands are like, totally confused, one day I'm not sweating at all, like my pores are completely closed, it's so weird, and the next day, I'm sweating like crazy, my whole body's drenched, it's like my body's trying to compensate for something, and I'm getting these ridges on my nails, they're like, hard and rough, I don't know what's going on, is this some kind of autoimmune thing? I'm getting really scared, I just want to feel normal again, but my body's just not cooperating.""","['Decreased sweating', 'Nail ridging', 'Increased sweating']","Nail ridging, Decreased sweating"
"""As I wander through life, my belly swells like a ripened peach, frequently beset by an aching sense of fullness, a sensation that defies the conventional boundaries of 'not applicable', while my bladder, a delicate flower, dances with an unspoken rhythm, its tiny protests a gentle whisper, a little bit of discomfort that, with a hint of modesty, I prefer not to answer, lest the details of our intimate relationship be revealed.""","['Bloating', 'Urinary frequency']","Sensitivity to sunlight, Nail discoloration"
"""My shoes have been acting up alot lately, they've been interupting alot of my daily activites, I'd say quite alot, and its getting pretty bad, I'd rate it as severe, I dont want to go into detail about how often its happing, but lets just say its been a real challange to deal with.""",['Anxious'],
"""My beleagured soles, they bear the weight of my woes, with nails lost to the capricious whims of fate, yet my peepers, though moist with unshed tears, do not impede my daily peregrinations, nor do the unsightly cicatrix of time, which I do not yet bear, nor the occasional, yet nagging, call of nature, which doth only slightly inconvenience my quotidian routine.""","['Nail loss', 'Watery eyes', 'Stretch marks', 'Urinary frequency']",Nail loss
"""I am currently experiencing sensitivity to sunlight, which I am not at liberty to disclose further.""",['Sensitivity to sunlight'],Sensitivity to sunlight
"""I've been experinincing some pretty weird sympotms lately, especailly with my bowel movements, I dont know if its relevent but I've been havin a lot of dificulty with, um, movin my bowels, the doctor asked how severe it is but I dont think thats a thing, anyway, movin on, I've also been havin a lot of trouble with bein in the sun, like, I know its summer and all, but I get these really bad headaches and my skin feels all burned even when I'm just outsid for a little bit, I'm pretty sure thats just normal, but the doctor wants me to know if I'm sensetive to sunlight and I think the answeer is yes, yeah, thats it.""","['Constipation', 'Sensitivity to sunlight']","Sensitivity to sunlight, Difficulty defecating"
"""Occasional nosebleeds, Unchanged mood.""","['Nosebleed', 'Discouraged']",
"""I am experiencing a considerable degree of urinary frequency, which is causing a substantial interference with my daily activities, as I find myself needing to utilise the restroom with a considerable degree of regularity, approximately several times on a daily basis, which is quite frequently, thereby significantly impacting my ability to engage in various tasks and routines without undue interruptions.""",['Urinary frequency'],Urinary frequency
"""Foul vapors, a noxious mist, that dare not be named, yet festers within me, a tormenting presence, that mocks my every step, a malignant entity, that refuses to be acknowledged, a spectral visitor, that haunts my every waking moment, a spiteful guest, that will not be invited to depart.""",['Gas'],"Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
"""Blurred vision: Interference with daily activities, None severity, No pain, No changes in vision, No redness, No discharge.""",['Blurred vision'],Blurred vision
"""Apparently, my shoes are having some major issues - they're having a moderate-sized problem swallowing their pride, which is probably why they're feeling a bit down about their recent painful urination, but let's be real, it's not like they're actually peeing or anything, that's just a total non-issue.""","['Difficulty Swallowing', 'Painful urination']","Nausea, Concentration"
