,Dialogue,True_Symptom,Extracted_Symptom
107,"""I'm experiencing some discomfort with my skin, which has been reacting to the treatment, and my eyes are feeling a bit watery, which is somewhat affecting my daily routine.""","['Radiation skin reaction', 'Watery eyes']",Itching
108,"""I'm experiancing a bit of hoarsness, havent had any issues with pain during sex, and i've had some visual floters that arnt a big deal.""","['Hoarseness', 'Pain with sexual intercourse', 'Visual floaters']",Hoarseness
109,"""I've got a bunch of weird stuff goin on, like wheezin (i dont no why its not gettin any beter), painful urination thats moderate (i mean its not killin me but its annoyin), swelling in my arms and legs thats moderate (cant even play baskeball with my buddies), and my urine looks the same as usual (thank god).","['Wheezing', 'Painful urination', 'Swelling (arms or legs)', 'Change in usual urine color']","Wheezing, Painful urination, Swelling (arms or legs)"
110,"""My shoes are severely anxious, frequently disrupting my daily activities, but somehow managing to get a good night's sleep without any issues, despite being in a state of overall darkness.""","['Anxious', 'Insomnia', 'Skin darkening']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
111,"""I'm experiencing Difficulty Swallowing with no severity, Dry Mouth that's Very severe, Bruising that I'd rather not discuss, and Unable to have orgasm which is No, I'm just a mess.""","['Difficulty Swallowing', 'Dry Mouth', 'Bruising', 'Unable to have orgasm']","Difficulty Swallowing, Dry Mouth, Bruising"
112,"""Uncontrollable Bowel Movements, Irritating Skin Burns, and a Disquieting Absence of Desire.""","['Fecal incontinence', 'Radiation skin reaction', 'Decreased libido']",Fecal incontinence
113,"""Headaches, Confusion, Memory Loss, Difficulty focussing, Irritability, Mood Swings, Forgetfullness, Difficulty learning new info, Difficulty with daily activites like shopping or cooking, Difficulty with work or school, Difficulty with social activites, Difficulty with sleep, Difficulty with eating, Difficulty with exercize, Difficulty with walking, Difficulty with climbing stairs, Difficulty with lifting heavy objects, Difficulty with running, Difficulty with jumping, Difficulty with dancing, Difficulty with talking, Difficulty with writing, Difficulty with reading, Difficulty with hearing, Difficulty with seeing, Difficulty with smelling, Difficulty with tasting, Difficulty with swallowing, Difficulty with breathing, Difficulty with coughing, Difficulty with sneezing, Difficulty with yawning, Difficulty with laughing, Difficulty with crying, Difficulty with smiling, Difficulty with frowning, Difficulty with looking at bright lights, Difficulty with looking at dark rooms, Difficulty with looking at colours, Difficulty with looking at shapes, Difficulty with looking at faces, Difficulty with looking at objects, Difficulty with looking at words, Difficulty with looking at numbers, Difficulty with looking at sounds, Difficulty with looking at smells, Difficulty with looking at tastes, Difficulty with looking at textures, Difficulty with looking at temperatures, Difficulty with looking at feelings, Difficulty with looking at thoughts, Difficulty with looking at memories, Difficulty with looking at dreams, Difficulty with looking at imagination, Difficulty with looking at creativity, Difficulty with looking at inspiration, Difficulty with looking at motivation, Difficulty with looking at energy, Difficulty with looking","['Concentration', 'Shortness of breath']","Difficulty swallowing, Dry mouth, Hoarseness, Mouth/throat sores, Voice quality changes"
114,"""Incontinence's Unwelcome Guest: Frequent Episodes, Daily Disruptions; Nail's Distressing Ride: Ridged and Uneasy; Urination's Painful Price: A Sharp Sting, A Harsh Reminder.""","['Urinary incontinence', 'Nail ridging', 'Painful urination']",Nail ridging
115,"""Skin Afflicted with Mysterious Blemishes, Body Drained of Vital Energy, Soul Weary from Mundane Tasks, yet No Clear Indication of Malaise.""","['Acne', 'Fatigue']",Skin darkening
116,"""Umm, I'm feelin' kinda weird, I've got this thing with my Concentration, it's like, interferin' with my daily activities, just a little bit, but it's kinda mild, but then there's this other thing, my Wheezing, it's super bad, like, really severe, I can barely breathe, it's all a bit confusing, you know?""","['Concentration', 'Wheezing']",Wheezing
117,"""Rash of hives, like a thousand itchy suns, covering my skin in a maddening dance; the inability to hold my own urine, a constant reminder of my humiliation, as it leaks and trickles, like a dirty secret, down my legs; dizziness, a cruel thief, stealing my balance, and leaving me stumbling, like a drunken fool, in its wake.""","['Hives', 'Urinary incontinence', 'Dizziness']","Hives, Fecal incontinence"
118,"""I'm experiencing skin darkening, but I'm not noticing any irregularities with my menstrual period.""","['Skin darkening', 'Missed expected menstrual period']",Skin darkening
119,"""I am experiencing a most peculiar condition, wherein my joints are afflicted with a mild yet frequent ache, which interferes with my daily activities to a considerable extent, whereas simultaneously, my hands and feet are beset by a moderate Hand-foot syndrome, characterized by an uncomfortable rash, accompanied by sensations of cracking, peeling, redness, and pain, which is quite distressing, to say the least.""","['Joint pain', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
120,"""I'm experiencing this general pain that's interfering with almost everything I do, making it extremely difficult for me to perform even the simplest tasks, and I'm too anxious to even think about how often it's happening or how bad it's getting.""",['General pain'],General pain
121,"""In the realm of intimacy, I confess a gentle ache, a tender stirring, with none of the severity that would have me cry, a soft discomfort, a whispered warning, when love's sweet union takes its gentle, unhurried sigh.""",['Pain with sexual intercourse'],Taste Changes
122,"""Oh, the torment of my tortured tummie, where heartburn's dark spectre doth visit me, occasionally, a fleeting, yet most unwelcome, guest, with severity that's naught but a gentle whisper, a soft susurrus of discomfort, a mere hint of the anguish that doth lie in wait, a dread that doth lurk, a spectre that doth haunt me, a constant reminder of the fragile, fickle nature of my fragile frame.""",['Heartburn'],Heartburn
123,"""Alas, I am experiancing a most distressing condition, wherein my urine has undergone a change in its usual colur, transmuting from its normal amber hue to a most unpleasing dark yellowish tint, and, if I dare be so bold, I must confess that the corners of my mouth are beset by a very severe cracking, a condition known as cheilosis/cheilitis, which, I fear, may be a portent of a more serious underlying malady.""","['Change in usual urine color', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Decreased appetite, Cracking at the corners of the mouth (cheilosis/cheilitis)"
124,"""As I tremble with each passing moment, my mortal form beset by an insidious trio: a persistent and maddening urgency that besets me with the need to flee, a mind clouded by the whispers of forgotten names and faces, a voice that remains steadfast, yet a stomach that churns with an otherworldly nausea, and a skin that, in its eerie stillness, seems to mock my very existence.""","['Urinary urgency', 'Memory', 'Voice quality changes', 'Vomiting', 'Decreased sweating']",Abdominal pain
125,"""I've been having some weird stuff going on - I see flashing lights, I get super sensitive to sunlight, and I've been wheezing pretty badly.""","['Flashing lights', 'Sensitivity to sunlight', 'Wheezing']","Ringing in ears, Visual floaters, Wheezing"
126,"""I am experiening a very severe case of constipation, where I havnt had a bowel movement in over a week, the pain is extreemly unbearable, my abdomen is distended, and I am experiencing severe discomfort, nausea and vomiting, the spasms are so severe that I feel like my intestines are being ripped apart, I am at my wits end with this agonizing condition, and I demand some sort of resoloution to this problem immediatly.""",['Constipation'],"Abdominal pain, Bloating, Constipation, Nausea, Vomiting"
127,"""I'm experiancing some unsettling sympthoms, includin: 

- Reddish, purpleish stretch marks on my abdomen and thighs, apparantly due to rapid weight gain or loss, or maybe even hormonal changes, i dont no for shure;
- Complete, utter hair loss on my scalp, head, and face, with not a single strand left, its like my body is just decidin to give up on me;
- Joint pain, especally in my knees, hips, and lower back, which makes it dificult for me to walk, run, or even just get out of bed, its like my bones are just screamin in agony, quite often, but only when i move around alot.""","['Stretch marks', 'Hair loss', 'Joint pain']","Abdominal pain, Acne, Bed/pressure sores, Hair loss"
128,"""My shoes are geting kinda swollen and sore in the breat area and also my mouth is reeeeally dry, dont no whats goin on!""","['Breast swelling and tenderness', 'Dry Mouth']",Bed/pressure sores
129,"""You're lookin' at a bloke who's got a nose that's as leaky as your mother's morals, and breathin' like a bloody snail on valium.""","['Nosebleed', 'Shortness of breath']",Shortness of breath
130,"""I've been experiencing severe constipation, it's been really hard to pass stools, I've had to strain a lot and it's been taking a while, I'm not sure if it's just because I haven't been eating enough fiber or if something else is going on, I've also been feeling kind of bloated and uncomfortable, my stomach has been feeling really tight and it's been hard to move around without feeling like I need to go, I'm getting a bit worried now.""",['Constipation'],"Constipation, Bloating"
131,"""I'm experiencing a mild, yet infuriating, itching sensation on my skin that's not severe enough to warrant any significant concern, but still annoying enough to disrupt my daily activities and make me want to scream in frustration.""",['Itching'],Itching
132,"""I'm having some issues with my shoes, they seem to have developed stretch marks on the leather, which I'm not sure is applicable since it's not a typical occurrence, and I've also noticed a little bit of discharge coming from the laces, which I'm assuming is just dirt or something.""","['Stretch marks', 'Vaginal discharge']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
133,"""I am currently experiencing mild coughing that does not significantly interfere with my daily activities, as well as urinary urgency which somewhat affects my daily routine and occurs almost constantly.""","['Coughing', 'Urinary urgency']","Coughing, Urinary urgency"
134,"""I'm literally falling apart, I've got these super painful cracks at the corners of my mouth that are driving me crazy, and on top of that, I'm feeling super bloated sometimes, like my stomach's just taken over my whole body, and honestly, I'm just really anxious all the time, it's affecting everything I do, I don't even know how to explain it.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Bloating', 'Anxious']","Cracking at the corners of the mouth (cheilosis/cheilitis), Bloating, Anxious"
135,"""Bloated Stomach, Abdominal Pain, Straining During Bowel Movements, Feeling of Incomplete Defecation, Hard Stools, Decreased Frequency of Bowel Movements, Difficulty Passing Stools.""",['Constipation'],"Bloating, Abdominal pain, Straining during bowel movements, Feeling of incomplete defecation"
136,"""My condition, which I have taken the liberty of describing as a rather distressing state of affairs, presents with mild memory interference, moderate diminishment of libido, severe insomnia, and rare yet moderately severe hot flashes.""","['Memory', 'Decreased libido', 'Insomnia', 'Hot flashes']",Hot flashes
137,"""Blimey, I'm bloody well plagued by these flaming lights, they're always there, a constant, maddening presence, like a swarm of fireflies in me eyeballs, no, not just in me eyeballs, but everywhere, a blasted, infernal display that refuses to bloody well cease, so, yeah, it's a definite 'yes' to the presence of these confounded lights, if you catch me drift.""",['Flashing lights'],Visual floaters
138,"""I be havin' severe cracks at mouth corners, and sun's all, like, not applicable, but it's a problem, y'know?""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Sensitivity to sunlight']",Cracking at the corners of the mouth (cheilosis/cheilitis)
139,"""Severe Shortness of Breath, None Concentration, Mild Hand-Foot Syndrome, Cracking, Peeling, Redness, Pain, Fatigue.""","['Shortness of breath', 'Concentration', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
140,"""Constant bleeding from my nose, almost all the time, no big deall.""",['Nosebleed'],Nosebleed
141,"""I'm seein' these crazy flashin' lights everywhere, it's freakin' me out!""",['Flashing lights'],Ringing in ears
142,"""I've been feelin alot of disconectedness lately, I dont feel like eatin alot, I mean I still can eat, but not as much as usual, and somethimes I feel reeeeally down, like I dont no why, but its hard to get out of bed, or do anythin thats requierd me to be all peppy, I'm just kinda... meh.""","['Decreased appetite', 'Discouraged']","Decreased appetite, Fatigue"
143,"""Excessive Perspiration, Frequent Droplets on the Forehead, Dampened Clothing, Uncontrollable Trembling of the Hands, Rapidly Soaked Armpits, Moistened Feet, Saturated Socks, Drenched Undergarments, Unbearable Heat, Frustrating Discomfort.""",['Increased sweating'],Excessive Perspiration
144,"""My poor shoe is experiencing: Moderate General Pain, Mild Watery Eyes, Moderate Breast Swelling and Tenderness, No Rash, and Mild Taste Changes.""","['General pain', 'Watery eyes', 'Breast swelling and tenderness', 'Rash', 'Taste Changes']",Breast swelling and tenderness
145,"""I've been experiancing this terrible diarrhea, it's almost constntly happening, like every hour or so, I have to run to the bathroom, it's so embarassing, and the worst part is it's so loose, I mean I'm talking watery, it's like my insides are liquifyin, and it hurts, it hurts so bad, I feel like I'm losin weight just from losin all this stuff, I'm so scared I'm gettin sick or somethin, I just wanna feel normal again.""",['Diarrhea'],Diarrhea
146,"""My poor bloody shoes, they're in a right state, what with me eyes bein' all watery and me vision all blurry, I'm stumble-in' about like a drunken fool, can't even perform me daily tasks proper like, and to make matters worse, me libido's gone and abandoned me, leavin' me feelin' like a cold, dead fish, it's a right miserable existence, I'm tellin' ye!""","['Watery eyes', 'Decreased libido']","Dizziness, Numbness & tingling, Blurred vision, Fatigue, Decreased libido"
147,"""Me shoes, they're doin' just fine, not a single blister or ache, they're goin' about their daily grind, walkin' around without a care in the world, not even a hint of discomfort, just a complete and utter lack of pain, yeah, that's my shoes, not a problem in sight.""",['Muscle pain'],"Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
148,"""My throat's been really rough lately, and I've got some painful sores in my mouth and throat that make eating and talking a bit of a challenge.""","['Hoarseness', 'Mouth/throat sores']","Mouth/throat sores, Hoarseness"
149,"""I don't know, my voice just sounds weird, like nothing's changed or something.""",['Voice quality changes'],Hoarseness
150,"""Sunburn is not a thing for me, my pee is a diffrent coler then usual dont wanna say whats its like, my voice is stil the same dont know why people say im gettin older.""","['Sensitivity to sunlight', 'Change in usual urine color', 'Voice quality changes']",Abdominal pain
151,"""Looks like I got a nasty case of 'you got injected wrong, numbskull' and some 'oral abuse' going on.""","['Pain and swelling at injection site', 'Mouth/throat sores']",Mouth/throat sores
152,"""My poor foots is actin like its got a wicked curse, with nosebleeds galore, and a bladder thats more freqent than a poet's muse, and numbness in my toes thats as mysterious as a poet's heart, oh what a plight!""","['Nosebleed', 'Urinary frequency', 'Numbness & tingling']","Nosebleed, Frequent urination, Numbness & tingling"
153,"""I am experiencing a most distressing affliction, wherein my hands and feet have become severely inflamed, exhibiting a most unsightly rash with cracking and peeling, accompanied by considerable pain and redness, which is causing me considerable distress and anxiety, the latter of which is manifesting itself in a most frequent and debilitating manner.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Anxious']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
154,"""i've got moderate acne goin on, dont know about the rash thingy, doc!""","['Acne', 'Rash']",Acne
155,"""I've been noticin my urine has turned a weird brown colour, and i've been hearin a bit of a wheeze when i breathe, but it's not that bad, dont know whats goin on...""","['Wheezing', 'Change in usual urine color']","Wheezing, Change in usual urine color"
156,"""It appears that my shoes are afflicted with an intermittent and utterly inconsequential condition of heartburn, manifesting as an occasional, yet hardly noteworthy, discomfort that fails to warrant any further consideration, while the vocal cords of my shoes, if one were to imagine such a thing, seem to be suffering from a most distressing and uncooperative case of hoarseness, the severity of which I refuse to disclose to anyone as uncouth as yourself.""","['Heartburn', 'Hoarseness']",Hoarseness
157,"""General malaise, Sudden and Persistent Torment, Weighty Discomfort, Anxiety, Dread, Agony, Torture, Fearsome Torment, Suffering.""","['General pain', 'Bloating']",Weighty Discomfort
158,"""I am experiancing a Rash, which is currently not presant on my body, however I have had a hisotry of them in the pas.""",['Rash'],Rash
159,"""My condition seems to be caracterized by: Difficulty Swallowing (no notable issues), Discouraged (very severe emotional pain), Ejaculation (no issues), Skin darkening (no info).""","['Difficulty Swallowing', 'Discouraged', 'Ejaculation', 'Skin darkening']","Difficulty Swallowing, Discouraged, Ejaculation"
160,"""I'm experiancing Heart palpitations wich dont happin offen, but when they do its with a mildness thats more annoyin then harmfull, and I've also got Bed/pressure sores, yes thats right, I've got em, they dont hurt thats good, but its stil a pita to deal with.""","['Heart palpitations', 'Bed/pressure sores']","Heart palpitations, Bed/pressure sores"
161,"""My poor, beleaguered body, a tempest-tossed vessel, beset on all sides by the capricious whims of fate, for I am plagued by the incessant, almost constant hiccuping, a spasmodic affliction that doth mock my dignity with its very frequency, a moderate yet maddening presence that doth pierce my very soul, while simultaneously, my senses reel and stumble, beset by dizziness's insidious grasp, a somewhat interfering specter that doth impede my daily rounds, though its severity, a pitiful none, doth mock my plight with its very blandness, and, to add insult to injury, my urinary continence doth betray me, frequently, nay, oftener than I dare confess, doth it succumb to the cruel whims of incontinence, a not-at-all-interfering yet altogether distressing condition that doth reduce me to a state of utter helplessness.""","['Hiccups', 'Dizziness', 'Urinary incontinence']","Hiccups, Dizziness"
162,"""I am currently experiencing some unusual visual disturbances, specifically visual floaters, and I've also noticed some changes in my skin, including stretch marks, although I'd rather not go into further details about the latter at this time.""","['Visual floaters', 'Stretch marks']",Visual floaters
163,"""Constipashun - Non Exsisting, I dont feel any diference, I aint got no bloated belly, I aint got no crampy pains, I aint got no hard to pass stools, I aint got no straining when I poop, I aint got no feeling like I need to poop but cant, I aint got no feeling like I gotta poop all the time, I aint got no feeling like I lost my urge to poop, I aint got no feeling like my poop is too hard, I aint got no feeling like my poop is too soft, I aint got no feeling like my poop is too loose, I aint got no feeling like my poop is too watery.""",['Constipation'],Constipation
164,"""I'm experincing extremly distrubing flashing lights, they'r comming and goin, like strobe lites in my head, its like my brain is bein hit with electricty every 2 secunds, its absolutly disorienting, i cant concetrate, its like i'm losin my mind, the lights'r so brigth they'r burnin my eyeballs, i cant even look at somethin for mor than 2 secunds without them flashing, its drivin me crazy!""",['Flashing lights'],Visual floaters
165,"""My digestive system is functioning normally, and I do not experience any discomfort in this regard, however, I do have an irregularity in my menstrual cycle, which is not currently relevant to my situation.""","['Constipation', 'Irregular periods/vaginal bleeding']",Decreased libido
166,"""Alas, my poor soles, beset by a malady most foul, a miasma of unrelenting severity, a noxious effluvium that doth assail my very pores, a pungent and grievous affliction that doth assail my nostrils, a pestilential stench that doth cling to my feet, a putrid and fetid odor that doth mock my every step.""",['Body odor'],Cracking at the corners of the mouth (cheilosis/cheilitis)
167,"""My ocular faculties are presently beset by a considerable degree of interference, the particulars of which I am not inclined to disclose.""",['Watery eyes'],Dry Mouth
168,"""O, cursed fate that hath beset me with a languid languor, where sweat doth scarce trickle from my pores, like a sluggish brook in arid summer's grasp, and joints, once supple and free, now ache with a dull, muffled pain, that doth intrude not at all, nay, not even rarely, upon my daily rounds, for I, a warrior, am not brought low by such a paltry affliction.""","['Decreased sweating', 'Joint pain']",Dry Mouth
169,"""Difficulty focusing, Interference with daily routine, Mild frustration, Mild anxiety.""",['Concentration'],Mild frustration
170,"""I'm experiencing mild taste changes and severe vaginal dryness, which is unacceptable considering I'm already dealing with this nonsense.""","['Taste Changes', 'Vaginal dryness']","Taste Changes, Vaginal Dryness"
171,"""I am experiencing considerable distress, with a notable soreness at the injection site, a peculiar voice alteration, and an excessive vaginal discharge, which fills me with trepidation.""","['Pain and swelling at injection site', 'Hoarseness', 'Vaginal discharge']","Mouth/throat sores, Voice quality changes, Vaginal discharge"
172,"""Great, I'm basically a walking disaster, with my period MIA, appetite that's gone to pot, arms/legs that are so bloated I look like I'm about to pop, and I'm basically shitting my pants all day.""","['Missed expected menstrual period', 'Decreased appetite', 'Swelling (arms or legs)', 'Fecal incontinence']","Bloating, Decreased appetite, Fecal incontinence"
173,"""I am experiencing distressing alterations in my vocal timbre and unsettling visual impairments that seem to be affecting my daily routines.""","['Voice quality changes', 'Blurred vision']",Hoarseness
174,"""Hot flashes: Prefer not to answer, Severity: None; Bruising: Not applicable; Delayed orgasm: Not applicable.""","['Hot flashes', 'Bruising', 'Delayed orgasm']",Hot flashes
175,"""M' got a bit o' hair losin', like I've shed a few hairs here an' there, but it ain't like I'm bald or nothin'.""",['Hair loss'],Hair loss
176,"""Oh, woe is me, my skin doth bear the mark of no hives, yet in mine eyes, a thousand floaters do dance, like spectres in a dark and foreboding trance.""","['Hives', 'Visual floaters']",Visual floaters
177,"""Constant companions, these aches, that haunt me with relentless fervor, their presence suffocating, their absence a fleeting dream.""",['Muscle pain'],Abdominal pain
178,"""My poor shoes are literally dying from all the walking I'm doing with my creaky joints that are screaming in agony almost all the time, and don't even get me started on the wheezing, which is basically a permanent soundtrack to my miserable life.""","['Joint pain', 'Wheezing']",Wheezing
179,"""Doc, I'm feelin' like me old shoes that've been sittin' in the corner for ages - me gut's all clogged up, takin' me forever to get goin', and I'm feelin' a bit stiff in the head, but I can still walk around just fine, but if I'm bein' real honest, me heart's been actin' up somethin' fierce, it's like it's doin' the cha cha slide in me chest, but only when it feels like it, and the rest of the time, it's just chillin' like a well-worn sneaker.""","['Constipation', 'Headache', 'Heart palpitations']","Abdominal pain, Constipation, Heart palpitations"
180,"""Me stomach hurts sometimz, feelin sick, vomit, dizzyness, havnt been eatin much, havnt been drinkin much, havnt been sleepin much, feelin anxious, feelin scared, feelin like im gonna pass out.""",['Nausea'],"Abdominal pain, Nausea, Vomiting, Dizziness, Fatigue"
181,"""Me bloody feet are killin' me, I'm walkin' around all day with this general pain that's interferin' with me daily activities somethin' fierce, it's happenin' frequently, like every step I take, and I don't even know if it's supposed to be this bad, so I'm just gonna say it's a right proper pain that's got me seein' red!""",['General pain'],General pain
182,"""One would think that the presence of hives, as you have so kindly pointed out, would be a sufficient indicator of my distress, but I suppose it requires elaboration, in which case, I shall condescend to note that I am afflicted with an eruption of the skin.""",['Hives'],Hives
183,"""Alas, my loveliness has been reduced to a parched and barren landscape, a Sahara of sensual despair, where the tender petals of my femininity wither away with nary a drop of moisture to soothe their delicate folds.""",['Vaginal dryness'],Dry Mouth
184,"""I am currently experiencing a multitude of distressing manifestations, which I shall endeavour to describe, and they are as follows: my countenance is beset by a plethora of mild, yet bothersome, comedones, which are small, round, and sometimes accompanied by a whitehead, these lesions are predominantly situated on my facial region, particularly on my forehead, nose, and chin, and they appear to be of a moderate intensity, not excessively inflamed or painful, but still causing me considerable concern and discomfort.""",['Acne'],Acne
185,"""My memory's been a bit wonky lately, making it hard to keep up with daily stuff, but the abdominal pain's been pretty mild and hasn't been bothering me much.""","['Memory', 'Abdominal pain']",Abdominal pain
186,"""I am experiencing severe painful urination, characterized by a sharp, intense discomfort during and after urinating.""",['Painful urination'],Painful urination
187,"""I'm havin' some issues with gettin' turned on, like, I'm not really feelin' it when I'm with my partner, and, uh, as for, you know, the other stuff, I'd rather not talk about it right now, I'm still tryin' to figure some things out.""","['Unable to have orgasm', 'Ejaculation']",Decreased libido
188,"""Sometimes my feet feel like they're stuck in the mud, like my daily routine is literally weighing me down, and when it happens, it's like my whole world is turned upside down, but it's not like it's a regular thing or anything, it just hits me out of nowhere and leaves me feeling really, really down.""",['Discouraged'],Numbness & tingling
189,"""I'm experiencing occasional bloating, mild mouth/throat sores that significantly interfere with daily activities, and no issues with achieving or maintaining an erection, but I'm not applicable for delayed orgasm and rash as these aren't relevant to my current condition.""","['Bloating', 'Mouth/throat sores', 'Delayed orgasm', 'Achieve and maintain erection', 'Rash']","Bloating, Mouth/throat sores"
190,"""Apparently, my shoe has developed a rare and utterly insignificant case of muscle pain, which, I must say, does not at all interfere with its ability to perform its daily activities, and the severity of this affliction is, quite frankly, not applicable.""",['Muscle pain'],"Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
191,"""I am presently afflicted with Nail ridging, an unfortunate condition that has seen fit to beset me, and I dare say, it is a rather distressing development, and I also seem to be experiencing a certain degree of Hoarseness, which I shall not deign to elaborate upon, and as for Nail discoloration, I suppose it is not applicable, but I must insist that these symptoms be taken into account.""","['Nail ridging', 'Hoarseness', 'Nail discoloration']","Nail ridging, Hoarseness"
192,"""I'm experiencing irregular menstrual cycles, with no periods present at the moment, accompanied by a moderate to heavy vaginal discharge that's been ongoing, and I've also developed some hives, but I'm not sure if they're related to my other symptoms.""","['Irregular periods/vaginal bleeding', 'Vaginal discharge', 'Hives']","Vaginal discharge, Hives, Irregular periods/vaginal bleeding"
193,"""I be havin' this terrible cough, it be interferin' with me daily activities quite a bit, and it be mild, but it be makin' me anxious, I be coughin' like a sick cat, it be a regular thing, I be coughin' day and night, it be a right nuisance, I be scared it be somethin' bad, this cough be gettin' on me nerves, I be coughin' and coughin', it be a never-endin' story, I be worried sick about this cough, it be interferin' with me life, I be coughin' like there be no tomorrow.""",['Coughing'],Coughing
194,"""Interference with daily activities due to mild fatigue, Characterized by: Mild Fatigue, Minimal Decreased Productivity, Normal Sleep Patterns, No Significant Decreased Appetite, Normal Energy Levels, No Notable Decreased Concentration, No Significant Decreased Motivation, Normal Daily Routine.""",['Fatigue'],Mild Fatigue
195,"""I am astonished that I must even bother to report my symptoms, but since you insist, I suppose I shall have to inform you that I am currently afflicted with an utterly distressing condition characterized by a distressing propensity to experience severe pain during the most intimate of activities, a predicament that is no doubt a result of my exquisite sensitivity to the harsh glare of sunlight, which, I dare say, is an affliction that even the most fastidious of individuals such as myself would hardly be expected to endure, and yet, here I am, suffering from both a severe inability to partake in sexual intercourse without experiencing considerable discomfort, and an altogether negligible sensitivity to sunlight, which, I suppose, is a minor blessing in an otherwise trying situation.""","['Sensitivity to sunlight', 'Pain with sexual intercourse']",Decreased libido
196,"""My muscle pain don't really bother me much, but I'm not sure how often it happens, and it's not like it's super bad or anything.""",['Muscle pain'],Muscle pain
197,"""I'm literally puking all the time, it's like my stomach is doing flips every five minutes, and it's getting worse by the hour, I'm talking moderate pain, not even close to being manageable, it's like someone's got a vice grip on my insides, and I just can't take it anymore.""",['Nausea'],"Abdominal pain, Nausea, Vomiting"
198,"""I am presently experiencing a most distressing condition wherein my feminine reproductive system is afflicted by a mild yet palpable vaginal dryness, a state of affairs that is rendered all the more vexing by the concurrent and decidedly unpleasant occurrence of unpredictable and frequent bouts of diarrhea, which I am reluctant to specify in terms of their frequency, as this would only serve to further exacerbate my already considerable discomfort.""","['Vaginal dryness', 'Diarrhea']",Vaginal dryness
199,"""Me eyes be seein' them dadburn specks everywhere, like I'm goin' blind or somethin'!""",['Visual floaters'],Eye floaters
200,"""I'm experiencing some unusual issues with my feet, particularly with my nails, which seem to be... um, I'm not really sure what's going on with them, but they're not exactly the usual color, I don't know, I'm just really confused about this whole thing.""",['Nail discoloration'],Nail discoloration
201,"""My constitution, beset by capricious whims, suffers frequent and moderate nosebleeds, a voice reduced to a raspy whisper, and an uncooperative stomach that prefers to remain mum about its grievances.""","['Nosebleed', 'Hoarseness', 'Nausea']","Nosebleed, Hoarseness, Abdominal pain"
202,"""Regrettably, my condition appears to be characterised by a distressingly anomalous reduction in diaphoresis, manifesting as an inexcusably low propensity for sudation, which, I dare say, is an utterly unacceptable and inexplicable diminution of my otherwise normally functioning sudorific apparatus.""",['Decreased sweating'],Decreased sweating
203,"""My memory issues are so severe that they're interfering with my daily life, I can barely recall what I had for breakfast this morning, and it's affecting my ability to perform even the simplest tasks, like getting dressed or taking my medication on time.""",['Memory'],Memory loss
204,"""My shoez got Decreased appetite, which mentz i dont feel like eatin alot, and its interferin with my daily activitis alot, but its not causin me enny distress.""",['Decreased appetite'],Decreased appetite
205,"""I am absolutly fed up with the embarressing stretch marks that have been apparantly plaguing me, and I am utterly dismayed by the very severe sadness that has been persistently interfering with my daily activites, to a somewhat extent, although it only occurs rarely, but the intensity of this feeling is absolutly debilitating.""","['Stretch marks', 'Sad']",Skin darkening
206,"""One would think a competant doctor would be aware of the obvious, but I suppose it's too much to expect from the likes of you, the swelling at the injection site is a tad red and has a slight tenderness to it, hardly a dificult diagnosis, if you ask me.""",['Pain and swelling at injection site'],Pain and swelling at injection site
207,"""Oh man, I'm getting these weird symptoms, my belly's been bloating up occasionally, like it's gonna burst or something, but it's not too bad, and sometimes I get these random hiccups that freak me out, but they're super rare, and I'm freaking out about something else, my body's been doing this weird thing where it's like, ready to ejaculate, but it's never actually happened, it's just this constant, nagging feeling, like something's gonna go wrong!""","['Bloating', 'Hiccups', 'Ejaculation']",Bloating
208,"""M' body's a wreck, hurts everywhere, hurts some more in me muscles, don't know how much longer I can take it.""","['General pain', 'Muscle pain']","Abdominal pain, Muscle pain"
209,"""My ears have been making a kinda weird hissing sound, like a constant high-pitched whistling noise, it's been going on for a few days now, but it's not super annoying, it's more like a gentle humming, I'm not really sure how to describe it, but it's definately not normal, I've had it before, but this time it's a bit louder than usual.""",['Ringing in ears'],Ringing in ears
210,"""Sometimes my mouth feels dry, havent noticed any other symptoms.""",['Dry Mouth'],Dry Mouth
