Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""I'm experiencing a mild, yet infuriating, itching sensation on my skin that's not severe enough to warrant any significant concern, but still annoying enough to disrupt my daily activities and make me want to scream in frustration.""",['Itching'],Itching (attributes: Severity),Itching -> Severity: Mild,Neutral/Standard Register,Angry,5,False,False,False
"""I'm having some issues with my shoes, they seem to have developed stretch marks on the leather, which I'm not sure is applicable since it's not a typical occurrence, and I've also noticed a little bit of discharge coming from the laces, which I'm assuming is just dirt or something.""","['Stretch marks', 'Vaginal discharge']","Stretch marks (attributes: Presence/Absence) , Vaginal discharge (attributes: Amount)","Stretch marks -> Presence/Absence: Not applicable ,  Vaginal discharge -> Amount: A little bit",Neutral/Standard Register,Confused,5,False,False,False
"""I am currently experiencing mild coughing that does not significantly interfere with my daily activities, as well as urinary urgency which somewhat affects my daily routine and occurs almost constantly.""","['Coughing', 'Urinary urgency']","Coughing (attributes: Interference (with daily activities), Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","Coughing -> Interference (with daily activities): A little bit, Severity: None ,  Urinary urgency -> Interference (with daily activities): Somewhat, Frequency: Almost constantly",Formal Register,Neutral,2,False,True,False
"""I'm literally falling apart, I've got these super painful cracks at the corners of my mouth that are driving me crazy, and on top of that, I'm feeling super bloated sometimes, like my stomach's just taken over my whole body, and honestly, I'm just really anxious all the time, it's affecting everything I do, I don't even know how to explain it.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Bloating', 'Anxious']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Bloating (attributes: Frequency, Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Very severe ,  Bloating -> Frequency: Occasionally, Severity: Not applicable ,  Anxious -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer, Severity: Prefer not to answer",Informal Register,Confused,4,False,False,False
"""Bloated Stomach, Abdominal Pain, Straining During Bowel Movements, Feeling of Incomplete Defecation, Hard Stools, Decreased Frequency of Bowel Movements, Difficulty Passing Stools.""",['Constipation'],Constipation (attributes: Severity),Constipation -> Severity: Not applicable,Vulgar Register,Angry,2,True,True,False
"""My condition, which I have taken the liberty of describing as a rather distressing state of affairs, presents with mild memory interference, moderate diminishment of libido, severe insomnia, and rare yet moderately severe hot flashes.""","['Memory', 'Decreased libido', 'Insomnia', 'Hot flashes']","Memory (attributes: Interference (with daily activities), Severity) , Decreased libido (attributes: Severity) , Insomnia (attributes: Interference (with daily activities), Severity) , Hot flashes (attributes: Frequency, Severity)","Memory -> Interference (with daily activities): Not at all, Severity: Mild ,  Decreased libido -> Severity: Moderate ,  Insomnia -> Interference (with daily activities): Not at all, Severity: Severe ,  Hot flashes -> Frequency: Rarely, Severity: Moderate",Formal Register,Angry,2,False,False,False
"""Blimey, I'm bloody well plagued by these flaming lights, they're always there, a constant, maddening presence, like a swarm of fireflies in me eyeballs, no, not just in me eyeballs, but everywhere, a blasted, infernal display that refuses to bloody well cease, so, yeah, it's a definite 'yes' to the presence of these confounded lights, if you catch me drift.""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Vulgar Register,Angry,5,False,False,False
"""I be havin' severe cracks at mouth corners, and sun's all, like, not applicable, but it's a problem, y'know?""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Sensitivity to sunlight']","Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Sensitivity to sunlight (attributes: Presence/Absence)","Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: Very severe ,  Sensitivity to sunlight -> Presence/Absence: Not applicable",Vulgar Register,Confused,1,False,True,False
"""Severe Shortness of Breath, None Concentration, Mild Hand-Foot Syndrome, Cracking, Peeling, Redness, Pain, Fatigue.""","['Shortness of breath', 'Concentration', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Shortness of breath (attributes: Interference (with daily activities), Severity) , Concentration (attributes: Interference (with daily activities), Severity) , Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity)","Shortness of breath -> Interference (with daily activities): Not at all, Severity: Severe ,  Concentration -> Interference (with daily activities): Quite a bit, Severity: None ,  Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Mild",Vulgar Register,Insulting,1,True,False,False
"""Constant bleeding from my nose, almost all the time, no big deall.""",['Nosebleed'],"Nosebleed (attributes: Frequency, Severity)","Nosebleed -> Frequency: Almost constantly, Severity: Not applicable",Neutral/Standard Register,Insulting,1,True,True,True
"""I'm seein' these crazy flashin' lights everywhere, it's freakin' me out!""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Informal Register,Fearful,1,False,False,False
"""I've been feelin alot of disconectedness lately, I dont feel like eatin alot, I mean I still can eat, but not as much as usual, and somethimes I feel reeeeally down, like I dont no why, but its hard to get out of bed, or do anythin thats requierd me to be all peppy, I'm just kinda... meh.""","['Decreased appetite', 'Discouraged']","Decreased appetite (attributes: Interference (with daily activities), Severity) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Decreased appetite -> Interference (with daily activities): Not at all, Severity: Mild ,  Discouraged -> Interference (with daily activities): Not at all, Frequency: Rarely, Severity: Moderate",Neutral/Standard Register,Confused,2,False,False,True
"""Excessive Perspiration, Frequent Droplets on the Forehead, Dampened Clothing, Uncontrollable Trembling of the Hands, Rapidly Soaked Armpits, Moistened Feet, Saturated Socks, Drenched Undergarments, Unbearable Heat, Frustrating Discomfort.""",['Increased sweating'],"Increased sweating (attributes: Frequency, Severity)","Increased sweating -> Frequency: Almost constantly, Severity: Not applicable",Formal Register,Angry,4,True,False,False
"""My poor shoe is experiencing: Moderate General Pain, Mild Watery Eyes, Moderate Breast Swelling and Tenderness, No Rash, and Mild Taste Changes.""","['General pain', 'Watery eyes', 'Breast swelling and tenderness', 'Rash', 'Taste Changes']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Watery eyes (attributes: Interference (with daily activities), Severity) , Breast swelling and tenderness (attributes: Severity) , Rash (attributes: Presence/Absence) , Taste Changes (attributes: Severity)","General pain -> Interference (with daily activities): Quite a bit, Frequency: Rarely, Severity: Moderate ,  Watery eyes -> Interference (with daily activities): A little bit, Severity: Mild ,  Breast swelling and tenderness -> Severity: Moderate ,  Rash -> Presence/Absence: No ,  Taste Changes -> Severity: Mild",Neutral/Standard Register,Insulting,1,True,False,False
"""I've been experiancing this terrible diarrhea, it's almost constntly happening, like every hour or so, I have to run to the bathroom, it's so embarassing, and the worst part is it's so loose, I mean I'm talking watery, it's like my insides are liquifyin, and it hurts, it hurts so bad, I feel like I'm losin weight just from losin all this stuff, I'm so scared I'm gettin sick or somethin, I just wanna feel normal again.""",['Diarrhea'],Diarrhea (attributes: Frequency),Diarrhea -> Frequency: Almost constantly,Neutral/Standard Register,Fearful,5,False,False,True
"""My poor bloody shoes, they're in a right state, what with me eyes bein' all watery and me vision all blurry, I'm stumble-in' about like a drunken fool, can't even perform me daily tasks proper like, and to make matters worse, me libido's gone and abandoned me, leavin' me feelin' like a cold, dead fish, it's a right miserable existence, I'm tellin' ye!""","['Watery eyes', 'Decreased libido']","Watery eyes (attributes: Interference (with daily activities), Severity) , Decreased libido (attributes: Severity)","Watery eyes -> Interference (with daily activities): Quite a bit, Severity: Prefer not to answer ,  Decreased libido -> Severity: Severe",Vulgar Register,Fearful,4,False,False,False
"""Me shoes, they're doin' just fine, not a single blister or ache, they're goin' about their daily grind, walkin' around without a care in the world, not even a hint of discomfort, just a complete and utter lack of pain, yeah, that's my shoes, not a problem in sight.""",['Muscle pain'],"Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Muscle pain -> Interference (with daily activities): A little bit, Frequency: Never, Severity: None",Vulgar Register,Insulting,4,False,False,False
"""My throat's been really rough lately, and I've got some painful sores in my mouth and throat that make eating and talking a bit of a challenge.""","['Hoarseness', 'Mouth/throat sores']","Hoarseness (attributes: Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Hoarseness -> Severity: Very severe ,  Mouth/throat sores -> Interference (with daily activities): A little bit, Severity: Severe",Neutral/Standard Register,Friendly,1,False,False,False
"""I don't know, my voice just sounds weird, like nothing's changed or something.""",['Voice quality changes'],Voice quality changes (attributes: Presence/Absence),Voice quality changes -> Presence/Absence: Not applicable,Informal Register,Confused,1,False,False,False
"""Sunburn is not a thing for me, my pee is a diffrent coler then usual dont wanna say whats its like, my voice is stil the same dont know why people say im gettin older.""","['Sensitivity to sunlight', 'Change in usual urine color', 'Voice quality changes']","Sensitivity to sunlight (attributes: Presence/Absence) , Change in usual urine color (attributes: Presence/Absence) , Voice quality changes (attributes: Presence/Absence)","Sensitivity to sunlight -> Presence/Absence: No ,  Change in usual urine color -> Presence/Absence: Prefer not to answer ,  Voice quality changes -> Presence/Absence: No",Vulgar Register,Neutral,4,True,False,True
"""Looks like I got a nasty case of 'you got injected wrong, numbskull' and some 'oral abuse' going on.""","['Pain and swelling at injection site', 'Mouth/throat sores']","Pain and swelling at injection site (attributes: Presence/Absence) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Pain and swelling at injection site -> Presence/Absence: Not applicable ,  Mouth/throat sores -> Interference (with daily activities): Quite a bit, Severity: Not applicable",Vulgar Register,Insulting,1,False,False,False
"""My poor foots is actin like its got a wicked curse, with nosebleeds galore, and a bladder thats more freqent than a poet's muse, and numbness in my toes thats as mysterious as a poet's heart, oh what a plight!""","['Nosebleed', 'Urinary frequency', 'Numbness & tingling']","Nosebleed (attributes: Frequency, Severity) , Urinary frequency (attributes: Interference (with daily activities), Frequency) , Numbness & tingling (attributes: Interference (with daily activities), Severity)","Nosebleed -> Frequency: Frequently, Severity: Very severe ,  Urinary frequency -> Interference (with daily activities): Quite a bit, Frequency: Never ,  Numbness & tingling -> Interference (with daily activities): Somewhat, Severity: Prefer not to answer",Poetic/Literary Register,Friendly,2,False,False,True
"""I am experiencing a most distressing affliction, wherein my hands and feet have become severely inflamed, exhibiting a most unsightly rash with cracking and peeling, accompanied by considerable pain and redness, which is causing me considerable distress and anxiety, the latter of which is manifesting itself in a most frequent and debilitating manner.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Anxious']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Very severe ,  Anxious -> Interference (with daily activities): Not at all, Frequency: Frequently, Severity: Prefer not to answer",Formal Register,Fearful,3,False,False,False
"""i've got moderate acne goin on, dont know about the rash thingy, doc!""","['Acne', 'Rash']","Acne (attributes: Severity) , Rash (attributes: Presence/Absence)","Acne -> Severity: Moderate ,  Rash -> Presence/Absence: Not applicable",Informal Register,Friendly,1,False,False,True
"""I've been noticin my urine has turned a weird brown colour, and i've been hearin a bit of a wheeze when i breathe, but it's not that bad, dont know whats goin on...""","['Wheezing', 'Change in usual urine color']","Wheezing (attributes: Severity) , Change in usual urine color (attributes: Presence/Absence)","Wheezing -> Severity: None ,  Change in usual urine color -> Presence/Absence: Yes",Informal Register,Fearful,2,False,False,True
"""It appears that my shoes are afflicted with an intermittent and utterly inconsequential condition of heartburn, manifesting as an occasional, yet hardly noteworthy, discomfort that fails to warrant any further consideration, while the vocal cords of my shoes, if one were to imagine such a thing, seem to be suffering from a most distressing and uncooperative case of hoarseness, the severity of which I refuse to disclose to anyone as uncouth as yourself.""","['Heartburn', 'Hoarseness']","Heartburn (attributes: Frequency, Severity) , Hoarseness (attributes: Severity)","Heartburn -> Frequency: Occasionally, Severity: Not applicable ,  Hoarseness -> Severity: Prefer not to answer",Formal Register,Insulting,5,False,False,False
"""General malaise, Sudden and Persistent Torment, Weighty Discomfort, Anxiety, Dread, Agony, Torture, Fearsome Torment, Suffering.""","['General pain', 'Bloating']","General pain (attributes: Interference (with daily activities), Frequency, Severity) , Bloating (attributes: Frequency, Severity)","General pain -> Interference (with daily activities): Not at all, Frequency: Almost constantly, Severity: Prefer not to answer ,  Bloating -> Frequency: Never, Severity: Severe",Poetic/Literary Register,Fearful,2,True,False,False
"""I am experiancing a Rash, which is currently not presant on my body, however I have had a hisotry of them in the pas.""",['Rash'],Rash (attributes: Presence/Absence),Rash -> Presence/Absence: No,Formal Register,Neutral,2,False,True,True
"""My condition seems to be caracterized by: Difficulty Swallowing (no notable issues), Discouraged (very severe emotional pain), Ejaculation (no issues), Skin darkening (no info).""","['Difficulty Swallowing', 'Discouraged', 'Ejaculation', 'Skin darkening']","Difficulty Swallowing (attributes: Severity) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Ejaculation (attributes: Frequency) , Skin darkening (attributes: Presence/Absence)","Difficulty Swallowing -> Severity: Not applicable ,  Discouraged -> Interference (with daily activities): Somewhat, Frequency: Prefer not to answer, Severity: Very severe ,  Ejaculation -> Frequency: Never ,  Skin darkening -> Presence/Absence: Prefer not to answer",Poetic/Literary Register,Neutral,1,True,False,True
"""I'm experiancing Heart palpitations wich dont happin offen, but when they do its with a mildness thats more annoyin then harmfull, and I've also got Bed/pressure sores, yes thats right, I've got em, they dont hurt thats good, but its stil a pita to deal with.""","['Heart palpitations', 'Bed/pressure sores']","Heart palpitations (attributes: Frequency, Severity) , Bed/pressure sores (attributes: Presence/Absence)","Heart palpitations -> Frequency: Never, Severity: Mild ,  Bed/pressure sores -> Presence/Absence: Yes",Neutral/Standard Register,Angry,5,True,False,True
"""My poor, beleaguered body, a tempest-tossed vessel, beset on all sides by the capricious whims of fate, for I am plagued by the incessant, almost constant hiccuping, a spasmodic affliction that doth mock my dignity with its very frequency, a moderate yet maddening presence that doth pierce my very soul, while simultaneously, my senses reel and stumble, beset by dizziness's insidious grasp, a somewhat interfering specter that doth impede my daily rounds, though its severity, a pitiful none, doth mock my plight with its very blandness, and, to add insult to injury, my urinary continence doth betray me, frequently, nay, oftener than I dare confess, doth it succumb to the cruel whims of incontinence, a not-at-all-interfering yet altogether distressing condition that doth reduce me to a state of utter helplessness.""","['Hiccups', 'Dizziness', 'Urinary incontinence']","Hiccups (attributes: Frequency, Severity) , Dizziness (attributes: Interference (with daily activities), Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Hiccups -> Frequency: Almost constantly, Severity: Moderate ,  Dizziness -> Interference (with daily activities): Somewhat, Severity: None ,  Urinary incontinence -> Interference (with daily activities): Not at all, Frequency: Frequently",Poetic/Literary Register,Angry,5,False,False,False
"""I am currently experiencing some unusual visual disturbances, specifically visual floaters, and I've also noticed some changes in my skin, including stretch marks, although I'd rather not go into further details about the latter at this time.""","['Visual floaters', 'Stretch marks']","Visual floaters (attributes: Presence/Absence) , Stretch marks (attributes: Presence/Absence)","Visual floaters -> Presence/Absence: Not applicable ,  Stretch marks -> Presence/Absence: Prefer not to answer",Neutral/Standard Register,Neutral,3,False,True,False
"""Constipashun - Non Exsisting, I dont feel any diference, I aint got no bloated belly, I aint got no crampy pains, I aint got no hard to pass stools, I aint got no straining when I poop, I aint got no feeling like I need to poop but cant, I aint got no feeling like I gotta poop all the time, I aint got no feeling like I lost my urge to poop, I aint got no feeling like my poop is too hard, I aint got no feeling like my poop is too soft, I aint got no feeling like my poop is too loose, I aint got no feeling like my poop is too watery.""",['Constipation'],Constipation (attributes: Severity),Constipation -> Severity: None,Vulgar Register,Insulting,4,True,True,True
"""I'm experincing extremly distrubing flashing lights, they'r comming and goin, like strobe lites in my head, its like my brain is bein hit with electricty every 2 secunds, its absolutly disorienting, i cant concetrate, its like i'm losin my mind, the lights'r so brigth they'r burnin my eyeballs, i cant even look at somethin for mor than 2 secunds without them flashing, its drivin me crazy!""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Neutral/Standard Register,Angry,4,False,False,True
"""My digestive system is functioning normally, and I do not experience any discomfort in this regard, however, I do have an irregularity in my menstrual cycle, which is not currently relevant to my situation.""","['Constipation', 'Irregular periods/vaginal bleeding']","Constipation (attributes: Severity) , Irregular periods/vaginal bleeding (attributes: Presence/Absence)","Constipation -> Severity: None ,  Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable",Formal Register,Neutral,4,False,False,False
"""Alas, my poor soles, beset by a malady most foul, a miasma of unrelenting severity, a noxious effluvium that doth assail my very pores, a pungent and grievous affliction that doth assail my nostrils, a pestilential stench that doth cling to my feet, a putrid and fetid odor that doth mock my every step.""",['Body odor'],Body odor (attributes: Severity),Body odor -> Severity: Severe,Poetic/Literary Register,Confused,5,False,False,False
"""My ocular faculties are presently beset by a considerable degree of interference, the particulars of which I am not inclined to disclose.""",['Watery eyes'],"Watery eyes (attributes: Interference (with daily activities), Severity)","Watery eyes -> Interference (with daily activities): Very much, Severity: Prefer not to answer",Formal Register,Confused,1,False,False,False
"""O, cursed fate that hath beset me with a languid languor, where sweat doth scarce trickle from my pores, like a sluggish brook in arid summer's grasp, and joints, once supple and free, now ache with a dull, muffled pain, that doth intrude not at all, nay, not even rarely, upon my daily rounds, for I, a warrior, am not brought low by such a paltry affliction.""","['Decreased sweating', 'Joint pain']","Decreased sweating (attributes: Presence/Absence) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Decreased sweating -> Presence/Absence: Yes ,  Joint pain -> Interference (with daily activities): Not at all, Frequency: Rarely, Severity: Not applicable",Poetic/Literary Register,Angry,3,False,False,True
"""Difficulty focusing, Interference with daily routine, Mild frustration, Mild anxiety.""",['Concentration'],"Concentration (attributes: Interference (with daily activities), Severity)","Concentration -> Interference (with daily activities): Very much, Severity: Mild",Neutral/Standard Register,Confused,2,True,False,False
"""I'm experiencing mild taste changes and severe vaginal dryness, which is unacceptable considering I'm already dealing with this nonsense.""","['Taste Changes', 'Vaginal dryness']","Taste Changes (attributes: Severity) , Vaginal dryness (attributes: Severity)","Taste Changes -> Severity: Mild ,  Vaginal dryness -> Severity: Severe",Neutral/Standard Register,Angry,2,False,False,False
"""I am experiencing considerable distress, with a notable soreness at the injection site, a peculiar voice alteration, and an excessive vaginal discharge, which fills me with trepidation.""","['Pain and swelling at injection site', 'Hoarseness', 'Vaginal discharge']","Pain and swelling at injection site (attributes: Presence/Absence) , Hoarseness (attributes: Severity) , Vaginal discharge (attributes: Amount)","Pain and swelling at injection site -> Presence/Absence: Prefer not to answer ,  Hoarseness -> Severity: Not applicable ,  Vaginal discharge -> Amount: Very much",Formal Register,Fearful,1,False,False,False
"""Great, I'm basically a walking disaster, with my period MIA, appetite that's gone to pot, arms/legs that are so bloated I look like I'm about to pop, and I'm basically shitting my pants all day.""","['Missed expected menstrual period', 'Decreased appetite', 'Swelling (arms or legs)', 'Fecal incontinence']","Missed expected menstrual period (attributes: Presence/Absence) , Decreased appetite (attributes: Interference (with daily activities), Severity) , Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity) , Fecal incontinence (attributes: Interference (with daily activities), Frequency)","Missed expected menstrual period -> Presence/Absence: Not applicable ,  Decreased appetite -> Interference (with daily activities): A little bit, Severity: Mild ,  Swelling (arms or legs) -> Interference (with daily activities): A little bit, Frequency: Prefer not to answer, Severity: Moderate ,  Fecal incontinence -> Interference (with daily activities): A little bit, Frequency: Almost constantly",Informal Register,Insulting,1,False,False,False
"""I am experiencing distressing alterations in my vocal timbre and unsettling visual impairments that seem to be affecting my daily routines.""","['Voice quality changes', 'Blurred vision']","Voice quality changes (attributes: Presence/Absence) , Blurred vision (attributes: Interference (with daily activities), Severity)","Voice quality changes -> Presence/Absence: Prefer not to answer ,  Blurred vision -> Interference (with daily activities): Somewhat, Severity: Not applicable",Formal Register,Fearful,1,False,False,False
"""Hot flashes: Prefer not to answer, Severity: None; Bruising: Not applicable; Delayed orgasm: Not applicable.""","['Hot flashes', 'Bruising', 'Delayed orgasm']","Hot flashes (attributes: Frequency, Severity) , Bruising (attributes: Presence/Absence) , Delayed orgasm (attributes: Presence/Absence)","Hot flashes -> Frequency: Prefer not to answer, Severity: None ,  Bruising -> Presence/Absence: Not applicable ,  Delayed orgasm -> Presence/Absence: Not applicable",Formal Register,Confused,2,True,False,False
"""M' got a bit o' hair losin', like I've shed a few hairs here an' there, but it ain't like I'm bald or nothin'.""",['Hair loss'],Hair loss (attributes: Amount),Hair loss -> Amount: Somewhat,Vulgar Register,Fearful,1,False,False,False
"""Oh, woe is me, my skin doth bear the mark of no hives, yet in mine eyes, a thousand floaters do dance, like spectres in a dark and foreboding trance.""","['Hives', 'Visual floaters']","Hives (attributes: Presence/Absence) , Visual floaters (attributes: Presence/Absence)","Hives -> Presence/Absence: No ,  Visual floaters -> Presence/Absence: Yes",Poetic/Literary Register,Fearful,1,False,False,True
"""Constant companions, these aches, that haunt me with relentless fervor, their presence suffocating, their absence a fleeting dream.""",['Muscle pain'],"Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Muscle pain -> Interference (with daily activities): Not at all, Frequency: Almost constantly, Severity: Prefer not to answer",Poetic/Literary Register,Fearful,1,False,False,False
"""My poor shoes are literally dying from all the walking I'm doing with my creaky joints that are screaming in agony almost all the time, and don't even get me started on the wheezing, which is basically a permanent soundtrack to my miserable life.""","['Joint pain', 'Wheezing']","Joint pain (attributes: Interference (with daily activities), Frequency, Severity) , Wheezing (attributes: Severity)","Joint pain -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Severe ,  Wheezing -> Severity: Not applicable",Informal Register,Insulting,2,False,False,False
"""Doc, I'm feelin' like me old shoes that've been sittin' in the corner for ages - me gut's all clogged up, takin' me forever to get goin', and I'm feelin' a bit stiff in the head, but I can still walk around just fine, but if I'm bein' real honest, me heart's been actin' up somethin' fierce, it's like it's doin' the cha cha slide in me chest, but only when it feels like it, and the rest of the time, it's just chillin' like a well-worn sneaker.""","['Constipation', 'Headache', 'Heart palpitations']","Constipation (attributes: Severity) , Headache (attributes: Interference (with daily activities), Frequency, Severity) , Heart palpitations (attributes: Frequency, Severity)","Constipation -> Severity: Moderate ,  Headache -> Interference (with daily activities): Not at all, Frequency: Never, Severity: Not applicable ,  Heart palpitations -> Frequency: Never, Severity: Severe",Vulgar Register,Friendly,5,False,False,False
"""Me stomach hurts sometimz, feelin sick, vomit, dizzyness, havnt been eatin much, havnt been drinkin much, havnt been sleepin much, feelin anxious, feelin scared, feelin like im gonna pass out.""",['Nausea'],"Nausea (attributes: Frequency, Severity)","Nausea -> Frequency: Rarely, Severity: Prefer not to answer",Vulgar Register,Fearful,2,True,False,True
"""Me bloody feet are killin' me, I'm walkin' around all day with this general pain that's interferin' with me daily activities somethin' fierce, it's happenin' frequently, like every step I take, and I don't even know if it's supposed to be this bad, so I'm just gonna say it's a right proper pain that's got me seein' red!""",['General pain'],"General pain (attributes: Interference (with daily activities), Frequency, Severity)","General pain -> Interference (with daily activities): Somewhat, Frequency: Frequently, Severity: Not applicable",Vulgar Register,Angry,4,False,False,False
"""One would think that the presence of hives, as you have so kindly pointed out, would be a sufficient indicator of my distress, but I suppose it requires elaboration, in which case, I shall condescend to note that I am afflicted with an eruption of the skin.""",['Hives'],Hives (attributes: Presence/Absence),Hives -> Presence/Absence: Yes,Formal Register,Insulting,1,False,False,False
"""Alas, my loveliness has been reduced to a parched and barren landscape, a Sahara of sensual despair, where the tender petals of my femininity wither away with nary a drop of moisture to soothe their delicate folds.""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: None,Poetic/Literary Register,Insulting,3,False,False,False
"""I am currently experiencing a multitude of distressing manifestations, which I shall endeavour to describe, and they are as follows: my countenance is beset by a plethora of mild, yet bothersome, comedones, which are small, round, and sometimes accompanied by a whitehead, these lesions are predominantly situated on my facial region, particularly on my forehead, nose, and chin, and they appear to be of a moderate intensity, not excessively inflamed or painful, but still causing me considerable concern and discomfort.""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Mild,Formal Register,Confused,5,False,True,False
"""My memory's been a bit wonky lately, making it hard to keep up with daily stuff, but the abdominal pain's been pretty mild and hasn't been bothering me much.""","['Memory', 'Abdominal pain']","Memory (attributes: Interference (with daily activities), Severity) , Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity)","Memory -> Interference (with daily activities): Quite a bit, Severity: Not applicable ,  Abdominal pain -> Interference (with daily activities): Not at all, Frequency: Never, Severity: Moderate",Informal Register,Neutral,2,False,False,False
"""I am experiencing severe painful urination, characterized by a sharp, intense discomfort during and after urinating.""",['Painful urination'],Painful urination (attributes: Severity),Painful urination -> Severity: Severe,Neutral/Standard Register,Neutral,2,False,True,False
"""I'm havin' some issues with gettin' turned on, like, I'm not really feelin' it when I'm with my partner, and, uh, as for, you know, the other stuff, I'd rather not talk about it right now, I'm still tryin' to figure some things out.""","['Unable to have orgasm', 'Ejaculation']","Unable to have orgasm (attributes: Presence/Absence) , Ejaculation (attributes: Frequency)","Unable to have orgasm -> Presence/Absence: Yes ,  Ejaculation -> Frequency: Prefer not to answer",Informal Register,Confused,4,False,False,False
"""Sometimes my feet feel like they're stuck in the mud, like my daily routine is literally weighing me down, and when it happens, it's like my whole world is turned upside down, but it's not like it's a regular thing or anything, it just hits me out of nowhere and leaves me feeling really, really down.""",['Discouraged'],"Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Discouraged -> Interference (with daily activities): Very much, Frequency: Rarely, Severity: Very severe",Informal Register,Confused,4,False,False,False
"""I'm experiencing occasional bloating, mild mouth/throat sores that significantly interfere with daily activities, and no issues with achieving or maintaining an erection, but I'm not applicable for delayed orgasm and rash as these aren't relevant to my current condition.""","['Bloating', 'Mouth/throat sores', 'Delayed orgasm', 'Achieve and maintain erection', 'Rash']","Bloating (attributes: Frequency, Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Delayed orgasm (attributes: Presence/Absence) , Achieve and maintain erection (attributes: Severity) , Rash (attributes: Presence/Absence)","Bloating -> Frequency: Occasionally, Severity: Prefer not to answer ,  Mouth/throat sores -> Interference (with daily activities): Very much, Severity: Mild ,  Delayed orgasm -> Presence/Absence: Not applicable ,  Achieve and maintain erection -> Severity: None ,  Rash -> Presence/Absence: Not applicable",Neutral/Standard Register,Neutral,2,False,False,False
"""Apparently, my shoe has developed a rare and utterly insignificant case of muscle pain, which, I must say, does not at all interfere with its ability to perform its daily activities, and the severity of this affliction is, quite frankly, not applicable.""",['Muscle pain'],"Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Muscle pain -> Interference (with daily activities): Not at all, Frequency: Rarely, Severity: Not applicable",Formal Register,Insulting,1,False,True,False
"""I am presently afflicted with Nail ridging, an unfortunate condition that has seen fit to beset me, and I dare say, it is a rather distressing development, and I also seem to be experiencing a certain degree of Hoarseness, which I shall not deign to elaborate upon, and as for Nail discoloration, I suppose it is not applicable, but I must insist that these symptoms be taken into account.""","['Nail ridging', 'Hoarseness', 'Nail discoloration']","Nail ridging (attributes: Presence/Absence) , Hoarseness (attributes: Severity) , Nail discoloration (attributes: Presence/Absence)","Nail ridging -> Presence/Absence: Yes ,  Hoarseness -> Severity: Prefer not to answer ,  Nail discoloration -> Presence/Absence: Not applicable",Formal Register,Insulting,2,False,True,False
