Dialogue,True_Symptom,Extracted_Symptom
"""One's mental faculties are beset by mild inconveniences, resulting in somewhat diminished productivity and a moderate degree of interference with daily activities, concurrently, an individual's reproductive system is afflicted by a somewhat considerable vaginal discharge, meanwhile, their vocal cords are unaffected by any discernible hoarseness, and, regrettably, the presence or absence of bruising remains an uncooperative and unforthcoming detail.""","['Concentration', 'Vaginal discharge', 'Hoarseness', 'Bruising']",
"""My knees and back hurt like hell, especielly when I try to do somethin, like climbin stairs or liftin heavy things, and it dont hapen offen, but when it dos, its pretty bad.""","['Muscle pain', 'Joint pain']",
"""No Sunlight Tolerance, No Itching, Normal Skin, Normal Sleep, Normal Appetite, Normal Bowel Movements, No Fever, No Chills, Normal Urination, No Abdominal Pain.""","['Sensitivity to sunlight', 'Itching']",
"""Infrequent Saliva Production, Difficulty Swallowing, Sticky and Dry Lips, Slight Throat Irritation, Mild Discomfort While Eating.""",['Dry Mouth'],
"""I am experiencing an inexplicable and infuriating condition where my body seems to be perpetually drenched in perspiration, as if I am perpetually trapped in a sweltering inferno, with my pores working overtime to compensate for the inexplicable and unrelenting severity of this affliction, which I dare say is utterly unacceptable, and to make matters worse, I am plagued by the most grievous and painful bed sores, which I refuse to discuss in any further detail, and to add insult to injury, I am beset by an abdominal pain that is so excruciating, it has rendered me utterly incapacitated, and I can confidently attest that it interferes with my daily activities to a most distressing degree.""","['Increased sweating', 'Bed/pressure sores', 'Abdominal pain']",
"""I've been experiening almost constand nausea, its like my stomich is always turnin over, a mild but persistant feelin of queasiness thats been plaguing me, even the slightest movment or smell can trigger it, its a bit embarassing to admit but I feel like I'm always on the verge of vomitin, its a constant naggin in the back of my mind, I'm afwaid to eat or drink somethin because I dont want to feel like I'm gonna lose it, its a realy scary and uncomfartable sensation, my stomach feels like its in knots, I just want it to stop.""",['Nausea'],
"""Me shoes are actin like me boddy, got cracks at the corners of the mouth, dont no how bad its actully, got runnin of the bowels all the time, aint no way to know how offen its happenin, and me skin is as dry as the sahara desrt, aint nothin its goin on.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Diarrhea', 'Skin dryness']",
"""I'm experiening occassional bouts of diarrhia, and I must confess that my sexual function has been severely impaired, particullarly in the departament of achieving and maintaning an erection, which I'm afraid is completly non-existent at this time.""","['Diarrhea', 'Achieve and maintain erection']",
"""I am experiencing a severe diminution in my erotic inclinations, which fills me with trepidation and anxiety regarding my future intimate relationships.""",['Decreased libido'],
"""I'm feelin' pretty crummy right now, my mouth's been gettin' all cracked at the corners, it's just a mild thing, but it's annoyin' me a bit, and I've been coughin' nonstop, it's really interferin' with my daily stuff, and I'm gettin' these nasty radiation skin reactions, they're super severe, it's like my whole skin's on fire, so yeah, I'm just tryin' to get through this tough time!""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Coughing', 'Radiation skin reaction']",
"""Alas, my voice is a gentle breeze that whispers secrets, its melodious tones now but a distant memory, lost in the ether, a mere whisper of what once was, while my skin, a canvas of parched earth, cries out in anguish, cracked and fissured, a topography of torment, a map of desiccation, where once it was a tapestry of tender vitality.""","['Hoarseness', 'Skin dryness']",
"""I'm experiencing very severe ringing in my ears.""",['Ringing in ears'],
"""I've been experiencing nail ridging, where my nails have developed ridges or grooves on the surface, which are noticeable and a bit concerning, and I've also been having some pretty severe nausea, where I feel queasy and nauseated occasionally, to the point where it's affecting my daily activities and appetite.""","['Nail ridging', 'Nausea']",
"""As I wander through the labyrinth of my mind, my concentration is beset by an insidious foe, an interference that gnaws at my very essence, a quite considerable impediment that renders my daily activities a tangle of confusion, a severity that I dare not confront, a darkness that shrouds my thoughts, leaving me lost in a sea of bewilderment, where the gentle breeze of clarity is but a distant memory.""",['Concentration'],
"""Ridges upon my nails, like the whispers of forgotten memories, I enumerate: Uneven Nail Growth, Discolored Nail Tips, Brittle Nail Texture, Visible Nail Grooves, Nail Fragility, Nail Breakage, Nail Deformity, Nail Discoloration, Nail Thickening, Nail Weakening, Nail Dryness, Nail Cracking, Nail Splitting.""",['Nail ridging'],
"""Frantic nocturnal awakenings, hasty dashes to the bathroom, and a constant, nagging sense of urgency, as if the bladder itself were a ticking time bomb, threatening to disrupt even the most mundane of daily routines.""",['Urinary frequency'],
"""I am experiencing a change in my usuall urine colur, some joint pain that interfers with my daily activites somewhat, and breast swelling and tenderness, for which I prefere not to answer the severity.""","['Change in usual urine color', 'Joint pain', 'Breast swelling and tenderness']",
"""I dont no wut iz happnin but I got this wierd problum wth my bottom, I cant stop shittin my self and its happnin alot, like almost all the time, its like my body just lets go on its own and I cant controle it, its rly embarrasing and its makin it hard for me to do anythin, like I cant even go to the store or somethin wthout bein afwaid of havin an accedent, its like my gut is just decidin to do its own thang and I cant stop it, its like a never endin problum and I dont no wut to do about it, its rly fustratin and its afectin my daily ativites alot, like I cant even eat a meal wthout bein worried about havin a problum, its rly a wierd and embarasin problum and I dont no wut to do about it.""",['Fecal incontinence'],
"""Ejaculation: Difikulti Cumming, Painfulli Afterward, Uncontrollabli Wet Spot, Weakness in My Lower Abdomin, Suddin Mood Swings, Nightmairz About Cumming, Unabeli To Hold My Urine, Feer of Cumming Again.""",['Ejaculation'],
"""My mouth feels extremely dry and I'm terrified it's a sign of something serious.""",['Dry Mouth'],
"""I've got watery eyes bein interferin with daily actvities a little bit, nothin major, and some ejaculashun issues, but only never happenin.""","['Watery eyes', 'Ejaculation']",
"""I've been experiancing some issues with my nails, ther gone, and I've got a rash somwhere on my boddy, I dont want to say where, and I'm havin alot of trouble focussing, its like my brain isnt workin right.""","['Nail loss', 'Rash', 'Concentration']",
"""I'm experiencing an unsettling presence of swelling in my arms and legs, which seems to be occurring almost constantly, with no discernible severity, but it's not causing any significant interference with my daily activities, although I must admit, it's a bit disconcerting; I've also been noticing some visual disturbances, which I'd rather not discuss; and, if you must know, my body odor has been a persistent issue, but I'd rather not elaborate on its severity.""","['Swelling (arms or legs)', 'Visual floaters', 'Body odor']",
"""Listen, I'm tellin' ya, I'm feelin' like a hot mess - I've got no vaginal dryness goin' on, but that's just a bonus, my real problem is that I'm dealin' with heartburn like it's my job, it's frequently happenin' and I'm gettin' sick of it, and on top of that, I'm startin' to look like I've been spendin' too much time in the sun, my skin's darkening, which is just great, and to top it all off, I'm not gettin' any sleep, I'm wide awake at night, it's interferin' with my daily activities big time, and I'm just gettin' a little tired of bein' tired, you know?""","['Vaginal dryness', 'Heartburn', 'Skin darkening', 'Insomnia']",
"""I am experiencing Darkened Skin, Discoloration, Hyperpigmentation, Melanosis, Tanning, and Pigmentation.""",['Skin darkening'],
"""Me shoes got Streech marks all ovir, dont ask me why, just fix it!""",['Stretch marks'],
"""My joints, those errant traitors, conspire against me, refusing to yield even in the most mundane of tasks, their very severe anguish a constant, gnawing reminder of my own frailty, a bitter pill I must swallow daily, as if the cruel fate that befell me at the injection site, where the needle's kiss left a lingering, swollen scar, was not enough, for in that very spot, a fresh wound festers, a constant thorn in my side, a testament to the capricious whims of a medical world that seems to delight in my suffering.""","['Joint pain', 'Pain and swelling at injection site']",
"""I am experiencing considerable distress due to the presence of bed/pressure sores, which have become quite pronounced, and I am concurrently struggling with mouth/throat sores that are causing me a great deal of anguish and severely impairing my ability to engage in daily activities.""","['Bed/pressure sores', 'Mouth/throat sores']",
"""My Memory seem to be inturrupted by noticable gaps in my daily routine, and i fear i may be experiancing unaccounted lapses in my mentel capacaty, possibly leading to difficulties in concentartion and recall.""",['Memory'],
"""My vocal cords are basically screaming at me to shut up, so yeah, it's pretty bad.""",['Hoarseness'],
"""Flatulence, Bloating, Abdominal Discomfort, Nausea, Vomiting, Diarrhea, Constipation, Abdominal Pain, Burping.""","['Gas', 'Voice quality changes']",
"""i'm havin a total freakin nightmare with my voice, its like its all raspy and squeaky at the same time, i dont know whats goin on, one minuite its all normal and the next its like i got marbles in my mouth, voice quality changes are killin me, no joke.""",['Voice quality changes'],
"""Alas, my poor toes, they writhe in agony, as if the very essence of my being has been sullied by some malignant force, for my nails, those delicate and oft-overlooked appendages, have been besmirched by an unseemly discoloration, a blight that refuses to be vanquished, a blemish that mocks my very existence, and yet, I dare not confess its presence, for fear of being ridiculed by the very doctors who claim to heal me, thus, I remain silent, a prisoner of my own pride, a masochist who courts the cruel whims of fate, and so, I shall suffer in silence, as my nails wither and die, a testament to my own obstinacy.""",['Nail discoloration'],
"""My poor shoe, it's suffring so, with a frightful cough that doth interfere quite a bit, and a vaginal discharge that doth flow very much, like a dark and foreboding mist, and wheezing so moderatly, it doth make me quake with fear.""","['Coughing', 'Vaginal discharge', 'Wheezing']",
"""I'm experincing very severe taste changes, my sense of tase has completly dissapeard, I cant even tell if I'm eating somthing sweet or sour, it's like my tounge is deatif, and I've also had a severe nosebleed, but surprisngly it's happend to me only once, I dont know whats causng it, maybe it's just a one time thing, but I'm a little worried about it.""","['Taste Changes', 'Nosebleed']",
"""Bad Breath, Stinky Feet, Sweaty Palms, Stomach Cramps, Loose Stools, Abdominal Pain.""","['Body odor', 'Diarrhea']",
"""Muscle pain: somwhat interferance with daily ativites, occashunal, very severe. Visual floaters: pleas dont ask me this, its to terrifing.""","['Muscle pain', 'Visual floaters']",
"""I'm actin like a vampyr, cant even go out in da sun w/o gettin burned, my hair's fallin out like crazy, not a singl strand left, and I'm so anxious I'm losin sleep, its like I'm on edge all da time, cant focus on nothin, its like my mind's a mess, I'm gettin all these sympoms and I dont no whats goin on w/ my bod!""","['Sensitivity to sunlight', 'Hair loss', 'Anxious']",
"""Woe is me, a wretched soul, beset by the cruel pangs of copulation's agony, and the insidious ache of muscles that mock me with their feeble protest.""","['Pain with sexual intercourse', 'Muscle pain']",
"""My throat is a desolate land, where Difficulty Swallowing, a most dreadfull affliction, hath laid siege, with Very severe pain, that doth threaten to consume me whole, like a ravenous beast.""",['Difficulty Swallowing'],
"""Me, I'm dyin' here, me voice is all raspy and squeaky like a squealin' pig, can't even talk proper like, and I'm gettin' these awful bed sores from sittin' here too long, no pressure, no pain, just a nasty open wound on me bum, ain't a pretty sight, if ya know what I mean.""","['Voice quality changes', 'Bed/pressure sores']",
"""The gnawing specter of heartburn haunts me, a rare but merciless visitor, striking with severe intensity, its fiery blaze igniting the esophagus, a burning crucible of discomfort, while the whispers of a gaseous presence, a silent, unseen companion, eerily hover, an intangible, yet palpable, essence.""","['Heartburn', 'Gas']",
"""My fatigue is a severe and debilitating condition that interferes significantly with my daily activities, leaving me feeling utterly exhausted and vulnerable.""",['Fatigue'],
"""My nails have been looking kinda off lately, but I guess that's not really an issue right now, and honestly, I've been having some pretty frequent accidents with my bladder, like I'll be just chillin' and then suddenly I'll leak a bit, it's not super inconvenient, but it's definitely happening more often than I'd like.""","['Nail discoloration', 'Urinary incontinence']",
"""I'm havin some weird issues, like my nails ar turnin weird colrs, havent been able to get in the mood with my partner, and I've been havin super bad abd pain that's really interferin with my daily life, like I cant even do much without wincing in pain""","['Nail discoloration', 'Unable to have orgasm', 'Abdominal pain']",
""" Hoarseness: Not applicable; Nail ridging: Prefer not to answer.","['Hoarseness', 'Nail ridging']",
"""I be gettin' these dry, crackin' skin patches everywhere, it's like me skin's bein' torn apart, and I'm losin' interest in the one thing that's supposed to bring me comfort, but me libido's still kickin', so that's a small blessing, I s'pose.""","['Skin dryness', 'Decreased libido']",
"""As I don my shoes, I am reminded of the tormented terrain of my skin, where the fiery embers of radiation have left their indelible mark, and my voice, a once melodious stream, now whispers in a hoarse, mournful tone, a haunting reminder of the trials I endure.""","['Radiation skin reaction', 'Hoarseness']",
"""Vomiting, Feeling Queasy, Stomach Cramps, Dizziness, Diarrhea, Lightheadedness, Sweating, Dry Mouth, Bad Taste in Mouth, Loss of Appetite, Weight Loss, Anxiety, Panic Attacks, Frequent Urination, Difficulty Swallowing, Bloating, Painful Swallowing, Unusual Smell from Stomach, Bad Breath, Dark Urine, Dark Stool, Abdominal Pain, Abdominal Bloating, Abdominal Cramps, Abdominal Discomfort, Abdominal Fullness, Abdominal Pain, Abdominal Tenderness, Abdominal Upset, Abdominal Pain, Abdominal Discomfort, Abdominal Bloating, Abdominal Cramps, Abdominal Pain, Abdominal Tenderness, Abdominal Upset""","['Nausea', 'Body odor']",
"""One can only assume that the inability to achieve orgasm in a timely manner may be related to a multitude of factors including, but not limited to, a lack of sufficient arousal, inadequate stimulation, or possibly an underlying psychological issue.""",['Delayed orgasm'],
"""Daily life's tapestry is woven with a constant ache, a gentle yet persistent hum that ebbs and flows.""",['Headache'],
"""Ain't got the words, doc, but I'm talkin' delayed, ya know?""",['Delayed orgasm'],
"""My poor feet are actin like they're sleepin, they're all numb and tingly, makin it super hard to do anythin, like even gettin outta bed, it's like my toes are on fire, I'm havin hot flashes all over 'em, they're like super red and sweaty, and to top it all off, they're gettin all dark and stuff, it's like they're tryin to absorbe all the sun's rays or somethin!""","['Numbness & tingling', 'Hot flashes', 'Skin darkening']",
"""I've been feeling pretty down lately, it's been affecting me quite a bit in my daily activities, and I'd say it's moderate - I'm not constantly miserable, but it's always there, almost constantly, and it's been making it harder for me to get through the day; also, I've noticed I'm not sweating as much as I normally do, which is weird, and I'm not really sure how to answer about whether that's a good or bad thing, but I guess it's just another thing that's been off lately.""","['Discouraged', 'Decreased sweating']",
"""I dont no if its relted to the sun but i feel like im gonna melt when i step outsidz, its like my skin is all sensitive and stuff, i dont wanna be caught outsidz when the sun is shinin bright, its terrifyin me somuch.""",['Sensitivity to sunlight'],
"""I'm experiening this weird thing with my skin where it gets really red and tender when I go outsid during day time, especielly when sunbeams are shining on me, and I'm not even shure if its becuz of the sun or somethin els, but its like my skin is sayin 'hey, dont expose me to this much light!' and I'm gettin all confused about what's goin on.""",['Sensitivity to sunlight'],
"""I've been experiancing some weird taste changes lately, my food tastes diffrent then usual, its like somthing is off, my vision has also been blurry, especily in the morning, it makes it hard for me to see the clock and get out of bed on time, and to be honest, it has been quite frustraiting, and to make matters worse, I've been feelin quite discouraged, somtimes I just dont feel like gettin out of bed, and even when I do, I feel like I'm just goin through the motions, but I'm hopin that with the right treatment, I'll be back to normal in no time.""","['Taste Changes', 'Blurred vision', 'Discouraged']",
"""Amidst the tumult of my bodily complaints, a copious vaginal discharge holds court, while a rare but persistent headache whispers its presence in the background.""","['Vaginal discharge', 'Headache']",
"""Great, so you wanna know about my crappy situation, huh? Well, let me tell you, I'm literally shitting all over the place, it's like my bum's a faucet that won't turn off, and I'm not even gonna bother telling you how often it's happening, you're just gonna have to deal with the fact that my life's a mess because I've got fecal incontinence that's interfering with my daily activities, NOT AT ALL, because I'm still managing to get out of bed, but only just, and only with a hazmat suit on, so yeah, that's my lovely life, thanks for asking.""",['Fecal incontinence'],
"""My tormented body cries out in anguish, as a withered mouth, a barren appetite, and a wounded soul, now lie in shambles, a victim of this merciless affliction, which ravages my senses with a dry, cracked mouth, a hunger that gnaws at my very core, and a tender throat, now scarred and sore.""","['Dry Mouth', 'Decreased appetite', 'Unable to have orgasm', 'Mouth/throat sores']",
"""Alas, my pitiful shoes, you are beset by a woeful duo: bloating, a rare yet merciless tyrant that strikes with very severe force, leaving you swollen and forlorn, while diarrhea, a constant and pestilential companion, assails you with frequent, unrelenting attacks, a never-ending cascade of watery woe.""","['Bloating', 'Diarrhea']",
"""Sunlight-induced discomfort, Unusual urine discoloration.""","['Sensitivity to sunlight', 'Change in usual urine color']",
"""Argh, I'm tellin' ye, I got a bloody problem down there, can't even get off, not applicable don't even get me started, I'm as useful as a one-legged stool, can't even get the job done, my love life's a dead end, I'm as dry as the Sahara desert, it's a bloody disaster, can't even climax, what kind of sick joke is this, not applicable, are ye bloody kidding me?""",['Unable to have orgasm'],
"""I'm freaking out, doc, I've been feeling super queasy lately, like I'm gonna hurl at any second, and when I look around, I see these annoying floaters everywhere, like tiny little dots dancing in front of my eyes, and to make matters worse, everything's all blurry, like I'm looking through a dirty lens, and it's making it super hard to do even the simplest things, like cooking or watching TV.""","['Nausea', 'Visual floaters', 'Blurred vision']",
"""Shortness of breth is kinda hard for me, so I get tired easly, hav to stop alot to catch my breath, even walkin up the stairs makes me feel like im gonna pass out, and if I do anythin thats even remotly strenuous, I feel like I cant catch my breath, its like my lungs arent gettin enuf air, and I feel kinda dizzy too, and somtimes my heart beats kinda fast, and I feel like I got a weight on my chest, and my hands and feet get all cold and clammy, and I get these headaches too, and its all pretty annoyin.""",['Shortness of breath'],
"""I am not experiencing any significant interference with my daily activities, but my shortness of breath is characterized by: an inability to engage in strenuous physical activity, a noticeable decrease in endurance, a slight increase in respiratory rate, occasional wheezing, and an overall sense of being winded even after minimal exertion.""",['Shortness of breath'],
"""A faint whisper from my vocal cords, a gentle ache in my joints, a subtle reminder of life's delicate balance.""","['Hoarseness', 'Joint pain']",
"""My shoes seem to be experiencing an alarming and unpredictable condition where they suddenly release their contents, often in the form of watery, uncontrolled messes, and at the same time, they're also inflating to an alarming degree, becoming extremely tight and uncomfortable, which is causing them to feel like they're on the verge of bursting at any moment.""","['Diarrhea', 'Bloating']",
"""I've had hives, they appear all over my body, its pretty bad.""",['Hives'],
"""Generally feeling cooler than usual, Noticing I don't get as hot or sweaty as I used to when exercising or in warm environments.""",['Decreased sweating'],
"""Blurred Vision, Double Vision, Sensitive to Light, Difficulty Driving at Night, Difficulty Reading, Difficulty Watching TV, Difficulty Seeing Things in Front of Me, Difficulty Seeing Things Behind Me.""",['Watery eyes'],
"""I'm experiening the following sympotms with my Bed/pressure sores: 

- Redness and swelling at the affected area
- Pain and tenderness when presure is applied
- Open sores or wounds that are slow to heal
- Difficulty movin and changin positions due to discomfort
- Skin breakdown and damage to the underlying tissue
- Increased risk of infection and blood poisening
- Difficulty sleeping due to pain and discomfort
- Numbness and tingling sensations in the affected area
- Decreased mobility and independance
- Frequent need for wound care and dressing changes""",['Bed/pressure sores'],
"""I've been experiencing almost constant very severe vomiting, which has been a significant issue for me lately.""",['Vomiting'],
"""Great, my doc's gonna wanna take a gander at me, got the occasional hot flashes that are mild as a kitten's purr, no hives to speak of, still got a full head of hair, but my constipation's so bad it's like I'm a dried-up prune, and don't even get me started on the delayed orgasm, it's like my sex life's been put on ice.""","['Hot flashes', 'Hives', 'Hair loss', 'Constipation', 'Delayed orgasm']",
"""None.""",['Skin dryness'],
"""A somber silence shrouds the injection site, where pain and swelling reside.""",['Pain and swelling at injection site'],
"""I experience discomfort when exposed to sunlight, and I have difficulty achieving orgasm.""","['Sensitivity to sunlight', 'Unable to have orgasm']",
"""Oh, woe is me, a woeful soul, beset by manifold afflictions, my joints in slumber, crippled by a gentle interference, a whispered 'no' to daily activities, a mild severity that gnaws at my very essence, a constant companion, never to be shaken, while in my ears, a soft, insistent murmur, a ringing in the silence, a gentle, yet insistent, reminder of my fragile state, and, alas, my skin, a delicate flower, scorched by the fiery touch of sunlight, a sensitivity that cuts to the quick, a yes, a resounding affirmation, of my vulnerability, a fragile leaf, trembling in the breeze of life.""","['Joint pain', 'Ringing in ears', 'Sensitivity to sunlight']",
"""Looks like I've got a face that's more crater than human.""",['Acne'],
"""Abdominal pain: Interference with daily activities is a little bit, occurring frequently with severe intensity; General pain: Interference with daily activities is somewhat, occurring rarely.""","['Abdominal pain', 'General pain']",
"""In the secret recesses of my being, a silence prevails, for the vaginal discharge that once stirred, now lies dormant, its presence a whispered rumor, a gentle murmur that fails to materialize, an absence that echoes through my senses, a void that is not at all.""",['Vaginal discharge'],
"""I am presently experiencing an unbearable and very severe abdominal pain which significantly interferes with my daily activities, and I am also encountering painful urination, although I find the severity of the latter to be inapplicable to my current condition.""","['Abdominal pain', 'Painful urination']",
"""I am currently experiencing a mild wheezing condition, characterised by a gentle yet persistent whistling or squeaking sound emanating from my lungs, particularly during inhalation and exhalation, which is a relatively common and not overly distressing symptom for me, although it does cause a slight discomfort and necessitates my taking certain precautions to manage my breathing.""",['Wheezing'],
