Dialogue,True_Symptom,Extracted_Symptom
"""A gentle whisper of discomfort stirs within me, a rare and elusive guest, who pays an occasional visit, leaving me to ponder its presence.""",Bloating,Nausea
"""Apparently, my shoes are experiencing occasional bouts of bloating, which isn't really a big deal since it's not happening often, and when it does, it's not even slightly bothersome.""",Bloating,Bloating
"""My beleaguerd belly, a bloated bubble, occassionally inflates with an unbecoming air, a rare and unremarkable affliction.""",Bloating,Bloating
"""I get bloated every now and then, not too often, but when I do, it's pretty uncomfortable.""",Bloating,Bloating
"""Occasional Stomach Swellings, Mild Discomfort, Unnoticable Changes in Appetite, Slight Waistline Expansion, Rare Abdominal Pain, Unremarkable Bowel Movements, Slight Gas Buildup, No Noticable Weight Gain.""",Bloating,"Stomach swellings, Mild discomfort, Unnoticable changes in appetite, Slight waistline expansion"
"""Alas, my digestive system, a tempest-tossed sea, churns with rare, yet unforgiving ferocity, a severe and savage bloating that besets me, an uninvited guest, an unwelcome visitor, who, with each infrequent, yet crushing arrival, reminds me of my own fragility, a mere mortal, beset by the whims of a capricious belly, that doth mock my feeble attempts at culinary delight.""",Bloating,"Abdominal pain, Bloating"
"""Alas, my constitution, a labyrinth of woes, beset by constipation's cruel grasp, a very severe affliction that hath rendered my bowels a desolate and arid land, where once the gentle rains of digestion did flow, now a withered and barren expanse, devoid of life or motion, a condition most dire and grievous, that doth beset me with anguish and dismay.""",Constipation,Constipation
"""My bowel movements have been irregular, I'm not discussing this further.""",Constipation,Diarrhea
"""I'm experiencing no issues with constipation, and my bowel movements are normal.""",Constipation,
"""A constipation as obstinate as your medical knowledge, refusing to yield to the most elementary of inquiries.""",Constipation,Constipation
"""Ah, my shoes, how delightfully you suffer from moderate constipation, a sluggishness that refuses to budge, a digestive impasse that's as dull as your owner's wit.""",Constipation,Constipation
"""I've been experiencing a mild case of constipation, where I've been having infrequent bowel movements, feeling a bit bloated, and my stools have been harder than usual, but overall I'm still able to pass them with some effort, without any severe abdominal pain.""",Constipation,Constipation
"""A severe case of Constipation, with Hard Stool, Infrequent Bowel Movements, Abdominal Discomfort, Loss of Appetite, Feeling of Fullness, Nausea, Vomiting, Bloating, Gas, Straining During Bowel Movements, Feeling of Incomplete Emptying, and Difficulty Passing Stool.""",Constipation,"Constipation, Hard stool, Infrequent bowel movements, Abdominal discomfort, Loss of appetite"
"""My appetite's been acting like me, completly useless, cant even be bothered to show up to the dinner table, very severe, dont even get me started.""",Decreased appetite,Decreased appetite
"""I'm starvin' to death or somethin' cuz i aint got no appitite at all lol""",Decreased appetite,Decreased appetite
"""My stomack is as empty as a hollowed reed, yet hunger's faint whispers tickle my eardrums, a gentle breeze that stirs not my passions, nor does it hinder my daily plodding, a mere flutter, a soft susurration, no more.""",Decreased appetite,Abdominal pain
"""Decreased appetite.""",Decreased appetite,Decreased appetite
"""Apparently, my stomach's decided to take a break, so I've lost the urge to eat, which is moderately annoying, not that it's causing me any actual problems, but still.""",Decreased appetite,Abdominal pain
"""I am experiening a slight reducion in my appitite, it is mild in natur and does not significaly interfear with my daily activites, however it is still a bother and I expect it to be addresed promptly.""",Decreased appetite,Decreased appetite
"""Loss of Interest in Food, No Energy to Eat, Can't Even Think About Food.""",Decreased appetite,"Loss of interest in food, No energy to eat, t even think about food"
"""As my stomach's rumblings grow faint, like a dying ember's last whisper, a void within me yawns, a chasm that separates my taste buds from the feast, a little but insidious thief, stealing sustenance with stealthy ease, leaving me with an appetite as barren as a winter's landscape, very severe in its impact, a weight that bears down upon my daily activities, a gentle but persistent rain that seeps into my soul, a little but pervasive dampness that numbs my senses, a very severe affliction that leaves me yearning for the simple pleasures of a meal.""",Decreased appetite,Dry Mouth
"""i cant eat enny mor, my appitite is all messed up, its not that bad, dont get me rong, its just a lil bit off, dont ask me how bad its actualli, thats none of ur biznis""",Decreased appetite,Decreased appetite
"""My shoes are feeling a little bit whiny, like they're not really bothered about anything, but honestly, they're not even that bothered, I mean, they're still standing upright and everything, just not doing much of anything, like they're just chillin', you know?""",Decreased appetite,Whiny
"""My appetite's been off, and it's not affecting my daily routine much.""",Decreased appetite,Decreased appetite
"""Decreased appetite: Loss of taste, Weight loss, Fatigue, Nausea, Vomiting, Irritability, Loss of enjoyment of food.""",Decreased appetite,"Decreased appetite, Loss of taste, Weight loss, Fatigue, Nausea"
"""It appears that my digestive system, much like the intellect of the individual tasked with drafting this questionnaire, is experiencing a mild inconvenience, resulting in a slight diminishment of my appetite, which, I dare say, is a triviality hardly worthy of note.""",Decreased appetite,Decreased appetite
"""A severe tempest hath beset my stomach, a little thief that steals away my appetite, leaving naught but a hollow ache.""",Decreased appetite,"Nausea, Vomiting"
"""Me appetite is losin its strenght, makin it hard to do ennything, its verry bad, somethin is reeeeally wrong.""",Decreased appetite,Decreased appetite
"""Alas, my stomach's fiery spirit, once a raging lion, now slumbers, a lazy beast, torpid and still, its growls and rumbles silenced, as my decreased appetite, a pesky thief, steals away my meals, leaving me to pine, somewhat, for the flavors and textures that once danced upon my tongue, but I shall not deign to answer the severity of this malady, for it is a question best left to the ignorant and the dull.""",Decreased appetite,Abdominal pain
"""I'm gettin' this gnawin' feelin' in my tummy all the time, like I'm losin' my appetite or somethin', it's like my stomach's just shrinkin' away, it's interferin' with my daily routine, like I don't wanna eat, but it's not like I'm feelin' sick or anythin', it's just this weird emptiness, and honestly, it's not that bad, I mean, I'm still eatin', but it's just not as much as I used to, and it's not like it's hurtin' me or anythin', it's just this... this... ugh, I don't know, it's just this weird, naggin' feelin' that's always there, but it's not like I'm worried or anythin', it's just... yeah.""",Decreased appetite,
"""My appitite has been a little off lately, somtimes I dont feel like eating, but its not like its completly gone, I still eat regulary, its just that I dont feel like eating as much, and thats kinda been a problem when I try to do my daily activites, like I have to stop and think about food alot, which is kinda annoying.""",Decreased appetite,Decreased appetite
"""I be havin' this gnawin' feelin' in ma belly, like I ain't got no appetite at all, it be interferin' with ma daily activities somethin' fierce, makin' it hard to do things I normally do, and it be moderate, not too bad, but enough to be noticin'.""",Decreased appetite,"Abdominal pain, Decreased appetite"
"""The wretched affliction that has beset my being, manifesting as a diminished desire for sustenance, has been somewhat of an encumbrance to my daily routine, though I must confess that the inconvenience has been mild, a trifling nuisance that has not unduly impaired my faculties, merely a slight perturbation in my otherwise robust constitution, a minor annoyance that has not overly impeded my quotidian activities.""",Decreased appetite,Decreased appetite
"""My appetite's been playin' hooky, makin' it hard to do stuff, and it's been really cranky, if ya know what I mean.""",Decreased appetite,Decreased appetite
"""I am experiencing a considerable hindrance in my daily routine, as my diminished appetite has reached an extremely severe level.""",Decreased appetite,Decreased appetite
"""I'm experiencing a rather puzzling issue with my appetite, where I'm finding it quite challenging to engage in my usual daily routines, but I'm not entirely sure how to quantify the impact or the extent of my discomfort, as I'm choosing not to provide a specific severity rating, which is leaving me somewhat perplexed about how to describe this particular symptom.""",Decreased appetite,Decreased appetite
"""My stomach's been doing its own thing, completely disregarding my usual eating schedule, which is quite annoying, but honestly, it's not like I'm starving or anything, it's just that I'm not feeling like eating as much as I normally would, which is kind of a big deal, because now I'm always feeling a bit sluggish, and my usual daily activities are getting a bit more complicated, but I guess it's not like I'm experiencing any actual pain or discomfort, so, yeah, that's just how it is.""",Decreased appetite,"Abdominal pain, Bloating, Constipation, Decreased appetite, Diarrhea"
"""My appetite's been pretty much gone, and it's really affecting my daily life, like I'm not enjoying the food I used to love.""",Decreased appetite,Decreased appetite
"""The pangs of hunger, a distant hum, quite a bit do interfere with my daily plod, a moderate ache within my belly, a decreased appetite, a gentle whisper, 'eat', it seems, is a word I've grown to ignore.""",Decreased appetite,"Abdominal pain, Decreased appetite"
"""I'm losin' my apetite somethin' fierce, it's like it's completly gone, can't even think about food, it's interferrin with my daily life, like I can't even get outta bed in the mornin' without feelin' like I'm gonna pass out, it's mild, I guess, but it's still gettin me down, like I'm always feelin' empty and I just wanna eat somethin' but I dont wanna, it's like my stomach's been cut out or somethin'!""",Decreased appetite,Decreased appetite
"""I've been experiening a sever lack of apetite, its reeeeally interfering with my daily activites, I cant even think about food most of the time.""",Decreased appetite,Decreased appetite
"""It appears that my diminished appetite has been significantly impairing my daily functioning, causing a considerable disruption to my routine, and its severity is substantial, thereby necessitating prompt attention.""",Decreased appetite,Decreased appetite
"""I be feelin' mighty poorly, like I cain't even stomach a crumb, it be interferin' with my daily doin's somethin' fierce, I be in a right ol' pickle, I don't rightly know how to answer how bad it be, but it be eatin' away at me like a pestilence!""",Decreased appetite,"Nausea, Vomiting"
"""Loss of interst in food, no big deal, dont afect me much.""",Decreased appetite,Loss of interest in food
"""My stomach's a void, a hollowed-out shell, where hunger's siren song falls on deaf ears, and my daily routines, a mere mirage, dissolving like sandcastles in the tide, as my appetite's a ghost, a specter that vanishes with the dawn.""",Decreased appetite,Nausea
"""Diminished taste for food, Disinterest in meals, Lack of hunger, Inability to enjoy favourite dishes, Reduced desire for snacks, Difficulty in eating, Interference with daily routines, Moderate distress, Weight loss, Fatigue, Irritability, Difficulty concentrating, Loss of interest in activities, Feeling empty or unsatisfied after eating, Difficulty in choosing what to eat, Avoiding social gatherings related to food.""",Decreased appetite,"Taste Changes, Decreased appetite, Nausea, Vomiting, Fatigue"
"""Listen, doc, I've been feelin' like me stomach's lost its appetite, ya know, like it's just not as hungry as it used to be, and it's affectin' my daily routine pretty bad, I'd say very much, 'cause I'm always lookin' forward to eatin' but lately, I just ain't feelin' it, and it's only mild, so I can still manage, but it's just not the same, ya hear me?""",Decreased appetite,Decreased appetite
"""I've been experiencing a severe decrease in my appetite, which is interfering with my daily activities to a very great extent, to be honest, it's been really confusing me lately.""",Decreased appetite,Decreased appetite
"""I'm experiencing diarrhea almost constantly, it's infuriating.""",Diarrhea,Diarrhea
"""Irritability, Incontinence, Abdominal Pain, Malnutrition, Weight Loss, Dehydration, Abdominal Cramping, Bloody Stools, Loss of Appetite.""",Diarrhea,"Abdominal cramping, Abdominal pain, Bloody stools, Dehydration"
"""I'm afflicated with occassionaly having my innards spontaniously expel their contencts, if you will, a bit of a runny stool situation, if you catch my drift.""",Diarrhea,Diarrhea
"""I'm experiencing a rather 'delightful' condition of frequent watery stools, which I supose you'll call Diarreah.""",Diarrhea,Diarrhea
"""I dont no whats goin on with my gut, i wrote down that i havent had diarreah never, but it feels like my intestins r doin somethin wierd, like they r movin arond in circles, its like i hav a constanl flux of watery stool, but its not like i hav it alot, its more like... i dont no, its just that i havnt had it, but i feel like i hav, if thats posible, its like my bodi r confused too, its like my bodi r sayin 'diarreah? wheres that?' and then it r go 'oh yeah, i rememba now, i hav it all the time, but not really, its like... ugh, i dont no, its just that i feel weird, and my stool r all wierd too, its like its half solid and half liquid, its like... arrrgh, my heid r spinnin now, i think i need a dokter or somethin.""",Diarrhea,"Abdominal pain, Bloating, Constipation, Diarrhea, Fecal incontinence"
"""Oh no, I'm freaking out, I've been having these super rare, but super scary episodes of diarrhea that come out of nowhere, it's like my insides are just suddenly on fire, I'll be eating something normal, like a sandwich or something, and then BAM, I'm running to the bathroom, it's so unpredictable, and it's like my whole world just stops for a second, I'm talking, like, once every few weeks or something, but it's always so intense, I'm literally shaking just thinking about it.""",Diarrhea,Diarrhea
"""I must confess that I have been experiening a most distressing condition of faecal incontinence, which has become almost constent in its occurance, severely impeding my usual routine, and I must admit that I have had to endure the embarassment of involuntary stools on a daily basis, often at the most inopportune moments, necessitating a constant state of vigilance and preparedness, which has taken a toll on my mental and emotional well-being.""",Fecal incontinence,"Diarrhea, Fecal incontinence"
"""I experience occasional involuntary bowel movements, but they don't really interfere with my daily routine, I'd say.""",Fecal incontinence,Fecal incontinence
"""Accidnts of Fecal Incontinence: Unplanned defecation, Fecal leakage, Inability to control bowel movements, Occasional accidents during daily activites, such as walking, eating, or even just sitting on the commode, occasional soiling of underwear, Unpleasant odors, Discomfort and embarrassment, Social isolation, Difficulty in leaving the house, Feces in undesired places, such as carpets, furniture, or even the bed, occasional need to change clothes, Unpleasant feelings of shame and guilt, Difficulty in managing daily life, Occasional accidents during sleep, Fecal incontinence during physical activities like running, jumping or even just getting up from a seated position, occasional fecal leakage during meals, Fecal incontinence during social gatherings, Inability to control bowel movements during stressful situations, occasional fecal accidents during travel, Difficulty in finding a clean and safe place to defecate, Occasional fecal incontinence during intimate moments, Fecal incontinence during changes in weather, Difficulty in managing bowel movements during menstruation, Fecal incontinence during menopause, Difficulty in managing bowel movements during pregnancy, Fecal incontinence during childbirth, Difficulty in managing bowel movements during old age, Fecal incontinence during illnesses like diabetes, Fecal incontinence during neurological disorders like Parkinson's disease, Difficulty in managing bowel movements during other medical conditions.""",Fecal incontinence,Fecal incontinence
"""I've been having frequent, but not too inconvenient, bouts of fecal incontinence, where I sometimes lose control and have accidents, but I can still manage my daily activities without much trouble.""",Fecal incontinence,Fecal incontinence
"""Listen, doc, I'm havin' some real issues with my doo-doo, it's like I've got a leaky faucet goin' on down there, I'm talkin' fecal incontinence, where I'm losin' control of my, ahem, 'number two's', it's happenin' at random, I'm not sure when or why, but it's like my body's just decidin' to let it all go, and it's not just a little bit, I'm talkin' full-on accidents, where I'm involuntarily losin' stool, it's like my gut's just decidin' to go rogue, and I'm not feelin' any pain or discomfort, it's just this weird, unexplained thing, it's not interferin' with my daily activities or nothin', I'm still goin' about my day, just gotta be more careful where I sit, but it's still a real hassle, and I'm worried about it, 'cause, I mean, who wants to be talkin' about their poop all day, right?""",Fecal incontinence,Fecal incontinence
"""Oh woe is me, a victim of calamitous crapulence, my bowels doth betray me with rare yet occassional farts of fecal incontinence, a malady that doth not hinder my daily routine, nay, 'tis but a minor annoyance, a rare and fleeting affliction, a mere trifle, a fart in the wind, that doth not besmirch my dignity, nor doth it impede my stately promenades, though, alack, 'tis a symptom that doth refuse to be ignored, a constant reminder of my frailty, a pesky problem that doth refuse to be silenced, a stench that doth cling to me like a bad omen, a foulness that doth mock me with its rarity, a cruel joke, a fart that doth laugh at me with its infrequent visits, a pestilence that doth refuse to be swatted away, a nuisance that doth cling to me like a bad habit, a symptom that doth refuse to be cured, a plague that doth haunt me with its rare yet occassional visits, a stink that doth cling to me like a bad odour, a foulness that doth mock me with its infrequent appearances, a fart that doth laugh at me with its rare yet occassional visits, a pestilence that doth refuse to be silenced, a nuisance that doth cling to",Fecal incontinence,Fecal incontinence
"""I've got this bloody problem where I'm shitting my pants almost all the time, it's really messing with my daily life, I'm not exactly running marathons here.""",Fecal incontinence,Fecal incontinence
"""I be havin' these... these... um, accidents, ya know? I be losin' control, like, a little bit, like, when I be doin' stuff, like, eatin' or walkin', but not all the time, like, I be still able to do some things, like, watchin' TV, but I be not sure how often it be happenin', 'cause, like, I be not keepin' track, and I be not sure if it be more or less often than, like, other people, but it be happenin' enough to be a problem, like, I be needin' to change my clothes and stuff.""",Fecal incontinence,Accidents
"""Occasionaly, my poor shoes are besmirched by the occasional 'gift' of my rear end, a trifling inconvenience that hardly warrants my attention, a mere blip on the radar of my daily existence.""",Fecal incontinence,Itching
"""Fearful fecal incontinence, a frequent foe that interferes with my daily plight, leaving me anxious and aghast.""",Fecal incontinence,Fecal incontinence
"""I'm experiencing occasional involuntary bowel movements that don't happen often, but they're still affecting my daily routine a bit.""",Fecal incontinence,Fecal incontinence
"""I'm experiening fecal incontinence, especaily when I'm doing activites that require me to be on the go, like going for a walk or doing some ligh labour arond the house, it happends only occasinally, like maybe once or twice a month, and its not that bad, I can still do most of my daily things, but its defintly a bit of a problem, I have to be carefull not to make a mess, but other then that its not that big of a deal.""",Fecal incontinence,Fecal incontinence
"""I'm experiencing a very distressing and debilitating condition where I'm losing control of my bowel movements almost constantly, which is causing me significant distress and making it somewhat difficult for me to carry out my daily activities, leaving me feeling anxious and fearful about the unpredictability of my symptoms.""",Fecal incontinence,Fecal incontinence
"""I am experiencing somewhat distressing episodes of fecal incontinence, which occasionally interfere with my daily activities, though I must admit I am somewhat reticent to discuss the frequency of these occurrences.""",Fecal incontinence,Fecal incontinence
"""Accidents Happen Occasionally, Especially When I'm in a Rush, Sometimes I Get Caught Off Guard, It's a Bit Embarrassing, I Need to Be More Careful.""",Fecal incontinence,Accidents
"""I cant stop shitting my self, its happenin frequently and its causin me alot of problumz, especialy whn i'm out in public, its like my bowels got a life of ther own and they dont care bout my embarasment, i'm somwhat able to functin but its gettin harder and harder, i'm affraid of losin control and makin a scen, its a terrifing feelin, i just want to be normul agen!""",Fecal incontinence,Fecal incontinence
"""I'm having this really weird thing where I'm passing gas and, um, sometimes my poop comes out when I'm not even thinking about it, like, it just happens, and it's kinda embarrassing, especially when I'm out and about, but, honestly, it's not like it's happening all the time or anything, it's just, like, random, and it's not really affecting my daily activities that much, but, you know, it's still kinda a problem, I guess.""",Fecal incontinence,Fecal incontinence
"""Occasional lapses in bodily control, though rarely disrupting the rhythm of my daily pursuits.""",Fecal incontinence,Tremor
"""I'm experiencing quite a bit of interference with daily activities due to almost constant fecal incontinence, where it's like my bowels are a loose cannon, firing off at random, leaving me to deal with the aftermath almost constantly, which is quite a hassle.""",Fecal incontinence,Fecal incontinence
"""I'm experiencing Uncontrollable Bowel Movements, Involuntary Loss of Feces, Increased Frequency of Accidents, Difficulty Controlling Bowel Functions, Interference with Daily Activities, Social Isolation, Emotional Distress, Loss of Confidence, Decreased Quality of Life, Increased Anxiety, Frustration, and a Sense of Embarrassment due to the Unpredictable Nature of the Condition.""",Fecal incontinence,"Uncontrollable bowel movements, Involuntary loss of feces, Increased frequency of accidents, Difficulty controlling bowel functions"
"""I'm experiancing fecal incontinence quite alot, especaily when I'm out and about, and it happends every now and then, its really inturrupting my daily life.""",Fecal incontinence,Fecal incontinence
"""I am experiencing a rather distressing condition, wherein my shoes have become afflicted with an unfortunate propensity for frequent and quite substantial soiling, thereby significantly interfering with my daily activities, as I find myself requiring an inordinate amount of time and effort to maintain their cleanliness, much to my befuddlement, as I am at a loss to comprehend the underlying cause of this peculiar malady.""",Fecal incontinence,Frequent soiling
"""My bloody stool's always leavin' me in the middle of the day, so I'm stuck at home, can't even get outta bed.""",Fecal incontinence,Bloody stool
"""Constant Wet Pants, Accidents in Public, Embarrassing Situations, Loss of Control, Stains on Clothes, Smells, Uncomfortable Feeling, Difficulty Leaving House, Annoying Friends and Family, Frustrating Lifestyle Changes, Sleepless Nights, Anxiety, Depression, Low Self-Esteem, Feeling Helpless, Difficulty Engaging in Social Activities, Missed Work or School, Financial Burden, Physical Discomfort, Mental Health Issues, Loss of Confidence, Self-Consciousness, Difficulty Managing Daily Routine, Unpleasant Odors, Difficulty Wearing Favorite Clothes, Feeling Ashamed, Difficulty Concentrating, Irritability, Mood Swings, Loss of Enjoyment in Life, Feeling Trapped.""",Fecal incontinence,"Accidents in Public, Annoying Friends and Family, Constant Wet Pants, Difficulty Concentrating"
"""Me poor shoes be gettin' crapped on almost constantly, like I'm wearin' a bloody diaper, makin' it hard for me to even leave the house, let alone do anythin' else, so it's like they're stuck in the mud, ya know?""",Fecal incontinence,Cracked skin
"""I'm experiening an unfortunate condition of faecal incontinence, which is causng me a great deal of distress and interferes with my daily activites to a very great extent, I'm afraid.""",Fecal incontinence,Fecal incontinence
"""I experiance fecal incontinence pretty occassionally, especaily when I'm out and about, which is very frustraiting becuz it realy interfeers with my daily activites.""",Fecal incontinence,Fecal incontinence
"""Occasional fecal incontinence is affecting me quite frequently, causing significant interference with my daily activities.""",Fecal incontinence,Fecal incontinence
"""Accidents happenin everywhere, messes all over, embarasin me in public, havin to change clothes alot.""",Fecal incontinence,Accidents
"""Accidents happenin alot espescially when I'm out and about, havin to run to the bathroom like 5 times a day is a real pain, and when it happens its super embarrasing, and I feel like I'm always on edge.""",Fecal incontinence,"Frequent urination, Urinary urgency, Accidents"
"""I am experiencing an unsettling sensation of discomfort in my abdominal region, which I dare not elaborate upon, but I must confess that I am beset by an unmentionable and potentially distressing condition that may be precipitating an unwelcome and unrelenting pressure within my gastrointestinal tract.""",Gas,Abdominal pain
"""Oh, cruel fate, my belly doth churn with a tempest, a maelstrom of malaise, wherein a noxious presence doth stir, a discomfort most vexing, that doth mock my fragile form.""",Gas,Abdominal pain
"""I don't usually get gas, but if I'm being totally honest, it's super rare for me to not have it at some point, so I guess that's a weird one to answer!""",Gas,Gas
"""I've got gas, mate.""",Gas,Gas
"""Heartburn: Burning Chest Pains, Swallowing Difficultys, Regurgitating Food, Acid Taste in Mouth, Stomach Fullness, Bitter Tastes, Chest Tightness, Difficulty Breathing.""",Heartburn,"Heartburn, Chest Pains, Swallowing Difficultys, Regurgitating Food"
"""I've been dealing with heartburn almost constantly, it's like a constant burning sensation in my chest that's always there, even when I'm not eating, and it can be so intense that it makes me feel like I've got a fire burning in my esophagus, it's hard to describe, but it's this gnawing, acidic feeling that's always lurking in the background, like a low-grade fever that refuses to break.""",Heartburn,Heartburn
"""Apparently, my shoes have a rather unique condition where they're constantly feeling a mild, utterly insignificant burning sensation in the soles, but it's really not a big deal, so I'm not even bothering to address it.""",Heartburn,Mild burning sensation
"""I must say, my shoes are afflicted with an obstinate condition, wherein they are beset by a perpetual and inescapable burning sensation, a veritable inferno that seems to rage within them at almost every moment, an unrelenting torment that renders them utterly incapable of repose, a state of affairs that is, quite frankly, utterly distressing and altogether too much to bear.""",Heartburn,Burning sensation
"""I've been experiencing moderate heartburn almost constantly, which is making it a bit confusing as to what's going on with my stomach.""",Heartburn,Heartburn
"""I experiance Heartburn almost constanly, caracterized by: discomfort or burning sensation in the chest, feeling of fullness or bloating in the upper abdoman, sensation of food sticking in the throat, difficulty swallowing, heaviness or pressure in the upper abdoman, regurgitation of food or sour tast in the mouth, chest pain or tightness, shortness of breath, dizzyness, irritability, and insomnia.""",Heartburn,"Heartburn, Chest pain or tightness, Shortness of breath, Dizzyness"
"""I'm plagued by severe heartburn that's always on my case.""",Heartburn,Heartburn
"""I'm experiencing very severe heartburn, which is quite uncomfortable.""",Heartburn,Heartburn
"""I experience occasional discomfort, the nature of which I prefer not to elaborate on at this time.""",Heartburn,Occasional discomfort
"""I don't really get heartburn that often, but when I do, it's pretty mild.""",Heartburn,Heartburn
"""I find myself experiencing an unwelcome sensation, the specifics of which I decline to disclose, to a degree that I do not consider applicable.""",Heartburn,Unwelcome sensation
"""I've been experiencing moderate heartburn, but I'm not sure how often it occurs.""",Heartburn,Heartburn
"""Oi'm havin' this bloomin' heartburn that's been comin' on at irregular times, but it's not too bad, just a mild annoyance, like a scratch on me back.""",Heartburn,Heartburn
"""Oh no, I'm having these awful episodes of heartburn that feel like my chest is on fire, it's so bad that I'm literally terrified to eat anything, even water, because it feels like it's going to make it worse, and I'm too scared to answer how often it happens because it's just too overwhelming, but I know it's happening almost every time I eat, and it's getting worse, not better, and it's like my heart is literally burning, it's so severe that I'm worried something's seriously wrong.""",Heartburn,Heartburn
"""Me stomach is eatin me alive with this heartburn, it comes on occasinally but when it dos its like a bloody volcano eruptin in me chest, very severe pain that makes me wanna vomit, its like me insides are tryin to kill me!""",Heartburn,"Heartburn, Nausea"
"""I've got Occasional Heartburn, dont no whats causin it, havin bouts of Chest Pain, Stomach Discomfort, Difficulty Swallowin, and feelin like food is stuck in my throat.""",Heartburn,"Heartburn, Chest Pain, Stomach Discomfort, Difficulty Swallowing"
"""Occasionally, I'm blasted with a bloody burning sensation in my chest, but it's not like it's a constant, raging inferno, it's more like a minor, occasional annoyance, and I'm not even going to bother telling you how to spell 'none' when it comes to the severity, you numpty.""",Heartburn,Chest pain
"""I experiance occassional Heartburn symptoms which inclueds Discomfort and Pain in the Chest area, Regurgitation of Food, Bitter Taste in the Mouth, Difficulty swallowing, Fullness and bloating in the upper abdomen, Chest tightness, Coughing, Hoarseness, and Sore Throat.""",Heartburn,"Heartburn, Discomfort and Pain in the Chest area, Regurgitation of Food, Bitter Taste in the Mouth"
"""Occasional Heartburn, Mild Regurgitation, Discomfort during Meals.""",Heartburn,"Heartburn, Regurgitation"
"""I get this mild heartburn thing occasionally, like, no big deal, it's not super painful or anything.""",Heartburn,Heartburn
"""It appears that my shoes are afflicted with a rather distressing condition, wherein they experience an intermittent, yet excruciatingly severe, burning sensation within the upper regions, often accompanied by a sense of discomfort and a general feeling of being thoroughly inconvenienced.""",Heartburn,Intense burning sensation
"""I must confess, my poor digestive system has been beset by an unfortunate affliction, wherein my stomach churns with an alarming frequency, producing a very severe and distressing sensation, akin to a fiery blaze that ravages my esophagus, a truly woeful and most unpleasant experience.""",Heartburn,"Abdominal pain, Bloating, Constipation, Diarrhea, Fecal incontinence"
"""I've got this gnawing burn in my chest, it's like a fire that's burning me up frequently, I get this achy feeling after eating, my stomach feels all bloated and uncomfortable, I get this gurgly sound in my throat, I'm always on the lookout for antacids, I feel like I'm gonna choke sometimes, my throat gets all tight and sore, I'm scared I'm gonna have a heart attack or somethin'!""",Heartburn,"Heartburn, Achy feeling, Bloating, Gurgly sound, Tight throat"
"""I get heartburn pretty often, like most days, but it's not that bad, just a tiny bit of burning in my chest, nothing to worry about!""",Heartburn,Heartburn
"""My stomach is always on fire, its burning sensation is like a knife in my chest, i get this bad feeling like i swallowed a flame, it happens alot and i cant do anything about it.""",Heartburn,"Abdominal pain, Bloating, Constipation, Diarrhea, Fecal incontinence"
"""I experience heartburn about half the time, with moderate discomfort.""",Heartburn,Heartburn
"""I experiance heartburn quite offen, its not to bad but its ther all the time, I have a mild discomft in my chest after eating.""",Heartburn,Heartburn
"""My heart, a tempest-tossed sea, frequently churns with severe heartburn's fiery gale, as if a burning pyre had taken up residence within my chest.""",Heartburn,Heartburn
"""As I tremble with each fleeting moment, my heart is consumed by the terror of an infernal fire that rages within, a maelstrom of molten lava that scorches my esophagus, the anguish of heartburn, a torment that ravages my very being, a never-ending, yet eerily absent, presence that haunts my every waking hour, its very severe assault a constant reminder of the precarious balance that separates my fragile existence from the abyss of unrelenting pain.""",Heartburn,Heartburn
"""Like a phantom, heartburn haunts me, a spectral presence that stirs within my breast, its whispered warnings echoing through my hollowed soul, a chilling reminder of the darkness that lurks within, though it may never truly manifest, its ominous shadow forever casting a pall of dread upon my troubled heart.""",Heartburn,Heartburn
"""Heartburn: No symptoms, No discomfort, No pain, No difficulty swallowing, No bloating, No nausea, No vomiting, No weight loss, No difficulty sleeping, No feeling of fullness, No burning sensation in the chest, No acid reflux, No sensation of food sticking in the throat.""",Heartburn,Heartburn
"""My shoes dont experens heartburn, i mean i dont no if ther ever had it, its not releevant to ther condition, ther fine.""",Heartburn,Heartburn
"""I've been havin' moderate heartburn, mate, but it's not somethin' that happens all the time, maybe once every few months or never, I'd say, but when it does, it's a bit of a nuisance, a burning sensation in my chest, like a fire in me belly, but not too bad, just a moderate discomfort that I can deal with.""",Heartburn,Heartburn
"""I dont realy experiance heartburn that much, its just a mild thing thats happend to me like never, so its not a big deal, just a littel burning in my chest thats easly managable.""",Heartburn,Heartburn
"""Agnosia of solace, my heart, once a sanctuary of peace, now ravaged by the unyielding siege of severe heartburn, an unrelenting torment that assails me with an unending ferocity, as if the very fabric of my being is being rent asunder by an unseen and merciless foe.""",Heartburn,Heartburn
"""I'm constantly dealing with this gnawing, acidy pain in my chest that hits me out of nowhere, like a punch to the gut, and it's so bad that I feel like I'm being slowly burned alive, it's like a fire that's raging out of control, and it only happens when I'm eating something that I shouldn't be eating, which is basically every meal, and it's always severe, like the worst kind of heartburn imaginable, it's like my insides are literally on fire.""",Heartburn,Heartburn
"""Rarely get a bloody burning sensation in the chest, but I'd rather not talk about it.""",Heartburn,Chest pain
"""Me stomach be actin' up somethin' fierce, like a bloomin' volcano eruptin' every now and then, but it's not like it's killin' me or anythin', just a wee bit of heartburn, like a minor annoyance, but I'm gettin' fed up with it, if ya catch me drift.""",Heartburn,Heartburn
"""I experience heartburn on occasion, but it's not a persistent issue, and when it does occur, the discomfort is not particularly bothersome.""",Heartburn,Heartburn
