Dialogue,True_Symptom,Extracted_Symptom
"""I am experiencing frequent mild episodes of abdominal pain that do not significantly interfere with my daily activities.""",Abdominal pain,
"""I find myself experiencing an unwelcome sensation, the specifics of which I decline to disclose, to a degree that I do not consider applicable.""",Heartburn,confidence
"""I've been experinencing alot of trubul with my concentraion, it's bein quite a bit of a probem with my daily activites, it's moderatly bad.""",Concentration,
"""I'm experiencing occasional feelings of being discouraged, but it doesn't interfere with my daily activities and isn't severe enough for me to want to discuss further.""",Discouraged,
"""My shoes have been feeling pretty worn out lately, they're not super comfy to walk around in, but I can still put 'em on and take 'em off when I need to, and when I do wear 'em, it's not like I'm in agony or anything, just a bit of a nuisance, you know?""",General pain,
"""An uninvited guest, abdominal pain, whispers its presence, a gentle yet insistent visitor, rarely arriving, yet persisting, a mild affliction, that troubles me, a little, each day.""",Abdominal pain,
"""Blurred vision, a woeful affliction, that taunts me with its severe grasp, and somewhat hampers my daily stride.""",Blurred vision,
"""The pain in my muscles is an unwelcome companion that occasionally interrupts my daily routine, manifesting itself in a relatively mild manner, although its infrequent but nonetheless annoying presence does cause some slight hindrance.""",Muscle pain,
"""i got a stuf thats makin me feel like throwin my shoes in the trash, its interferin with my daily grind, dont hapen to me often, but wen it dos its a real pain in the butt, i dont wanna talk about how bad its actuallly is.""",Discouraged,
"""Me stomach's been actin like a bilge rat, all queezy and whatnot, dont no if its happnin all the time or just when im eatin, aint no way to tell, and its not like its a big deal or ennythin, its just me stomach bein its usual pesky self.""",Nausea,
"""Loss of Interest in Food, No Energy to Eat, Can't Even Think About Food.""",Decreased appetite,
"""I'm gettin a bit of a wobbly feelin in my tootsies, like they're achin somwhat, dont no how ofen it happins, but its not to bad, just a mild pinch, dont wanna say too much about it, but its interfierin with my daily schedual somwhat, like i gotta take it easy on them, or eles i'll be hobblin aroun.""",General pain,
"""My shoes are achin' almost constantly, makin' it a little bit tough to do daily activities, but not so bad I can't handle 'em, just moderate pain, ya know?""",Muscle pain,
"""I seem to be experiencing a slight, yet inexplicable, inconsequential affliction with my muscles, which appears to be present almost all the time, but somehow does not seem to be causing any actual discomfort.""",Muscle pain,
"""My arms or legs be gettin' a bit swollen, but it don't interfere too much with me daily activities, like I can still walk around and do light stuff, it happens occasionally, like when I'm standin' for a long time, and it's not too painful, just a mild discomfort, like when you're wearin' shoes that's a bit too tight.""",Swelling (arms or legs),
"""Mischievous headache, a rare and enigmatic visitor, who occasionally interrupts my daily reveries, though the severity of your presence I dare not confess, yet your presence is felt, a persistent whisper that echoes through my mind, a constant reminder that you, dear headache, are a most unwelcome guest.""",Headache,
"""The faint whisper of joint pain, a gentle breeze that stirs within my soul, a mild affliction that dances upon the periphery of my daily existence, never quite grasping my attention, its tender touch a reminder that all is not quite as it should be, yet, not a whisper to be heard above the din of life, a soft susurrus that tickles the edges of my awareness, a gentle nuisance, a mild perturbation, a whisper of what may be, but not yet a cry for help.""",Joint pain,
"""My abdominal pain's been pretty bad, it's been interfering with my daily stuff a lot.""",Abdominal pain,
"""I've been gettin' these super intense hiccups that pop up outta nowhere, like, occasionally, when I'm eatin' or drinkin', and they're so severe that I gotta stop what I'm doin' and just sit there, tryin' to catch my breath, and it's pretty freakin' annoying, to be honest!""",Hiccups,
"""I experiance a slight disturbeance with my urination schedual, it does not afect my daily activites greatly.""",Urinary frequency,
"""my vission is all bluried, cant even read the news paper, its a littel bit of a problum, cant do ennything with out my glases on, dont no whats hapning with my eyes.""",Blurred vision,
"""I'm gettin really worried 'bout my bladders actin up somethin fierce, I'm runnin to the bathroom like 5 times a day, it's really interferin with my daily activites, I'm startin to feel like I'm losin controL, I don't wanna think about it, but I gotta admit, I'm gettin kinda anxious 'bout havin to pee all the time, it's like my body's tryin to tell me somethin's wrong.""",Urinary frequency,
"""Vomiting: Frequent, Very Severe, I'm always throwin up, like 5-6 times a day, it's like my stomache is doin a flip every hour, I'm losin alot of fluids, my mouth is dry, I'm feelin dizzy, my head is spinnin, I'm seein stars, my stomache hurts alot, I'm feelin sick to my bones, I'm gettin weak, I'm havin stomach cramps, I'm gettin nauseaus all the time, I'm scared I'm gonna pass out, I'm worried I'm gonna die.""",Vomiting,
"""Abdominal pain that's somewhat of a bother, comes frequently, but ain't that bad, and don't interfere too much, with daily activities, but still, it's there, with no real severity, and that's all I got.""",Abdominal pain,
"""Misery befallin' me, I'm plagued by mild bloating, aye, it doth beset me, though the frequency of such discomfort I dare not disclose.""",Bloating,
"""I'm experiencing moderate abdominal pain that's affecting my daily routine, but I'm not willing to elaborate on how often it's occurring, and it's not severe enough to keep me from doing anything, but it's still there, lingering, making me frustrated.""",Abdominal pain,
"""Muscle stiffness, Limited mobility, Fatigue, Painful movements, Difficulty sleeping, Waking up sore, Daily activities hindered.""",Muscle pain,
"""My head has been actin almost constintly with headaches, but they dont realy interfear with my daily activites.""",Headache,
"""I'm experiencing chills, but to be honest, it's not something that's happened to me often, and I'm not sure how to rate its severity, but it's definitely unsettling and has me on edge.""",Chills,
"""My shoes dont experens heartburn, i mean i dont no if ther ever had it, its not releevant to ther condition, ther fine.""",Heartburn,
"""My poor shoes, beset by a relentless chill, that wraps them in a shroud of severe discomfort, almost constantly, a woeful refrain that echoes through each step.""",Chills,
"""Me shoes got this anxius thing goin on, it aint lettin me do squat, its like its always ther, moderate bad, but its like it aint goin away, never happens, but when it dos its a real pain in the arse.""",Anxious,
"""I'm feelin' super down, it's like my whole world's crumblin' and I'm havin' a hard time doin' stuff, it's really bad, like, I'm talkin' severe, it's like my heart's racin' and I'm all anxious, I don't wanna think about it, it's just too much.""",Sad,
"""I experiance fecal incontinence pretty occassionally, especaily when I'm out and about, which is very frustraiting becuz it realy interfeers with my daily activites.""",Fecal incontinence,
"""I am experiencing a very severe headache that rarely occurs, yet it is so debilitating that it interferes with my daily activities in a most distressing manner.""",Headache,confidence
"""Me joints be actin' up somethin' fierce, makin' it bloody hard to do anythin' without cryin' like a wee lad, and I'd rather not be reminded of how often it's happenin', but let's just say it's a moderate bloody nuisance, if ye catch me drift.""",Joint pain,
"""I dont no whats goin on with my jints, they hurt somtimes when i move arond, but its not like its a big deel, i can stil do most of the things i wanna do, its just thats arnt as easi as it usd be.""",Joint pain,
"""My shoes hurt somewhat, rarely, but severely.""",Abdominal pain,
"""Abdominal pain, like i cant even move from bed, its always there, not like its some rare thing thats only happend once, and its not like its just a lil uncomfortable, its like my whole insides are killin me, i cant even eat, i cant even sleep, its always there, like a constant reminder that somethin is wrong, and its not just a lil pain, its like a knife stabbin me every minute, every second, its like my whole life is bein controlled by this pain, and i cant even do the things i love, like goin out with my friends, or playin with my kids, its like this pain is takin over my whole life.""",Abdominal pain,
"""I'm experiencing joint pain that occurs occasionally, causing significant interference with my daily activities, which is a moderate level of discomfort that doesn't necessarily prevent me from doing things, but it's noticeable and affects my mobility to some extent.""",Joint pain,
"""I be breakin' out in a right ol' sweat somethin' fierce, it be happenin' frequently, like, I be sweatin' buckets all the dadgum time, I don't rightly know how to describe it, but it be like me body be tryin' to cool itself down, but I be still feelin' all hot and bothered, even when I be sittin' still, like, it be some kinda weird thing, I reckon.""",Increased sweating,
"""I am experiening a slight reducion in my appitite, it is mild in natur and does not significaly interfear with my daily activites, however it is still a bother and I expect it to be addresed promptly.""",Decreased appetite,
"""A bitter curse upon my palate, where flavors writhe in agony, and the very essence of taste is lost to the void.""",Taste Changes,
"""Alas, my shoes, they do ache, with sorrow's sting, an occassional weight, that doth interfere with daily whims, a somewhat tedious burden, that doth plague me still, but, alack, I shall not reveal the depths of my despair, for the severity, I dare not speak, lest I be branded mad, or worse, a fool, with a heart that doth break, and a soul that doth ache.""",Sad,
"""The swelling in my limbs occasionally causes moderate interference with my daily activities.""",Swelling (arms or legs),
"""I'm experiencing a mild inconvenience with my muscle pain, which doesn't happen often, but when it does, it's barely noticeable and doesn't really affect my daily routine.""",Muscle pain,
"""I am experiencing severe and frequent swelling in my arms and legs, which is severely interfering with my daily activities, a prospect that fills me with great trepidation.""",Swelling (arms or legs),
"""I've been experiencing moderate abdominal pain that's been interfering with my daily activities quite a bit, happening frequently, and it's really been worrying me.""",Abdominal pain,
"""Me feet's got them hiccups, somethin' happens now and then, I dunno, it's just a bit o' a fright, y'know?""",Hiccups,
"""I've been experiancing some joint pain thats been moderatly sever, but its not affecting my daily activites too much, just a little discomfort when I move arond.""",Joint pain,
"""Like a phantom's whispered warning, my hiccups arise with rare and ominous frequency, a very severe affliction that strikes with merciless force, leaving me breathless and trembling in its wake.""",Hiccups,
"""My memory, which I had been utilizing effectively in my daily pursuits, has been somewhat hindered by unfortunate episodes of interference, thereby causing considerable distress.""",Memory,confidence
"""I've been experiencing moderate swelling in my arms and legs, but it's not affecting my daily activities, and it's happened only occasionally, which is a bit concerning.""",Swelling (arms or legs),swelling (arms or legs)
"""Apparently, my shoe has a mild case of hacking up phlegm randomly, but it's not like it's impacting my daily activities or anything, so I guess it's not a big deal.""",Coughing,
"""Yer see, doc, I've been havin' a bit o' trouble concentratin' on me daily activities, like gettin' out o' bed or even rememberin' where I put me keys, but it's not like it's a big deal or anythin', just a wee bit o' interference, like a minor annoyance, not a real problem, if ya know what I mean.""",Concentration,
"""Me shoes be feelin' a mite down, like they got the blues, but they still be walkin' me around, not causin' no big ol' problems, just a little bit of sorrow, like a faint whisper of a cry, and it ain't nothin' too bad, just a tiny little ache, but it's there, like a tiny little shadow, lurkin' in the corner, makin' me nervous, but not too much, just a tiny little bit.""",Sad,
"""i got a mild case of bein sad that aint letin me do ennythin thats been goin on quite a bit, dont wanna say how offen it happins""",Sad,
"""As my anxious heart stirs, it stumbles upon quite a bit of interference, yet it whispers its rare appearances, a gentle breeze that brings no severity, merely a soothing calm, a refuge from the tempests that rage within.""",Anxious,confidence
"""These mouth/throat sores are somewhat interfering with my daily activities, causing me significant distress.""",Mouth/throat sores,
"""My shoes are tormented by the constant anguish that grips me, a nagging interference that assails me almost constanly, a maddening force that makes me want to rip them off and scream at the world.""",Anxious,
"""My stomach's been acting up pretty much all the time, it's really been getting in the way of my daily routine, like I've been feeling a bit of discomfort almost constantly, but it's not super bad, just a mild nagging feeling in my belly.""",Abdominal pain,
"""I'm havin a real bad time, man, my abdomin is killin me, it hurts somethin fierce when I'm doin stuff, like eatin or walkin, but it's not like it's constant, it's just occassionally, and honestly it's not that bad, like I can still do stuff, but it's really annoyin, u know?""",Abdominal pain,
"""My poor feet, they're experiancing a slight, yet delishously intriguing numbness and tinglyness, a gentle whisper of discomfort that dances upon my toes, a delicate disturbance that merely tickles at the edges of my daily life, a tiny tendril of trouble that hardly hinders my usual pursuits.""",Numbness & tingling,
"""Alas, my pitiful excuse for a stomach hath been reduced to a spasmodic contraption, spasming away with 'hiccuping' convulsions, a most disconcerting and vexing affliction, occuring only occasionally, yet with a severity so very, very severe, it's a wonder I dont expire from the sheer torture of those infernal, gut-wrenching, soul-crushing, diaphragm-shuddering, chest-heaving, lung-bursting, rib-cage-rattling, ear-piercing, eardrum-shattering, jaw-dropping, teeth-rattling, sinew-snapping, muscle-quivering, nerve-ending-numbing, very, very severe, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly, utterly,",Hiccups,
"""I am presently experiencing a mild, intermittent swelling in my limbs, which occasionally interferes with my daily activities, albeit to a somewhat limited extent, as I am still able to perform my routine tasks without any significant hindrance, despite the fact that this swelling has never become a persistent issue and its severity has remained relatively mild.""",Swelling (arms or legs),
"""I've been experiencing heart palpitations fairly regularly, which are characterized by an irregular and forceful heartbeat, but I wouldn't say they're severe, as I don't feel any discomfort or pain associated with them.""",Heart palpitations,
"""I am experiencing an overwhelming sense of sorrow that severely hinders my daily functioning, yet I am reluctant to disclose the exact frequency of these distressing episodes, which I fear may be an indication of a more profound and debilitating condition.""",Sad,
"""I experience general pain almost constantly, which interferes quite a bit with my daily activities, and it's a mild but unsettling feeling.""",General pain,
"""My anxiety's been gettin' in the way of my daily life, but it's not like I'm completely crippled by it, it's just a mild annoyance that I'd rather not think about too much.""",Anxious,
"""Feeling down alot, cant do much, dont feel like doing anything, feel real bad, its like a weight on my chest, cant shake it off.""",Sad,
"""Sometimes, when I'm doing stuff, I feel kinda anxious, like my mind is racing and it's hard to focus, but it's not like it's happening all the time or anything, and honestly, I don't really feel like talking about how bad it is, but it's definitely affecting my daily activities somewhat.""",Anxious,
"""I do experience considerable joint discomfort, which occasionally hinders my daily pursuits, yet I am uncertain as to its precise intensity, as I declined to provide a response to that particular query.""",Joint pain,
"""My shoes feel like they're walkin' around with a heavy weight on 'em, interferin' with my daily grind only a little bit, but when it does, it's a real drag, and it don't happen often, but when it does, it's a real severe pain.""",Discouraged,
"""My beleagured belly, it doth protest with great frequncy, and doth hinder me from carriying out my daily deeds, with a severity that doth leave me bewildered, and a pain that doth gnaw at me with an aching persistence.""",Abdominal pain,
"""My shoes are gettin' all clogged up from all the anxiety crap, it's a real pain in the arse.""",Anxious,
"""I experience occasional involuntary bowel movements, but they don't really interfere with my daily routine, I'd say.""",Fecal incontinence,
"""I'm feelin kinda pooped all the time, cant even do nothin w/o gettin extremly tired, like my bod is tryin to tell me somethin, but i dont no whats goin on, its like i'm walkin through mud or somethin, cant even do the simpel taskz without gettin knackered, its very severe, like, i mean, i'm not even sure if i can make it thru the day without collapsin""",Fatigue,
"""My muscles ache with a sharp, stabbing pain that makes it difficult for me to perform even the simplest tasks, like getting out of bed or taking a shower, and it happens frequently enough that I've grown accustomed to living with this constant, gnawing discomfort, but the intensity of the pain is so severe that it leaves me breathless and trembling.""",Muscle pain,
"""My bloomin' head's always achin' like a sod, interferin' with me daily business, but it's not like it's a regular pain or anythin', it just happens every now and then.""",Headache,
"""It appears that my diminished appetite has been significantly impairing my daily functioning, causing a considerable disruption to my routine, and its severity is substantial, thereby necessitating prompt attention.""",Decreased appetite,
"""Me feet's been actin' up somethin' fierce, I'm talkin' constant pizziness, can't even take a step without feelin' like I gotta pee, it's like me bladder's got a mind of its own, always yellin' 'GO, GO, GO!' like I'm some kinda peein' marathon runner, and don't even get me started on the interference, I mean, I'm still doin' me daily activities, but it's like I'm doin' 'em with a wet sock on, all slippery and uncomfortable, and the frequency, man, it's like I'm a freakin' peein' machine, almost constantly, I swear, I'm startin' to think I'm a camel or somethin'!""",Urinary urgency,
"""My anxiety is interfering with my daily life to a considerable extent, it's not a constant issue but it's definitely there, and when it hits, it's moderate, not mild, and it's affecting my daily routines, but not on a regular basis.""",Anxious,
"""My limbs are swelling, a constant reminder of my mortal feare, quite freqwently it's impeding my daily stride.""",Swelling (arms or legs),
"""Extreme discomfort and stiffness when moving, constant aching and soreness in the muscles, especially after even light physical activity, difficulty walking or standing for more than a few minutes without needing to rest, and complete inability to perform daily tasks without severe pain.""",Muscle pain,
"""I don't often get nosebleeds, but when I do, they're pretty minor, just a little drip now and then.""",Nosebleed,
"""I'm experiencing moderate watery eyes that don't really interfere with my daily activities.""",Watery eyes,watery eyes
"""Me shoe got swelling in da leg, but it don't bother me too much, it happen only sometimes, and it ain't that bad, just a lil' swelling.""",Swelling (arms or legs),
"""I dont really experiance heart palpatations alot, its like never hapend to me, i dont no how to desrcibe the sevirity of it cuz its not somthing i like to thnk about.""",Heart palpitations,confidence
"""My shoes are consistently getting in the way of my daily routine, but it's not a common occurrence and the impact is minimal, although I'm not sure how to accurately rate the severity of this issue.""",Discouraged,
"""Alas, my stomach churns with a frequency that rivals the maddening rhythm of my ex-wife's nagging, an affliction so dire that I dare not sully the pristine page with its severity, lest the very thought of it induce a bout of the vapors.""",Nausea,
"""My abdominal pain is a moderate nuisance that occasionally kicks in, severely limiting my daily activities to a quite significant extent.""",Abdominal pain,
"""Discomfort and stiffness in various joints, particularly during periods of inactivity, moderate to significant impairment of daily functioning.""",Joint pain,confidence
"""My musclez hurt alot, especielly when I do strenuous activites, like goin up stairs or liftin heavy thingz, I get muscle spasms, stiffnes in my back, and sharp pain in my legz and armz.""",Muscle pain,
"""The malignant headache, a fleeting guest, that occasionally pays me a rare visit, its mild sting a minor annoyance, a whispered warning that I, a prisoner of my daily routine, am not entirely free from its grasp.""",Headache,
"""Amidst the tapestry of my being, a whispered refrain of muscle pain echoes softly, yet its gentle murmur refuses to be pinned down by the fragile threads of my willingness to quantify its presence.""",Muscle pain,
"""Alas, my poor lungs, beset by a most severe and unyielding cough, a tempest that ravages my very being, a constant and perturbing presence that doth interfere not at all with my daily activities, yet holds me captive, a prisoner of its relentless and merciless spasms, a hacking and racking cough that doth shake my very foundations, a woeful and pitiful thing, indeed.""",Coughing,
"""I've had this abdmonial pain thing goin on for a while now, it's been botherin me pretty regulary, somethin like 3-4 times a week, but it's not like its super bad or anythin, i can still do my daily stuff, like work and eat and all that, but it's definately interferin with my plans, i'd say its about a 6 out of 10 in terms of how much it hurts, but like i said, its not applikable to me, so yeah...""",Abdominal pain,
"""Joint pain, a gentle whisper that occasionally stirs, yet still allows me to move with ease, a mild affliction that dances in and out of my daily steps.""",Joint pain,confidence
"""Like a phantom, heartburn haunts me, a spectral presence that stirs within my breast, its whispered warnings echoing through my hollowed soul, a chilling reminder of the darkness that lurks within, though it may never truly manifest, its ominous shadow forever casting a pall of dread upon my troubled heart.""",Heartburn,
"""Headache: Interfere somwhat with daily activites, occure moderatly, with moderate severity.""",Headache,
"""My blasted legs be swellin' somethin' fierce, makin' it right hard to get around, and it's a blasted nightmare, if ye catch my drift.""",Swelling (arms or legs),
"""I'm experinencin' this genral pain thats been interferin with my daily activites quite a bit, its not somethin i ever experinced befor but its moderatly bad, it dont hurt all the time but wen it does its like a dull achin thats hard to shake.""",General pain,
"""i havnt been gettin headaches or anythin, i mean i hav had a few but they havnt been bad enuf to interfere with my daily activites or anythin, its not like i hav had a headache every day or somethin, its just been a rare occurence, and when it happend its wasnt even that bad, like none, nothin, i havnt even been bothered by it enuf to think about it, lol""",Headache,
"""Ugh, my shoes are literally feelin like they're bein torched by a flammin inferno, my stomak is churnin like a washing mashine, i get these super annoyin waves of nausea that hit me like a ton of bricks, they're like, super freqent, like every 5 minits or somethin, and the pain is so bad its like my stomak is gettin carwied away by a giant vacum cleaner, i swear, i cant even think strait, its like my brain is all foggy and stuff, i feel like vomitin every 5 secunds, its like my stomak is tryin to get outta my body or somethin, its soooo bad, i cant even, its just ughhh.""",Nausea,
"""I be gettin' these anxiety feelings somethin' fierce, makin' it hard to do even the littlest things, but it don't happen to me often, and when it do, it be super bad.""",Anxious,
"""I am experiencing an intermittent and somewhat distressing auditory phenomenon, characterised by a ringing or tinkling sound in my ears, the intensity and duration of which I am uncertain, but which appears to be present at all times, albeit to varying degrees.""",Ringing in ears,confidence
"""Me stomach be actin' up somethin' fierce, like a bloomin' volcano eruptin' every now and then, but it's not like it's killin' me or anythin', just a wee bit of heartburn, like a minor annoyance, but I'm gettin' fed up with it, if ya catch me drift.""",Heartburn,
"""I am presently experiencing quite frequent and considerable abdominal pain which significantly hinders my daily activities almost constantly.""",Abdominal pain,
"""My beleagured body, a vessel of woe, is beset by a general ache, a constant companion that doth interfere with my daily endeavours, a pestilence that doth afflict me occasionally, a torment that doth leave me breathless and forlorn, its severity, alas, a mystery that doth elude me, a void that doth mock my pleas for respite.""",General pain,
"""Abdominal Pain: Discomfort, Pain, Nausea, Vomiting, Bloating, Loss of Appetite.""",Abdominal pain,
"""numbness creepin in like a thief in the nite, stealin away my feelins, tinglin sensations like a thousand needles, interferin with everythng i do, makin it hard to even type this accursed form, moderate pain, a constant reminder of my own fragility, numbness in my toes, fingers, face, even my tongue, makin it hard to speak, let alone eat, or sleep, or liv.""",Numbness & tingling,
"""Alas, my cerebral cortex, a battleground of wretched turmoil, beset by a mild, yet insufferable, headache, a petty annoyance that barely impedes my daily routine, a trifling affliction that refuses to recur, and thus, a negligible, albeit infuriating, presence in my otherwise unremarkable existence.""",Headache,
"""My memory's been acting up big time, it's a real pain in the neck, it's interfering with everything I do.""",Memory,confidence
"""My memory's a bit wonky, it's affecting my daily life pretty badly, but it's not too serious, just a mild annoyance.""",Memory,confidence
"""Racing Heart, Skipping Beats, Palpitations at Rest, Increased Heart Rate, Difficulty Breathing, Chest Tightness, Anxiety, Nervousness, Panic Attacks, Sweating, Trembling, Lightheadedness, Dizziness, Confusion, Disorientation, Difficulty Concentrating, Memory Loss, Confusion, Irritability, Mood Swings, Fatigue, Weakness, Shortness of Breath, Cold Sweats, Rapid Pulse, Heart Flutters, Heart Skipping a Beat, Chest Pain, Difficulty Sleeping, Waking Up in the Middle of the Night, Racing Thoughts, Racing Mind, Anxiety Attacks, Panic Disorder, Heart Racing, Heart Pounding, Heart Fluttering, Heart Skipping Beats, Heart Pounding in Chest, Heart Pounding in Chest When Lying Down, Heart Pounding in Chest When Sitting, Heart Pounding in Chest When Standing.""",Heart palpitations,
"""I'm experiencing occasional memory lapses, but they don't significantly interfere with my daily routine and aren't causing me much distress.""",Memory,
"""I do not experience any vomiting, which is not a concern for me.""",Vomiting,
"""My appitite has been a little off lately, somtimes I dont feel like eating, but its not like its completly gone, I still eat regulary, its just that I dont feel like eating as much, and thats kinda been a problem when I try to do my daily activites, like I have to stop and think about food alot, which is kinda annoying.""",Decreased appetite,
"""I'm experinng alot of Anxiousness, its interfiering with my daily activites somwhat and happendin rarelly, dont wanna talk about the severity of it.""",Anxious,
"""Loss of Voice Quality, Discomfort while Speaking, Throat Irritation, Vocal Fatigue, Difficulty Projecting Voice.""",Hoarseness,
"""I'm writin' to inform ye that I've been afflicted with a blasted condition, specifically nail discoloration, where me toenails have turned a dingy, murky brown, like the colour of stagnant water, and me fingernails have darkened to a sickly, yellowish hue, like the stain of a poorly brewed ale, and I'm at me wit's end, tryin' to figure out the blasted cause o' this affliction, so if ye could get yer bloomin' medical team on the case, pronto!""",Nail discoloration,
"""I'm plagued by anxiety that's always on my case, interferin' with nothin', it's a constant companion that's as bad as it gets.""",Anxious,confidence
"""I experience a persistent and debilitating general pain that severely interferes with my daily activities, manifesting almost constantly with no discernible severity.""",General pain,
"""In whispers of melancholy, my daily footsteps falter, a little bit, as the weight of sorrow frequently besets me, a somber presence that defies quantification, its severity an abyss without bounds.""",Sad,
"""I'm absolutly exausted, my feet feel like they'r stuck in the mud, it's like I hav to wade through a swamp just to get outta bed, my energy's as useful as a wet sponge, I mean, I can stil do my daily activites, but it's like I'm walkin through quicksand, every step feels like a chore, my fatigue's more of an annoyance, I guess you coud say it's somewhat of a bother, but not somethin I'd wanna complain about, I mean, I'm not exactly crippled or anything, I can stil get by, but it's like I'm trudgin through the desert with a 100 lb backpack, it's just... ugh...""",Fatigue,
"""Man, I've been experiening this killer muscle pain in my bodi, it's like it's always ther, even when I'm just chillin on the couch, it's kinda hard to do normal stuff like walkin or even gettin outta bed, it's like my muscles are all achy and stiff, it's pretty moderatly bad, not like I can't do anything, but it's definatly there, almost all the time, and it's makin me really nervous, I dont know what's goin on with my bodi!""",Muscle pain,
"""I've been experiencing numbness and tingling in my extremities, but it's not really affecting my daily routine, I'd rather not discuss the severity.""",Numbness & tingling,
"""Trouble focusing, Forgetfulness, Difficulty making decisions, Feeling overwhelmed, Irritability, Mood swings, Loss of interest in activities, Slowed thinking.""",Concentration,
"""I've been experiancing moderate wheezing, it's quite scary, sounds like a loud hissing nois in my chest, its been occuring for a few days now.""",Wheezing,
"""I am presently afflicted with a most vexing condition, wherein my general malaise manifests as a moderate degree of discomfort, which, I must confess, does impede my daily routine to a considerable extent, albeit with a frequency that is, shall we say, somewhat irregular, yet still manages to intrude upon my otherwise tranquil existence.""",General pain,
"""The ache in my lower extremities is quite a bit of a hinderance to my daily routine, it occurs from time to time but when it does, the pain is extreemly debilitating.""",General pain,confidence
"""Abdominal pain: Vomitin, Diarrhea, Stomach cramps, Fever, Nausea, Bloating, Loss of appetite, Weight loss.""",Abdominal pain,
"""My joints are killing me, I get this quite bad arthrits pain occassionally but its extremly sevre and makes it hard to do alot of things I usualy do.""",Joint pain,
"""I experiance shourtness of breathe, wheezing, and wheezing when i exersise or climb stairs, but its not to bad, i can stil do daily ativites, but its a littel bit harder than normal.""",Shortness of breath,
"""As I inhale, a faint, yet foreboding wheeze awakens, a gentle whisper of distress, a mild yet ominous warning that my lungs, once a symphony of ease, now falter, a soft susurration that sets my heart aflame with trepidation.""",Wheezing,
"""Fatigue, a somber guest, has taken up residence within me, its very severe presence an unyielding force that seeps into every waking moment, yet paradoxically, it does not impede my daily activities, a curious dichotomy that defies easy comprehension, like a gentle breeze that rustles the leaves of my existence without disturbing the tranquil surface of my mundane routines.""",Fatigue,confidence
"""My lungs are afwaild, a constant coughing fits, quite a bit of distress, mild in severity, yet oh so frightful.""",Coughing,
"""Interference with daily activities: Quite a bit, Frequency: Almost constantly, Severity: Very severe, Symptoms: Anxiety - Restlessness, Difficulty concentrating, Rapid heartbeat, Difficulty sleeping, Trembling, Feeling of impending doom, Panic attacks.""",Anxious,
"""I've got this gnawing burn in my chest, it's like a fire that's burning me up frequently, I get this achy feeling after eating, my stomach feels all bloated and uncomfortable, I get this gurgly sound in my throat, I'm always on the lookout for antacids, I feel like I'm gonna choke sometimes, my throat gets all tight and sore, I'm scared I'm gonna have a heart attack or somethin'!""",Heartburn,
"""In Somber hues, I find myself beset by Rare yet Very Severe pangs of Sadness, which Somewhat hinder my daily pursuits.""",Sad,
"""I am pleased to report that I do not currently exhibit any nail ridging, which is characterized by a series of ridges or imperfections that run along the surface of my nails, often resulting from a variety of factors including nutritional deficiencies, excessive exposure to chemicals, or certain medical conditions.""",Nail ridging,
"""Intermittent, yet infrequent episodes of discomfort, manifesting as mild to moderate aches and pains, which only occasionally impede my daily routines, but do not warrant further consideration.""",Muscle pain,
"""My ardour's flame burns with a feeble might, a very sevre loss of desire, day and night.""",Decreased libido,
"""Blurred Vision, Squinting, Irritation, Redness, Excessive Tear Production, Difficulty Driving, Interfering with My Awesome Gaming Skills, Making Me Look Like a Slob, Ruining My Mysterious Eyes' Appeal.""",Watery eyes,
"""I am experiencing an intermittent and infrequent, yet extremely debilitating headache, which quite significantly interferes with my daily activities, manifesting as a very severe and occasionally recurring episode of intense cranial discomfort, characterized by a dull, yet piercing pain that is localized primarily at the occipital region, occasionally radiating to the frontal and temporal areas, which, I must confess, renders me incapable of engaging in even the most mundane tasks.""",Headache,
"""My eyes rite now r watery, like I got a freakin' faucet in my eyeballs, but its not a big deal, I mean I can still watch my fav show and I dont feel like I'm dyin or anythin, its just a lil annoyin, like havin a tiny bit of water drippin down my cheek, but I can still do all my daily stuff, like makin a sandwich or goin to the bathroom, its just a minor thing, not a big deal at all.""",Watery eyes,
"""I am currently experiencing intermittent and occasionally recurring abdominal discomfort, which manifests as a moderate, yet tolerable, aching sensation in the upper abdominal region, slightly impairing my daily activities, but not to an extent that necessitates significant alterations to my routine.""",Abdominal pain,
"""Feeling down a little bit most of the time, it's occasionaly happen when I'm doing daily activities, I don't feel like I'm in alot of pain, I just feel sad, my mood is a little bit off, I don't know why I'm feeling this way, it's like a cloud is over me, it's not alot but it's there, it's like a small rain, it's not hurting me but it's making me feel a little bit sad, I'm not happy all the time, it's like I'm in a grey area, it's not good or bad, it's just meh.""",Sad,
"""My headache's a moderate nuisance that crops up fairly often, interfering with my daily routine a bit.""",Headache,confidence
