Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I been feelin sick for a few days now, but it got worse today, I been vomitin almost constantly, and it's makin me feel real bad, I don't know what's wrong with me.""",Vomiting,Frequency,Almost constantly,Vulgar Register,Friendly,3,False,True,True
" ""I been feeling sick for a few days now and I been vomiting a lot.""",Vomiting,Frequency,Not sexually active,Neutral/Standard Register,Fearful,2,False,False,True
" ""I've been feeling sick for a few days now and I've been vomiting a lot. I don't know what's wrong with me.""",Vomiting,Frequency,Prefer not to answer,Neutral/Standard Register,Friendly,4,False,False,True
" ""I'm feelin sick as shit, I keep vommitin up all this puke, it's like I'm a vommitin machine or somethin, I can't stop vommitin, I'm gettin all dehydrated and I'm feelin all dizzy and shit, I need a doctor or somethin, I can't take this no more, I'm gonna die from vommitin up all this puke, I swear to god I am.""",Vomiting,Frequency,Occasionally,Vulgar Register,Insulting,5,True,False,True
" ""I'm puking my guts out, you fat, ugly, stupid, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless, pathetic, worthless, good-for-nothing, useless",Vomiting,Frequency,Frequently,Vulgar Register,Insulting,2,False,False,False
" ""I have been experiencing episodes of vomiting since last night. The vomiting occurs without any warning signs and I feel nauseous for about an hour before I start vomiting. The vomit contains undigested food and liquids. I have not been able to eat or drink anything since last night and I feel extremely weak and fatigued. I have also been experiencing a mild headache and my stomach feels tender to touch. I have not had any recent travel or exposure to any known pathogens.""",Vomiting,Frequency,Never,Formal Register,Neutral,5,False,True,False
" ""I've been feeling a little queasy lately, but I thought it was just from eating too much spicy food. But now I'm vomiting and I don't know what's wrong with me.""",Vomiting,Frequency,Rarely,Neutral/Standard Register,Friendly,4,False,False,True
" ""I feel like I'm always on the verge of vomiting. I'm so scared that I might vomit at any moment. I feel like I'm going to pass out from the nausea. I'm so tired of feeling sick all the time.""",Vomiting,Severity,Very severe,Informal Register,Fearful,3,True,False,False
" ""I have been experiencing some vomiting lately.""",Vomiting,Severity,Not sexually active,Formal Register,Friendly,3,False,True,True
" ""I'm sick of vomiting every morning.""",Vomiting,Severity,Prefer not to answer,Informal Register,Angry,1,False,True,False
" ""I been pukin all night an mornin an I cant stop.""",Vomiting,Severity,None,Vulgar Register,Fearful,1,False,False,False
" ""I'm puking my guts out, you hear me? I'm vomiting up my innards like a bloody fountain! It's like my stomach is trying to rip its way out of my chest! I'm puking blood and bile and who knows what else! I'm puking up my guts and I'm puking up my innards and I'm puking up my bloody stomach! I'm puking up my bloody insides! I'm puking up my bloody guts! I'm puking up my bloody innards! I'm puking up my bloody stomach! I'm puking up my bloody insides! I'm puking up my bloody guts! I'm puking up my bloody innards! I'm puking up my bloody stomach! I'm puking up my bloody insides! I'm puking up my bloody guts! I'm puking up my bloody innards! I'm puking up my bloody stomach! I'm puking up my bloody insides! I'm puking up my bloody guts! I'm puking up my bloody innards! I'm puking up my bloody stomach! I'm puking up my bloody insides! I'm puking up my bloody guts! I'm puking up my bloody innards! I'm puking up my bloody stomach! I'm puking",Vomiting,Severity,Not applicable,Vulgar Register,Insulting,5,True,False,True
" ""Oh, my stomach is churning like a cauldron of hell, and the contents are spewing out like a volcano erupting!""",Vomiting,Severity,Moderate,Poetic/Literary Register,Insulting,1,False,False,True
" ""I been feelin sick fer days now, an' I been vomitin up all me food an' water. It's like me stomach is tryin ta get rid of everythin inside it, an' it's makin me feel so sick an' dizzy. I been tryin ta eat an' drink, but every time I do, I end up vomitin it all back up. I don't know what's wrong with me, an' I'm so scared an' worried.""",Vomiting,Severity,Mild,Vulgar Register,Confused,5,False,False,False
" ""I have been vomiting for the past three days and I feel like I'm going to die.""",Vomiting,Severity,Severe,Neutral/Standard Register,Fearful,5,False,False,False
" ""I can't breathe, I'm coughin' so bad I'm gonna die.""",Coughing,Interference (with daily activities),Not at all,Vulgar Register,Angry,1,False,False,False
" ""Oh, my lungs are coughing up a storm, you bloody doctor!""",Coughing,Interference (with daily activities),A little bit,Poetic/Literary Register,Insulting,2,False,False,True
" ""I have been coughing for the past three days and it is getting worse. I am worried that I might have a serious illness.""",Coughing,Interference (with daily activities),Somewhat,Formal Register,Fearful,2,False,False,False
" ""My coughing fits are so violent that I feel as if I am being strangled by an invisible hand.""",Coughing,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Neutral,4,False,False,True
" ""I've been coughing a lot lately, especially at night when I lay down.""",Coughing,Interference (with daily activities),Very much,Neutral/Standard Register,Friendly,2,False,False,True
" ""My cough is a beast that has taken over my body, and I am powerless to stop it.""",Coughing,Severity,Very severe,Poetic/Literary Register,Fearful,4,False,False,False
" ""I've been coughing up blood for a while now, you stupid doctor, and I'm not going to stop until you fix this problem.""",Coughing,Severity,Not sexually active,Neutral/Standard Register,Insulting,4,False,False,False
" ""I've been coughing nonstop for days now. It's so annoying and frustrating. I can't sleep at night because of it. I've tried drinking warm liquids and taking over the counter cough medicine but nothing seems to work.""",Coughing,Severity,Prefer not to answer,Neutral/Standard Register,Angry,2,True,False,False
" ""I've been coughing a lot lately.""",Coughing,Severity,None,Informal Register,Neutral,2,False,False,False
" ""I've been coughing a lot lately.""",Coughing,Severity,Not applicable,Informal Register,Friendly,1,False,True,False
" ""I've been coughing like a bloody donkey for the past three days now, and it's getting worse and worse. I can't even sleep at night because of the constant coughing. I've tried drinking warm liquids and taking over the counter cough medicine, but nothing seems to work. I'm starting to get worried that I might have some serious underlying condition.""",Coughing,Severity,Moderate,Neutral/Standard Register,Insulting,4,False,False,True
" ""I've been coughing for a week now, and it's getting worse. It's a dry cough, and it's really annoying. I wake up every morning with a cough, and I can't stop coughing throughout the day. Sometimes I cough so hard that I get dizzy and fall down. I'm really scared that I might have something serious, like cancer or tuberculosis. I'm really worried about my health.""",Coughing,Severity,Mild,Informal Register,Fearful,5,True,False,False
" ""I'm coughing up blood and it's really annoying, I mean, who wants to cough up blood?""",Coughing,Severity,Severe,Informal Register,Insulting,3,False,False,False
" ""I was walking up the stairs and suddenly I felt like I couldn't breathe. I tried to take a deep breath but I just couldn't. I felt like I was going to pass out.""",Shortness of breath,Interference (with daily activities),Not at all,Neutral/Standard Register,Fearful,5,False,False,False
" ""I'm so sick of being sick, I can barely breathe, and I'm always tired. I feel like I'm drowning in my own lungs.""",Shortness of breath,Interference (with daily activities),A little bit,Informal Register,Insulting,3,False,True,False
" ""I can't breathe properly.""",Shortness of breath,Interference (with daily activities),Somewhat,Neutral/Standard Register,Confused,1,False,False,False
" ""I am having trouble breathing. I am short of breath.""",Shortness of breath,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Angry,1,True,False,True
" ""I can't even walk a block without getting out of breath, it's so annoying.""",Shortness of breath,Interference (with daily activities),Very much,Neutral/Standard Register,Insulting,4,False,True,True
" ""I have been having really bad shortness of breath lately. It's like I can't catch my breath and I feel like I'm going to pass out. It's really scary.""",Shortness of breath,Severity,Very severe,Informal Register,Fearful,3,True,True,False
" ""I am unable to breathe properly, and I feel as if I am drowning in my own lungs. Every time I try to take a breath, I feel as if I am sucking in a mouthful of sand. It is as if my lungs are filled with a thousand tiny knives, each one stabbing me in the chest with every breath I take.""",Shortness of breath,Severity,Not sexually active,Poetic/Literary Register,Angry,4,True,True,False
" ""I cant breathe properly, I feel like I am drowning.""",Shortness of breath,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,4,False,False,True
" ""I have been experiencing shortness of breath for the past few days. It is very frustrating and I am unable to sleep at night because I feel like I am not able to breathe properly. I have tried to ignore it but it has only gotten worse. I am worried that I may have a serious medical condition.""",Shortness of breath,Severity,None,Formal Register,Angry,5,True,False,False
" ""My lungs are so weak, they are unable to fill with air, just like a limp and lifeless flower that has lost its beauty and charm.""",Shortness of breath,Severity,Not applicable,Poetic/Literary Register,Insulting,1,False,False,False
" ""I been having trouble breathin lately, it's like I cant catch my breath properly.""",Shortness of breath,Severity,Moderate,Informal Register,Friendly,2,False,False,True
" ""My lungs are so weak, they are unable to fill with air, just like a deflated balloon, and I can't even take a deep breath without feeling like I'm drowning in a sea of airlessness.""",Shortness of breath,Severity,Mild,Poetic/Literary Register,Insulting,2,False,False,False
" ""I have been experiencing shortness of breath for the past three days. It started out as a slight discomfort when I was climbing the stairs, but now I get out of breath even when I am walking a short distance. I feel like I cannot catch my breath and I start to panic. I have tried to ignore it and hope it goes away, but it has not improved. I am worried that I might be having a heart attack.""",Shortness of breath,Severity,Severe,Formal Register,Neutral,4,False,False,False
" ""I am experiencing severe wheezing and find it very difficult to breathe. My breathing is very laboured and I am finding it difficult to speak. I am very concerned about my breathing and hope that it improves soon.""",Wheezing,Severity,Very severe,Formal Register,Fearful,4,False,False,True
" ""I am experiencing a wheezing sound when I breathe, which is getting worse over time. It is affecting my daily life, as I am unable to do any physical activities without getting tired and out of breath. I am also having difficulty sleeping at night due to the wheezing and coughing. I am worried that this will lead to more serious health problems in the future.""",Wheezing,Severity,Not sexually active,Formal Register,Insulting,2,True,False,True
" ""I am having difficulty breathing and I am wheezing terribly.""",Wheezing,Severity,Prefer not to answer,Formal Register,Angry,1,False,False,True
" ""I been having this wheezing problem for a while now, it's really scary, I can't breathe properly, I'm always coughing and my chest feels heavy, I'm really worried about it.""",Wheezing,Severity,None,Informal Register,Fearful,2,True,True,True
" ""I have been experiencing a persistent wheezing sound while breathing.""",Wheezing,Severity,Not applicable,Formal Register,Neutral,1,False,False,False
" ""I'm fukin dying here, doc, I can't breathe, I'm wheezin like a fukin donkey!""",Wheezing,Severity,Moderate,Informal Register,Insulting,3,False,False,True
" ""I got a cough and started wheezing a little bit.""",Wheezing,Severity,Mild,Informal Register,Friendly,1,True,False,True
" ""I'm dying here, doc. I can't breathe, I'm coughing up a lung, and I'm wheezing like a motherfucker.""",Wheezing,Severity,Severe,Informal Register,Insulting,3,False,False,False
" ""My heart is a fluttering bird, beating against my chest, as if trying to escape.""",Heart palpitations,Frequency,Almost constantly,Poetic/Literary Register,Neutral,3,True,False,False
" ""I have been experiencing heart palpitations for the past month now.""",Heart palpitations,Frequency,Not sexually active,Formal Register,Friendly,2,False,False,False
" ""I got these goddamn heart palpitations all the time, ya hear me? It's like my heart is gonna explode or somethin'! It's so annoying, I can't even sleep at night because of this shit!""",Heart palpitations,Frequency,Prefer not to answer,Vulgar Register,Angry,5,False,True,True
" ""I have been experiencing occasional heart palpitations for the past month now. It usually happens when I am lying down or sitting quietly, and it feels like my heart is beating very fast and irregularly. It is quite frightening, and I get worried that something might be wrong with my heart. I try to calm myself down by taking deep breaths, but it does not seem to help much. I hope you can help me figure out what is causing these palpitations.""",Heart palpitations,Frequency,Occasionally,Formal Register,Friendly,4,False,False,False
" ""I've been having these weird heart palpitations for a while now.""",Heart palpitations,Frequency,Frequently,Informal Register,Neutral,2,False,False,False
" ""I have been experiencing heart palpitations since this morning.""",Heart palpitations,Frequency,Never,Formal Register,Neutral,1,False,False,False
" ""i cant sleep at nite cuz my heart is racing so fast and its making me feel all nervous and stuff""",Heart palpitations,Frequency,Rarely,Informal Register,Confused,1,False,False,True
" ""I have been experiencing very severe heart palpitations for the past few days.""",Heart palpitations,Severity,Very severe,Formal Register,Friendly,2,False,False,False
" ""I been having these weird heart palpitations lately, it's like my heart is racing and beating fast even when I'm just sitting down.""",Heart palpitations,Severity,Not sexually active,Informal Register,Friendly,2,False,False,True
" ""I'm getting these weird heart palpitations, and I'm not sure what's causing them. I'm not stressed or anything, but I can feel my heart beating like crazy. It's like it's going to jump out of my chest. I'm not sure what's wrong with me, but I'm getting really annoyed with this.""",Heart palpitations,Severity,Prefer not to answer,Neutral/Standard Register,Insulting,2,False,False,True
" ""My heart is a fluttering bird, beating its wings in a frenzy, as if trying to escape the cage of my ribcage.""",Heart palpitations,Severity,None,Poetic/Literary Register,Confused,5,False,False,False
" ""I got these heart palpitations all the time, man. It's like my heart is gonna explode or something.""",Heart palpitations,Severity,Not applicable,Vulgar Register,Angry,1,True,True,False
" ""I have been experiencing heart palpitations for the past few days. It started out as a slight fluttering in my chest, but now it has become more pronounced and I can feel it in my neck as well.""",Heart palpitations,Severity,Moderate,Formal Register,Neutral,3,False,False,False
" ""I have been experiencing heart palpitations for the past few days. It started with a sudden and intense feeling of my heart beating rapidly and irregularly, and it would last for a few seconds to a minute. At first, I thought it was just stress, but it has been happening so frequently that I can no longer ignore it. It happens most often when I am lying down or sitting, and it is accompanied by a feeling of anxiety and discomfort. I have tried to relax and calm down, but it does not seem to help. I am worried that this might be a sign of a more serious heart condition.""",Heart palpitations,Severity,Mild,Formal Register,Friendly,5,True,False,False
" ""I been having these weird heart palpitations. It's like my heart is beating so fast and strong that I can feel it in my chest and arms.""",Heart palpitations,Severity,Severe,Informal Register,Confused,2,False,False,False
" ""I've been noticing that my arms are getting really puffy and sore.""",Swelling (arms or legs),Interference (with daily activities),Not at all,Neutral/Standard Register,Fearful,3,False,False,False
" ""My arms are so puffed up that I can't even wear my favorite sweater anymore.""",Swelling (arms or legs),Interference (with daily activities),A little bit,Poetic/Literary Register,Friendly,4,False,False,True
" ""My arms are swollen and it's hard to move them.""",Swelling (arms or legs),Interference (with daily activities),Somewhat,Neutral/Standard Register,Confused,2,False,False,False
" ""My arms are so swollen that I can't even lift them, and my legs are so puffy that I can't even walk without tripping.""",Swelling (arms or legs),Interference (with daily activities),Quite a bit,Poetic/Literary Register,Fearful,5,False,False,False
" ""My arms are so swollen I can't even wear a watch.""",Swelling (arms or legs),Interference (with daily activities),Very much,Neutral/Standard Register,Angry,1,False,False,True
" ""I'm so sick and tired of these swollen arms and legs, it's like I'm a balloon ready to pop!""",Swelling (arms or legs),Frequency,Almost constantly,Informal Register,Insulting,2,True,False,False
" ""I have been experiencing swelling in my arms and legs for the past few days, but I am not sexually active.""",Swelling (arms or legs),Frequency,Not sexually active,Formal Register,Confused,2,False,False,False
" ""I got up this mornin and my arms was all swollen like sausages. I'm scared I'm gonna die or somethin.""",Swelling (arms or legs),Frequency,Prefer not to answer,Vulgar Register,Fearful,1,False,False,True
" ""I've been noticing that my arms and legs have been swelling up a lot lately. It's really scary because I've never had this problem before. I'm worried that it might be a sign of something serious.""",Swelling (arms or legs),Frequency,Occasionally,Neutral/Standard Register,Fearful,4,False,False,False
" ""My limbs are puffed up like a pair of fat sausages, and I feel like I'm drowning in a sea of fluid.""",Swelling (arms or legs),Frequency,Frequently,Poetic/Literary Register,Insulting,2,False,False,True
" ""I've been feeling really bloated lately, and my arms and legs are so swollen.""",Swelling (arms or legs),Frequency,Never,Neutral/Standard Register,Confused,3,False,False,False
" ""I have been experiencing swelling in my arms and legs for a while now, but I thought it was just because I had been sitting around too much. But now I am worried that it might be something more serious.""",Swelling (arms or legs),Frequency,Rarely,Formal Register,Confused,4,False,False,False
" ""I've been feeling really bloated lately and my arms and legs are so swollen, it's like I've gained 10 pounds in a week!""",Swelling (arms or legs),Severity,Very severe,Informal Register,Friendly,3,False,False,True
" ""My arms are puffed up like balloons, and my legs are so swollen that I can't even bend them.""",Swelling (arms or legs),Severity,Not sexually active,Poetic/Literary Register,Friendly,3,False,False,False
" ""I've been feeling really bloated lately and my arms and legs are all swollen.""",Swelling (arms or legs),Severity,Prefer not to answer,Informal Register,Neutral,2,False,False,True
" ""I'm tellin' ya, I woke up this mornin' and my arms were all swollen like sausages!""",Swelling (arms or legs),Severity,None,Vulgar Register,Angry,3,False,False,False
" ""My arms are so swollen that I can't even move them, it's like they are filled with water and I can't even sleep at night because of the pain.""",Swelling (arms or legs),Severity,Not applicable,Poetic/Literary Register,Neutral,4,True,False,True
" ""I'm so bloated my arms are like sausages!""",Swelling (arms or legs),Severity,Moderate,Informal Register,Insulting,1,False,False,True
" ""Oh my god, my arms are so swollen, it's like a balloon, I'm so scared, what if this is some kind of cancer?""",Swelling (arms or legs),Severity,Mild,Informal Register,Fearful,5,False,False,True
" ""I'm so sick of this swelling in my arms and legs. It's been going on for weeks now and I'm so tired of feeling like I'm going to burst.""",Swelling (arms or legs),Severity,Severe,Neutral/Standard Register,Angry,2,False,True,False
" ""I'm so scared that I'll never get rid of these acne scars, I've tried everything but nothing works.""",Acne,Severity,Very severe,Informal Register,Fearful,3,False,False,False
" ""My face is a battlefield, with acne scars as the gruesome reminders of the war that rages within me.""",Acne,Severity,Not sexually active,Poetic/Literary Register,Confused,2,False,False,False
" ""I've got this bloody acne on me face, it's driving me mad, I can't even look at myself in the mirror.""",Acne,Severity,Prefer not to answer,Vulgar Register,Friendly,2,False,False,False
" ""I've got this bloody acne all over my face, it's driving me mental, I can't even look at myself in the mirror without getting angry, I've tried everything to get rid of it but nothing works, I'm so frustrated and depressed, I just want to get rid of this bloody acne already!""",Acne,Severity,None,Vulgar Register,Angry,5,False,True,False
" ""I have been having these little red bumps on my face for a while now.""",Acne,Severity,Not applicable,Neutral/Standard Register,Friendly,1,False,False,True
" ""I've got this godawful acne on my face, and it's getting worse by the day. I'm so scared that I'll end up with permanent scarring. I've tried everything, from over-the-counter creams to prescription medications, but nothing seems to work. I'm so frustrated and anxious all the time. I just want to wake up one day and have clear, smooth skin again.""",Acne,Severity,Moderate,Vulgar Register,Fearful,5,False,True,False
" ""I have been having these little red bumps on my face for a while now, and they are getting worse and worse. They are very tender to the touch and seem to be getting bigger and bigger. I have tried to pop them, but that just makes them worse. I have tried to hide them with makeup, but that is not working very well. I am very self conscious about them and I do not know what to do.""",Acne,Severity,Mild,Neutral/Standard Register,Neutral,5,False,False,True
" ""I have acne on my face, back, chest, arms, and legs. It's red, swollen, painful, and itchy. I have blackheads and whiteheads. I have acne scars on my face.""",Acne,Severity,Severe,Informal Register,Confused,2,True,False,False
" ""I've got these bed sores on me bum and they're proper painful, mate.""",Bed/pressure sores,Presence/Absence,Not sexually active,Vulgar Register,Friendly,2,False,False,False
" ""I have bed/pressure sores on my back and buttocks.""",Bed/pressure sores,Presence/Absence,Prefer not to answer,Formal Register,Neutral,1,False,False,False
" ""My bed is a prison, and these sores are the bars that confine me.""",Bed/pressure sores,Presence/Absence,Not applicable,Poetic/Literary Register,Insulting,1,False,True,True
" ""I have noticed that I have developed bed sores on my back and buttocks, and they are very painful and itchy.""",Bed/pressure sores,Presence/Absence,No,Formal Register,Friendly,4,False,False,False
" ""My skin is sore and tender to the touch, and I have pressure sores on my back, buttocks, and hips. These sores are painful and itchy, and they are slow to heal. I have also developed bed sores on my heels and elbows, which are painful and tender to the touch.""",Bed/pressure sores,Presence/Absence,Yes,Poetic/Literary Register,Friendly,5,True,False,False
" ""My hair is falling out in clumps, I fear I shall be bald by morning.""",Hair loss,Amount,Not at all,Poetic/Literary Register,Fearful,1,False,False,True
" ""I'm losing my hair like crazy, it's so annoying, I mean, who loses their hair like this? I'm only 25 years old, I should be in the prime of my life, but now I look like an old man, I mean, I'm not even bald yet, but I can see my scalp through my thinning hair, it's so embarrassing, I don't know what to do, I've tried everything, but nothing works, I'm so frustrated, I just want my hair to grow back, is that too much to ask?""",Hair loss,Amount,A little bit,Informal Register,Insulting,5,False,False,False
" ""I've been losing hair on my head for a while now, but I thought it was just stress or something, but now I'm losing hair on my arms and legs too.""",Hair loss,Amount,Somewhat,Neutral/Standard Register,Confused,5,False,False,False
" ""I've been losing hair quite a bit lately.""",Hair loss,Amount,Quite a bit,Informal Register,Friendly,1,False,False,True
" ""I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and it's getting worse. I have been losing hair on my head for a while now, and",Hair loss,Amount,Very much,Neutral/Standard Register,Friendly,2,True,False,True
" ""I am experiencing hand-foot syndrome, a rash of the hands and feet that can cause cracking, peeling, redness or pain.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Very severe,Formal Register,Angry,1,False,True,False
" ""My hands and feet are on fire, as if I had dipped them in a vat of boiling oil. The skin on my palms and soles is peeling off in layers, revealing raw, red flesh beneath. It feels as if I am walking on hot coals, and every step I take causes my feet to crack and bleed. I can feel the heat radiating from my hands and feet, as if I had a fever that only affected my extremities. It is as if my body is trying to expel me from within, as if I were a parasite that needed to be purged.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Not sexually active,Poetic/Literary Register,Confused,5,False,False,False
" ""My hands and feet are on fire, and I can't stop scratching myself. It's like I'm a human version of a porcupine, and I'm so embarrassed to show anyone my hands and feet. I'm so sick of this Hand-foot syndrome, I wish I could just cut my hands and feet off and be done with it.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Prefer not to answer,Poetic/Literary Register,Insulting,5,False,True,False
" ""I'm dying from this hand foot syndrome, it's so bloody annoying!""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,None,Informal Register,Insulting,1,False,False,True
" ""I got a rash on my hands and feet, it's so itchy and painful, and it's spreading all over my body, I'm so scared, I don't know what to do, I've never felt this way before, I'm so confused, I'm so scared, I don't know what to do, I've never felt this way before, I'm so confused""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Not applicable,Informal Register,Confused,2,True,False,True
" ""I have been experiencing a rash on my hands and feet for the past few days, and it is becoming increasingly painful.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Moderate,Formal Register,Fearful,3,False,False,True
" ""I got these red bumps on my hands and feet, and they're so itchy I can't even sleep. It's like having a thousand ants crawling all over me. And it's not just the itching, it's the pain. It feels like my skin is on fire. I can't even wear a watch or a ring because it's so uncomfortable. And it's not just my hands and feet, it's my whole body. I've got a rash all over my chest and back. It's so embarrassing. I don't know how much more of this I can take.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Mild,Vulgar Register,Angry,5,False,False,False
" ""I got these red bumps on my hands and feet, and they hurt like hell. What the f**k is this? I'm so scared, I can't even sleep at night.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Severe,Vulgar Register,Fearful,2,False,False,True
" ""I have been having these red splotchy raised areas on my skin for a few days now. They are very itchy and seem to appear and disappear randomly. They are not in any specific pattern and seem to be all over my body. They are very small and raised, but not painful to the touch. They seem to be getting worse and I am getting very worried.""",Hives,Presence/Absence,Not sexually active,Neutral/Standard Register,Neutral,5,False,False,True
" ""I've got these f**king hives all over my body, man. I'm so sick of scratching the sh** out of my skin. It's like I'm allergic to my own f**king self or something.""",Hives,Presence/Absence,Prefer not to answer,Informal Register,Insulting,2,False,True,False
" ""My skin is covered in red welts, itchy and swollen, as if a thousand bees have stung me. My arms and legs are covered in these angry red bumps, and they are spreading rapidly. I feel as if I am on fire, and I am consumed by an overwhelming urge to scratch them. I am exhausted from trying to resist the urge to scratch, and I am left with bloody welts and raw, red skin.""",Hives,Presence/Absence,Not applicable,Poetic/Literary Register,Neutral,2,True,False,True
" ""My skin is covered in a rash of red welts that seem to move and shift as I look at them, as if they are alive.""",Hives,Presence/Absence,No,Poetic/Literary Register,Confused,1,False,False,True
" ""I've been having these itchy bumps all over my body for the past few days. They're so annoying, I can't even sleep at night because I keep scratching them. I've tried everything to get rid of them, but nothing seems to work. I'm so frustrated, I just want to scream!""",Hives,Presence/Absence,Yes,Neutral/Standard Register,Insulting,5,False,False,True
" ""Itching is severe, I have it all over my body, including my face, arms, legs, back, chest, and abdomen. It is very intense and I scratch my skin until it bleeds. I have tried several topical creams and oral medications, but nothing has helped so far.""",Itching,Severity,Very severe,Neutral/Standard Register,Fearful,4,True,True,False
" ""My skin itches all over, especially at night when I try to sleep. It's so bad that I scratch until I bleed. I feel like I'm going crazy. I'm so anxious and depressed all the time. I can't concentrate on anything. I'm always tired and I have no energy. I feel like I'm going to die.""",Itching,Severity,Not sexually active,Poetic/Literary Register,Fearful,4,True,False,False
" ""A constant itching sensation on my skin, which is exacerbated by scratching, and is most prominent on my back, neck, and scalp.""",Itching,Severity,Prefer not to answer,Poetic/Literary Register,Neutral,3,True,False,False
" ""I got this crazy itching all over my body. It's like my skin is on fire. I can't stop scratching. I'm so angry and frustrated. I can't sleep because of this itching. I'm so tired and exhausted. I just want this itching to go away.""",Itching,Severity,None,Informal Register,Angry,4,True,False,True
" ""I have been experiencing an itching sensation on my skin for a while now.""",Itching,Severity,Not applicable,Formal Register,Confused,1,False,False,True
" ""I have been experiencing an itching sensation on my skin for the past few days.""",Itching,Severity,Moderate,Neutral/Standard Register,Neutral,2,False,False,False
" ""I got this real bad itching all over me body, it's like I'm on fire, I can't stop scratchin'.""",Itching,Severity,Mild,Vulgar Register,Confused,2,False,True,True
" ""I got this damn rash all over my body and it itches like hell!""",Itching,Severity,Severe,Vulgar Register,Angry,2,False,False,False
" ""I've noticed that my nails have been turning yellowish lately.""",Nail discoloration,Presence/Absence,Not sexually active,Informal Register,Friendly,2,False,False,False
" ""I have noticed that my nails have been turning yellow.""",Nail discoloration,Presence/Absence,Prefer not to answer,Neutral/Standard Register,Neutral,1,False,False,True
" ""My nails are turning yellow and it's really scaring me.""",Nail discoloration,Presence/Absence,Not applicable,Informal Register,Fearful,2,False,True,False
" ""My nails have turned yellow and brittle, and they split easily. They are also thick and hard to cut. My cuticles are also inflamed and red.""",Nail discoloration,Presence/Absence,No,Poetic/Literary Register,Fearful,5,True,True,False
" ""I got this fukin discoloration on my nails and it's been there for weeks now. I've tried every fukin thing I could find on the internet but nothing's workin'.""",Nail discoloration,Presence/Absence,Yes,Vulgar Register,Angry,3,False,True,True
" ""My nails have been falling off one by one, and I can't help but feel as though I'm losing a part of myself.""",Nail loss,Presence/Absence,Not sexually active,Poetic/Literary Register,Friendly,3,False,False,False
" ""My nails have been falling off one by one, like autumn leaves from a tree, and I fear I shall be left with no nails at all.""",Nail loss,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Confused,2,False,False,False
" ""I have been noticing that my fingernails have been falling off one by one for the past few days. I am worried that it might be a sign of something serious.""",Nail loss,Presence/Absence,Not applicable,Formal Register,Fearful,3,False,False,False
" ""I am quite certain that my nails are falling off due to some sort of infection. It is quite embarrassing to have to explain this to a medical professional, but I am sure you are quite used to dealing with such disgusting cases.""",Nail loss,Presence/Absence,No,Formal Register,Insulting,3,False,False,False
