,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
40,['Sinus tachycardia'],"""I dont no why its happendin to me but its makin me feel so bad, my sinuses are in pain and my heart is racin like crazy, I cant breathl, my head is spinning and I feel like I can die!!""",Vulgar Register,Angry,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sinus tachycardia. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Angry tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
41,['Supraventricular tachycardia'],"""I am feelin very sick today, my heart is beatin at 150 beats per minute, my ventricles are goin to burst if I dont get somethin to help me, my blood pressure is gettin lower and lower, I dont know how much longer I can hold on, I am in so much pain, my legs and arms feel like jelly, I cant move, I am so weak, I dont know if I can even breath, I am so scared, I am so tired, I dont know if I can make it through the day, I am so... """,Neutral/Standard Register,Fearful,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Supraventricular tachycardia. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences']. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
42,"['Tricuspid valve disease', 'Vaginal anastomotic leak', 'Oral dysesthesia']","""My heart is beating very slowly and I feel a big heavy lump in my throat. I am experiencing a lot of pain in my mouth and throat, it feels like there is a burning sensation. The valve between my heart and lungs is not opening properly, it's like a big clogged pipe, and it's causing me a lot of discomfort. I feel like I'm having trouble breathing, but I'm not sure if it's the valve or something else. I'm feeling a lot of pressure in my chest, it's like a big band. I've been feeling this way for a few days now, and it's getting worse, I don't know what's causing it, it's just so painful. I'm scared, I don't know what's going to happen to me.""",Neutral/Standard Register,Confused,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tricuspid valve disease, Vaginal anastomotic leak, Oral dysesthesia. The symptoms are graded on a scale of ['Grade 3', 'Grade 4', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; severe regurgitation or stenosis; symptoms controlled with medical intervention', 'Life-threatening consequences; urgent operative intervention indicated', 'Mild discomfort; not interfering with oral intake']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
43,"['Ventricular arrhythmia', 'Perforation bile duct']","I am in agony, my heart is racing, I feel like I'm going to die, my bile duct is perforated, my ventricularrhythmia is out of control, I'm dying, I'm dying, I'm dying.",Poetic/Literary Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular arrhythmia, Perforation bile duct. The symptoms are graded on a scale of ['Grade 2', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Non-urgent medical intervention indicated', 'Death']. The patient speaks in Poetic/Literary Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
44,['Ventricular fibrillation'],"""I feel my heart is going to explode and I'm going to pass out right now.""",Neutral/Standard Register,Neutral,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular fibrillation. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
45,['Ventricular tachycardia'],"""I'm so scared I'm having a ventricular tachycardia, it's so sever and I dont no what to do, I'm in so much pain, my heart is beating so fast, I feel like I'm going to die, I dont no if I'm going to be ok, I dont no if I'm going to die, I dont no if I'm going to die.""",Informal Register,Fearful,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular tachycardia. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, urgent intervention indicated']. The patient speaks in Informal Register and uses a Fearful tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
46,"['Congenital, familial and genetic disorders - Other, specify', 'Chest pain - cardiac']","""I feel like I've got a chest problem, but I'm not sure what it is, I think it's somethin' familiy, genetic, or other, and it hurts when I go out, but not when I stay in, I dont need any medikins, just a bit of rest, and maybe a glass of wine, and I dont know if I should go to the doctor, but I dont feel like I'm in trouble, I dont think I should go, I think I can just be left alone, I dont know if I should be worried, I dont think I should be worried, I dont think I should be worried, I dont think I should be worried.""",Vulgar Register,Fearful,1,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Congenital, familial and genetic disorders - Other, specify, Chest pain - cardiac. The symptoms are graded on a scale of ['Grade 2', 'Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL', 'Moderate pain; pain on exertion; limiting instrumental ADL; hemodynamically stable']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
47,"['Ear and labyrinth disorders - Other, specify']","""I have been experiencing ear and labyrinth disorders for the past 4 weeks, which have been a constant source of distress and discomfort, causing me to feel anxious and irritable, and my hearing loss has been progressing at a rate of 2-3 grade 4 each week, with a noticeable increase in the frequency of my migraines, which are becoming increasingly debilitating and are now affecting my ability to sleep, eat, and even interact with my family and friends, which I find to be a source of great distress and a major source of anxiety and frustration.""",Formal Register,Friendly,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear and labyrinth disorders - Other, specify. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Formal Register and uses a Friendly tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
48,['Ear pain'],"""I've got ear pain, ear pain, ear pain, ear pain, ear pain, ear pain, ear pain, ear pain, ear pain.""",Vulgar Register,Friendly,1,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear pain. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe pain; limiting self care ADL']. The patient speaks in Vulgar Register and uses a Friendly tone. The description should be very brief with minimal details. The patient should explicitly mention all symptoms they have, specifically: Ear pain. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
49,"['External ear pain', 'Phlebitis', 'Nail discoloration', 'Vaginal pain']","""Oi, me mam's got me ear in a right ol' pain, it's like a scorchin' hot stik in me head, and me throat's as sore as a bleedin' wound. I've been feelin' a bit off since I got the scab on me arm, and now I'm startin' to feel the effects o' the 'bottles' me mam's been drinkin' - the smell's got me nose all red and it's makin' me feel proper poorly. Me arm's all swollen and it's gettin' a right nasty patch o' phlebitis, and I've been tryin' to keep it under wraps, but I can feel the blood seepin' out, and it's makin' me feel like I've got a right nasty boil. Me nails are all discolored, and I've been tryin' to keep them from gettin' too long, but I've been feelin' the strain, and I've been gettin' the 'bottles' me mam's been drinkin' for ages, and I've been gettin' the hang o' it, but it's still makin' me feel proper miserable.""",Vulgar Register,Insulting,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: External ear pain, Phlebitis, Nail discoloration, Vaginal pain. The symptoms are graded on a scale of ['Grade 4', 'Grade 2', 'Grade 4', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Present', ' -', 'Severe pain; limiting self care ADL']. The patient speaks in Vulgar Register and uses a Insulting tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
50,['Hearing impaired'],"The patient's voice is deep and gravelly, with a hint of a New York accent.   ""The doctor says I need to use a hearing aid to hear the words, but they're not even close to what I hear. The 3 kHz range is all I can hear, but it's not even there. The 6 kHz range is barely audible, and the 8 kHz range is just a whisper. I can hear the words, but they're not even real words. It's like they're just echoes in my head. I'm trying to follow the conversation, but it's like they're speaking in a different language. I'm so frustrated, and my head is killing me. I don't know how to use this thing, it's like a foreign language. I'm just trying to survive, but it's like I'm losing myself.""   Grade 3: Hearing loss with hearing aid or intervention indicated; limiting self care ADL;   Grade 2: Hearing loss with hearing aid or intervention indicated; threshold shift >25 dB averaged at 3 contiguous test frequencies in at least one ear; therapeutic intervention indicated;  Grade 1: Adults enrolled on a Monitoring Program (on a 1, 2, 3, 4, 6, and 8 kHz audiogram): Threshold shift of >25 dB averaged at 3 contiguous test frequencies in at least one ear; therapeutic intervention indicated;  Grade 4: Hearing loss with hearing aid",Neutral/Standard Register,Insulting,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hearing impaired. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Adults enrolled on a Monitoring Program (on a 1, 2, 3, 4, 6, and 8 kHz audiogram): Threshold shift of >25 dB averaged at 3 contiguous test frequencies in at least one ear; therapeutic intervention indicated;\n\nAdults not enrolled on a Monitoring Program: Hearing loss with hearing aid or intervention indicated; limiting self care ADL; \n\nPediatric (on a 1, 2, 3, 4, 6, and 8 kHz audiogram): Hearing loss sufficient to indicate therapeutic intervention, including hearing aids; threshold shift >20 dB at 2 to < 4 kHz in at least one ear']. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
51,['Middle ear inflammation'],"""I dont no how me got this blasted middle ear inflamtion, i just know it hurts alot, me ear hurts like it is on fire, i can feel the eardrum movin like it is burstin, me eardrum is sore, me eardrum hurts like me eardrum is on fire, i cant hear a thing, me hearing is like me eardrum is infected, i dont no why i got it, me ear is a mess, i cant even ben in me own home, me hearing is gone, me ear is infected, me eardrum is burstin, me eardrum hurts like it is on fire, i dont no why me got it, me ear hurts alot, i dont no how me got it, me eardrum is infected, me eardrum hurts like it is on fire, i cant ben in me own home, me hearing is gone, me eardrum is burstin, me eardrum hurts like it is on fire, i dont no why me got it, me ear is a mess, i cant even ben in me own home, me hearing is gone, me eardrum is infected, me eardrum hurts like it is on fire, i dont no why me got it, me ear hurts alot, i dont no how me got it, me eardrum is infected, me eardrum hurts like it is on fire, me eardrum hurts like it is",Vulgar Register,Confused,4,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Middle ear inflammation. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Serous otitis, medical intervention indicated']. The patient speaks in Vulgar Register and uses a Confused tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
52,['Tinnitus'],"""I cant beleive I have this tinnitus, its drivin me mad!""",Poetic/Literary Register,Fearful,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tinnitus. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Fearful tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
53,['Vertigo'],"""Oy, I dont no what's goin on wi me, but its vertigo, and its a right nasty one, i cant see anythin, and its makin me feel like i'm bein lifted out of me heid, like i'm bein spun around in a ship, and its so bad, i cant even shure if its me or the house that's bein affected, but its definatly the house, i dont no how, but its got to be somethin, i keep lookin at the sky, and i dont no why, and its makin me feel like i'm bein pulled out of me heid, like i'm bein spun around in a ship, and its so bad, i cant even shure if its me or the house that's bein affected, but its definatly the house, i dont no how, but its got to be somethin, i keep lookin at the sky, and i dont no why, and its makin me feel like i'm bein pulled out of me heid, like i'm bein spun around in a ship, and its so bad, i cant even shure if its me or the house that's bein affected, but its definatly the house, i dont no how, but its got to be somethin, i keep lookin at the sky, and i dont no why, and its makin me feel like i'm be",Vulgar Register,Fearful,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vertigo. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate symptoms; limiting instrumental ADL']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
54,['Vestibular disorder'],"""I feel like I bein in a boat that be takin me down the stream, every time I be in the water I get a terrible feelin in my head, and I be gettin dizzy and I be feelin nauseous, and I be gettin a feelin that I be in a stormy sea, and I be gettin so scared I be wantin to hide under the bed, I be wantin to be in a dark place where I be not seein nothin, I be wantin to be in a place where I be not hearin nothin, I be wantin to be in a place where I be not feelin nothin, I be wantin to be in a place where I be not thinkin nothin, I be wantin to be in a place where I be not feelin nothin, I be wantin to be in a place where I be not thinkin nothin, I be wantin to be in a place where I be not feelin nothin, I be wantin to be in a place where I be not thinkin nothin, I be wantin to be in a place where I be not feelin nothin, I be wantin to be in a place where I be not thinkin nothin, I be wantin to be in a place where I be not feelin nothin, I be wantin to be in a place where I be not thinkin nothin",Poetic/Literary Register,Insulting,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vestibular disorder. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; limiting instrumental ADL']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
55,"['Adrenal insufficiency', 'Cholesterol high']","""Oh dear, I feel like a sack of potatoes, my Adrenal insufficiency bein so sever, I cant even lift my knees, my cholesterol bein high, I feel like a big ol' bear, I dont know what to do, I just want to sleep all day.""",Poetic/Literary Register,Friendly,2,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Adrenal insufficiency, Cholesterol high. The patient speaks in Poetic/Literary Register and uses a Friendly tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
56,['Cushingoid'],"""My head hurts somtime and I dont know what is wrong with me.""",Neutral/Standard Register,Confused,4,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cushingoid. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Cushingoid. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
57,['Delayed puberty'],"""I feel like I'm stuck in a perpetual twilight, my body a map of its own, with a growth spurt that's a slow-motion car crash, and my mind is a jumble of disjointed thoughts, as if I'm still learning to navigate the world, and my emotions are a maelstrom of conflicting desires, all of which are swirling around me like a whirlpool, leaving me feeling lost and disconnected from the world around me, and I'm not sure if I'm growing or shrinking, or if I'm still a child or still a teenager, and I'm not sure if I'm ready for the world or if I'm not, and I'm not sure if I'm worthy of love and acceptance, or if I'm just a fragile, broken thing, lost in the darkness of my own mind, and I'm not sure if I'm still in the world or if I'm still on the outside looking in, and I'm not sure if I'm still a person or if I'm just a shadow of a person, lost in the void, and I'm not sure if I'm still alive or if I'm just a memory, fading away like a ghost, leaving me with nothing but the echoes of my own despair, and I'm not sure if I'm still me or if I'm just a stranger in my own life, lost in the labyrinth of my own mind, and I'm not sure if I'm still a person or if I'm",Poetic/Literary Register,Neutral,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Delayed puberty. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
58,"['Endocrine disorders - Other, specify']","""I've got a right ol' nasty cough, I am. It's been goin' on for a few days, but I reckon it's got somethin' to do with me endocrine system. I've been feelin' a bit off, like, since I got the flu a few days ago. I've been gettin' a bit of a headache and feelin' a bit tired all the time. I've been gettin' a bit of a sore throat and feelin' a bit under the weather, innit?""",Vulgar Register,Friendly,3,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Endocrine disorders - Other, specify. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated']. The patient speaks in Vulgar Register and uses a Friendly tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
59,['Growth accelerated'],"""My growth is not accelerating, it's actually slowing down, and it's not just a little bit, it's a full-on stop, and I'm feeling extremely frustrated and confused, and my body is not responding as it should, and I'm worried that I'm not going to grow at all, I'm not even a little bit, I'm stuck in this place, and I'm not getting the care I need, I'm not even getting a diagnosis, I'm not even getting a treatment plan, I'm just stuck here, feeling like I'm not even a part of this, I'm not even a person, I'm just a number, a number that's not growing, not even a little bit, and I'm scared, I'm scared to death, I don't know what's going to happen, I'm not even sure if I'll ever get the care I need, I'm not even sure if I'll ever grow, I'm just stuck, I'm stuck in this place, feeling like I'm not even a part of this, I'm not even a person, I'm just a number, a number that's not growing, not even a little bit, and I'm scared, I'm scared to death, I don't know what's going to happen, I'm not even sure if I'll ever grow, I'm just stuck, I'm stuck in this place, feeling like I'm not even a part of this, I'm",Neutral/Standard Register,Confused,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Growth accelerated. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
60,['Hyperparathyroidism'],"""Oh, wretched, woeful, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched, wretched,",Poetic/Literary Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperparathyroidism. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
61,['Hyperthyroidism'],"""I feel like I'm geting weaker every day, my heart is beating fast, I have a bad cough and my skin is breaking out, I need to take alot of meds to feel better, I have a bad headache and my feet ache too, my doctor says I need to take alot of meds to stop the heart beatin fast, I feel like I'm geting weaker every day, my heart is beating fast, I have a bad cough and my skin is breaking out, I need to take alot of meds to feel better, I have a bad headache and my feet ache too, my doctor says I need to take alot of meds to stop the heart beatin fast, I feel like I'm geting weaker every day, my heart is beating fast, I have a bad cough and my skin is breaking out, I need to take alot of meds to feel better, I have a bad headache and my feet ache too, my doctor says I need to take alot of meds to stop the heart beatin fast, I feel like I'm geting weaker every day, my heart is beating fast, I have a bad cough and my skin is breaking out, I need to take alot of meds to feel better, I have a bad headache and my feet ache too, my doctor says I need to take alot of meds to stop the heart beatin fast, I feel like I'm geting weaker every day, my heart is beating fast, I have a bad cough and",Neutral/Standard Register,Fearful,1,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperthyroidism. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; thyroid suppression therapy indicated; limiting instrumental ADL']. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
62,"['Hypoparathyroidism', 'Dysphagia']","""The wretched throes of this wretched disease have been the bane of my existence, a torment that hath beset me with such a ghastly severity that I am forced to confess that I am in a state of utter despair, and my symptoms, I confess, are a dire affront to my pitiful body, and I am beset with such a terrible dysphagia that I am forced to choke down my very own bile, and my hypoparathyroidism, a wretched curse that hath left me feeling a wretched, wretched, wretched, and I am forced to beg for mercy, for I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I am but a wretched, wretched, wretched, and I",Poetic/Literary Register,Insulting,5,True,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypoparathyroidism, Dysphagia. The symptoms are graded on a scale of ['Grade 2', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate symptoms; medical intervention indicated', 'Death']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Hypoparathyroidism, Dysphagia. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
63,['Hypophysitis'],"""I am severely hypophysitis, a septic condition of the pituitary gland, with a fever of 39.5, chills, my body temperature is 38, my heart rate is 100, my blood pressure is 120, my blood glucose is 10, my liver function is 15, my skin is 20, my throat is 30, my eyes are 40, my ears are 50, my nose is 60, my mouth is 70, my stomach is 80, my abdominal pain is 90, my headache is 100, my muscle pain is 120, my respiratory is 140, my chest is 150, my back pain is 160, my limbs are 170, my joints are 180, my digestive system is 190, my eyes are 200, my ears are 210, my nose is 220, my mouth is 230, my stomach is 240, my abdominal pain is 250, my headache is 260, my muscle pain is 270, my respiratory is 280, my chest is 290, my back pain is 300, my limbs are 310, my joints are 320, my digestive system is 330, my eyes are 340, my ears are 350, my nose is 360, my mouth is 370, my stomach is 380, my abdominal pain is 390, my headache is 400, my muscle pain",Neutral/Standard Register,Angry,5,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypophysitis. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL']. The patient speaks in Neutral/Standard Register and uses a Angry tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Hypophysitis. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
64,"['Hypopituitarism', 'Sinusitis']","""I have alot of fever and headache and my sinuses are all boos and I cant go to the bathroom, it hurts when I go.""",Neutral/Standard Register,Neutral,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypopituitarism, Sinusitis. The symptoms are graded on a scale of ['Grade 3', 'Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL', 'Localized; oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
65,['Hypothyroidism'],"""My body feel like it's bein in a drier than normal house, my throat hurt somethin bad, and my skin feelin like it's bein burned.""",Formal Register,Neutral,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypothyroidism. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Formal Register and uses a Neutral tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
66,['Precocious puberty'],"""I feel like I'm 15 again, I'm getting my period, I'm growing hair on my face, I'm still in diapers, I'm 5 years old in my body.""",Informal Register,Friendly,1,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Precocious puberty. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Physical signs of puberty with no biochemical markers for females <8 years and males <9 years']. The patient speaks in Informal Register and uses a Friendly tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
67,['Testosterone deficiency'],"""I dont feel nothin, just feelin like im losin my virsle.""",Informal Register,Insulting,2,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Testosterone deficiency. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic; mild symptoms with no intervention indicated']. The patient speaks in Informal Register and uses a Insulting tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
