,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
51,['Middle ear inflammation'],"""My poor eardrum doth ache with a dull, throbbing pain, a symptom of the middle ear's inflam'd state, I fear.""",Poetic/Literary Register,Friendly,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Middle ear inflammation. The patient speaks in Poetic/Literary Register Register and uses a Friendly tone. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
52,['Tinnitus'],"""I'm experiancing a Grade 3 tinnitus, its a persistant ringing in my ears that's quite distressing, I can hear it almost all the time.""",Formal Register,Friendly,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tinnitus. The patient speaks in Formal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe symptoms; limiting self care ADL']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
53,['Vertigo'],"""I'm experinencin a Grade 3 vertigo, its like my whole world is spinnin, I feel like I'm goin to pass out, my head is spinnin so bad I can barely stand up, I've been havin these episods for a few days now and I'm gettin really scared, I dont no whats goin on with me.""",Neutral/Standard Register,Fearful,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vertigo. The patient speaks in Neutral/Standard Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe symptoms; limiting self care ADL']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
54,['Vestibular disorder'],"""I'm afwaid I'm experiancing a rather puzzling condition, as my vestibular system seems to be functioning at a Grade 4 level of dysfunction, manifesting as intense vertigo, with my head spinning in a rather erratic manner, and my sense of balance being severely impaired, making it diffikult for me to navigate even the simplest of tasks, such as walking or changing direction without becoming disoriented, which is, I must admit, a Grade 5 level of distress.""",Formal Register,Confused,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vestibular disorder. The patient speaks in Formal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
55,['Adrenal insufficiency'],"""Ugh, I'm dyin' here, doc, I got Adrenal insufficiency, Grade 4, I'm literally collapsin' on the floor, can't even walk without faintin', just fix me already!""",Informal Register,Insulting,1,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Adrenal insufficiency. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent intervention indicated']. The description should be very brief with minimal details. The patient should explicitly mention the symptoms they have (e.g., Adrenal insufficiency).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
56,['Cushingoid'],"""Ugh, I'm currntly sufferin from this Cushingoid abomination, it's a Grade 4, don't you know? I've got a bloated face, a hump on my back, a moon-shaped face, purple striae all over my body, a thinning of my skin, an increased risk of infections, a weakened immune system, and a general feelin of bein a pathetic excuse for a human, with all these symptoms accumulatin like a fest'rin mess.""",Poetic/Literary Register,Insulting,5,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cushingoid. The patient speaks in Poetic/Literary Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
57,['Delayed puberty'],"""I've been experiensing Delayed puberty, its pretty bad, I'd say its a Grade 4, I havent developd any secondary sexuall caracteristics, its been like this for a whiel now and its scaring me.""",Neutral/Standard Register,Fearful,1,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Delayed puberty. The patient speaks in Neutral/Standard Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 4'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very brief with minimal details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
58,"['Endocrine disorders - Other, specify']","""I'm experiening a Grade 2 case of Cushing's syndrome, caracterised by a moderate level of sympthoms, includng an excessive amount of body hair, a rounded face, a hump on the knuckle of my middle fingers, and an overall feeling of being overweight, which is quite distressing, as it's affectin my daily activites and causing me to feel rather self-concious.""",Formal Register,Friendly,5,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Endocrine disorders - Other, specify. The patient speaks in Formal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL']. The description should be very detailed and comprehensive. The patient should explicitly mention the symptoms they have (e.g., Endocrine disorders - Other, specify).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
59,['Growth accelerated'],"""My limbs, once a gentle brook, now swiftly swell and surge with accelerated growth, a Grade 5 turmoil that besets me, as if my very cells are racing to outpace the morning dew, and I, a vessel, am beset by an unrelenting tide of expansion, with nary a respite to be found, my skin a canvas of constant change, as the once-familiar contours of my form now blur and blend, like a watercolour painting left to the whims of the wind.""",Poetic/Literary Register,Neutral,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Growth accelerated. The patient speaks in Poetic/Literary Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
60,"['Hyperparathyroidism', 'Bronchial fistula', 'Rhabdomyolysis']","""Oh no, I'm freaking out, I've got this Hyperparathyroidism that's been making me feel really weak and dizzy, and now I've got a Grade 1 Bronchial fistula that's got me coughing up blood and stuff, and to make matters worse, I've got Grade 2 Rhabdomyolysis that's causing my muscles to cramp up something awful, I'm scared I'm gonna lose control or something!""",Informal Register,Fearful,2,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperparathyroidism, Bronchial fistula, Rhabdomyolysis. The patient speaks in Informal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 1', 'Grade 1', 'Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Mild symptoms; intervention not indicated', 'Asymptomatic', 'Non-urgent intervention indicated']. The description should be brief with some basic details. The patient should explicitly mention the symptoms they have (e.g., Hyperparathyroidism, Bronchial fistula, Rhabdomyolysis).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
61,['Hyperthyroidism'],"""Uh, doc, I'm feeling pretty crummy, my heart's been racing like crazy, I'd say it's a solid 4 out of 5, and I've been sweating like a pig, so I'd rate that one a 5, but I'm also feeling kinda anxious, that's about a 3, and my appetite's been all over the place, I'd say that's a 4, and to top it all off, I've been having these weird palpitations, that's a 4 too.""",Informal Register,Friendly,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperthyroidism. The patient speaks in Informal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
62,"['Hypoparathyroidism', 'Esophageal perforation']","""Oh, dread fate that's beset me, my bones ache with Hypoparathyroidism's cruel might, my esophagus is pierced, a mortal wound, Esophageal perforation's silent scream, I fear the dark abyss of death's cold night.""",Poetic/Literary Register,Fearful,2,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypoparathyroidism, Esophageal perforation. The patient speaks in Poetic/Literary Register Register and uses a Fearful tone. The description should be brief with some basic details. The patient should explicitly mention the symptoms they have (e.g., Hypoparathyroidism, Esophageal perforation).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
63,['Hypophysitis'],"""My pituitary gland is acting up, I'm experiancing a Grade 3 Hypophysitis, my head is pounding with a dull ache, and I'm feeling a bit off, like my body is in a state of limbo, my energy is dwindling, and my thoughts are as foggy as the morning dew.""",Poetic/Literary Register,Neutral,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypophysitis. The patient speaks in Poetic/Literary Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
64,['Hypopituitarism'],"""Oh dear doctor, I fear I am experiencing an alarming Grade 5 manifestation of hypopituitarism, characterized by an excruciatingly low Grade 5 level of pituitary hormone production, which has resulted in an extremely distressing Grade 5 decline in my overall bodily functions, including a Grade 5 diminishment of my adrenal gland's ability to produce cortisol, a Grade 5 reduction in my thyroid gland's production of thyroid-stimulating hormone, a Grade 5 decrease in my gonadal gland's secretion of sex hormones, a Grade 5 diminishment of my pancreas's production of insulin and glucagon, and a Grade 5 reduction in my posterior pituitary gland's release of antidiuretic hormone and oxytocin, leading to an extremely precarious Grade 5 state of life-threatening physiological instability.""",Formal Register,Fearful,5,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypopituitarism. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should be very detailed and comprehensive.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
65,"['Hypothyroidism', 'Uveitis', 'Rectal ulcer']","""Weighty Lassitude, Heavy Eyelids, Foggy Mind, Receding Hairline, Dry Skin, Cold Hands and Feet, Sluggish Metabolism, Brittle Nails, Insatiable Hunger, Weight Gain, Swollen Face and Hands, Double Vision, Blurred Vision, Eye Pain, Sensitivity to Light, Redness and Swelling of the Eyes, Bowel Obstruction, Abdominal Pain, Rectal Bleeding, Diarrhea, Constipation, Loss of Appetite, Nausea, Vomiting, Abdominal Swelling, Fever, Chills, Joint Pain, Muscle Weakness, Fatigue, Headaches, Dizziness, Irritability, Mood Swings.""",Poetic/Literary Register,Confused,5,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypothyroidism, Uveitis, Rectal ulcer. The patient speaks in Poetic/Literary Register Register and uses a Confused tone. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
66,['Precocious puberty'],"""Ugh, doc, i'm feelin kinda cruddy, got a Grade 5 case of precocious puberty goin on, my body's all like 'hey, let's get this puberty party started NOW' and my brain's all 'wait, what, i'm 10?!' my periods are like, super irregular, Grade 4, and my breasts are all like, super big, Grade 5, it's like, super embarassin, i feel like a total freak!""",Informal Register,Insulting,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Precocious puberty. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
67,['Testosterone deficiency'],"""I've been experiencing a Grade 3 decrease in libido and a Grade 3 reduction in muscle mass, along with a Grade 3 decrease in overall energy levels.""",Neutral/Standard Register,Friendly,1,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Testosterone deficiency. The patient speaks in Neutral/Standard Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very brief with minimal details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
68,['Virilization'],"""My hair is thinning and growing in places I don't want it to, my voice has deepened, my muscles are more defined, I'm experiencing Acne, Excessive Hair Growth on my body, Clitoral Enlargement, Male Pattern Baldness, and Irregular Menstrual Cycles.""",Neutral/Standard Register,Fearful,2,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Virilization. The patient speaks in Neutral/Standard Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Moderate symptoms; medical intervention indicated']. The description should be brief with some basic details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
69,['Blurred vision'],"""I'm experiencing a Grade 4 level of blurred vision, which is somewhat severe, and it's affecting my daily activities, particularly reading and watching television.""",Formal Register,Friendly,2,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Blurred vision. The patient speaks in Formal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be brief with some basic details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
70,"['Cataract', 'Hepatitis B reactivation']","""Decreased visual acuity in the affected eye, with best corrected visual acuity of 20/200 or worse, and intermittent fatigue, mild jaundice, dark urine, nausea, and loss of appetite.""",Formal Register,Neutral,2,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cataract, Hepatitis B reactivation. The patient speaks in Formal Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Best corrected visual acuity of 20/200 or worse in the affected eye', 'Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated']. The description should be brief with some basic details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
71,['Corneal ulcer'],"""As I gaze upon the canvas of my vision, a Grade 3 corneal ulcer unfolds, its tender surface a map of pain, a slow-burning ember that sears my eye with an aching tenderness, a subtle yet insistent reminder of its presence.""",Poetic/Literary Register,Neutral,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Corneal ulcer. The patient speaks in Poetic/Literary Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Corneal ulcer without perforation in the affected eye']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
72,['Dry eye'],"""I'm experiensing Grade 1 dry eye, where my eyes feel kinda dry and itchy, especily in the morning after I wake up, but I can relive the discomfort with some lubricating eye drops, they realy help to moisturize my eyes and make me feel alot better.""",Neutral/Standard Register,Neutral,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dry eye. The patient speaks in Neutral/Standard Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic; clinical or diagnostic observations only; symptoms relieved by lubricants']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
73,['Extraocular muscle paresis'],"""Difficulty moving my eyes, Eyelids drooping, Vision blurry, Headaches, Eye pain, Difficulty swallowing, Drooling, Difficulty speaking, Swallowing food and liquids, Difficulty turning my head.""",Vulgar Register,Confused,4,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Extraocular muscle paresis. The patient speaks in Vulgar Register Register and uses a Confused tone. The description should be detailed and thorough. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
74,"['Eye disorders - Other, specify']","""I'm experiencing a Grade 3 condition with my eyes, it's quite perplexing, as I've been noticing a considerable Grade 3 decrease in visual acuity, my best corrected visual acuity is worse than 20/40, I'm having trouble with my self care ADL, and I've observed a 3 lines of decreased vision from my known baseline, which is quite unsettling, I'm not quite sure what's causing it, but it's affecting my daily life.""",Formal Register,Confused,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye disorders - Other, specify. The patient speaks in Formal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe or medically significant but not immediately sight-threatening; limiting self care ADL; decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
75,['Eye pain'],"""My eye is throbbing at a Grade 5 level, the pain is excruciating, a sharp stabbing sensation that's making my entire head ache, it feels like someone's taken a hot needle and is repeatedly pricking my eyeball, I can barely keep my eyes open without it feeling like they're going to burst out of my skull.""",Neutral/Standard Register,Angry,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye pain. The patient speaks in Neutral/Standard Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Mild pain']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
76,['Eyelid function disorder'],"""I am experiencing a peculiar affliction wherein my eyelids exhibit a pronounced and recurring inability to execute a coordinated and synchronized movement, resulting in an intermittent and sometimes bilateral impairment of my ability to fully open or close my eyelids, which in turn leads to a noticeable reduction in my visual field and an associated sense of discomfort and fatigue.""",Formal Register,Neutral,5,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eyelid function disorder. The patient speaks in Formal Register Register and uses a Neutral tone. The description should be very detailed and comprehensive.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
77,['Flashing lights'],"""I have been experiencing a series of intermittent visual disturbances, characterised by brief, recurring flashes of light that appear to be emanating from the periphery of my visual field.""",Formal Register,Neutral,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Flashing lights. The patient speaks in Formal Register Register and uses a Neutral tone. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
78,"['Floaters', 'Sudden death NOS']","""Oh, cruel fate, that hath beset me with such woeful affliction, as 'Floaters' of Grade 3, that dance before mine eyes like malignant spirits, and 'Sudden death NOS' of Grade 1, that lurks in every heartbeat, threatening to snatch me from this mortal coil with its dark and silent hand, I feel the weight of its presence, a cold dread that seeps into my very marrow, it's like 'Floaters' are 'Dark spots, Flashes of light, Wavy lines, Lost vision, Eye strain, Double vision, Blurred vision, Eye pain' and 'Sudden death NOS' is 'Fainting, Palpitations, Chest pain, Shortness of breath, Confusion, Anxiety, Dizziness, Numbness, Tingling'.""",Poetic/Literary Register,Fearful,5,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Floaters, Sudden death NOS. The patient speaks in Poetic/Literary Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Limiting self care ADL', ' -']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
79,"['Glaucoma', 'Localized edema']","""Blinding Vision Loss, Swollen Eyes, Pressure-Pounding Headaches, Vision Blindspots, Double Vision, Sensitive to Light, Redness and Pain in Eyes, Numbness in Face, Vision Tunneling.""",Poetic/Literary Register,Angry,1,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Glaucoma, Localized edema. The patient speaks in Poetic/Literary Register Register and uses a Angry tone. The description should be very brief with minimal details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
