,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
29,['Myocarditis'],"""Oy vey, I dont no if I can be rektivated to thier med school, but I dont no if I can even benifit from it, becuz my heart is killin me, and it dont matter wher I go, I will be killin my heart again, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its gettin worse, and its",Poetic/Literary Register,Insulting,5,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Myocarditis. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Myocarditis. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
30,"['Palpitations', 'Testicular pain', 'Dysarthria', 'Hyperkeratosis']","""""I feel like my heart is beating to the rhythm of the devil, and my testicles are throbbing like a drum, and I'm having trouble articulatin' words with the same ease as I used to, and my skin is all thick and leathery, like the inside of a old boot, and I'm strugglin' to get out of bed in the mornin' without feelin' like I'm gonna pass out, and it's all just a jumbled mess of emotions and body aches, and I just wanna crawl back into bed and hide from the world, but I know I gotta keep movin' and facin' this thing head-on, even if it kills me, I swear I'm not a fool, I'm just a sick man tryin' to make it through the day, and I'm doin' the best I can, but I'm not gonna be okay, I'm not gonna be healthy, I'm not gonna be free, I'm just a prisoner of my own body, and I'm stuck in this hell of a day, and I just wanna die, but I know I gotta keep goin' for myself, for my loved ones, and for the sake of my own dignity, even if it's just for a little while, I'll get through this, I'll make it through the day, I'll just have to pretend to be a normal person for a little while, but it's",Poetic/Literary Register,Neutral,3,True,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Palpitations, Testicular pain, Dysarthria, Hyperkeratosis. The symptoms are graded on a scale of ['Grade 4', 'Grade 2', 'Grade 1', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Moderate pain; limiting instrumental ADL', 'Mild slurred speech', 'Limiting self-care ADLs']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Palpitations, Testicular pain, Dysarthria, Hyperkeratosis. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
31,"['Paroxysmal atrial tachycardia', 'Pancreatic fistula', 'Oropharyngeal pain']","""Oy, me ar feelin so rly bad. Me have Paroxysmal atrial tachycardia, but it's not botherin me much, just a little tingle in me mouth. But me have Pancreatic fistula, and it's makin me feel pretty rly painfull in me head and me mouth. I think it's goin to hurt me alot if I dont take some painkillers.""",Formal Register,Neutral,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Paroxysmal atrial tachycardia, Pancreatic fistula, Oropharyngeal pain. The symptoms are graded on a scale of ['Grade 1', 'Grade 1', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic, intervention not indicated', 'Asymptomatic', ' -']. The patient speaks in Formal Register and uses a Neutral tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
32,['Pericardial effusion'],"""My heart is a ticking time bomb, it's in agony, my pericardial space is bursting at the seams, it's a pericardial effusion, I'm telling you, I'm telling you, it's not just a little, it's a huge, gaping hole, I can feel it pulsating, it's like a drumbeat in my chest, and I'm suffocating under the pressure, I'm dying over here, I don't know how much longer I can take this, it's like a knife cutting through my pericardial sac, I'm in agony, I'm screaming, I'm begging you, can you please, can you please, get me out of this hell, I'm dying over here, I don't know how much longer I can take this, it's like a knife cutting through my pericardial sac, I'm in agony, I'm screaming, I'm begging you, can you please, can you please, get me out of this hell, I'm dying over here, I don't know how much longer I can take this, it's like a knife cutting through my pericardial sac, I'm in agony, I'm screaming, I'm begging you, can you please, can you please, get me out of this hell, I'm dying over here, I don't know how much longer I can take this, it's like a knife cutting through my pericard",Informal Register,Angry,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericardial effusion. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Angry tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
33,['Pericardial tamponade'],"""I am suffocating under the weight of this pericardial tamponade, a heavy weight that presses down on my chest, a constant ache that gnaws at my heart, a feeling of suffocation that I can not escape.""",Poetic/Literary Register,Insulting,3,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericardial tamponade. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Pericardial tamponade. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
34,['Pericarditis'],"""Och, I'm feelin' like I'm goin' tae burst a' the time, my chest's aching like it's bein' stabbed wi' a sharpie, and I've got this pesky cough that's drivin' me mad, I'm tellin' ye, I'm as sick as a dog, but I'm no' dead yet, I'm just waitin' for the inevitable, ye ken?""",Vulgar Register,Confused,3,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pericarditis. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Vulgar Register and uses a Confused tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Pericarditis. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
35,"['Pulmonary valve disease', 'Gastrointestinal pain', 'Erythema multiforme']","""The pulmonary valve disease worsens, as do the gastrointestinal pains, a burning in my skin, an erythema that seems to be spreading, a vast area of lesions on my body, a severe pain that's a constant companion.""",Poetic/Literary Register,Neutral,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Pulmonary valve disease, Gastrointestinal pain, Erythema multiforme. The symptoms are graded on a scale of ['Grade 5', 'Grade 3', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death', 'Severe pain; limiting self care ADL', 'Target lesions covering >30% BSA; associated with fluid or electrolyte abnormalities; ICU care or burn unit indicated']. The patient speaks in Poetic/Literary Register and uses a Neutral tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
36,['Restrictive cardiomyopathy'],"""Me feelin weak and dizzy all day, me no wanna go out no more, me just wanna sit and drink tea and not get sick no more.""",Vulgar Register,Friendly,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Restrictive cardiomyopathy. The patient speaks in Vulgar Register and uses a Friendly tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
37,['Right ventricular dysfunction'],"""I have been suffering from this affliction for several months now, and it has left me feeling utterly debilitated and unable to perform even the most basic tasks with any degree of vigor or energy, to the point where I have been forced to rely on my bed for sustenance, and I am left to ponder the inexcusable delay in the diagnosis and treatment of this malady, which I can only assume is a result of the gross incompetence of the medical staff at my local hospital, where I have been forced to endure the indignity of being treated as a second-class citizen, with my basic needs and dignity being grossly disregarded, and I demand that this egregious error be rectified forthwith.""",Formal Register,Angry,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Right ventricular dysfunction. The patient speaks in Formal Register and uses a Angry tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
38,"['Sick sinus syndrome', 'Anal stenosis', 'Musculoskeletal deformity', 'Photophobia']","""Ouch, my poor sinuses are as swollen as the veins on my neck, and the throbbing is as sharp as a knife's edge, cutting through my sinuses like a scythe through wheat, burning with a fire that I dare not name, but it's as if the devil himself has taken up residence in my skull.""",Poetic/Literary Register,Angry,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sick sinus syndrome, Anal stenosis, Musculoskeletal deformity, Photophobia. The patient speaks in Poetic/Literary Register and uses a Angry tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
39,"['Sinus bradycardia', 'Obesity']","""I cant breath, my sinuses are killin me, I weigh alot, its like I dont no how I got this weight.""",Neutral/Standard Register,Confused,3,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sinus bradycardia, Obesity. The symptoms are graded on a scale of ['Grade 4', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated', 'BMI >=40 kg/m2']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should provide a moderate level of detail. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
40,['Sinus tachycardia'],"""I feel my heart racing like a jackrabbit on a pogo stick, and my throat is so sore it's like someone is squeezing the juice out of it, and my sinuses are throbbing like a thousand knives, and my body aches like it's been put through a spin cycle, and my sinuses are like a bunch of razor-sharp knives slicing through my sinuses, and my chest is like a drumbeat that just won't quit, and I'm so sick I just want to crawl out of my skin, and I'm not even joking, my heart is racing like a jackrabbit on a pogo stick, and my throat is so sore it's like someone is squeezing the juice out of it, and I just want to die!""",Poetic/Literary Register,Insulting,5,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Sinus tachycardia. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; non-urgent medical intervention indicated']. The patient speaks in Poetic/Literary Register and uses a Insulting tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
41,['Supraventricular tachycardia'],"""Oi, I'm feelin' proper knackered, mate, I'm on grade 3 of the nasty symptoms of SVT - my heart's racin' like a jackrabbit on steroids, and I'm proper bloated, too, mate, I'm feelin' like I've been put through a wringer, not a bloody gym, mate, I'm not even gettin' outta bed, and I'm still feelin' the effects of that nasty tach, mate, it's like a drumbeat in me 'ead, mate, it's drivin' me bloody 'ead, mate, I'm not even havin' a cuppa, just a bleedin' cup of tea, and I'm still feelin' the strain, mate, I'm on grade 3, mate, I'm on grade 3, mate!""",Vulgar Register,Angry,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Supraventricular tachycardia. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Non-urgent medical intervention indicated']. The patient speaks in Vulgar Register and uses a Angry tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
42,"['Tricuspid valve disease', 'Adrenal insufficiency', 'Vital capacity abnormal']","I am beset with severe regurgitation of the tricuspid valve, a right ventricular infarction, and a vital capacity abnormailty of 90 - 75% of predicted value. My Adrenal Insufficiency is in full swing, and my vital capacity is abnormailty of 90 - 75% of predicted value. I am so angry at my doctors for not treating me properly. They are all just a bunch of ignorant fools who don't care about my health. I am in agony, and I am not going to be treated like a common man.""",Poetic/Literary Register,Angry,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tricuspid valve disease, Adrenal insufficiency, Vital capacity abnormal. The symptoms are graded on a scale of ['Grade 3', 'Grade 3', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; severe regurgitation or stenosis; symptoms controlled with medical intervention', 'Severe symptoms; hospitalization indicated', '90 - 75% of predicted value']. The patient speaks in Poetic/Literary Register and uses a Angry tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
43,['Ventricular arrhythmia'],"""I feel like my heart is in a bad place, like it's in a fight, with every beat, it's racing, pounding, and I feel like I'm drowning in a sea of red, and the more it beats, the more I feel like I'm in a bad place.""",Poetic/Literary Register,Friendly,4,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular arrhythmia. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; hemodynamic compromise']. The patient speaks in Poetic/Literary Register and uses a Friendly tone. The description should be detailed and thorough. The patient should explicitly mention all symptoms they have, specifically: Ventricular arrhythmia. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
44,"['Ventricular fibrillation', 'Urine output decreased']","""I dont have enuf of a heart, its killin me!!""",Formal Register,Neutral,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular fibrillation, Urine output decreased. The symptoms are graded on a scale of ['Grade 1', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Adult: Oliguria (<80 ml in 8 hr);\n\nInfants: < 0.5 mL/kg per hour for 24 hours;\n\nChildren: < 500 mL/1.73 m2 body surface area per day']. The patient speaks in Formal Register and uses a Neutral tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
45,['Ventricular tachycardia'],"""I've got a right nasty case of ventricular tachycardia, mate. I'm feeling like I'm going to have a heart attack, innit?""",Vulgar Register,Neutral,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ventricular tachycardia. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Non-urgent medical intervention indicated']. The patient speaks in Vulgar Register and uses a Neutral tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Ventricular tachycardia. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
46,"['Congenital, familial and genetic disorders - Other, specify']","""They feel like I've got a big ol' knot in my stomach, but it's not just a knot, it's like a big ol' rock in my chest. It's been going on for years, and it's only gotten worse since I got the new meds. I've been having these weird, tingling sensations in my fingers and toes, like they're being pulled apart. It's hard to describe, but it's like my skin is on fire. I've tried everything to get rid of it, but nothing seems to work. I'm starting to think it's something that's in my blood, something that's been passed down from my parents. I feel like I'm losing myself, like I'm not even me anymore. It's like I'm being slowly devoured from the inside out.""",Neutral/Standard Register,Neutral,5,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Congenital, familial and genetic disorders - Other, specify. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
47,"['Ear and labyrinth disorders - Other, specify']","""I dont feel right in my head, its like a spinning top in my ear, its all fuzzy and blurry, I cant hear anything, its like a tin can, its all wobbly and I feel like I am losin my heer""",Neutral/Standard Register,Fearful,2,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear and labyrinth disorders - Other, specify. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be brief with some basic details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
48,"['Ear pain', 'Hydrocephalus']","""I'm feeling terrible, my head hurts so much, I can feel the fluid in my ears, it's like it's bursting, I don't know what's happening to me, I'm scared, I just want to rest, but I don't want to be trapped in my own head, I want to be free, I'm so confused, I don't know what's real and what's not, I'm trapped in my own mind, I'm screaming in my head, I don't know how to get out, I just want to be free, but I don't want to be trapped, I'm trapped in my own mind, I'm screaming in my head, I don't know how to escape, I'm so confused, I don't know what's real and what's not, I'm trapped in my own mind, I'm screaming in my head, I don't know how to escape, I'm so confused, I don't know what's real and what's not, I'm trapped in my own mind, I'm screaming in my head, I don't know how to escape, I'm so confused, I don't know what's real and what's not, I'm trapped in my own mind, I'm screaming in my head, I don't know how to escape, I'm so confused, I don't know what's real and what's not, I'm trapped in my own mind, I'm screaming in my head, I",Neutral/Standard Register,Confused,3,True,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Ear pain, Hydrocephalus. The symptoms are graded on a scale of ['Grade 4', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Death']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Ear pain, Hydrocephalus. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
49,['External ear pain'],"""My ears are burning and I can feel the pain when I touch my ear.""",Vulgar Register,Fearful,3,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: External ear pain. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
50,['Hearing impaired'],"""Aye, I'm as deaf as a stone, but I can hear the mugs o' the gentry dinin' like they're havin' a right to be here, when I'm tryin' to have a blether wi' the doctor, but I cannae hear a thing, it's like they're talkin' a' the time, and I'm as deaf as a stone, but I can hear the sound o' the mugs o' the gentry dinin' like they're havin' a right to be here, when I'm tryin' to have a blether wi' the doctor, but I cannae hear a thing, it's like they're talkin' a' the time, and I'm as deaf as a stone, but I can hear the sound o' the mugs o' the gentry dinin' like they're havin' a right to be here, when I'm tryin' to have a blether wi' the doctor, but I cannae hear a thing, it's like they're talkin' a' the time, and I'm as deaf as a stone, but I can hear the sound o' the mugs o' the gentry dinin' like they're havin' a right to be here, when I'm tryin' to have a blether wi' the doctor, but I cannae hear a thing, it's",Vulgar Register,Fearful,4,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hearing impaired. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Adults: Decrease in hearing to profound bilateral loss (absolute threshold >80 dB HL at 2 kHz and above); nonservicable hearing\n\nPediatric: Audiologic indication for cochlear implant; > 40 dB HL (i.e., 45 dB HL or more); SNHL at 2 kHz and above']. The patient speaks in Vulgar Register and uses a Fearful tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
51,['Middle ear inflammation'],"""I am experiencing a severe serous otitis with a grade of 4, which is quite debilitating, and I am struggling to breathe through my nose, and my throat is swollen and sore, and I am having trouble swallowing, and my hearing is muffled, and I am feeling a bit of a sore throat, and I am having trouble articulating my words clearly, and I am experiencing some pain in my ears, and my face is swollen, and I am feeling a bit of a headache, and I am having trouble concentrating, and I am feeling extremely tired, and I am having trouble sleeping, and I am experiencing a significant decrease in my appetite, and I am feeling extremely fatigued, and I am having trouble performing even simple tasks, such as opening my mouth, and I am having trouble swallowing, and I am experiencing a significant decrease in my coordination, and I am feeling extremely nauseous, and I am having trouble with my balance, and I am feeling extremely dizzy, and I am having trouble with my sense of smell, and I am feeling extremely depressed, and I am having trouble with my sense of taste, and I am feeling extremely embarrassed.""",Formal Register,Friendly,5,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Middle ear inflammation. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Serous otitis']. The patient speaks in Formal Register and uses a Friendly tone. The description should be very detailed and comprehensive. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
52,['Tinnitus'],"""I am experiencing the most excruciating, debilitating, and debilitating pain in my ears, a pain that is so sharp, so piercing, and so intense, that I am compelled to scream with every utterance, and it is not just the physical pain, but also the emotional turmoil, the anxiety, the depression, the despair, and the existential dread that I am experiencing, which is why I am rating my tinnitus as a 4, and I am not sure if it is more than a 4, because I am still experiencing the full spectrum of my tinnitus, which includes a full spectrum of my tinnitus, which includes a full spectrum of my tinnitus.""",Formal Register,Insulting,5,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Tinnitus. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Formal Register and uses a Insulting tone. The description should be very detailed and comprehensive. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
53,['Vertigo'],"""I'm feeling dizzy and I'm not sure if it's just me or the whole world spinning around me again.""",Informal Register,Fearful,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vertigo. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Fearful tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
54,['Vestibular disorder'],"""I feel dizzy and disoriented all the time, my balance is terrible, I have a lot of vertigo, my inner ear is not functioning properly, my hearing is not working properly, my sense of smell is not working properly, I have a lot of nausea, I have a lot of vomiting, my appetite is not good, I have a lot of pain in my stomach, my stomach is not emptying properly.""",Formal Register,Confused,1,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vestibular disorder. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; limiting instrumental ADL']. The patient speaks in Formal Register and uses a Confused tone. The description should be very brief with minimal details. The patient should explicitly mention all symptoms they have, specifically: Vestibular disorder. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
55,['Adrenal insufficiency'],"""I dont no if i have Adral insuffishun, but i feel like i dont no rite thing, i have feal low, my head is killin and my body is all achy, i dont no what i am doin, i dont no how to get better, i dont no why i am sick, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die, i dont no if i am goin to die,",Vulgar Register,Confused,1,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Adrenal insufficiency. The patient speaks in Vulgar Register and uses a Confused tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
56,['Cushingoid'],"""I feel like I'm goin to die every day, my face is all fat and red, my belly is huge and I can feel it growin in my tummy, my blood pressure is high, my heart is beatin like crazy, I have a big ol' lump in my groin, my legs are achey and heavy, my skin is all itchy and sore, I feel like I'm goin to have a heart attack every day, my blood is all thick and it's makin me feel sick, I have a big ol' ache in my head, I can feel my insides gettin riddled with pain, I feel like I'm goin to die every day, my face is all fat and red, my belly is huge and I can feel it growin in my tummy, my blood pressure is high, my heart is beatin like crazy, I have a big ol' lump in my groin, my legs are achey and heavy, my skin is all itchy and sore, I feel like I'm goin to have a heart attack every day, I have a big ol' ache in my head, I can feel my insides gettin riddled with pain, I feel like I'm goin to die every day, my face is all fat and red, my belly is huge and I can feel it growin in my tummy, my blood pressure is high, my heart is beatin like crazy, I have",Formal Register,Angry,1,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cushingoid. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Formal Register and uses a Angry tone. The description should be very brief with minimal details. The patient should explicitly mention all symptoms they have, specifically: Cushingoid. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
57,"['Delayed puberty', 'Testicular disorder', 'Folliculitis']","""Oh woe is me, my body's a mess, I'm plagued by woes, a plague of symptoms, a plague of woes, I'm cursed with delayed puberty, my testicles shriveled, my testicles diseased, my testicles festering, with folliculitis, a burning blight, a burning plague, that festers and festers, till I am old, old, old!""",Poetic/Literary Register,Angry,4,True,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Delayed puberty, Testicular disorder, Folliculitis. The patient speaks in Poetic/Literary Register and uses a Angry tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly.The patient should explicitly mention all symptoms they have, specifically: Delayed puberty, Testicular disorder, Folliculitis. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
58,"['Endocrine disorders - Other, specify']","""I've got a right ol' mess goin' on with me endocrine system, mate. Been feelin' like a bloody mess for weeks, and I'm startin' to think it's more than just a simple case of the flu, if ye can believe it.""",Vulgar Register,Angry,3,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Endocrine disorders - Other, specify. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Vulgar Register and uses a Angry tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
