,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
55,['Adrenal insufficiency']," ""I have been feeling really weak and fatigued lately. I have no energy to do anything and I am always tired. I have been sleeping a lot but I still feel exhausted. I have also been feeling really cold all the time. My hands and feet are always cold and I have been having a lot of headaches. I have also been feeling really dizzy and lightheaded. I have been having a lot of chest pain and I have been feeling really short of breath. I have also been having a lot of stomach problems. I have been having a lot of diarrhea and I have been feeling really nauseous. I have also been having a lot of joint pain. I have been having a lot of pain in my knees and elbows. I have also been having a lot of muscle pain. I have been having a lot of pain in my shoulders and back. I have also been having a lot of skin problems. I have been having a lot of dry skin and I have been having a lot of acne. I have also been having a lot of hair loss. I have been losing a lot of hair and I have been having a lot of facial hair growth. I have also been having a lot of eye problems. I have been having a lot of dry eyes and I have been having a lot of blurred vision. I have also been having a lot of hearing problems. I have been having a lot of tinnitus and I have been having a lot of hearing loss. I",Neutral/Standard Register,Neutral,5,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Adrenal insufficiency. The patient speaks in Neutral/Standard Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
56,['Cushingoid']," ""I have been experiencing Cushingoid symptoms and I am worried that I might have Cushing's syndrome. I have been feeling very anxious and I have been having trouble sleeping. I have also been gaining weight and I have been feeling very weak. I am worried that I might have a tumor in my adrenal gland. I have been researching Cushing's syndrome and I think I might have it. I am worried that I might have to take medication for the rest of my life. I am worried that I might have to undergo surgery. I am worried that I might have to live with this disease for the rest of my life.""",Formal Register,Fearful,4,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cushingoid. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough. The patient should explicitly mention the symptoms they have (e.g., Cushingoid).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
57,['Delayed puberty']," ""I'm not sure what's wrong with me, but I just started getting my period last month and I'm only 14 years old. I've always been really skinny and I've never really grown much, but I've always been healthy and I've never had any problems with my periods before. But now I'm starting to get really worried because I'm not developing like I should be and I'm starting to get really self conscious about my body. I'm really confused and I don't know what to do.""",Informal Register,Confused,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Delayed puberty. The patient speaks in Informal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
58,"['Endocrine disorders - Other, specify']"," ""I've been feeling really tired lately and I've gained a lot of weight. I've also been having trouble sleeping and I feel really depressed.""",Informal Register,Friendly,3,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Endocrine disorders - Other, specify. The patient speaks in Informal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL']. The description should provide a moderate level of detail. The patient should explicitly mention the symptoms they have (e.g., Endocrine disorders - Other, specify).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
59,['Growth accelerated']," ""I have been experiencing accelerated growth recently, and my height has increased by 2 centimeters in the last month. I am concerned that this may be a sign of a serious medical condition.""",Formal Register,Friendly,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Growth accelerated. The patient speaks in Formal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['>= +2 SD (standard deviation) above mid parental height or target height']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
60,['Hyperparathyroidism']," ""I'm so sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of feeling sick, I'm sick of being sick, I'm sick of",Informal Register,Insulting,1,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperparathyroidism. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very brief with minimal details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
61,['Hyperthyroidism']," ""I am experiencing a rapid heart rate, hand tremors, heat intolerance, and a weight loss of 4 kg in the past month despite an increased appetite.""",Formal Register,Angry,5,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hyperthyroidism. The patient speaks in Formal Register Register and uses a Angry tone. The description should be very detailed and comprehensive.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
62,['Hypoparathyroidism']," ""My bones are brittle and break easily, I have muscle cramps and spasms, Constipation, Numbness and Tingling in my extremities, Dry Skin, Hair Loss, Decreased Mental Function, Decreased Motor Function, Decreased Sensory Function, Decreased Automatic Function, Decreased Respiratory Function, Decreased Cardiovascular Function, Decreased Gastrointestinal Function, Decreased Urinary Function, Decreased Male Reproductive Function, Decreased Female Reproductive Function, Decreased Skin Function, Decreased Hair Function, Decreased Nail Function, Decreased Eye Function, Decreased Ear Function, Decreased Nose Function, Decreased Mouth Function, Decreased Throat Function, Decreased Neck Function, Decreased Shoulder Function, Decreased Upper Arm Function, Decreased Elbow Function, Decreased Forearm Function, Decreased Wrist Function, Decreased Hand Function, Decreased Finger Function, Decreased Hip Function, Decreased Thigh Function, Decreased Knee Function, Decreased Lower Leg Function, Decreased Ankle Function, Decreased Foot Function.""",Poetic/Literary Register,Insulting,4,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypoparathyroidism. The patient speaks in Poetic/Literary Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should be detailed and thorough. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
63,['Hypophysitis']," ""I've been feelin kinda sick lately, I've got this headache and my eyes are all puffy and stuff, and I've been feelin really tired and stuff, and I've been having this weird tinglin sensation in my arms and legs, and I've been feelin kinda dizzy and stuff, and I've been having this weird weight gain and stuff, and I've been feelin kinda depressed and stuff, and I've been having this weird hair loss and stuff, and I've been feelin kinda constipated and stuff, and I've been having this weird muscle weakness and stuff, and I've been feelin kinda dry mouth and stuff, and I've been having this weird loss of appetite and stuff, and I've been feelin kinda memory loss and stuff, and I've been having this weird mood swings and stuff, and I've been feelin kinda joint pain and stuff, and I've been having this weird menstrual irregularity and stuff, and I've been feelin kinda sexual dysfunction and stuff, and I've been having this weird sleep disturbances and stuff, and I've been feelin kinda vision changes and stuff, and I've been having this weird hearing changes and stuff, and I've been feelin kinda weight loss and stuff, and I've been having this weird menstrual changes and stuff, and I've been feelin kinda urinary changes and stuff, and I've been having this weird sexual changes and stuff, and I've been feelin kinda skin",Informal Register,Friendly,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypophysitis. The patient speaks in Informal Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
64,"['Hypopituitarism', 'Gallbladder infection']"," ""I have been experiencing a general feeling of weakness and fatigue for the past few months. I have also noticed that I have been urinating more often and my stools have been loose. I have a dull pain in the right upper quadrant of my abdomen that worsens after eating and at night. I have also been feeling nauseous and have lost my appetite. I have a family history of pituitary tumors and my brother has hypopituitarism. My brother also has a history of gallbladder infections and has had his gallbladder removed. I am concerned that I may have a similar condition.""",Formal Register,Neutral,5,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypopituitarism, Gallbladder infection. The patient speaks in Formal Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 1', 'Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated', 'Death']. The description should be very detailed and comprehensive.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
65,['Hypothyroidism']," ""I'm feeling so lethargic and fatigued, it's as if my body is a heavy weight that I can't lift. My skin is dry and flaky, and my hair is falling out in clumps. I'm so depressed and anxious all the time, I can't even enjoy the little things in life. And to top it all off, I have this constant craving for ice cream and bread, which I know I shouldn't be eating. I feel like I'm losing my mind, and I can't take it anymore. I just want to feel normal again.""",Poetic/Literary Register,Insulting,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Hypothyroidism. The patient speaks in Poetic/Literary Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic; clinical or diagnostic observations only; intervention not indicated']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
66,['Precocious puberty']," ""I have been developing breasts and pubic hair since I was 6 years old.""",Neutral/Standard Register,Neutral,2,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Precocious puberty. The patient speaks in Neutral/Standard Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Physical signs and biochemical markers of puberty for females <8 years and males <9 years']. The description should be brief with some basic details. The patient should explicitly mention the symptoms they have (e.g., Precocious puberty).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
67,['Testosterone deficiency']," ""My muscles feel as if they are withering away like a leaf in autumn, and my mind is as foggy as a London morning.""",Poetic/Literary Register,Confused,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Testosterone deficiency. The patient speaks in Poetic/Literary Register Register and uses a Confused tone. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
68,['Virilization']," ""I have been experiencing some changes in my body. I have started to grow facial hair and my voice has become deeper. I have also noticed that my breasts have started to shrink. I am very confused and scared.""",Neutral/Standard Register,Confused,4,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Virilization. The patient speaks in Neutral/Standard Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough. The patient should explicitly mention the symptoms they have (e.g., Virilization).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
69,['Blurred vision']," ""I been having this problem with my eyesight for a while now, but it's gotten worse recently. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things clearly, especially when I'm reading or watching TV. I been having trouble seeing things",Informal Register,Confused,5,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Blurred vision. The patient speaks in Informal Register Register and uses a Confused tone. The description should be very detailed and comprehensive. The patient should explicitly mention the symptoms they have (e.g., Blurred vision).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
70,['Cataract']," ""i cant see so good lately, i have this white film over my eyes, and it makes everything look blurry and cloudy, i cant even drive at night anymore, i am so scared i will lose my sight completely""",Informal Register,Fearful,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cataract. The patient speaks in Informal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); glare symptoms affecting instrumental ADL']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
71,['Corneal ulcer']," ""I have a corneal ulcer that is extremely painful and has a yellowish-white exudate.""",Formal Register,Insulting,2,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Corneal ulcer. The patient speaks in Formal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be brief with some basic details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
72,['Dry eye']," ""I got this dry eye thing and it's driving me f**king crazy, ya know? It's like my eyes are always f**king dry and itchy and I can't even sleep at night because of it. I've tried all these f**king drops and ointments and sh**t but nothing seems to work. I'm so f**king sick of it. I can't even watch TV without my eyes getting all dry and crusty. It's like I'm f**king 80 years old or something. I'm only 32 for f**k's sake. I can't take this sh**t anymore. I'm gonna go crazy.""",Vulgar Register,Angry,5,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Dry eye. The patient speaks in Vulgar Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very detailed and comprehensive.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
73,['Extraocular muscle paresis']," ""I've got this weird eye problem, I can't focus properly, and I see double when I look to the sides, it's like I'm drunk or something, and it's getting worse, I'm scared, what if I go blind?""",Informal Register,Fearful,3,False,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Extraocular muscle paresis. The patient speaks in Informal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Bilateral paresis or unilateral paresis causing double vision in peripheral gaze, but not in central gaze']. The description should provide a moderate level of detail. The patient should explicitly mention the symptoms they have (e.g., Extraocular muscle paresis).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
74,"['Eye disorders - Other, specify']"," ""My eyes are burning with a fiery sensation, as if I were staring into the very depths of hell, and I can barely see a thing, as if the darkness was slowly swallowing me whole.""",Poetic/Literary Register,Fearful,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye disorders - Other, specify. The patient speaks in Poetic/Literary Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Severe or medically significant but not immediately sight-threatening; limiting self care ADL; decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)']. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
75,"['Eye pain', 'Musculoskeletal deformity']"," ""I got a real bad headache yesterday and when I woke up this mornin' I couldn't open me eyes proper like. Me eyes feel like they're on fire and me neck and shoulders are all stiff like I been sleepin' on a rock or somethin'. I tried to move around but I couldn't lift me arms or nothin'. I reckon I musta slept on me neck wrong or somethin'.""",Vulgar Register,Confused,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eye pain, Musculoskeletal deformity. The patient speaks in Vulgar Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -', ' -']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
76,['Eyelid function disorder']," ""My left eyelid droops and cannot close properly, and my right eyelid cannot open properly.""",Neutral/Standard Register,Neutral,3,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Eyelid function disorder. The patient speaks in Neutral/Standard Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; nonoperative intervention indicated; limiting instrumental ADL']. The description should provide a moderate level of detail. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
77,['Flashing lights']," ""I see flashing lights.""",Formal Register,Confused,1,True,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Flashing lights. The patient speaks in Formal Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Limiting instrumental ADL']. The description should be very brief with minimal details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
78,['Floaters']," ""I have been experiencing floaters in my left eye for the past week. They appear as small dots or threads floating in front of my eye. I am worried that it might be a sign of a serious eye disease.""",Formal Register,Fearful,1,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Floaters. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be very brief with minimal details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
79,"['Glaucoma', 'Intraoperative renal injury']"," ""I have been experiencing some vision problems lately, and I was told that I have glaucoma. I am very concerned about this because I have heard that it can lead to blindness. I also had a kidney injury during a recent surgery, and I was told that I have intraoperative renal injury. I am very worried about this because I have heard that it can lead to chronic kidney disease. I am hoping that you can help me with this problem.""",Formal Register,Fearful,5,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Glaucoma, Intraoperative renal injury. The patient speaks in Formal Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Visual field deficit within the central 10 degrees of the visual field in the affected eye', 'Primary repair of injured organ/structure indicated']. The description should be very detailed and comprehensive.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
80,['Keratitis']," ""I got keratitis in my left eye, it's so painful, I can't even open it, I feel like I have sand in my eye all the time, I can't sleep because of the pain, I feel so sick, I can't even look at the light, I feel like I'm going blind, I'm so scared, I don't know what to do, I just want the pain to go away, I just want to feel better, I just want to see again, I just want to be able to sleep again, I just want to feel normal again, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be healed, I just want to be fixed, I just want to be better, I just want to be cured, I just want to be",Vulgar Register,Friendly,5,True,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Keratitis. The patient speaks in Vulgar Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline)']. The description should be very detailed and comprehensive. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'. The patient should explicitly mention the symptoms they have (e.g., Keratitis).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
