,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
209," ""I been coughin all night and it's gettin worse and worse""",Coughing,Severity,Mild,Informal Register,Fearful,2,False,False,True
210," ""I am coughing up blood and it is extremely painful.""",Coughing,Severity,Severe,Formal Register,Insulting,3,False,True,False
211," ""I have been experiencing shortness of breath for a while now.""",Shortness of breath,Interference (with daily activities),Not at all,Formal Register,Confused,3,True,True,False
212," ""I have been feeling a little bit short of breath lately, and it is affecting my daily activities in a little bit of a way.""",Shortness of breath,Interference (with daily activities),A little bit,Poetic/Literary Register,Friendly,5,False,True,True
213," ""As I try to breathe, I feel as if I am drowning in a sea of air, yet I cannot seem to fill my lungs with the oxygen I so desperately need.""",Shortness of breath,Interference (with daily activities),Somewhat,Poetic/Literary Register,Confused,2,False,False,False
214," ""I can't even walk a block without getting out of breath, and it's really frustrating because I used to be able to run a marathon.""",Shortness of breath,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Insulting,5,False,True,False
215," ""I can't breathe proper like, I'm always out of breath.""",Shortness of breath,Interference (with daily activities),Very much,Vulgar Register,Friendly,1,False,True,True
216," ""I am experiencing Shortness of breath, which is very severe.""",Shortness of breath,Severity,Very severe,Formal Register,Confused,3,True,False,True
217," ""I have been experiencing shortness of breath for the past few months. It is especially noticeable when I climb stairs or walk quickly.""",Shortness of breath,Severity,Not sexually active,Neutral/Standard Register,Neutral,4,True,True,False
218," ""I have been experiencing shortness of breath for the past few days, especially when I climb the stairs.""",Shortness of breath,Severity,Prefer not to answer,Formal Register,Friendly,3,False,False,False
219," ""My lungs are filled with a dense fog that refuses to clear, making each breath a struggle.""",Shortness of breath,Severity,None,Poetic/Literary Register,Confused,3,False,False,False
220," ""My lungs are on fire, and I can't catch my breath. Every time I try to inhale, it feels like I'm sucking in a mouthful of flames. I can't sleep at night because I'm so scared I'll stop breathing. I'm so tired of feeling like I'm drowning in my own home.""",Shortness of breath,Severity,Not applicable,Poetic/Literary Register,Angry,5,False,True,False
221," ""I cant breathe properly, i feel like im drowning, i cant sleep at night because i keep waking up to catch my breath, its so frustrating, i cant do any exercise anymore, i cant even walk up the stairs without getting out of breath, its so unfair, i feel like im dying, i cant take it anymore, i need help, please""",Shortness of breath,Severity,Moderate,Informal Register,Angry,5,True,True,True
222," ""My lungs are on fire, I can't breathe, I'm drowning in air.""",Shortness of breath,Severity,Mild,Poetic/Literary Register,Fearful,1,False,True,True
223," ""I can't breathe properly, it's like I'm drowning all the time!""",Shortness of breath,Severity,Severe,Informal Register,Angry,3,False,False,False
224," ""I can't breathe because of my wheezing.""",Wheezing,Severity,Very severe,Neutral/Standard Register,Angry,1,False,True,False
225," ""I've been having some wheezing lately.""",Wheezing,Severity,Not sexually active,Neutral/Standard Register,Friendly,1,False,False,False
226," ""Oh, my lungs are wheezing like a decrepit old man trying to fart, you insufferable quack!""",Wheezing,Severity,Prefer not to answer,Poetic/Literary Register,Insulting,3,False,False,True
227," ""My lungs are wheezing like a decrepit old man trying to fart, but all that comes out is a pitiful squeak.""",Wheezing,Severity,None,Poetic/Literary Register,Insulting,4,False,False,False
228," ""Oh, my lungs are on fire, and I can't breathe, I'm suffocating, I'm dying, I'm wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, whe",Wheezing,Severity,Not applicable,Poetic/Literary Register,Fearful,5,False,False,True
229," ""I been having this wheezing problem for a while now, it's really annoying.""",Wheezing,Severity,Moderate,Informal Register,Friendly,1,True,False,True
230," ""I've been having some wheezing lately, especially when I'm lying down.""",Wheezing,Severity,Mild,Neutral/Standard Register,Friendly,4,False,True,True
231," ""I've been having trouble breathing lately, and when I do breathe, I make a whistling sound.""",Wheezing,Severity,Severe,Neutral/Standard Register,Confused,3,False,False,False
232," ""I have heart palpitations.""",Heart palpitations,Frequency,Almost constantly,Informal Register,Fearful,1,False,True,False
233," ""My heart is a fluttering bird, beating its wings in a frenzy, as if it's trying to escape from my chest.""",Heart palpitations,Frequency,Not sexually active,Poetic/Literary Register,Insulting,2,False,False,True
234," ""i cant sleep at night cuz my heart is racing like crazy and its making me so angry""",Heart palpitations,Frequency,Prefer not to answer,Informal Register,Angry,1,False,False,True
235," ""I've been having these weird heart palpitations every now and then.""",Heart palpitations,Frequency,Occasionally,Informal Register,Neutral,2,False,False,False
236," ""I'm tellin ya, doc, I got these heart palpitations that are drivin me f**kin crazy! They're always there, man, and they're gettin worse and worse! I can feel 'em in my chest, and they're makin me wanna puke! I swear to god, I can feel 'em right now, and I'm gettin all worked up just thinkin about 'em! I can't take it no more, doc, I need somethin to calm 'em the f**k down!""",Heart palpitations,Frequency,Frequently,Vulgar Register,Insulting,5,False,True,True
237," ""I'm telling you, I feel like my heart is going to explode or something. It's like, I can feel it beating in my chest, and it's so fast and strong, I can't even breathe properly. And it's not just my heart, it's my whole body that's all shaky and sweaty. I'm telling you, I'm going to die or something.""",Heart palpitations,Frequency,Never,Informal Register,Insulting,4,False,False,False
238," ""I'm tellin' ya, I got these heart palpitations all the time, and it's gettin' worse and worse. It's like my heart is gonna jump outta my chest and run around the room. It's so annoying, I can't even sleep at night because I'm so worried about it. And it's not just the palpitations, it's the dizziness too. I feel like I'm gonna pass out all the time. I'm so sick of feelin' like this, I just wanna feel normal again.""",Heart palpitations,Frequency,Rarely,Vulgar Register,Angry,5,False,True,False
239," ""My heart is racing and pounding like a drum, and I can feel every beat in my chest. It's as if my heart is trying to escape from my rib cage and burst out of my chest. It's so intense that I can feel it in my neck and shoulders too. It's like a wild animal running amok inside of me, and I can't control it. It's so frightening that I'm afraid to even look at my chest for fear of what I might see.""",Heart palpitations,Severity,Very severe,Poetic/Literary Register,Neutral,5,True,False,True
240," ""I'm so scared, I feel like I'm gonna die, my heart is beating so fast and strong, I can feel it in my chest and neck, it's like it's gonna explode or something.""",Heart palpitations,Severity,Not sexually active,Informal Register,Fearful,5,False,False,False
241," ""I'm so scared, I feel like I'm going to die, my heart is beating so fast and strong, I can feel it in my chest and neck.""",Heart palpitations,Severity,Prefer not to answer,Informal Register,Fearful,4,False,False,False
242," ""i cant sleep at night cause my heart is racing so fast.""",Heart palpitations,Severity,None,Informal Register,Neutral,1,False,False,True
243," ""I've been gettin' these weird heart palpitations, like me heart is tryin' to jump outta me chest.""",Heart palpitations,Severity,Not applicable,Vulgar Register,Neutral,2,False,False,False
244," ""My heart is racing and pounding all the time. It's like having a constant stress attack.""",Heart palpitations,Severity,Moderate,Neutral/Standard Register,Insulting,1,True,False,False
245," ""I cant sleep at night cuz my heart is racing like a bat outta hell, and I cant catch my breath, and I feel like I'm gonna die, and I dont know what the hell is wrong with me, and I'm so scared I'm shitting my pants, and I dont know what to do, and I'm so sick of feeling like this, and I just wanna feel normal again, and I dont know how to make it stop, and I'm so tired of being sick, and I just wanna feel better, and I dont know how to make it better, and I'm so scared I'm gonna die, and I dont know what the hell is wrong with me, and I'm so sick of feeling like this, and I just wanna feel normal again, and I dont know how to make it stop, and I'm so tired of being sick, and I just wanna feel better, and I dont know how to make it better, and I'm so scared I'm gonna die, and I dont know what the hell is wrong with me, and I'm so sick of feeling like this, and I just wanna feel normal again, and I dont know how to make it stop, and I'm so tired of being sick, and I just wanna feel better, and I dont know how to make it better, and I'm so scared I'm gonna die, and I dont know what the hell is wrong with me, and I'm so sick of",Heart palpitations,Severity,Mild,Vulgar Register,Fearful,5,False,True,True
246," ""I have been experiencing severe heart palpitations for the past few days. It started with a slight fluttering in my chest, but now it feels like my heart is going to jump out of my ribcage at any moment. I can feel it pounding in my ears and it's making it difficult for me to sleep at night. I'm worried that I might be having a heart attack or something.""",Heart palpitations,Severity,Severe,Formal Register,Fearful,5,False,False,True
247," ""I can't even bend my knees to pick up a sock, me legs are so swollen.""",Swelling (arms or legs),Interference (with daily activities),Not at all,Vulgar Register,Neutral,5,False,False,False
248," ""I'm all swollen up like a bloody balloon, I can't even walk properly, I'm so scared I'm gonna die from this.""",Swelling (arms or legs),Interference (with daily activities),A little bit,Vulgar Register,Fearful,3,False,True,True
249," ""My arms are all swollen.""",Swelling (arms or legs),Interference (with daily activities),Somewhat,Informal Register,Confused,1,False,False,False
250," ""My arms are so swollen I can't even wear a watch!""",Swelling (arms or legs),Interference (with daily activities),Quite a bit,Informal Register,Angry,2,False,False,False
251," ""I cant even sleep at night cause my arms are so bloated and swollen, it scares the shit outta me, I cant even move my arms and hands properly, I cant even hold a cup of coffee, I cant even hug my kids, I cant even give em a kiss goodnight, I cant even take a shower, I cant even wipe my own ass, I cant even wipe my own mouth, I cant even eat, I cant even drink, I cant even breathe, I cant even sleep, I cant even live, I cant even die, I cant even be born, I cant even be me, I cant even be anyone, I cant even be anything, I cant even be nothing, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody, I cant even be no one, I cant even be nobody,",Swelling (arms or legs),Interference (with daily activities),Very much,Vulgar Register,Fearful,5,False,False,True
252," ""I have swelling in my arms and legs, I feel like I have gained weight but when I weigh myself I haven't, my clothes are getting tighter and I have more trouble getting up from a chair.""",Swelling (arms or legs),Frequency,Almost constantly,Neutral/Standard Register,Confused,2,True,False,True
253," ""I've been noticing that my arms and legs have been swelling up a lot lately. I don't know what's causing it but it's really uncomfortable.""",Swelling (arms or legs),Frequency,Not sexually active,Neutral/Standard Register,Friendly,4,False,False,True
254," ""My arms are really swollen.""",Swelling (arms or legs),Frequency,Prefer not to answer,Informal Register,Neutral,3,False,False,False
255," ""I have been noticing that my arms and legs have been swelling up occasionally for the past few weeks now.""",Swelling (arms or legs),Frequency,Occasionally,Formal Register,Confused,4,False,False,False
256," ""I got swelling in my arms and legs, it's really painful and itchy too.""",Swelling (arms or legs),Frequency,Frequently,Informal Register,Friendly,1,True,False,True
257," ""I have been feeling really bloated lately, and my arms and legs seem to be swelling up.""",Swelling (arms or legs),Frequency,Never,Neutral/Standard Register,Confused,4,False,True,False
258," ""I've been gettin' these swollen arms and legs lately, and it's gettin' worse.""",Swelling (arms or legs),Frequency,Rarely,Vulgar Register,Neutral,2,False,False,False
259," ""I've been feeling really bloated and my arms and legs are so swollen.""",Swelling (arms or legs),Severity,Very severe,Informal Register,Confused,1,False,False,False
260," ""I've been noticing that my arms and legs have been getting really puffy lately, especially in the morning when I wake up.""",Swelling (arms or legs),Severity,Not sexually active,Informal Register,Friendly,4,False,False,True
261," ""I'm so scared, my arms and legs are so swollen, I can't even move them, I'm so scared I might die.""",Swelling (arms or legs),Severity,Prefer not to answer,Informal Register,Fearful,5,False,False,False
262," ""My arms and legs are swollen and tender to the touch, with a purple hue to my skin. It feels like I have been hit by a truck and my joints ache all over. I have no energy and feel extremely fatigued, with a general feeling of malaise. I have also noticed that my hands and feet are cold and my fingers are numb and tingling.""",Swelling (arms or legs),Severity,None,Poetic/Literary Register,Neutral,4,True,True,True
263," ""My limbs are puffed up like a pair of pillows.""",Swelling (arms or legs),Severity,Not applicable,Poetic/Literary Register,Confused,1,False,False,True
264," ""I'm so sick of these swollen arms and legs. It's been months now and I'm so tired of feeling like this.""",Swelling (arms or legs),Severity,Moderate,Neutral/Standard Register,Angry,4,False,False,False
265," ""I have been experiencing some swelling in my arms and legs for the past few days. At first I thought it was just because I had been sitting at my desk for too long, but now it seems to be getting worse. I have tried to reduce the amount of salt I eat and increase my water intake, but it does not seem to be helping. I am worried that it might be a sign of something more serious.""",Swelling (arms or legs),Severity,Mild,Formal Register,Confused,4,False,True,True
266," ""Ah, bloody hell, me arms are like balloons, they're so swollen I can't even lift 'em!""",Swelling (arms or legs),Severity,Severe,Vulgar Register,Friendly,3,False,False,True
267," ""I have been experiencing severe acne on my face for the past month now. It started as small red bumps on my forehead and cheeks but has since progressed to large red lesions with blackheads and whiteheads on my nose and chin. The acne is very painful and itchy and I have tried several over-the-counter topical creams and ointments but they have not helped at all. I also tried taking fish oil and multivitamins but that did not help either. I have been eating a healthy diet and exercising regularly but I still have not been able to get rid of my acne. I am very frustrated and I do not know what to do anymore.""",Acne,Severity,Very severe,Formal Register,Neutral,4,False,False,False
268," ""I have been experiencing acne on my face for a while now.""",Acne,Severity,Not sexually active,Formal Register,Confused,1,False,True,False
269," ""My skin is a map of pain, each blemish a scar from a battle I've lost.""",Acne,Severity,Prefer not to answer,Poetic/Literary Register,Neutral,2,False,False,True
270," ""I have been having these red bumps on my face for a while now and I am really worried that I might have acne.""",Acne,Severity,None,Neutral/Standard Register,Fearful,4,False,False,True
271," ""I have been experiencing acne on my face for a while now.""",Acne,Severity,Not applicable,Formal Register,Confused,1,False,False,False
272," ""I'm so fed up with this acne on my face. It's been there for months now and I've tried everything to get rid of it but nothing seems to work.""",Acne,Severity,Moderate,Informal Register,Angry,4,False,True,False
273," ""I've got this really bad acne on my face and it's making me feel so self conscious and anxious all the time.""",Acne,Severity,Mild,Informal Register,Fearful,3,False,False,True
274," ""I've got this bloody acne all over my face, and it's getting worse by the day. I'm so scared I'll never get rid of it.""",Acne,Severity,Severe,Vulgar Register,Fearful,3,False,True,False
275," ""I've got these bed sores on my backside and they're really starting to get infected. I mean, I know I should be moving around more, but I just can't be bothered. I mean, what's the point? I'm just going to die in this dump anyway.""",Bed/pressure sores,Presence/Absence,Not sexually active,Neutral/Standard Register,Insulting,4,False,True,True
276," ""I have bed sores on my back and bottom.""",Bed/pressure sores,Presence/Absence,Prefer not to answer,Informal Register,Neutral,4,False,False,False
277," ""I have bed sores on my back and bottom.""",Bed/pressure sores,Presence/Absence,Not applicable,Neutral/Standard Register,Friendly,2,False,False,False
278," ""I've got bed sores all over my backside, and they're getting worse by the day. I mean, I know I'm supposed to be getting turned every two hours, but no one ever comes in to do it. It's like I'm invisible or something. And don't even get me started on the pressure. It feels like I'm being squished by a giant elephant. I mean, I know I'm not supposed to complain, but it's hard not to when I'm in so much pain. I just wish someone would come in and turn me over already.""",Bed/pressure sores,Presence/Absence,No,Neutral/Standard Register,Insulting,3,False,False,False
279," ""I've got these bloody bed sores on me bum and legs, it's like I've been sat on by a bloody elephant or summat.""",Bed/pressure sores,Presence/Absence,Yes,Informal Register,Insulting,1,False,False,True
280," ""I have been losing hair for a while now, but it has gotten worse in the past month.""",Hair loss,Amount,Not at all,Neutral/Standard Register,Neutral,2,False,False,True
281," ""I have been experiencing a little bit of hair loss. I have noticed that I have been losing hair on my head and I have also noticed that I have been losing hair on my arms and legs. I have also noticed that I have been losing hair on my face and I have also noticed that I have been losing hair on my back. I have also noticed that I have been losing hair on my chest and I have also noticed that I have been losing hair on my abdomen. I have also noticed that I have been losing hair on my buttocks and I have also noticed that I have been losing hair on my thighs. I have also noticed that I have been losing hair on my calves and I have also noticed that I have been losing hair on my feet.""",Hair loss,Amount,A little bit,Formal Register,Confused,2,True,False,True
282," ""I have been losing hair for a while now, but I thought it was just stress causing it to fall out, but now I see clumps of hair on my pillow and in the shower.""",Hair loss,Amount,Somewhat,Formal Register,Confused,2,False,False,False
283," ""I have been experiencing quite a bit of hair loss over the past few months, and it seems to be getting worse by the day. At first, I thought it was just stress-related, but now I'm starting to worry that it might be something more serious. I've tried everything from changing my diet to taking supplements, but nothing seems to be working. I'm starting to lose hope, and I'm scared that I'll never be able to grow my hair back.""",Hair loss,Amount,Quite a bit,Formal Register,Friendly,5,False,False,True
284," ""I have been losing hair on my head for a while now, and it is getting worse.""",Hair loss,Amount,Very much,Neutral/Standard Register,Neutral,2,False,False,True
285," ""I am experiencing a most unpleasant Hand-foot syndrome, which is causing my hands and feet to become red, itchy, and cracked. It is as if I have been dipped in a vat of acid, and my skin is peeling off in layers. I am in a state of constant discomfort, and I am unable to perform even the most basic tasks. This Hand-foot syndrome is a most heinous and detestable affliction, and I demand that you find a cure for it immediately.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Very severe,Formal Register,Insulting,5,False,False,True
286," ""I got this rash on me hands and feet, it's like me skin is crackin and peelin off, it's so itchy and painful, I can't even wear shoes no more.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Not sexually active,Vulgar Register,Neutral,1,True,True,True
287," ""My hands and feet are on fire, as if I have been dipped in a vat of burning oil.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Prefer not to answer,Poetic/Literary Register,Fearful,2,False,False,False
288," ""I have a rash on my hands and feet that is causing them to crack and peel.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,None,Neutral/Standard Register,Confused,3,False,False,False
289," ""I have been experiencing a rash on my hands and feet for the past few days. It started off as a mild redness but now it has progressed to cracking and peeling. It is very itchy and painful to the touch. I have tried applying moisturizer but it does not seem to help. I am worried that it may be a sign of something more serious.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Not applicable,Formal Register,Confused,5,False,False,True
290," ""My hands and feet are all red and itchy, like a sunburn, but it's not from the sun, it's from the medicine I'm taking, I think. It's so itchy I want to scratch it all off, but I know I shouldn't because it'll get infected. It's so annoying, I can't even sleep at night because it itches so much.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Moderate,Poetic/Literary Register,Confused,4,False,True,True
291," ""My palms and soles are on fire, as if I had walked through a burning desert, leaving my skin parched and cracked.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Mild,Poetic/Literary Register,Neutral,5,False,False,True
292," ""I'm so sick of this hand-foot syndrome, it's been going on for weeks now and I'm so tired of dealing with it. It's like my hands and feet are on fire, and I can't even sleep at night because of the itching and burning sensation. I've tried everything, from taking cool baths to applying moisturizers, but nothing seems to work. I'm so frustrated and angry, and I just want this to go away already.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)",Severity,Severe,Informal Register,Insulting,5,False,True,True
293," ""Oh, my skin is a riot of red welts, a veritable garden of angry, inflamed bumps, a map of my body's most sensitive areas, a roadmap to my most intimate places, a guide to my most private parts, a map to my most secret places, a guide to my most hidden places, a map to my most concealed places, a guide to my most veiled places, a map to my most masked places, a guide to my most disguised places, a map to my most camouflaged places, a guide to my most concealed places, a guide to my most veiled places, a map to my most masked places, a guide to my most disguised places, a map to my most camouflaged places, a guide to my most concealed places, a guide to my most veiled places, a map to my most masked places, a guide to my most disguised places, a map to my most camouflaged places, a guide to my most concealed places, a guide to my most veiled places, a map to my most masked places, a guide to my most disguised places, a map to my most camouflaged places, a guide to my most concealed places, a guide to my most veiled places, a map to my most masked places, a guide to my most disguised places, a map to my most camouflaged places, a guide to my most concealed places, a guide to my most veiled places, a map",Hives,Presence/Absence,Not sexually active,Poetic/Literary Register,Insulting,3,False,False,True
294," ""Ah fook, I got these bloomin' hives all over me body, it's like I'm turnin' into a bleedin' bee hive or somethin'!""",Hives,Presence/Absence,Prefer not to answer,Vulgar Register,Friendly,3,False,False,True
295," ""I have developed hives all over my body.""",Hives,Presence/Absence,Not applicable,Formal Register,Neutral,2,False,True,False
296," ""I have developed itchy red welts all over my body, and they are very painful and inflamed.""",Hives,Presence/Absence,No,Formal Register,Angry,4,False,False,False
297," ""My skin has erupted into a thousand tiny stars, each one a burning sensation that makes me want to scratch and scratch until I bleed.""",Hives,Presence/Absence,Yes,Poetic/Literary Register,Friendly,5,False,False,False
298," ""I've been having this really bad itching all over my body for a week now, it's so bad I can't even sleep properly.""",Itching,Severity,Very severe,Informal Register,Friendly,2,False,False,True
299," ""My skin is on fire, and I can't stop scratching myself. I feel like I'm going crazy, and I can't take it anymore.""",Itching,Severity,Not sexually active,Poetic/Literary Register,Angry,5,False,False,False
300," ""I got this itching all over my body, it's driving me crazy, I can't sleep, I'm so scared, I don't know what to do, I'm so anxious, I'm so worried, I'm so depressed, I'm so hopeless, I'm so helpless, I'm so miserable, I'm so unhappy, I'm so sad, I'm so lonely, I'm so isolated, I'm so abandoned, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I'm so forsaken, I",Itching,Severity,Prefer not to answer,Vulgar Register,Fearful,3,True,False,False
301," ""I been having this real bad itching all over my body. It's like I got a million mosquito bites or something. It's so bad I can't even sleep at night. I been scratching so much my skin is all red and sore. I don't know what's wrong with me.""",Itching,Severity,None,Informal Register,Confused,5,False,False,True
302," ""I have been experiencing an itching sensation on my skin for the past few days now. It is very severe and I am worried that it might be a sign of something serious.""",Itching,Severity,Not applicable,Formal Register,Fearful,2,False,False,True
303," ""I am experiencing an itching sensation on my skin, which is very annoying and uncomfortable. It started a few days ago and has been getting worse. I tried to relieve it by taking a bath, but it did not help. The itching is especially severe on my back and arms. It is very frustrating and I hope it goes away soon.""",Itching,Severity,Moderate,Formal Register,Angry,5,False,False,True
304," ""My skin is aflame with an itching so fierce that I am consumed by it, as if the very flesh itself were trying to escape my body.""",Itching,Severity,Mild,Poetic/Literary Register,Confused,2,False,False,False
305," ""Itching all over my body, especially my back and arms. It's so bad that I can't sleep at night.""",Itching,Severity,Severe,Informal Register,Neutral,3,True,False,False
306," ""I've noticed that my nails are turning yellow and it's really scaring me, I don't know what's wrong with me.""",Nail discoloration,Presence/Absence,Not sexually active,Informal Register,Fearful,2,False,False,True
307," ""I been noticing that my fingernails has been turnin all yellow like a bloody banana. I been gettin really scared that somethin is wrong with me. I been tryin to look it up online but I cant find nothin. I been goin to the doctor but they aint doin nothin to help me. I been feelin so scared and alone. Please help me.""",Nail discoloration,Presence/Absence,Prefer not to answer,Vulgar Register,Fearful,3,False,False,True
308," ""I've been noticing that my nails are turning yellowish and also a bit thick, but I'm not sure if it's just a sign of aging or if there's something wrong with me.""",Nail discoloration,Presence/Absence,Not applicable,Informal Register,Confused,2,False,False,True
309," ""I'm surprised you haven't noticed my nails turning yellow yet, given how often you see me.""",Nail discoloration,Presence/Absence,No,Formal Register,Insulting,4,False,False,False
310," ""I got this fukin yellow stain on me nails and it aint goin away, what the fuk is dis?""",Nail discoloration,Presence/Absence,Yes,Vulgar Register,Fearful,1,False,False,True
311," ""I'm so fed up with my nails falling off. It's been going on for months now and I'm so sick of it. I mean, I can't even wear a decent pair of shoes because my nails keep falling off. It's so embarrassing.""",Nail loss,Presence/Absence,Not sexually active,Informal Register,Angry,4,False,False,False
312," ""My nails are falling off like autumn leaves, and I'm left with nothing but a bloody stump, a constant reminder of my failing health.""",Nail loss,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Insulting,2,False,False,True
313," ""I been losin' my nails fer months now, an' it's gettin' worse an' worse. I don't know what's causin' it, but it's drivin' me crazy. I been checkin' online an' it seems like it could be some kinda skin disorder, but I ain't never heard of it before. I been tryin' different remedies, but nothin's workin'. I'm so frustrated an' scared. I don't know what to do no more.""",Nail loss,Presence/Absence,Not applicable,Vulgar Register,Confused,5,False,False,True
314," ""I'm so sick of losin' my nails all the time, it's gettin' really annoying!""",Nail loss,Presence/Absence,No,Informal Register,Angry,3,False,False,True
315," ""I've been losin' me nails fer weeks now, an' it's gettin' worse an' worse. I've tried everythin' I can think of, but nothin' seems ta work.""",Nail loss,Presence/Absence,Yes,Vulgar Register,Friendly,3,False,False,True
316," ""My nails are so ridged, it's like I'm trying to claw my way out of this bed, but I'm too weak to even scratch the surface.""",Nail ridging,Presence/Absence,Not sexually active,Poetic/Literary Register,Insulting,1,False,True,False
317," ""I've been gettin a bit of a problem with me nails lately, they've all gone a bit wavy and ridged like. It's only been the last few days but it's gettin worse and worse, I can feel 'em gettin thicker too. I've been tryin to file 'em down but it ain't workin, it's like tryin to file down a bloody brick! I'm gettin a bit worried now, I've never had no problems with me nails before.""",Nail ridging,Presence/Absence,Prefer not to answer,Vulgar Register,Friendly,5,False,False,True
318," ""I've got these ridges on me nails and they're all flaky and stuff, what if they spread to me skin?""",Nail ridging,Presence/Absence,Not applicable,Vulgar Register,Fearful,1,False,False,True
319," ""I've had these ridges on my nails for months now and no one can tell me why!""",Nail ridging,Presence/Absence,No,Neutral/Standard Register,Angry,1,False,True,True
320," ""My nails are ridged and thickened.""",Nail ridging,Presence/Absence,Yes,Informal Register,Confused,2,True,True,False
321," ""I am experiencing a severe radiation skin reaction. It is very painful and itchy. I am worried that it will get worse.""",Radiation skin reaction,Severity,Very severe,Formal Register,Fearful,3,False,False,False
322," ""I got this radiation skin reaction and it's bloody annoying. I got redness, itching, dryness, and burning sensations all over my skin. I can't even have sex with my wife because I'm so embarrassed. I'm so angry about this whole situation.""",Radiation skin reaction,Severity,Not sexually active,Vulgar Register,Angry,3,True,False,True
323," ""I'm gettin a bit o' redness on me skin, like I've been out in the sun too long. It's a bit itchy too, but not too bad like.""",Radiation skin reaction,Severity,Prefer not to answer,Vulgar Register,Friendly,2,False,False,True
324," ""My skin is a burning inferno, a fiery pit of agony, a scorching hell on earth, a blistering blight on my body, a searing scourge upon my flesh, a tormenting torment to my very soul.""",Radiation skin reaction,Severity,None,Poetic/Literary Register,Insulting,5,False,False,True
325," ""My skin is all red and sore, like I've been out in the sun too long, but I haven't been outside in weeks. It's so itchy I want to scratch it all the time, but I know I shouldn't because it'll get worse. It's like my skin is on fire.""",Radiation skin reaction,Severity,Not applicable,Poetic/Literary Register,Confused,1,True,False,True
326," ""I'm so scared doc, I feel like I'm gonna lose my mind, my skin is so red and sore, I can't even look at it, I'm so scared I'm gonna get cancer from this radiation, I just wanna feel normal again, please help me, I'm begging you, I can't take this anymore""",Radiation skin reaction,Severity,Moderate,Informal Register,Fearful,4,False,False,True
327," ""I am experiencing a radiation skin reaction.""",Radiation skin reaction,Severity,Mild,Formal Register,Confused,1,False,True,True
328," ""My skin is a burning inferno, as if I have been dipped in a vat of acid, and the flames are consuming me from the inside out.""",Radiation skin reaction,Severity,Severe,Poetic/Literary Register,Neutral,4,False,False,True
329," ""I have a rash all over my body and it itches like crazy.""",Rash,Presence/Absence,Not sexually active,Neutral/Standard Register,Angry,2,False,False,False
330," ""I have been experiencing a rash on my arms and legs for the past two days. It is red and itchy and has raised edges. I am not sure what caused it but I have been feeling very unwell.""",Rash,Presence/Absence,Prefer not to answer,Formal Register,Confused,4,False,False,True
331," ""I have a rash all over my body, it's so itchy and red.""",Rash,Presence/Absence,Not applicable,Neutral/Standard Register,Fearful,3,False,False,True
332," ""My skin is all itchy and red with a rash all over my body.""",Rash,Presence/Absence,No,Poetic/Literary Register,Friendly,2,False,False,True
