,Dialogue,True_Symptom,Extracted_Symptom
134," ""A Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge, a Vaginal discharge",Vaginal discharge,['Vaginal discharge']
135," ""I got this weird white stuff comin outta my vagina, and it smells like fish. I thought it was just a yeast infection or somethin, but it's been goin on for weeks now. I tried eatin yogurt and usin those probiotic pills, but it ain't workin. I'm so worried I got somethin bad.""",Vaginal discharge,"['Decreased libido', 'Vaginal dryness', 'Vaginal discharge', 'Painful urination']"
136," ""I have been experiencing a very much vaginal discharge for the past week now.""",Vaginal discharge,['Vaginal discharge']
137," ""Vaginal dryness, Pain during sexual intercourse, Decreased sexual desire, Urinary tract infections.""",Vaginal dryness,"['Vaginal dryness', 'Pain during sexual intercourse', 'Decreased sexual desire', 'Urinary tract infections']"
138," ""I have noticed that I do not feel like having sex as often as I used to.""",Decreased libido,"['Decreased libido', 'Delayed orgasm', 'Achieve and maintain erection']"
139," ""I've noticed that I haven't been in the mood for sex lately.""",Decreased libido,"['Decreased libido', 'Delayed orgasm', 'Achieve and maintain erection', 'Pain with sexual intercourse']"
140," ""I have been experiencing delayed orgasm for the past few months. It started suddenly and has been persistent. I have tried to ignore it and hope it goes away on its own, but it has not improved. I have tried to talk to my partner about it, but they just brush it off and tell me I am overthinking things. I feel frustrated and angry that I cannot fix this problem on my own.""",Delayed orgasm,['Delayed orgasm']
141," ""I can't cum, it's like my dick is made of rubber or something, it just bounces back up and I can't make it go down, it's so frustrating, I feel like I'm gonna explode or something.""",Delayed orgasm,"['Decreased libido', 'Achieve and maintain erection', 'Ejaculation']"
142," ""Achieve and maintain erection.""",Achieve and maintain erection,['Achieve and maintain erection']
143," ""I have been unable to achieve and maintain an erection for the past year now, and it has been affecting my relationship with my partner.""",Achieve and maintain erection,"['Decreased libido', 'Achieve and maintain erection']"
144," ""I can't achieve or maintain an erection.""",Achieve and maintain erection,['Achieve and maintain erection']
145," ""Ejaculation occurs during sexual intercourse.""",Ejaculation,"['Decreased libido', 'Ejaculation']"
146," ""My pelvis and lower back ache with each penetration, and I feel a burning sensation that lingers for a while after I climax.""",Pain with sexual intercourse,"['Decreased libido', 'Pain with sexual intercourse']"
147," ""I have been unable to have an orgasm for the past three months now.""",Unable to have orgasm,"['Decreased libido', 'Delayed orgasm', 'Unable to have orgasm']"
148," ""I have been experiencing a strong body odor for the past few days. It is not just a slight odor, but a very strong one that is noticeable even to others. I have tried using deodorants and antiperspirants, but they do not seem to work very well. I am worried that this odor may be a sign of a more serious medical condition.""",Body odor,['Body odor']
149," ""I got this weird smell coming from my body.""",Body odor,"['Decreased appetite', 'Fatigue', 'Weight loss']"
150," ""I'm so sick of these bloody breasts swelling and getting all tender, it's like I'm a bloody cow or something!""",Breast swelling and tenderness,['Breast swelling and tenderness']
151," ""My skin is bruised and tender to the touch.""",Bruising,"['Mouth/throat sores', 'Skin dryness', 'Acne', 'Rash', 'Itching']"
152," ""I have been noticing that I have been getting more bruises than usual.""",Bruising,"['Decreased appetite', 'Weight loss', 'Fatigue']"
153," ""I have been experiencing chills for the past few days, and I am worried that I may have a fever.""",Chills,['Chills']
154," ""I am experiencing chills, and they are quite severe. It is as if I have a fever, but when I check my temperature, it is normal. I am very frustrated with this condition, as it is affecting my daily life.""",Chills,['Chills']
155," ""I have been experiencing severe chills for the past three days now.""",Chills,"['Abdominal pain', 'Bloating', 'Constipation']"
156," ""I ain't been able to sweat proper like for weeks now, it's like my body ain't able to cool itself down properly, I mean I know I'm not sick or nothin' but I swear I've been tryin' to sweat but nothin' happens, it's like I'm a freakin' statue or somethin'.""",Decreased sweating,"['Decreased sweating', 'Night sweats']"
157," ""I'm so angry when I have these hot flashes. They come on so suddenly and are so intense. I feel like I'm going to explode. I get so angry that I start to sweat and my face turns bright red. It's so embarrassing. I try to hide it, but it's so hard. I feel like I'm losing control of my body. I'm so angry at my body for doing this to me.""",Hot flashes,"['Hot flashes', 'Anger', 'Sweating']"
158," ""I'm so sick of these hot flashes. They're ruining my life.""",Hot flashes,['Hot flashes']
159," ""I am experiencing these hot flashes and I am so angry about it. I mean, I am 45 years old and I should not be having these hot flashes. It is so unfair.""",Hot flashes,"['Hot flashes', 'Anger']"
160," ""My body is on fire, and I am consumed by rage and frustration. These hot flashes are a constant reminder of my mortality, and I am sick of feeling so powerless.""",Hot flashes,"['Decreased appetite', 'Fatigue', 'Nausea']"
161," ""I am constantly drenched in sweat, you bloody idiot!""",Increased sweating,"['Decreased appetite', 'Weight loss', 'Fatigue']"
162," ""I have been perspiring profusely, and it is getting worse by the minute.""",Increased sweating,"['Abdominal pain', 'Bloating', 'Constipation', 'Decreased appetite', 'Diarrhea']"
163," ""My skin is drenched in sweat, and I can feel my heart racing and pounding in my chest.""",Increased sweating,"['Heart palpitations', 'Sweating', 'Racing and pounding in my chest']"
164," ""I've been sweating like a pig lately. I wake up in the morning all drenched in sweat. I even sweat at night when I sleep. I'm always hot and I can't seem to cool down no matter how much water I drink or how cold I keep the room.""",Increased sweating,"['Heartburn', 'Nausea', 'Vomiting', 'Abdominal pain', 'Bloating', 'Constipation']"
165," ""I wake up in the middle of the night with my heart racing and I start sweating. I try to calm down but I can't and I end up getting out of bed and pacing around the room.""",Increased sweating,"['Heart palpitations', 'Night sweats', 'Anxious']"
166," ""I'm so sick of having nosebleeds every month. It's so annoying.""",Nosebleed,['Nosebleed']
167," ""My nose bleeds so rarely, but when it does, it's as if my very soul is bleeding out.""",Nosebleed,['Nosebleed']
168," ""I been gettin nosebleeds all day long, man. I dont know what the f**k is goin on with my body, but it aint no joke, ya hear me?""",Nosebleed,['Nosebleed']
169," ""I've been having some nosebleeds lately, and I'm worried that it might be something serious.""",Nosebleed,['Nosebleed']
170," ""I'm still in a lot of pain and swelling at the injection site, you incompetent doctors!""",Pain and swelling at injection site,['Pain and swelling at injection site']
171," ""I have a lot of pain and swelling at the injection site.""",Pain and swelling at injection site,['Pain and swelling at the injection site']
