,Dialogue,True_Symptom,Extracted_Symptom
171," ""I have noticed that my voice has changed recently. It is hoarser and deeper than it used to be.""",Voice quality changes,hoarseness
172," ""I have been having some abdominal pain for a few days now.""",Abdominal pain,abdominal pain
173," ""I got this cramp in my gut, man. It's like someone took a knife and stabbed me in the stomach. It's so bad I can't even walk straight. I feel like I'm gonna puke all the time. I can't eat nothin' and I'm always thirsty. I gotta go to the bathroom all the time too. I'm always gotta be near a toilet, ya know? I'm always worried I'm gonna have an accident or somethin'. I can't sleep at night cause I'm always gotta go to the bathroom. I'm always tired and I don't got no energy. I'm always feelin' like I'm gonna pass out or somethin'. I can't do nothin' cause I'm always in pain. I can't even take a shower by myself no more. I gotta have my wife help me. I'm always feelin' like I'm gonna die or somethin'. I'm always worried I'm gonna have an accident or somethin'. I'm always worried I'm gonna hurt myself or somethin'. I'm always worried I'm gonna die or somethin'.""",Abdominal pain,abdominal pain
174," ""My abdomen is a cauldron of fire, a bubbling pot of rage and resentment, a seething cauldron of pain and suffering, a festering sore of agony and despair.""",Abdominal pain,abdominal pain
175," ""I got this cramp in my gut, and it's been hurting like hell for a few days now.""",Abdominal pain,abdominal pain
176," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
177," ""I have been having severe abdominal pain for the past 3 days now. It started out as a dull ache but now it's become sharp and stabbing in nature. It's been constant and I haven't been able to find any position that makes it go away. It's also radiating to my back and I've been having some nausea along with it.""",Abdominal pain,abdominal pain
178," ""I got this cramp in my stomach and it hurts so much, I can't even sleep, I'm so angry about this, I hope it goes away soon.""",Abdominal pain,abdominal pain
179," ""I have been experiencing abdominal pain for the past few days, and it is almost constantly interfering with my daily activities.""",Abdominal pain,abdominal pain
180," ""My belly feels like a burning fire that rages on and on, and the pain is so intense that I can barely stand it.""",Abdominal pain,abdominal pain
181," ""I have been experiencing abdominal pain for the past few days. It is a dull and aching pain that is constant and does not seem to be getting any better. The pain is localized in the lower right side of my abdomen and radiates to my back. I have tried to ignore it and hope it goes away on its own, but it has been getting worse and worse.""",Abdominal pain,abdominal pain
182," ""My belly is aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching",Abdominal pain,abdominal pain
183," ""I've had this stomach pain for a few days now and it's getting worse and worse.""",Abdominal pain,abdominal pain
184," ""My belly is on fire, it's burning like a furnace, it's so painful I can't even describe it, it's like a knife stabbing me in the gut, I can't even sleep because of the pain, I can't eat, I can't work, I can't even leave my house, I'm so sick of this pain, I'm so sick of being sick, I'm so sick of being treated like I'm not even a human being, I'm so sick of being ignored, I'm so sick of being dismissed, I'm so sick of being told it's all in my head, I'm so sick of being told I'm just being dramatic, I'm so sick of being told I'm just being a hypochondriac, I'm so sick of being told I'm just being a whiner, I'm so sick of being told I'm just being a complainer, I'm so sick of being told I'm just being a baby, I'm so sick of being told I'm just being a crybaby, I'm so sick of being told I'm just being a drama queen, I'm so sick of being told I'm just being a diva, I'm so sick of being told I'm just being a princess, I'm so sick of being told I'm just being a brat, I'm so sick of being told I'm just being a spoiled brat, I'm so sick of being told I'm just being a",Abdominal pain,abdominal pain
185," ""I can't take a shit without wincing, and it's been like that for days now. I'm so scared I'm gonna end up in the hospital or something.""",Abdominal pain,pain with defecation
186," ""I have severe abdominal pain, especially in the lower right side of my abdomen. The pain is constant and gets worse when I eat or move around. I feel nauseous and have had episodes of vomiting. I also have diarrhea several times a day. The pain is affecting my daily activities, as I am unable to go to work or do any household chores.""",Abdominal pain,"abdominal pain, diarrhea, nausea, vomiting"
187," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
188," ""I have been experiencing abdominal pain for the past three days. It is located in the lower right side of my abdomen and it is constant and severe. I have tried to ignore it but it is affecting my daily activities almost constantly.""",Abdominal pain,abdominal pain
189," ""I have been having abdominal pain for the past few days. It is a dull ache that seems to be getting worse.""",Abdominal pain,abdominal pain
190," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
191," ""I been having this pain in my tummy for a while now, and it's getting worse and worse.""",Abdominal pain,abdominal pain
192," ""My belly is on fire, and I fear I may never know peace again.""",Abdominal pain,abdominal pain
193," ""I have been experiencing abdominal pains for the last few days. It is a dull ache that is located in the lower part of my abdomen. It is not constant and it comes and goes. I do not know what is causing it and I am worried.""",Abdominal pain,abdominal pain
194," ""I got this bloomin' stomach ache last night and it's still there this mornin'. It's like a knife stabbin' me in the gut every time I breathe. I can't even get outta bed without wincin' in pain. What the bloody hell is goin' on with me?""",Abdominal pain,abdominal pain
195," ""I have been experiencing abdominal pain for the past three days. The pain is severe and constant, and it is located in the lower right quadrant of my abdomen. It is worse when I eat or drink anything, and it wakes me up at night. I have also been feeling nauseous and have had episodes of vomiting. I have noticed that I have less frequent bowel movements, and the stool is hard and dry. I have also been experiencing bloating and flatulence. The pain is very severe and interferes with my daily activities.""",Abdominal pain,"abdominal pain, nausea, vomiting"
196," ""I got this cramp in my gut, and it's been hurting like hell for a few days now.""",Abdominal pain,abdominal pain
197," ""I am experiencing severe abdominal pain on the left side of my abdomen. It is a sharp pain that started this morning and has been getting worse throughout the day. I have tried to eat something but nothing seems to help. I am also feeling nauseous and have had some vomiting. I have never had abdominal pain like this before and it is very scary.""",Abdominal pain,abdominal pain
198," ""I've got this bloomin' pain in me stomach, it's been there for days now, and it's gettin' worse and worse, and I can't even sleep at night because of it, and I've tried every bloomin' thing to make it go away, but it just won't budge, and I'm gettin' so bloomin' fed up with it, I could just scream!""",Abdominal pain,abdominal pain
199," ""Oh man, I've been having this really bad stomach pain for the past few days. It's like a burning sensation in my tummy and it's making me feel really sick. I've been trying to eat some food but nothing seems to go down. I've been having some really bad diarrhea too. I'm not sure what's wrong with me, I hope it's nothing serious.""",Abdominal pain,"abdominal pain, diarrhea"
200," ""I have been having this severe abdominal pain for the past 3 days now and it's getting worse and worse. It's like a burning sensation that starts from the lower part of my stomach and radiates all the way to my back. It's so painful that I can't even sleep at night and I'm always tired and weak during the day. I tried to eat something to help with the pain but nothing seems to work. I'm so scared that something is seriously wrong with me.""",Abdominal pain,abdominal pain
201," ""I have been having severe abdominal pain for the past 3 days now. It started out as a dull ache but now it's become sharp and stabbing in nature. It's been constant and I haven't been able to find any position that makes it go away. It's also radiating to my back and I've been having some nausea along with it.""",Abdominal pain,abdominal pain
202," ""Oh my god, I got this cramp in my belly, it's like someone is stabbing me with a knife, I can't even move, I'm so scared, I don't know what to do, I'm gonna die, I just know it, I can feel it, I'm gonna puke, I'm gonna puke, I'm gonna puke, I can't take it, I can't take it, I can't take it, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop,",Abdominal pain,abdominal pain
203," ""I have been experiencing severe abdominal pain for the past three days. It is located in the lower right side of my abdomen and it is constant and severe. I have tried to ignore it but it is getting worse and worse. I am very worried that something serious is happening to my body.""",Abdominal pain,abdominal pain
204," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
205," ""i got this terrible stomach ache and it hurts so much that i cant even move""",Abdominal pain,abdominal pain
206," ""Oh, my gut is on fire, it's as if a thousand tiny knives are stabbing me in the belly, and I'm sure it's all because of that wretched food I ate at the restaurant last night, you know, the one with the awful service and the overpriced dishes?""",Abdominal pain,abdominal pain
207," ""I am experiencing severe abdominal pain. It is a constant and aching pain that is located in the lower right side of my abdomen. The pain is so severe that I cannot sleep at night and I have to take painkillers every day. The pain is also interfering with my daily activities as I am unable to do any physical activity. I am also experiencing nausea and vomiting. I am worried that the pain may be a sign of something serious.""",Abdominal pain,abdominal pain
208," ""I got this cramp in my gut this morning and it won't go away. It's like someone is stabbing me in the stomach with a knife. I can't even take a shit without wincing in pain. What the fuck is wrong with me?""",Abdominal pain,abdominal pain
209," ""My belly is a burning furnace, a cauldron of fire and brimstone.""",Abdominal pain,heartburn
210," ""I have been experiencing abdominal pain for the past three days. The pain is located in the lower right side of my abdomen and it is constant and severe. It is very difficult for me to move around and I have been unable to eat or sleep properly. I have tried to rest and eat well, but the pain persists. I am worried that there may be something seriously wrong with me.""",Abdominal pain,abdominal pain
211," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,abdominal pain
212," ""My abdomen is a cauldron of burning acid, bubbling with every breath I take, as if my very insides are trying to boil their way out of my skin.""",Abdominal pain,abdominal pain
213," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
214," ""I been feelin' like I got a knife stuck in me gut, ya know? It's been goin' on fer a few days now, but I ain't been able to find nothin' that makes it stop hurtin'.""",Abdominal pain,general pain
215," ""I have had abdominal pain for the past few days. It is a dull ache that is constant and does not seem to be related to eating or bowel movements.""",Abdominal pain,abdominal pain
216," ""I have been having severe stomach cramps for the past few days.""",Abdominal pain,abdominal pain
217," ""Oh no, I've been having this really bad stomach ache for the past few days. It's like a sharp pain that comes and goes, and it's really hard to sleep because of it.""",Abdominal pain,abdominal pain
218," ""I have been experiencing abdominal pain for a few days now. It is a dull ache that is constant and does not seem to be getting any better. It is affecting my daily activities as I am not able to eat properly and I am always tired.""",Abdominal pain,abdominal pain
219," ""I have been experiencing abdominal pain for the past few days. The pain is constant and severe, and it is located in the lower right side of my abdomen. It is worse when I eat or move around, and it is better when I lie down. I have also been experiencing nausea, vomiting, and diarrhea.""",Abdominal pain,abdominal pain
220," ""I got this cramp in my gut this morning, and it's been hurting like a motherfucker ever since.""",Abdominal pain,abdominal pain
221," ""My gut is a cauldron of fire and brimstone, and I'd rather eat a bucket of razor blades than endure this agony.""",Abdominal pain,abdominal pain
222," ""I got stomach pain, I feel sick, I vomited, I have diarrhea, I have a fever, I have chills, I have a headache, I have a cough, I have a runny nose, I have a sore throat, I have body aches, I have joint pain, I have a rash, I have itchy skin, I have dry skin, I have cracked skin, I have a change in skin color, I have a change in skin texture, I have a change in skin temperature, I have a change in skin sensation, I have a change in skin appearance, I have a change in skin smell, I have a change in skin taste, I have a change in skin moisture, I have a change in skin pH, I have a change in skin electrolytes, I have a change in skin electrolyte concentration, I have a change in skin electrolyte balance, I have a change in skin electrolyte distribution, I have a change in skin electrolyte movement, I have a change in skin electrolyte excretion, I have a change in skin electrolyte reabsorption, I have a change in skin electrolyte retention, I have a change in skin electrolyte storage, I have a change in skin electrolyte utilization, I have a change in skin electrolyte excretion, I have a change in skin electrolyte reabsorption, I have a change in skin electrolyte retention, I have a change in skin electrolyte storage,",Abdominal pain,"stomach pain, nausea, vomiting, diarrhea, fever"
223," ""I have been experiencing abdominal pain for the past few days.""",Abdominal pain,abdominal pain
224," ""Oh, my tummy is all aflutter, it's as if a thousand butterflies are fluttering about in there, causing me such distress, I can barely stand it, and it's not just the butterflies, it's as if my insides are all tangled up in a knot, like a ball of yarn, and it's so painful, I can barely breathe, and it's not just the pain, it's as if I'm all confused and disoriented, like I'm in a fog, and I can barely think straight, and it's not just the confusion, it's as if I'm all spaced out, like I'm floating away from my body, and I can barely feel my feet on the ground, and it's not just the spaced out feeling, it's as if I'm all disconnected from the world, like I'm in a bubble, and I can barely connect with anyone, and it's not just the disconnected feeling, it's as if I'm all cut off from my emotions, like I'm numb, and I can barely feel anything, and it's not just the numb feeling, it's as if I'm all cut off from my thoughts, like I'm in a trance, and I can barely think, and it's not just the trance-like feeling, it's as if I'm all cut off from my body, like I'm a ghost, and I can barely feel my body, and it's not just the ghost-like feeling",Abdominal pain,abdominal pain
225," ""My belly feels like a burning fire that refuses to subside, and it's making me feel quite miserable.""",Abdominal pain,abdominal pain
226," ""A dull ache in the lower right quadrant of my abdomen, which worsens when I eat.""",Abdominal pain,abdominal pain
227," ""I'm so sick of this abdominal pain. It's been going on for weeks now and I can't take it anymore. It's like a knife stabbing me in the gut every time I move. I can't even sleep at night because of it. I'm so tired and exhausted from the pain and lack of sleep. I just want it to go away already.""",Abdominal pain,abdominal pain
228," ""Oh my god, I have been feeling so sick for the past few days. I have this terrible stomach pain that just won't go away. It's like someone is stabbing me in the gut with a knife. I can't even sleep at night because it hurts so much. I have to take painkillers just to get some rest. I'm so sick of feeling sick. I just want to feel better already.""",Abdominal pain,stomach pain
229," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,abdominal pain
230," ""I'm sick of this stomach pain, it's always there.""",Abdominal pain,abdominal pain
231," ""Oh my god, I feel like my belly is on fire, it hurts so bad, I can't even sleep, I'm so scared, what if this is cancer?""",Abdominal pain,abdominal pain
232," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
233," ""I got this bloomin' stomach ache and it's been killin' me, ya hear? It's been comin' on strong like a motherfucker and I can't even give a shit about it no more. I'm so sick of this shite, I just wanna die already.""",Abdominal pain,
234," ""I have been experiencing severe abdominal pain for the past three days. The pain is constant and localized to the lower right side of my abdomen. It is exacerbated by movement and eating, and I have not been able to eat or sleep properly due to the pain.""",Abdominal pain,abdominal pain
235," ""I have been having this pain in my stomach for a few days now and it's getting worse and worse. It's like a burning sensation that starts in the middle of my stomach and radiates outwards. It's so intense that I can't even think straight. I've tried to eat something to make it go away but nothing seems to work. I'm so frustrated and angry that I can't even sleep at night because of this pain. I just want it to go away already.""",Abdominal pain,abdominal pain
236," ""Oh dear, I've been feeling so poorly lately, my tummy has been aching something fierce, and it's been happening so often that I can barely keep up with my daily routine.""",Abdominal pain,abdominal pain
237," ""I cant even get out of bed because of this bloomin' pain in me belly!""",Abdominal pain,
238," ""Stomach hurts like hell, feels like someone is stabbing me with a knife.""",Abdominal pain,abdominal pain
239," ""I have had abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be related to eating or bowel movements. The pain is located in the lower right side of my abdomen and radiates to my back. I have had some nausea but no vomiting. I have had some constipation but it is not severe. The pain is worse when I move around and I have had to limit my activities.""",Abdominal pain,abdominal pain
240," ""i cant believe this is happening to me again i have had stomach cramps for the past 3 days and its getting worse and worse i cant eat or sleep because of the pain i feel like im gonna die""",Abdominal pain,abdominal pain
241," ""My abdomen is sore and tender to the touch, and I feel nauseous and have a loss of appetite.""",Abdominal pain,"abdominal pain, nausea, decreased appetite"
242," ""My abdomen is a cauldron of fire, a pit of snakes, a festering wound that will not heal.""",Abdominal pain,abdominal pain
243," ""I've got a bloody stomachache, you daft c*nt. It's been going on for days and I can't bloody well eat or sleep because of it. What's wrong with me, eh? You're a bloody doctor, can't you see that I'm ill?""",Abdominal pain,stomachache
244," ""I have severe abdominal pain. It's constant and gets worse when I eat or move around. It's been going on for a few days now and I'm really worried.""",Abdominal pain,abdominal pain
245," ""I have been experiencing severe abdominal pain for the past three days. The pain is located in the lower right side of my abdomen and radiates to my back. It is constant and worsens with movement. I have been unable to eat or sleep properly due to the pain. I am concerned that the pain may be a sign of something serious.""",Abdominal pain,abdominal pain
246," ""I have been experiencing severe abdominal pain for the past few days. The pain is constant and radiates to my back. It is worse at night and disturbs my sleep. I have also been feeling nauseous and have had episodes of vomiting. I have tried to eat something but nothing seems to stay in my stomach. I am worried that something is seriously wrong with me.""",Abdominal pain,"abdominal pain, nausea, vomiting"
247," ""I've been having this stomach pain for a while now, and it's really annoying. It's not like I can just take a painkiller and forget about it, because I'm allergic to most painkillers. I've tried eating less spicy food, but that doesn't seem to help either. I'm starting to get really frustrated with this stomach pain.""",Abdominal pain,
248," ""I have been having this stomach pain for a while now and it is getting worse and worse. It is like a burning sensation that starts in the middle of my stomach and radiates out to my chest and back. It is so bad that I can't even sleep at night because I am so uncomfortable. I try to eat something to make it go away but nothing seems to work. I am so scared that something is seriously wrong with me.""",Abdominal pain,abdominal pain
249," ""My abdomen has been aching for a while now, it's as if a thousand knives are stabbing me in the gut, and I can't even think straight, let alone eat or sleep.""",Abdominal pain,abdominal pain
250," ""My belly is on fire and it's burning up my insides, it's so painful I want to scream!""",Abdominal pain,abdominal pain
251," ""I'm dying, you hear me? I'm dying!""",Abdominal pain,general pain
252," ""I have been having this stomach pain for the past three days now and it's getting worse and worse. It's like a burning sensation that starts in the middle of my stomach and radiates outwards. It's so intense that I can't even eat or sleep properly. I tried to ignore it at first, but now I'm starting to get really worried. I'm not sure what's causing it, but I think it might have something to do with the spicy food I've been eating lately. I've tried to cut down on it, but I just can't help myself. I know I should see a doctor, but I'm really scared of what they might find. I'm afraid it might be something serious.""",Abdominal pain,heartburn
253," ""I got this cramp in my gut this morning, and it's been hurting ever since.""",Abdominal pain,abdominal pain
254," ""I have been experiencing severe abdominal pain for the past few days and it is interfering with my daily activities frequently.""",Abdominal pain,abdominal pain
255," ""I have been experiencing severe abdominal pain for the past three days. It started in the morning and has been constant ever since. The pain is located in the lower right side of my abdomen and radiates to my back. It is very sharp and intense, and it gets worse when I move around or cough. I have been unable to eat or sleep properly due to the pain, and I have been vomiting several times a day. I am worried that the pain may be related to something serious, such as appendicitis.""",Abdominal pain,abdominal pain
256," ""I've been having this stomach pain for a few days now and it's getting worse and worse.""",Abdominal pain,abdominal pain
257," ""I have had abdominal pain for the past 3 days. It started in the morning and lasted all day. The pain is located in the lower right side of my abdomen and is constant and dull. It does not radiate to any other area and I do not feel any nausea or vomiting. The pain is not affected by eating or drinking and I have not had any changes in my bowel movements or urination. I have tried to rest and eat well but the pain persists.""",Abdominal pain,abdominal pain
258," ""My abdomen has been aching for days now, and the pain is so intense that I can barely move, let alone eat or sleep.""",Abdominal pain,abdominal pain
259," ""I have abdominal pain, you incompetent fool!""",Abdominal pain,abdominal pain
260," ""Oh my god, I got this terrible stomach pain, it's like a knife stabbing me in the gut, I can't even sleep at night because it's so bad, I'm so scared I'm gonna die from this pain, I can't even eat anything, I'm so hungry but I'm too scared to eat, I'm so sick of this pain, I just wanna feel better, I just wanna be normal again, I'm so tired of being sick, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I just wanna feel good again, I just wanna be me again, I just wanna be normal again, I just wanna be healthy again, I",Abdominal pain,stomach pain
261," ""i cant stop throwing up and i have this really bad stomach pain""",Abdominal pain,"nausea, vomiting, abdominal pain"
262," ""Oh my god, I feel like my stomach is on fire, it's burning so bad, I can't even sleep, I'm so scared, what if this is cancer?""",Abdominal pain,abdominal pain
263," ""I have severe abdominal pain, cramps, nausea, vomiting, constipation, and diarrhea.""",Abdominal pain,"abdominal pain, nausea, vomiting"
264," ""My abdomen is a cauldron of burning acid, a festering wound that seeps its venom into my very soul.""",Abdominal pain,abdominal pain
265," ""I am experiencing severe abdominal pain. It is a constant and dull ache that is not affected by movement or position. It is also not radiating to any other areas. I have been experiencing this pain for the past 3 days, and it is getting worse. I have tried to rest and eat lightly, but it has not helped. I am worried that there may be something seriously wrong with me.""",Abdominal pain,abdominal pain
266," ""I got this cramp in my stomach and it's been hurting like hell since yesterday. I tried to ignore it but it's getting worse and worse. I'm starting to get really angry about this. I mean, what the hell is wrong with me? I'm only 25 years old and I'm already getting stomach cramps? I'm starting to get really depressed about this. I hope I can get better soon.""",Abdominal pain,abdominal pain
267," ""I've been having some abdominal pain for the past few days.""",Abdominal pain,abdominal pain
268," ""My abdomen feels like a burning inferno, as if a thousand fiery arrows are piercing through my flesh, and I fear that if I do not find immediate relief, I will succumb to this torment.""",Abdominal pain,abdominal pain
269," ""I have been having this stomach pain for a while now and it is getting worse and worse.""",Abdominal pain,abdominal pain
270," ""My belly is on fire, burning with a rage that cannot be tamed. It's as if a thousand knives are stabbing me, tearing me apart from the inside out. I can't sleep, I can't eat, I can't even think straight. I'm consumed by this pain, this agony that refuses to subside. I'm trapped in this prison of pain, unable to escape, unable to find relief. I'm a hostage to this inferno that rages within me, a hostage to my own body that betrays me at every turn.""",Abdominal pain,abdominal pain
271," ""I have been experiencing severe abdominal pain for the past three days. The pain is localized to the lower right quadrant of my abdomen and is constant in nature. It is not radiating to any other part of my body and I do not feel any nausea or vomiting. The pain is not worsened by movement or deep breathing and I do not have any urinary or bowel changes. I do not have any previous history of abdominal pain and I do not have any known medical conditions.""",Abdominal pain,abdominal pain
272," ""My belly is aching with a dull ache that is hard to describe, it is as if my insides are twisting and turning in a way that I can't stop.""",Abdominal pain,abdominal pain
273," ""I've been having this godawful stomach cramps for the past few days. It's like someone is stabbing me in the gut with a knife. I can't even sleep at night because of it. I'm so sick of feeling sick.""",Abdominal pain,stomach cramps
274," ""I got this bloomin' stomach ache and it's not goin' away, ya hear me? It's been goin' on fer days now and I can't even take a shite without wincin' in pain. I'm tellin' ya, it's like some bloke stuck a red hot poker up me bum and is twistin' it around. I can't even eat nothin' without feelin' like I'm gonna puke it all up again. I'm tellin' ya, I'm dyin' in here, I swear to God.""",Abdominal pain,abdominal pain
275," ""My belly is a burning furnace, a cauldron of fire that consumes me from the inside out. It is a constant, gnawing pain that never ceases, never relents. It is a torment that I cannot escape, no matter how hard I try.""",Abdominal pain,
276," ""I have been having severe abdominal pain for the past few days.""",Abdominal pain,abdominal pain
277," ""My abdomen aches with a dull, heavy pain.""",Abdominal pain,abdominal pain
278," ""I have been having this abdominal pain for a while now and it is getting worse and worse. It is a sharp pain and it is located in the lower part of my abdomen. It is not constant, it comes and goes, but it is getting more frequent. I have tried to ignore it, but it is getting harder and harder to do so. I am getting really frustrated with this pain and I don't know what to do anymore.""",Abdominal pain,abdominal pain
279," ""i been having this pain in my tummy for a while now, it started a few days ago and its been getting worse and worse, its like a burning sensation and its really hard to move around, i cant even get out of bed, i feel so sick and i dont know what to do, i tried to eat something but i cant even think about food, i just want this pain to go away""",Abdominal pain,abdominal pain
280," ""I got this cramp in my gut this morning and it's been hurting like a motherfucker ever since. I tried to take a shit but I couldn't even sit down on the toilet seat without wincing like a little bitch. I'm so sick of this shit already.""",Abdominal pain,abdominal pain
281," ""I been feelin like I got a knife stuck in my gut, man. It's like a goddamn fire burnin inside me, ya know? I been tryin to ignore it, but it just keeps gettin worse and worse. I'm scared, man. I don't know what's gonna happen to me.""",Abdominal pain,general pain
282," ""i have severe abdominal pain and its killing me.""",Abdominal pain,abdominal pain
283," ""I got this stomach pain and it's really bad. It's like a knife stabbing me in the gut. It's been going on for a few days now and it's getting worse and worse. I tried to eat some food but it just makes it worse. I tried to drink some water but it just makes it worse. I tried to sleep but it just makes it worse. I tried to go to the bathroom but it just makes it worse. I tried to take a shower but it just makes it worse. I tried to go outside but it just makes it worse. I tried to talk to people but it just makes it worse. I tried to watch TV but it just makes it worse. I tried to play video games but it just makes it worse. I tried to play sports but it just makes it worse. I tried to play music but it just makes it worse. I tried to draw but it just makes it worse. I tried to write but it just makes it worse. I tried to read but it just makes it worse. I tried to eat but it just makes it worse. I tried to drink but it just makes it worse. I tried to sleep but it just makes it worse. I tried to go to the bathroom but it just makes it worse. I tried to take a shower but it just makes it worse. I tried to go outside but it just makes it worse. I tried to talk to people but it just makes it worse. I tried to",Abdominal pain,abdominal pain
284," ""A dull ache in my abdomen, which is worse when I move around, and gets better when I lie down.""",Abdominal pain,abdominal pain
285," ""I got this bloomin' stomach ache, mate. It's been goin' on fer days now. It's like a knife stabbin' me in the gut, it is. I've tried everyfing to make it go away, but nothin's workin'. I've been eatin' like a horse, but I still feel hungry all the time. I've been goin' to the loo a lot, but it's not like I'm drinkin' a lot o' water or anyfing. I just feel like I gotta go all the time, know what I mean? And it's not just the bloomin' pain, it's the bloomin' cramps too. I feel like I'm gonna explode or somethin'. I'm so bloomin' tired all the time too. I just wanna sleep all the time, but I can't. I gotta get up and do stuff, but I just can't be arsed, know what I mean?""",Abdominal pain,"abdominal pain, nausea"
286," ""I have abdominal pain.""",Abdominal pain,abdominal pain
287," ""My stomach hurts all the time. It's like a burning sensation that never goes away. It's worse when I eat or drink something. I feel like I have to go to the bathroom all the time. I feel so uncomfortable all the time.""",Abdominal pain,
288," ""I have severe abdominal pain.""",Abdominal pain,abdominal pain
289," ""I have been having abdominal pain.""",Abdominal pain,abdominal pain
290," ""i cant sleep at night cause of this belly pain, it feels like a knife stabbing me in the gut.""",Abdominal pain,abdominal pain
291," ""I have been having abdominal pain for the past few days now and it is affecting my daily activities.""",Abdominal pain,abdominal pain
292," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
293," ""My belly is on fire, it's burning like a furnace, it's aching like a knife, it's throbbing like a drum, it's churning like a blender, it's chafing like sandpaper, it's churning like a washing machine, it's chafing like a cheese grater, it's churning like a lawnmower, it's chafing like a chainsaw, it's churning like a blender, it's chafing like a cheese grater, it's churning like a washing machine, it's chafing like sandpaper, it's churning like a blender, it's chafing like a cheese grater, it's churning like a lawnmower, it's chafing like a chainsaw, it's churning like a blender, it's chafing like a cheese grater, it's churning like a washing machine, it's chafing like sandpaper, it's churning like a blender, it's chafing like a cheese grater, it's churning like a lawnmower, it's chafing like a chainsaw, it's churning like a blender, it's chafing like a cheese grater, it's churning like a washing machine, it's chafing like sandpaper, it's churning like a blender, it's chafing like a cheese grater, it's churning like",Abdominal pain,heartburn
294," ""I have been experiencing severe abdominal pain for the past three days. It is located in the lower right side of my abdomen and it is constant and sharp in nature. The pain is so severe that I have been unable to eat or sleep properly. I have tried to treat it with over the counter painkillers but it has not helped much. I am worried that it might be something serious.""",Abdominal pain,abdominal pain
295," ""I been having this pain in my tummy for a few days now.""",Abdominal pain,abdominal pain
296," ""I have abdominal pain.""",Abdominal pain,abdominal pain
297," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
298," ""Oh man, I've been feeling so sick these past few days. I've had this really bad abdominal pain that's been bothering me a little bit.""",Abdominal pain,abdominal pain
299," ""I've been having this really bad stomach pain for a few days now. It's like a burning sensation that starts in the middle of my belly and spreads out to my back and chest. It's really uncomfortable and it makes me feel really weak and tired. I've been trying to eat and drink as usual but it's really hard because of the pain. I've also been having some nausea and vomiting. I'm really worried about this because I've never had abdominal pain before.""",Abdominal pain,abdominal pain
300," ""My abdomen is on fire, and I fear I may never recover from this agony.""",Abdominal pain,abdominal pain
301," ""I'm tellin' ya, doc, I got this gnarly cramp in my gut that's got me doubled over like a pretzel. It's like someone's stickin' a hot knife in my belly button and twistin' it around. I can't even take a dump without wincin' like a little bitch. I mean, I know I ate some bad tacos last night, but this is ridiculous, ain't it?""",Abdominal pain,abdominal pain
