,Dialogue,True_Symptom,Extracted_Symptom
121," ""I got these blisters in my mouth and throat, and they are so painful. I can't even swallow properly. I've had them for a few days now, and they are getting worse. I've tried gargling with salt water, but it doesn't help. I've also tried some medicine that my friend gave me, but it didn't work either. I'm so worried about this. I don't know what to do.""",Mouth/throat sores,"cheilosis/cheilitis, difficulty swallowing, hoarseness"
122," ""My mouth is a battlefield, a bloody mess of sores and pain, a place where I'd rather not put my tongue.""",Mouth/throat sores,"cheilitis, cheilosis, mouth/throat sores, pain"
123," ""I got these bloody sores in my mouth and throat, and they are so painful, I can't even eat or drink properly. They keep bleeding and it's so annoying. I hope I don't get infected or something, because I've heard these sores can be really serious. I'm so sick of being sick, I just want to feel better already.""",Mouth/throat sores,Mouth/throat sores
124," ""I got these weird blisters in my mouth and throat, and they're really painful. They're not bleeding or anything, but they're really sore. I've been eating really spicy food lately, so I thought it might be from that, but I've been eating spicy food for years and I've never had this problem before. I'm really worried about it.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
125," ""I have been experiencing some mouth/throat sores these past few days, and they are quite severe.""",Mouth/throat sores,mouth/throat sores
126," ""I've had these mouth/throat sores for a while now, but they seem to be getting worse.""",Mouth/throat sores,mouth/throat sores
127," ""My mouth is a battlefield, with sores that are like tiny volcanoes, erupting with fiery pain.""",Mouth/throat sores,Mouth/throat sores
128," ""I have been having these little sores in my mouth and on my tongue for a few days now. They are somewhat painful and I can feel them when I eat or drink something.""",Mouth/throat sores,"Mouth/throat sores, Dry Mouth"
129," ""My mouth is a battlefield, with sores that burn and ache, as if a thousand fiery arrows are piercing my tongue and the roof of my mouth.""",Mouth/throat sores,"Mouth/throat sores, Headache"
130," ""I have these bloody sores all over my mouth and throat, and they are quite painful. They are not very big, but they are quite deep and they hurt when I eat or drink anything. I have had them for a few days now, and they are not going away. I think I might have caught a cold or something, but I am not sure. I have been trying to take care of myself and rest, but I am not feeling any better. I think I might need to see a doctor or something.""",Mouth/throat sores,Mouth/throat sores
131," ""A burning sensation in my mouth, a soreness in my throat, and a dryness in my mouth that makes it difficult to talk or eat.""",Mouth/throat sores,"Cheilitis, Dry Mouth"
132," ""I have been experiencing these bloody sores in my mouth and throat for quite some time now, and I must say it is quite annoying. They are somewhat painful, and I find it difficult to eat and talk at the same time.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
133," ""I've got these bloody sores in my mouth and throat, and it's been going on for ages. I'm so sick of it.""",Mouth/throat sores,Mouth/throat sores
134," ""I have been experiencing some mouth/throat sores for the past few days, and they are somewhat painful.""",Mouth/throat sores,mouth/throat sores
135," ""I've got these blisters in me mouth and throat, and they're really sore, man. I can't even swallow properly, and it hurts like hell when I try to talk.""",Mouth/throat sores,cheilitis
136," ""I've got these bloody sores in me mouth and throat, it's like I've swallowed a bloody fire and it's burning me from the inside out, I can't even swallow properly, it's like trying to swallow a bloody brick, and it hurts like hell, I can't even talk properly, I sound like a bloody drunk, and it's so bloody embarrassing, I just want to die, I can't take this anymore, I'm going to lose me mind if this carries on, I just want to be normal again, I just want to be able to talk and eat and sleep properly again, please make these sores go away, I can't take this anymore, I'm begging you, please make them go away, I'll do anything, just make them go away, I can't take this anymore, I'm going to go mad if this carries on, please make them go away, I'm begging you, please make them go away, I'll do anything, just make them go away, I can't take this anymore, I'm going to lose me mind if this carries on, please make them go away, I'm begging you, please make them go away, I'll do anything, just make them go away, I can't take this anymore, I'm going to go mad if this carries on, please make them go away, I'm begging you, please make them go away, I'll do anything, just make them go away",Mouth/throat sores,"cheilitis, hoarseness, mouth/throat sores, difficulty swallowing, pain"
137," ""My mouth is a battlefield, a bloody war zone where my tongue is the general, leading the charge against the enemy forces of bacteria and virus.""",Mouth/throat sores,"cheilosis/cheilitis, Mouth/throat sores"
138," ""I got these bloody sores in the back of my throat and on the inside of my mouth. They're itchy as hell and keep bleeding. I can't eat or sleep properly because of the pain and discomfort. I'm so angry that I have to deal with this shit.""",Mouth/throat sores,Mouth/throat sores
139," ""I have these open sores all over my mouth and throat.""",Mouth/throat sores,"Mouth/throat sores, Hoarseness"
140," ""I got these bloody sores in me mouth and throat, and they are so painful, I can't even swallow properly. They are all over the place, inside me mouth and throat, and they are really sore and tender. I can feel them when I talk, and when I eat or drink, it's like fire going down me throat. I can't even sleep properly because of the pain, and I'm so tired and worn out from not being able to eat or drink properly. I'm so frustrated and upset, and I just want these bloody sores to go away already.""",Mouth/throat sores,"mouth/throat sores, headache, difficulty swallowing, pain"
141," ""My mouth is a battlefield, with sores of all shapes and sizes, each one a fiery red, as if a thousand tiny suns had burst into flame within my mouth.""",Mouth/throat sores,"cheilitis, mouth/throat sores, cheilosis"
142," ""I got these bloody sores in me mouth and throat, and they're really painful, mate. I can't even swallow properly, and it's making me feel sick as a dog. I've had 'em for a few days now, and they're getting worse, not better. I've tried gargling with salt water and taking painkillers, but it ain't doing much good. I'm worried I might have some sort of infection or cancer or something. I'm due to see the doc next week, but I'm worried sick about it, mate.""",Mouth/throat sores,"mouth/throat sores, difficulty swallowing, nausea, fear of cancer"
143," ""I've got these blisters in my mouth and throat, it's so painful to eat and drink.""",Mouth/throat sores,"cheilosis/cheilitis, mouth/throat sores"
144," ""I have these sores in my mouth and throat that are really painful and keep coming back.""",Mouth/throat sores,Mouth/throat sores
145," ""My mouth is a battlefield of blisters and sores, a canvas of crimson and white.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
146," ""I've been having these little sores in my mouth and throat for a while now, but I thought it was just stress or something. But now I'm starting to get worried because they're getting bigger and more painful.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
147," ""I'm surprised that you can't see that I have mouth/throat sores. It's quite obvious, really.""",Mouth/throat sores,mouth/throat sores
148," ""I have these sores in my mouth and throat that are quite painful.""",Mouth/throat sores,mouth/throat sores
149," ""I got these blisters in my mouth and throat, and they are so painful. I can't even swallow properly. I've had them for a few days now, and they are getting worse. I've tried to ignore them, but I can't eat or sleep properly. I'm so worried about them. I hope I can get better soon.""",Mouth/throat sores,"cheilosis/cheilitis, difficulty swallowing"
150," ""I have these blisters in my mouth and throat that are really painful and keep getting bigger.""",Mouth/throat sores,"cheilosis/cheilitis, mouth/throat sores"
151," ""I got these bloody sores in the back of my throat and on the inside of my mouth. I'm scared I might swallow some of them and choke to death.""",Mouth/throat sores,"Mouth/throat sores, Difficulty Swallowing"
152," ""I have been experiencing mouth and throat sores quite a bit lately. They are very painful and make it difficult for me to eat and drink.""",Mouth/throat sores,"mouth/throat sores, difficulty swallowing, hoarseness"
153," ""I have these weird blisters in my mouth and throat, and they're really painful. I tried to eat some yogurt to help with the pain, but it just made it worse.""",Mouth/throat sores,"Cheilitis, Mouth/throat sores"
154," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,"Mouth/throat sores, Cheilitis/cheilosis"
155," ""I got these bloody sores in me mouth and throat and they are so painful, I can't even swallow properly, it's like acid is burning me insides.""",Mouth/throat sores,"Mouth/throat sores, Difficulty Swallowing, Hoarseness"
156," ""I got these blisters in my mouth and throat, and they're really painful. I don't know what the hell caused them, but I hope they heal soon.""",Mouth/throat sores,cheilitis
157," ""My mouth is a bloody battlefield, a war zone of sores and blisters, each one a tiny explosion of pain, a festering sore that makes every word I speak a bloody battle cry.""",Mouth/throat sores,"Cheilosis/cheilitis, Mouth/throat sores"
158," ""I have been experiencing mouth and throat sores for a while now, and they are very painful. They are also very red and swollen, and they bleed easily when I brush my teeth or eat. I am very worried that I may have oral cancer.""",Mouth/throat sores,Mouth/throat sores
159," ""My mouth is a battlefield, a war zone of pain and suffering. My tongue is a bloody mess, a mess of sores and ulcers. My throat is on fire, a fire that burns with every swallow. I can't eat, I can't sleep, I can't even talk without wincing in pain. I'm a walking zombie, a shell of my former self. I'm so angry, so frustrated, so tired of this constant pain. I just want to feel better, to be able to live my life again. But the doctors can't help me, they just shrug their shoulders and send me on my way. I'm so angry, so frustrated, so tired of being sick.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
160," ""I got these bloody sores in me gob and throat, and they're proper painful, mate.""",Mouth/throat sores,Mouth/throat sores
161," ""I have been experiencing some mouth/throat sores for the past few days. They are quite painful and make it difficult for me to eat and talk.""",Mouth/throat sores,mouth/throat sores
162," ""I got these blisters in my mouth and throat, and they're really painful. I don't know what the hell caused them.""",Mouth/throat sores,"cheilosis/cheilitis, mouth/throat sores"
163," ""I've been having these little sores in my mouth and throat for a few days now. They're really itchy and sore.""",Mouth/throat sores,Mouth/throat sores
164," ""I have these weird sores in my mouth and throat, and they are so painful. I'm scared I might have cancer or something.""",Mouth/throat sores,"Mouth/throat sores, Pain"
165," ""I've got these blisters in my mouth and throat, it's so painful to eat and drink, I'm scared I might get an infection.""",Mouth/throat sores,"cheilitis, mouth/throat sores"
166," ""I have these mouth/throat sores that are really painful and keep coming back. I'm really worried that I might have cancer or something.""",Mouth/throat sores,"mouth/throat sores, cancer"
167," ""I have been having these mouth/throat sores for a week now and they are getting worse and worse. They are all over my mouth and tongue and they are very painful. I have been trying to eat but it is very difficult because of the pain. I have been trying to drink but it is also very difficult because of the pain. I have been trying to talk but it is also very difficult because of the pain. I have been trying to sleep but it is also very difficult because of the pain. I have been trying to go to work but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of the pain. I have been trying to do anything but it is also very difficult because of",Mouth/throat sores,"mouth/throat sores, pain"
168," ""My voice is hoarse and I have a rough, raspy tone. I have difficulty speaking and my voice cracks and breaks.""",Voice quality changes,"hoarseness, voice quality changes"
169," ""I have been noticing that my voice has been changing lately. It's like my voice is hoarse and rough. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's not working out. I have been trying to speak clearly but it's",Voice quality changes,"hoarseness, voice quality changes"
170," ""My voice has become hoarse and rough, and I find it difficult to speak for long periods of time. When I do speak, my voice sounds strained and weak.""",Voice quality changes,"hoarseness, voice quality changes"
171," ""I have noticed that my voice has changed recently. It is hoarser and deeper than it used to be.""",Voice quality changes,"hoarseness, voice quality changes"
172," ""I have been having some abdominal pain for a few days now.""",Abdominal pain,abdominal pain
173," ""I got this cramp in my gut, man. It's like someone took a knife and stabbed me in the stomach. It's so bad I can't even walk straight. I feel like I'm gonna puke all the time. I can't eat nothin' and I'm always thirsty. I gotta go to the bathroom all the time too. I'm always gotta be near a toilet, ya know? I'm always worried I'm gonna have an accident or somethin'. I can't sleep at night cause I'm always gotta go to the bathroom. I'm always tired and I don't got no energy. I'm always feelin' like I'm gonna pass out or somethin'. I can't do nothin' cause I'm always in pain. I can't even take a shower by myself no more. I gotta have my wife help me. I'm always feelin' like I'm gonna die or somethin'. I'm always worried I'm gonna have an accident or somethin'. I'm always worried I'm gonna hurt myself or somethin'. I'm always worried I'm gonna die or somethin'.""",Abdominal pain,Abdominal pain
174," ""My abdomen is a cauldron of fire, a bubbling pot of rage and resentment, a seething cauldron of pain and suffering, a festering sore of agony and despair.""",Abdominal pain,abdominal pain
175," ""I got this cramp in my gut, and it's been hurting like hell for a few days now.""",Abdominal pain,abdominal pain
176," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
177," ""I have been having severe abdominal pain for the past 3 days now. It started out as a dull ache but now it's become sharp and stabbing in nature. It's been constant and I haven't been able to find any position that makes it go away. It's also radiating to my back and I've been having some nausea along with it.""",Abdominal pain,"abdominal pain, nausea, nausea and abdominal pain"
178," ""I got this cramp in my stomach and it hurts so much, I can't even sleep, I'm so angry about this, I hope it goes away soon.""",Abdominal pain,Abdominal pain
179," ""I have been experiencing abdominal pain for the past few days, and it is almost constantly interfering with my daily activities.""",Abdominal pain,abdominal pain
180," ""My belly feels like a burning fire that rages on and on, and the pain is so intense that I can barely stand it.""",Abdominal pain,"Abdominal pain, Heartburn"
181," ""I have been experiencing abdominal pain for the past few days. It is a dull and aching pain that is constant and does not seem to be getting any better. The pain is localized in the lower right side of my abdomen and radiates to my back. I have tried to ignore it and hope it goes away on its own, but it has been getting worse and worse.""",Abdominal pain,abdominal pain
182," ""My belly is aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching, aching",Abdominal pain,abdominal pain
183," ""I've had this stomach pain for a few days now and it's getting worse and worse.""",Abdominal pain,stomach pain
184," ""My belly is on fire, it's burning like a furnace, it's so painful I can't even describe it, it's like a knife stabbing me in the gut, I can't even sleep because of the pain, I can't eat, I can't work, I can't even leave my house, I'm so sick of this pain, I'm so sick of being sick, I'm so sick of being treated like I'm not even a human being, I'm so sick of being ignored, I'm so sick of being dismissed, I'm so sick of being told it's all in my head, I'm so sick of being told I'm just being dramatic, I'm so sick of being told I'm just being a hypochondriac, I'm so sick of being told I'm just being a whiner, I'm so sick of being told I'm just being a complainer, I'm so sick of being told I'm just being a baby, I'm so sick of being told I'm just being a crybaby, I'm so sick of being told I'm just being a drama queen, I'm so sick of being told I'm just being a diva, I'm so sick of being told I'm just being a princess, I'm so sick of being told I'm just being a brat, I'm so sick of being told I'm just being a spoiled brat, I'm so sick of being told I'm just being a",Abdominal pain,"Abdominal pain, Heartburn, Pain"
185," ""I can't take a shit without wincing, and it's been like that for days now. I'm so scared I'm gonna end up in the hospital or something.""",Abdominal pain,"urinary frequency, painful urination"
186," ""I have severe abdominal pain, especially in the lower right side of my abdomen. The pain is constant and gets worse when I eat or move around. I feel nauseous and have had episodes of vomiting. I also have diarrhea several times a day. The pain is affecting my daily activities, as I am unable to go to work or do any household chores.""",Abdominal pain,"abdominal pain, diarrhea, nausea, vomiting"
187," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
188," ""I have been experiencing abdominal pain for the past three days. It is located in the lower right side of my abdomen and it is constant and severe. I have tried to ignore it but it is affecting my daily activities almost constantly.""",Abdominal pain,abdominal pain
189," ""I have been having abdominal pain for the past few days. It is a dull ache that seems to be getting worse.""",Abdominal pain,abdominal pain
190," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
191," ""I been having this pain in my tummy for a while now, and it's getting worse and worse.""",Abdominal pain,abdominal pain
192," ""My belly is on fire, and I fear I may never know peace again.""",Abdominal pain,"heartburn, abdominal pain"
193," ""I have been experiencing abdominal pains for the last few days. It is a dull ache that is located in the lower part of my abdomen. It is not constant and it comes and goes. I do not know what is causing it and I am worried.""",Abdominal pain,abdominal pain
194," ""I got this bloomin' stomach ache last night and it's still there this mornin'. It's like a knife stabbin' me in the gut every time I breathe. I can't even get outta bed without wincin' in pain. What the bloody hell is goin' on with me?""",Abdominal pain,"abdominal pain, stomach ache, gut pain, stomach pain"
195," ""I have been experiencing abdominal pain for the past three days. The pain is severe and constant, and it is located in the lower right quadrant of my abdomen. It is worse when I eat or drink anything, and it wakes me up at night. I have also been feeling nauseous and have had episodes of vomiting. I have noticed that I have less frequent bowel movements, and the stool is hard and dry. I have also been experiencing bloating and flatulence. The pain is very severe and interferes with my daily activities.""",Abdominal pain,"abdominal pain, nausea, vomiting, constipation"
196," ""I got this cramp in my gut, and it's been hurting like hell for a few days now.""",Abdominal pain,abdominal pain
197," ""I am experiencing severe abdominal pain on the left side of my abdomen. It is a sharp pain that started this morning and has been getting worse throughout the day. I have tried to eat something but nothing seems to help. I am also feeling nauseous and have had some vomiting. I have never had abdominal pain like this before and it is very scary.""",Abdominal pain,"abdominal pain, nausea, vomiting, severe abdominal pain"
198," ""I've got this bloomin' pain in me stomach, it's been there for days now, and it's gettin' worse and worse, and I can't even sleep at night because of it, and I've tried every bloomin' thing to make it go away, but it just won't budge, and I'm gettin' so bloomin' fed up with it, I could just scream!""",Abdominal pain,"Abdominal pain, Sleep disturbances"
199," ""Oh man, I've been having this really bad stomach pain for the past few days. It's like a burning sensation in my tummy and it's making me feel really sick. I've been trying to eat some food but nothing seems to go down. I've been having some really bad diarrhea too. I'm not sure what's wrong with me, I hope it's nothing serious.""",Abdominal pain,"stomach pain, burning sensation, diarrhea"
200," ""I have been having this severe abdominal pain for the past 3 days now and it's getting worse and worse. It's like a burning sensation that starts from the lower part of my stomach and radiates all the way to my back. It's so painful that I can't even sleep at night and I'm always tired and weak during the day. I tried to eat something to help with the pain but nothing seems to work. I'm so scared that something is seriously wrong with me.""",Abdominal pain,"abdominal pain, burning sensation, stomach pain, lower stomach pain"
201," ""I have been having severe abdominal pain for the past 3 days now. It started out as a dull ache but now it's become sharp and stabbing in nature. It's been constant and I haven't been able to find any position that makes it go away. It's also radiating to my back and I've been having some nausea along with it.""",Abdominal pain,"abdominal pain, nausea, back pain"
202," ""Oh my god, I got this cramp in my belly, it's like someone is stabbing me with a knife, I can't even move, I'm so scared, I don't know what to do, I'm gonna die, I just know it, I can feel it, I'm gonna puke, I'm gonna puke, I'm gonna puke, I can't take it, I can't take it, I can't take it, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop, please make it stop,",Abdominal pain,"abdominal pain, vomiting"
203," ""I have been experiencing severe abdominal pain for the past three days. It is located in the lower right side of my abdomen and it is constant and severe. I have tried to ignore it but it is getting worse and worse. I am very worried that something serious is happening to my body.""",Abdominal pain,abdominal pain
204," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
205," ""i got this terrible stomach ache and it hurts so much that i cant even move""",Abdominal pain,"stomach ache, abdominal pain"
206," ""Oh, my gut is on fire, it's as if a thousand tiny knives are stabbing me in the belly, and I'm sure it's all because of that wretched food I ate at the restaurant last night, you know, the one with the awful service and the overpriced dishes?""",Abdominal pain,"Abdominal pain, Nausea, Heartburn, Vomiting"
207," ""I am experiencing severe abdominal pain. It is a constant and aching pain that is located in the lower right side of my abdomen. The pain is so severe that I cannot sleep at night and I have to take painkillers every day. The pain is also interfering with my daily activities as I am unable to do any physical activity. I am also experiencing nausea and vomiting. I am worried that the pain may be a sign of something serious.""",Abdominal pain,"abdominal pain, nausea, vomiting"
208," ""I got this cramp in my gut this morning and it won't go away. It's like someone is stabbing me in the stomach with a knife. I can't even take a shit without wincing in pain. What the fuck is wrong with me?""",Abdominal pain,"Abdominal pain, Constipation"
209," ""My belly is a burning furnace, a cauldron of fire and brimstone.""",Abdominal pain,"heartburn, nausea, vomiting"
210," ""I have been experiencing abdominal pain for the past three days. The pain is located in the lower right side of my abdomen and it is constant and severe. It is very difficult for me to move around and I have been unable to eat or sleep properly. I have tried to rest and eat well, but the pain persists. I am worried that there may be something seriously wrong with me.""",Abdominal pain,abdominal pain
211," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,abdominal pain
212," ""My abdomen is a cauldron of burning acid, bubbling with every breath I take, as if my very insides are trying to boil their way out of my skin.""",Abdominal pain,"abdominal pain, heartburn"
213," ""I have been experiencing severe abdominal pain for the past three days.""",Abdominal pain,abdominal pain
214," ""I been feelin' like I got a knife stuck in me gut, ya know? It's been goin' on fer a few days now, but I ain't been able to find nothin' that makes it stop hurtin'.""",Abdominal pain,abdominal pain
215," ""I have had abdominal pain for the past few days. It is a dull ache that is constant and does not seem to be related to eating or bowel movements.""",Abdominal pain,abdominal pain
216," ""I have been having severe stomach cramps for the past few days.""",Abdominal pain,"stomach cramps, abdominal pain"
217," ""Oh no, I've been having this really bad stomach ache for the past few days. It's like a sharp pain that comes and goes, and it's really hard to sleep because of it.""",Abdominal pain,"stomach ache, abdominal pain"
218," ""I have been experiencing abdominal pain for a few days now. It is a dull ache that is constant and does not seem to be getting any better. It is affecting my daily activities as I am not able to eat properly and I am always tired.""",Abdominal pain,abdominal pain
219," ""I have been experiencing abdominal pain for the past few days. The pain is constant and severe, and it is located in the lower right side of my abdomen. It is worse when I eat or move around, and it is better when I lie down. I have also been experiencing nausea, vomiting, and diarrhea.""",Abdominal pain,"abdominal pain, nausea, vomiting, diarrhea"
220," ""I got this cramp in my gut this morning, and it's been hurting like a motherfucker ever since.""",Abdominal pain,"abdominal pain, constipation, diarrhea"
221," ""My gut is a cauldron of fire and brimstone, and I'd rather eat a bucket of razor blades than endure this agony.""",Abdominal pain,nausea
222," ""I got stomach pain, I feel sick, I vomited, I have diarrhea, I have a fever, I have chills, I have a headache, I have a cough, I have a runny nose, I have a sore throat, I have body aches, I have joint pain, I have a rash, I have itchy skin, I have dry skin, I have cracked skin, I have a change in skin color, I have a change in skin texture, I have a change in skin temperature, I have a change in skin sensation, I have a change in skin appearance, I have a change in skin smell, I have a change in skin taste, I have a change in skin moisture, I have a change in skin pH, I have a change in skin electrolytes, I have a change in skin electrolyte concentration, I have a change in skin electrolyte balance, I have a change in skin electrolyte distribution, I have a change in skin electrolyte movement, I have a change in skin electrolyte excretion, I have a change in skin electrolyte reabsorption, I have a change in skin electrolyte retention, I have a change in skin electrolyte storage, I have a change in skin electrolyte utilization, I have a change in skin electrolyte excretion, I have a change in skin electrolyte reabsorption, I have a change in skin electrolyte retention, I have a change in skin electrolyte storage,",Abdominal pain,"fever, chills, headache"
223," ""I have been experiencing abdominal pain for the past few days.""",Abdominal pain,abdominal pain
224," ""Oh, my tummy is all aflutter, it's as if a thousand butterflies are fluttering about in there, causing me such distress, I can barely stand it, and it's not just the butterflies, it's as if my insides are all tangled up in a knot, like a ball of yarn, and it's so painful, I can barely breathe, and it's not just the pain, it's as if I'm all confused and disoriented, like I'm in a fog, and I can barely think straight, and it's not just the confusion, it's as if I'm all spaced out, like I'm floating away from my body, and I can barely feel my feet on the ground, and it's not just the spaced out feeling, it's as if I'm all disconnected from the world, like I'm in a bubble, and I can barely connect with anyone, and it's not just the disconnected feeling, it's as if I'm all cut off from my emotions, like I'm numb, and I can barely feel anything, and it's not just the numb feeling, it's as if I'm all cut off from my thoughts, like I'm in a trance, and I can barely think, and it's not just the trance-like feeling, it's as if I'm all cut off from my body, like I'm a ghost, and I can barely feel my body, and it's not just the ghost-like feeling",Abdominal pain,"abdominal pain, nausea, vomiting, diarrhea"
225," ""My belly feels like a burning fire that refuses to subside, and it's making me feel quite miserable.""",Abdominal pain,"Abdominal pain, Heartburn"
226," ""A dull ache in the lower right quadrant of my abdomen, which worsens when I eat.""",Abdominal pain,abdominal pain
227," ""I'm so sick of this abdominal pain. It's been going on for weeks now and I can't take it anymore. It's like a knife stabbing me in the gut every time I move. I can't even sleep at night because of it. I'm so tired and exhausted from the pain and lack of sleep. I just want it to go away already.""",Abdominal pain,abdominal pain
228," ""Oh my god, I have been feeling so sick for the past few days. I have this terrible stomach pain that just won't go away. It's like someone is stabbing me in the gut with a knife. I can't even sleep at night because it hurts so much. I have to take painkillers just to get some rest. I'm so sick of feeling sick. I just want to feel better already.""",Abdominal pain,"stomach pain, abdominal pain, nausea, vomiting"
229," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,abdominal pain
230," ""I'm sick of this stomach pain, it's always there.""",Abdominal pain,stomach pain
231," ""Oh my god, I feel like my belly is on fire, it hurts so bad, I can't even sleep, I'm so scared, what if this is cancer?""",Abdominal pain,"Abdominal pain, Anxiety, Insomnia, Fear"
232," ""I have been experiencing abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be getting any better.""",Abdominal pain,abdominal pain
233," ""I got this bloomin' stomach ache and it's been killin' me, ya hear? It's been comin' on strong like a motherfucker and I can't even give a shit about it no more. I'm so sick of this shite, I just wanna die already.""",Abdominal pain,"abdominal pain, nausea, vomiting"
234," ""I have been experiencing severe abdominal pain for the past three days. The pain is constant and localized to the lower right side of my abdomen. It is exacerbated by movement and eating, and I have not been able to eat or sleep properly due to the pain.""",Abdominal pain,abdominal pain
235," ""I have been having this pain in my stomach for a few days now and it's getting worse and worse. It's like a burning sensation that starts in the middle of my stomach and radiates outwards. It's so intense that I can't even think straight. I've tried to eat something to make it go away but nothing seems to work. I'm so frustrated and angry that I can't even sleep at night because of this pain. I just want it to go away already.""",Abdominal pain,"Abdominal pain, Burning sensation, Stomach pain"
236," ""Oh dear, I've been feeling so poorly lately, my tummy has been aching something fierce, and it's been happening so often that I can barely keep up with my daily routine.""",Abdominal pain,"abdominal pain, diarrhea"
237," ""I cant even get out of bed because of this bloomin' pain in me belly!""",Abdominal pain,abdominal pain
238," ""Stomach hurts like hell, feels like someone is stabbing me with a knife.""",Abdominal pain,"stomach pain, abdominal pain"
239," ""I have had abdominal pain for the past three days. It is a dull ache that is constant and does not seem to be related to eating or bowel movements. The pain is located in the lower right side of my abdomen and radiates to my back. I have had some nausea but no vomiting. I have had some constipation but it is not severe. The pain is worse when I move around and I have had to limit my activities.""",Abdominal pain,abdominal pain
240," ""i cant believe this is happening to me again i have had stomach cramps for the past 3 days and its getting worse and worse i cant eat or sleep because of the pain i feel like im gonna die""",Abdominal pain,stomach cramps
241," ""My abdomen is sore and tender to the touch, and I feel nauseous and have a loss of appetite.""",Abdominal pain,"abdominal pain, nausea, loss of appetite"
242," ""My abdomen is a cauldron of fire, a pit of snakes, a festering wound that will not heal.""",Abdominal pain,abdominal pain
243," ""I've got a bloody stomachache, you daft c*nt. It's been going on for days and I can't bloody well eat or sleep because of it. What's wrong with me, eh? You're a bloody doctor, can't you see that I'm ill?""",Abdominal pain,"abdominal pain, nausea, vomiting"
244," ""I have severe abdominal pain. It's constant and gets worse when I eat or move around. It's been going on for a few days now and I'm really worried.""",Abdominal pain,abdominal pain
245," ""I have been experiencing severe abdominal pain for the past three days. The pain is located in the lower right side of my abdomen and radiates to my back. It is constant and worsens with movement. I have been unable to eat or sleep properly due to the pain. I am concerned that the pain may be a sign of something serious.""",Abdominal pain,abdominal pain
246," ""I have been experiencing severe abdominal pain for the past few days. The pain is constant and radiates to my back. It is worse at night and disturbs my sleep. I have also been feeling nauseous and have had episodes of vomiting. I have tried to eat something but nothing seems to stay in my stomach. I am worried that something is seriously wrong with me.""",Abdominal pain,"abdominal pain, nausea, vomiting"
