,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
96," ""I got these blisters in my mouth and throat and it's been buggin me for days now. I can't even eat or drink properly and it hurts like hell when I try to talk.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Confused,2,False,False,True
97," ""I got these bloody sores in me mouth and throat, and they are so painful, I can't even swallow properly. I've had them for a few days now, and they are getting worse. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been trying to eat and drink, but it's bloody hard. I've been",Mouth/throat sores,Interference (with daily activities),Very severe,Vulgar Register,Friendly,2,True,False,True
98," ""I can't even look at myself in the mirror because of these bloody sores in my mouth.""",Mouth/throat sores,Interference (with daily activities),Very much,Informal Register,Insulting,1,False,False,False
99," ""My mouth is a battlefield, with sores that bleed and scab, making it difficult to kiss or be kissed.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Poetic/Literary Register,Neutral,1,False,False,False
100," ""My mouth is on fire and every word I speak feels like a razor blade slicing through my throat.""",Mouth/throat sores,Interference (with daily activities),Very much,Poetic/Literary Register,Angry,1,False,False,True
101," ""I got these bloody sores in the back of my throat and it's been 3 days now. I can't even swallow properly, let alone eat or drink. I'm so sick of this shit already.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Vulgar Register,Insulting,4,False,False,False
102," ""I have these sores in my mouth and throat that are very painful and keep me from eating and talking.""",Mouth/throat sores,Interference (with daily activities),Very much,Neutral/Standard Register,Angry,3,False,False,False
103," ""I've had these mouth sores for a week now.""",Mouth/throat sores,Interference (with daily activities),None,Neutral/Standard Register,Friendly,1,False,False,True
104," ""i cant eat or drink anything cause my mouth and throat are all sore and stuff.""",Mouth/throat sores,Interference (with daily activities),Very much,Informal Register,Confused,2,False,True,True
105," ""I've got these bloody sores in me mouth and throat, it's like I've been kissed by the devil himself.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Informal Register,Insulting,1,False,False,True
106," ""I've got these blisters in me mouth and throat, and it's been going on for a few days now. It's really annoying because I can't eat or drink properly, and I've been having trouble talking to people too.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Friendly,3,False,False,False
107," ""My mouth is a battlefield, with sores that are as red as a rose, and as painful as a thorn.""",Mouth/throat sores,Interference (with daily activities),Moderate,Poetic/Literary Register,Confused,2,False,True,False
108," ""I have these sores in my mouth and throat that are very painful and keep coming back.""",Mouth/throat sores,Interference (with daily activities),Very much,Neutral/Standard Register,Confused,4,False,False,False
109," ""I cant even eat a sandwich without getting a sore in my mouth or throat. It's so annoying and frustrating.""",Mouth/throat sores,Interference (with daily activities),Mild,Informal Register,Angry,4,False,False,True
110," ""I got these blisters in my mouth and throat, it hurts like hell when I eat or drink.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Neutral,1,True,True,True
111," ""I have been having these mouth/throat sores for a while now and they are getting worse and worse. I have been having trouble eating and talking because of them. I have been trying to eat soft foods but it is still really hard. I have been trying to avoid spicy and acidic foods but it is still really hard. I have been trying to avoid touching my mouth and throat but it is still really hard. I have been trying to avoid talking as much as possible but it is still really hard. I have been trying to avoid eating with other people but it is still really hard. I have been trying to avoid going out with other people but it is still really hard. I have been trying to avoid going to work but it is still really hard. I have been trying to avoid going to school but it is still really hard. I have been trying to avoid going to the doctor but it is still really hard. I have been trying to avoid going to the hospital but it is still really hard. I have been trying to avoid going to the pharmacy but it is still really hard. I have been trying to avoid going to the grocery store but it is still really hard. I have been trying to avoid going to the bank but it is still really hard. I have been trying to avoid going to the post office but it is still really hard. I have been trying to avoid going to the library but it is still really hard. I have been trying to avoid going to the",Mouth/throat sores,Interference (with daily activities),Severe,Neutral/Standard Register,Confused,4,False,True,True
112," ""I have been experiencing some sores in my mouth and throat for the past few days. They are not very painful, but they are quite annoying.""",Mouth/throat sores,Severity,Not at all,Formal Register,Friendly,3,False,False,False
113," ""My mouth is a battlefield, with sores that are like tiny volcanoes, erupting with fiery pain, and leaving behind scabs that are like the charred remains of a once lush forest.""",Mouth/throat sores,Severity,Very severe,Poetic/Literary Register,Neutral,5,False,True,True
114," ""I got these blisters in my mouth and throat and it's so painful to eat and drink.""",Mouth/throat sores,Severity,Not at all,Informal Register,Confused,2,False,False,True
115," ""I've got these mouth/throat sores that keep popping up and they're really painful. They're these little bumps that are red and swollen and they hurt when I eat or talk or anything. They're really annoying and I don't know what to do about them.""",Mouth/throat sores,Severity,Not sexually active,Informal Register,Friendly,3,True,True,True
116," ""I got these bloody sores in me gob and throat, and they're not going away, ya hear me?""",Mouth/throat sores,Severity,Not at all,Vulgar Register,Insulting,1,False,True,True
117," ""I have these sores in my mouth and throat, they are painful and keep getting bigger and deeper, they are bleeding and making it hard for me to eat and drink, I am so frustrated and angry about this, I don't know what to do, I have been to the doctor and he gave me some medicine, but it is not working, I am so upset and frustrated, I don't know what to do, I just want to get rid of these sores, I am so tired of dealing with this, I just want to be healthy again, I am so angry and frustrated, I don't know what to do, I just want to get rid of these sores, I am so tired of dealing with this, I just want to be healthy again.""",Mouth/throat sores,Severity,Prefer not to answer,Neutral/Standard Register,Angry,5,True,False,True
118," ""I got these blisters in my mouth and throat, and they're so painful I can't even swallow properly. I'm so scared I'm gonna choke on my own saliva or something.""",Mouth/throat sores,Severity,Not at all,Vulgar Register,Fearful,4,False,False,False
119," ""I got these bloody sores in me gob and they won't bloody heal.""",Mouth/throat sores,Severity,None,Vulgar Register,Insulting,1,False,False,False
120," ""I have been experiencing mouth/throat sores for a while now, and they are not going away.""",Mouth/throat sores,Severity,Not at all,Formal Register,Neutral,2,False,True,True
121," ""I have mouth/throat sores.""",Mouth/throat sores,Severity,Not applicable,Informal Register,Neutral,2,False,True,False
122," ""My mouth is a battlefield, a war zone where the enemy has taken over, and I am but a helpless prisoner, unable to escape the pain and suffering that grips me.""",Mouth/throat sores,Severity,Not at all,Poetic/Literary Register,Neutral,5,False,False,False
123," ""My mouth is a battlefield, a war zone of sores and pain. Each one a reminder of the battles I've fought against this disease, and each one a scar that will never heal.""",Mouth/throat sores,Severity,Moderate,Poetic/Literary Register,Angry,2,True,False,False
124," ""I've had these mouth sores for weeks now, and they just won't go away. I've tried everything, but nothing seems to work. I'm so sick of these stupid sores.""",Mouth/throat sores,Severity,Not at all,Neutral/Standard Register,Insulting,3,False,False,False
125," ""I've been having these little sores in my mouth and on my tongue for a few days now. They're not too painful, but they do hurt a bit when I eat or drink something that's hot or cold.""",Mouth/throat sores,Severity,Mild,Informal Register,Neutral,4,False,False,False
126," ""I have had these mouth/throat sores for a few days now and they are very painful. They are small and round with a white center and a red ring around it. They are very itchy and sore to the touch.""",Mouth/throat sores,Severity,Not at all,Neutral/Standard Register,Neutral,3,False,False,False
127," ""I have these painful sores all over my mouth and throat. They are very tender and painful when I eat or drink. They are also very itchy and I have a hard time avoiding scratching them. The sores are very red and swollen and some of them have white patches on them. They are very painful and I have a hard time talking or swallowing.""",Mouth/throat sores,Severity,Severe,Neutral/Standard Register,Angry,4,True,False,False
128," ""I got these blisters in me mouth and throat, it's like I swallowed a bunch of acid.""",Mouth/throat sores,Severity,A little bit,Vulgar Register,Neutral,1,False,False,True
129," ""I have been experiencing these mouth/throat sores for the past week now and they are getting worse and worse. They are very painful and I can't even eat properly because of them. I have tried to ignore them but it's getting harder and harder to do so.""",Mouth/throat sores,Severity,Very severe,Formal Register,Neutral,4,False,True,True
130," ""I got these bloody sores in my mouth and throat, and they are so painful, I can't even swallow properly. I'm so scared that I might get an infection or something. I've been feeling really weak and tired lately, and I'm always cold. I also get these headaches that are just awful. I'm so scared that I might have cancer or something.""",Mouth/throat sores,Severity,A little bit,Vulgar Register,Fearful,5,True,False,True
131," ""I have been experiencing some mouth and throat sores for the past few days. They are quite painful and make it difficult for me to eat and talk.""",Mouth/throat sores,Severity,Not sexually active,Formal Register,Friendly,3,False,False,False
132," ""My mouth is a battlefield, with sores that are like tiny volcanoes erupting on my tongue and the inside of my cheeks.""",Mouth/throat sores,Severity,A little bit,Poetic/Literary Register,Neutral,2,False,True,False
133," ""My mouth is a battlefield, with sores waging war on my tongue and the insides of my cheeks.""",Mouth/throat sores,Severity,Prefer not to answer,Poetic/Literary Register,Friendly,3,False,False,False
134," ""My mouth is a battlefield, with sores popping up like tiny volcanoes, each one a fiery red, and some with a white scab on top, like a tiny flag, signaling my body's alarm.""",Mouth/throat sores,Severity,A little bit,Poetic/Literary Register,Friendly,5,False,False,False
135," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,Severity,None,Poetic/Literary Register,Confused,5,False,False,True
136," ""Oh, my tongue is a bloody battlefield, my mouth a cauldron of pain, my throat a razor's edge, my lips a parched desert, my taste buds a withered vine, my mouth a festering wound, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore, my tongue a burning coal, my mouth a searing flame, my throat a scorching heat, my lips a dry desert, my taste buds a wilted vine, my mouth a festering sore,",Mouth/throat sores,Severity,A little bit,Poetic/Literary Register,Insulting,3,False,False,True
137," ""I got these blisters in me mouth and throat, and they're really sore, man.""",Mouth/throat sores,Severity,Not applicable,Vulgar Register,Friendly,1,False,False,False
138," ""I have these sores in my mouth and throat, they are painful and keep getting bigger and deeper, I have had them for a while now and they are really annoying, I just want them to go away already.""",Mouth/throat sores,Severity,A little bit,Neutral/Standard Register,Angry,2,True,False,True
139," ""I have these sores in my mouth and throat, they are really painful and keep getting bigger and deeper, I have had them for a while now, I think they are from stress and lack of sleep, but I don't know how to make them go away.""",Mouth/throat sores,Severity,Moderate,Informal Register,Confused,4,True,False,False
140," ""I've had these little bumps in my mouth and on my tongue for a while now, and they're really annoying. They're not painful or anything, but they're really noticeable and I keep picking at them and making them worse. I don't know what's causing them, but I wish they would just go away already.""",Mouth/throat sores,Severity,A little bit,Informal Register,Angry,5,False,False,False
141," ""I have these little sores all over my mouth and throat. They're so painful and keep getting bigger.""",Mouth/throat sores,Severity,Mild,Neutral/Standard Register,Angry,2,False,False,False
142," ""I got these bloody sores in me mouth and throat, and they're really painful, I'm scared I'm gonna swallow some of 'em and choke to death, I'm so scared, I can't even sleep at night, I'm so worried I'm gonna die from this, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I",Mouth/throat sores,Severity,A little bit,Vulgar Register,Fearful,5,False,True,True
143," ""My mouth is a battlefield, with sores that bleed and weep, and a tongue that is a dry and cracked desert.""",Mouth/throat sores,Severity,Severe,Poetic/Literary Register,Neutral,2,False,False,False
144," ""I got these blisters in me mouth and throat and it hurts like hell, I'm scared I'm gonna die from this.""",Mouth/throat sores,Severity,Somewhat,Vulgar Register,Fearful,1,False,False,True
145," ""I have these weird blisters in my mouth and throat, and they are so painful that I can't even swallow properly.""",Mouth/throat sores,Severity,Very severe,Informal Register,Neutral,4,False,False,False
146," ""My mouth is a battlefield, a war zone where the enemy has taken over, and I am powerless to stop it. My tongue is a bloody mess, a canvas painted with the colors of hell, and I am the artist, creating a masterpiece of pain and suffering.""",Mouth/throat sores,Severity,Somewhat,Poetic/Literary Register,Fearful,5,False,False,False
147," ""I have been experiencing mouth/throat sores for the past few weeks now, and they are very painful. They are small and round, and they appear on the inside of my mouth and on my tongue. They are very itchy and sore, and they bleed easily when I eat or brush my teeth. I have been trying to avoid eating spicy or acidic foods, but it is very difficult. I have been trying to avoid kissing or intimate contact with my partner, but it is very difficult. I have been trying to avoid going to work or school, but it is very difficult. I have been trying to avoid social gatherings, but it is very difficult. I have been trying to avoid going out in public, but it is very difficult. I have been trying to avoid seeing my friends, but it is very difficult. I have been trying to avoid seeing my family, but it is very difficult. I have been trying to avoid going to the doctor, but it is very difficult. I have been trying to avoid taking medication, but it is very difficult. I have been trying to avoid having sex, but it is very difficult.""",Mouth/throat sores,Severity,Not sexually active,Formal Register,Neutral,4,False,True,True
148," ""I have these little sores in my mouth and throat that are really painful and keep coming back.""",Mouth/throat sores,Severity,Somewhat,Informal Register,Neutral,2,False,True,False
149," ""i got these blisters in my mouth and throat and it hurts so bad""",Mouth/throat sores,Severity,Prefer not to answer,Informal Register,Confused,1,False,False,True
150," ""I am experiencing a number of mouth/throat sores which are somewhat painful and somewhat itchy. They are somewhat red and somewhat swollen. They are somewhat tender to the touch. They are somewhat oozing a somewhat white liquid. They are somewhat painful when I eat or drink. They are somewhat painful when I talk. They are somewhat painful when I brush my teeth. They are somewhat painful when I floss. They are somewhat painful when I swallow. They are somewhat painful when I cough. They are somewhat painful when I laugh. They are somewhat painful when I sneeze. They are somewhat painful when I sing.""",Mouth/throat sores,Severity,Somewhat,Formal Register,Angry,4,False,False,True
151," ""I have these blisters in my mouth and throat that keep popping and hurting.""",Mouth/throat sores,Severity,None,Neutral/Standard Register,Angry,1,False,False,False
152," ""I have been having these little sores in my mouth and on my tongue for the past few days. They are somewhat painful and I get them every now and then, but this time they seem to be more frequent and last longer than usual.""",Mouth/throat sores,Severity,Somewhat,Neutral/Standard Register,Neutral,4,False,False,False
153," ""i have these sores in my mouth and throat.""",Mouth/throat sores,Severity,Not applicable,Informal Register,Neutral,1,False,True,True
154," ""I have been experiencing mouth/throat sores for the past few days.""",Mouth/throat sores,Severity,Somewhat,Formal Register,Neutral,1,False,False,True
155," ""I have these mouth/throat sores that keep coming back and they are so painful, I am scared to eat or drink anything.""",Mouth/throat sores,Severity,Moderate,Neutral/Standard Register,Fearful,4,False,True,True
156," ""I got these blisters in my mouth and throat, it's like I swallowed fire or something, I can't even swallow properly, it's like sandpaper in my throat, and it hurts like hell, I can't even talk properly, I'm so sick of this shit, I just want to feel better already.""",Mouth/throat sores,Severity,Somewhat,Vulgar Register,Confused,2,False,True,True
157," ""I got these bloody sores in my mouth and throat, and it's been 3 days now. I can't even eat or drink properly, and it's getting bloody annoying.""",Mouth/throat sores,Severity,Mild,Vulgar Register,Insulting,4,False,True,False
158," ""I have been experiencing mouth/throat sores for the past few days.""",Mouth/throat sores,Severity,Somewhat,Formal Register,Friendly,1,False,True,False
159," ""I have these weird blisters in my mouth and throat, and they're so painful. I'm scared that I might have cancer or something.""",Mouth/throat sores,Severity,Severe,Informal Register,Fearful,2,False,False,False
160," ""I've had these bloody mouth sores for weeks now, and they just won't go away. They're all over my mouth and throat, and they're so painful that I can't even eat properly. I've tried everything, from taking medication to changing my diet, but nothing seems to work. I'm so frustrated and angry that I just want to scream. I just want to feel better already.""",Mouth/throat sores,Severity,Quite a bit,Neutral/Standard Register,Insulting,5,False,True,True
161," ""I have these huge, painful sores all over my mouth and throat. They're so big and deep that when I try to swallow, it feels like I'm swallowing a razor blade.""",Mouth/throat sores,Severity,Very severe,Neutral/Standard Register,Angry,3,False,False,False
162," ""I've got these bloody sores in my mouth and throat, it's like I've swallowed acid or something, it's so bloody painful, I can't even swallow properly, and it's been going on for ages now, I've tried everything, but nothing seems to work, I'm so bloody frustrated, I just want to get rid of these bloody sores already!""",Mouth/throat sores,Severity,Quite a bit,Informal Register,Angry,5,False,False,True
163," ""I got these bloody sores in me mouth and throat, and I can't even suck a cock properly, let alone eat a decent meal. I'm so sick of these bloody sores, I can't even give a decent head job, and I'm so frustrated I could spit nails.""",Mouth/throat sores,Severity,Not sexually active,Vulgar Register,Insulting,4,False,False,False
164," ""My mouth is a battlefield, with sores popping up everywhere, like tiny volcanoes erupting, leaving me with a burning sensation, making it hard to eat or even talk.""",Mouth/throat sores,Severity,Quite a bit,Poetic/Literary Register,Friendly,2,True,True,True
165," ""My mouth is a battlefield, a war zone of sores and ulcers, a place where the enemy of pain and discomfort wages war on my very being.""",Mouth/throat sores,Severity,Prefer not to answer,Poetic/Literary Register,Insulting,4,False,False,False
166," ""I have had several small sores in my mouth and on my tongue for the past few days.""",Mouth/throat sores,Severity,Quite a bit,Formal Register,Neutral,2,False,False,False
167," ""I have these little sores all over my mouth and throat.""",Mouth/throat sores,Severity,None,Neutral/Standard Register,Fearful,2,False,False,False
168," ""My mouth is a battlefield, a war zone of sores, each one a tiny wound that bleeds and scabs over, leaving a trail of pain and discomfort in its wake.""",Mouth/throat sores,Severity,Quite a bit,Poetic/Literary Register,Confused,2,True,False,False
169," ""I've been having these little sores in my mouth and throat for a few days now. They're really annoying and painful. I don't know what's causing them.""",Mouth/throat sores,Severity,Not applicable,Informal Register,Friendly,4,False,False,False
170," ""I got these bloody sores in the back of my throat and on the inside of my mouth. They're really painful and keep bleeding all the time. I don't know what the hell is going on with my body.""",Mouth/throat sores,Severity,Quite a bit,Vulgar Register,Angry,3,False,False,False
171," ""I have these weird blisters in my mouth and throat, and they're really painful. I'm worried that I might have some kind of infection or cancer.""",Mouth/throat sores,Severity,Moderate,Informal Register,Fearful,4,False,True,False
172," ""I've had these little sores in my mouth and on my tongue for a few days now. They're really sore and make eating and drinking really uncomfortable.""",Mouth/throat sores,Severity,Quite a bit,Informal Register,Friendly,3,False,False,False
173," ""I've had these mouth sores for weeks now, and they just won't go away. It's like I have herpes or something. I'm so sick of these stupid sores.""",Mouth/throat sores,Severity,Mild,Neutral/Standard Register,Insulting,2,False,False,False
174," ""I got these blisters in me mouth and throat and they are really sore, it hurts like hell when I eat or drink anything.""",Mouth/throat sores,Severity,Quite a bit,Vulgar Register,Neutral,4,False,False,True
175," ""I have been experiencing these mouth/throat sores for the past few days now, and they are becoming increasingly painful. I have tried to ignore them, but I find myself unable to eat or sleep properly due to the discomfort.""",Mouth/throat sores,Severity,Severe,Formal Register,Confused,3,False,False,False
176," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,Severity,Very much,Poetic/Literary Register,Confused,1,False,False,False
177," ""I have these awful blisters in my mouth and throat, it's like I swallowed acid or something, and it's so painful, I can't even swallow properly, and it's been going on for days now, and it's getting worse and worse, and I'm so angry about it, I can't even sleep at night because of the pain, and I'm so frustrated that I can't even talk properly, and I'm so tired of being sick all the time, and I'm so angry that I can't even eat properly, and I'm so frustrated that I can't even take a proper bath, and I'm so tired of being sick all the time, and I'm so angry that I can't even go to work, and I'm so frustrated that I can't even see my friends, and I'm so tired of being sick all the time, and I'm so angry that I can't even go to the doctor, and I'm so frustrated that I can't even get any rest, and I'm so tired of being sick all the time, and I'm so angry that I can't even take care of myself, and I'm so frustrated that I can't even take care of my house, and I'm so tired of being sick all the time, and I'm so angry that I can't even take care of my family, and I'm so frustrated that I can't even take care of myself, and I'm so tired of being",Mouth/throat sores,Severity,Very severe,Neutral/Standard Register,Angry,4,False,False,True
178," ""My mouth is a battlefield, a bloody war zone where my tongue is the general, leading the charge against the enemy, a horde of tiny, red, inflamed soldiers, each one a tiny, painful, mouth sore.""",Mouth/throat sores,Severity,Very much,Poetic/Literary Register,Insulting,2,False,False,False
179," ""I've got these bloody sores in my mouth and throat, I can't even swallow properly, you bloody idiot, can't you see I'm dying?""",Mouth/throat sores,Severity,Not sexually active,Informal Register,Insulting,1,False,False,False
180," ""My mouth is a battlefield, with sores popping up everywhere, like tiny volcanoes erupting, and my tongue feels like sandpaper, rough and dry.""",Mouth/throat sores,Severity,Very much,Poetic/Literary Register,Friendly,1,False,False,True
181," ""My mouth is a battlefield, a war zone where the enemy has taken over, and I am powerless to stop it.""",Mouth/throat sores,Severity,Prefer not to answer,Poetic/Literary Register,Fearful,4,False,False,False
182," ""I've got these bloody sores all over my mouth and throat, it's like I've swallowed acid or something.""",Mouth/throat sores,Severity,Very much,Informal Register,Angry,2,False,False,False
183," ""I've been having these little bumps in my mouth and throat for a while now, and they're really annoying. They're not painful or anything, but they're really itchy and I keep scratching them and it makes them worse. I've tried not scratching them, but it's really hard not to. I've also tried putting ice on them, but that doesn't seem to help either. I'm really worried about these bumps, and I don't know what to do about them.""",Mouth/throat sores,Severity,None,Informal Register,Friendly,5,False,False,True
184," ""My mouth is a battlefield, a war zone of pain and suffering, where every word I speak is a struggle, a fight against the flames that consume my tongue.""",Mouth/throat sores,Severity,Very much,Poetic/Literary Register,Fearful,2,False,False,False
185," ""I have these little bumps all over my tongue and the inside of my cheeks. They are very painful and keep bleeding.""",Mouth/throat sores,Severity,Not applicable,Neutral/Standard Register,Fearful,3,False,False,False
186," ""I've got these blisters in my mouth and throat, and they're really sore. I've never had anything like this before, and I'm really worried.""",Mouth/throat sores,Severity,Very much,Informal Register,Confused,5,False,False,False
187," ""I got these bloody sores in me mouth and throat and I'm scared shitless, I can't even swallow properly, I'm so worried I might choke on me own saliva, I'm so scared I might have cancer or something, I'm so worried I might have AIDS or something, I'm so worried I might have herpes or something, I'm so worried I might have oral cancer or something, I'm so worried I might have throat cancer or something, I'm so worried I might have mouth cancer or something, I'm so worried I might have tongue cancer or something, I'm so worried I might have tonsil cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something, I'm so worried I might have mouth/throat cancer or something,",Mouth/throat sores,Severity,Moderate,Vulgar Register,Fearful,4,False,False,True
188," ""I have been experiencing these bloody sores in my mouth and throat for quite some time now, and I must say it is getting quite tiresome. They are extremely painful and keep on bleeding all the time. I have tried to ignore them, but I just can't take it anymore. I hope the doctor can do something about this.""",Mouth/throat sores,Severity,Very much,Formal Register,Insulting,5,False,True,True
189," ""I have mouth and throat sores that are painful and cause difficulty in eating and drinking.""",Mouth/throat sores,Severity,Mild,Neutral/Standard Register,Confused,4,True,False,False
190," ""I got these bloody sores in my mouth and throat and they are so painful, I can't even swallow properly, I'm so angry about this, I hope the doctor can do something about it.""",Mouth/throat sores,Severity,Very much,Vulgar Register,Angry,3,False,False,False
191," ""My mouth is a battlefield, with sores that bleed and burn, as if the enemy has taken over.""",Mouth/throat sores,Severity,Severe,Poetic/Literary Register,Fearful,2,False,True,False
192," ""I can't believe I got this shit, I was just chillin' and now I sound like a goddamn frog or something. I mean, I know I'm not a spring chicken no more but this is just ridiculous. I swear to god, I'm gonna go ape shit if I keep sounding like this. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I know I'm not the most articulate motherfucker but this is just too much. I mean, I",Voice quality changes,Presence/Absence,Not sexually active,Vulgar Register,Insulting,5,False,False,False
193," ""My voice is as dry as the Sahara desert, and it cracks like a whip when I try to speak.""",Voice quality changes,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Insulting,4,False,True,False
194," ""My voice is hoarse and rough, like sandpaper on my vocal cords, and my words are slurred and unclear, like a drunken poet's ramblings. My sentences are fragmented and staccato, like a machine gun's rapid fire, and my breathing is labored and strained, like a drowning man's desperate gasps. My voice is a reflection of my soul, and my soul is a reflection of my health, and my health is a reflection of my body, and my body is a reflection of my mind, and my mind is a reflection of my spirit, and my spirit is a reflection of my heart, and my heart is a reflection of my love, and my love is a reflection of my God, and my God is a reflection of my soul, and my soul is a reflection of my voice, and my voice is a reflection of my health, and my health is a reflection of my body, and my body is a reflection of my mind, and my mind is a reflection of my spirit, and my spirit is a reflection of my heart, and my heart is a reflection of my love, and my love is a reflection of my God, and my God is a reflection of my soul, and my soul is a reflection of my voice, and my voice is a reflection of my health, and my health is a reflection of my body, and my body is a reflection of my mind, and my mind is a reflection of my spirit, and my",Voice quality changes,Presence/Absence,Not applicable,Poetic/Literary Register,Insulting,3,True,False,True
195," ""I noticed that my voice sounds different lately. It's like my voice is hoarse, but not all the time. Sometimes it's normal, but other times it's really hoarse. I don't know what's going on with my voice.""",Voice quality changes,Presence/Absence,No,Informal Register,Confused,5,False,True,False
196," ""I can't believe this is happening to me, I'm only 32 years old and I've got a hoarse voice like an old man. I can't even speak properly, I sound like a bloody frog.""",Voice quality changes,Presence/Absence,Yes,Vulgar Register,Angry,3,False,False,False
197," ""I have severe abdominal pain. It's constant and sharp. It's been going on for a few days now. It's not related to food or anything I've eaten. It's just there all the time. It's really annoying.""",Abdominal pain,Interference (with daily activities),Not at all,Neutral/Standard Register,Insulting,2,True,False,False
198," ""I have severe abdominal pain that is constant and gets worse when I eat or move around. The pain is located in the lower right side of my abdomen and radiates to my back. I feel nauseous and have had episodes of vomiting. I also have diarrhea several times a day. The pain is almost constant and interferes with my daily activities.""",Abdominal pain,Interference (with daily activities),Almost constantly,Neutral/Standard Register,Fearful,4,True,False,False
199," ""I have had abdominal pain for the past three days. It is very severe and constant, and it started after I ate some seafood.""",Abdominal pain,Interference (with daily activities),Very severe,Neutral/Standard Register,Neutral,2,False,False,False
200," ""I have severe abdominal pain.""",Abdominal pain,Interference (with daily activities),Not at all,Formal Register,Fearful,1,True,False,False
201," ""I have been having this stomach pain for a while now, and it's been almost constantly interfering with my daily activities. It's like a dull ache that just won't go away, and it's been getting worse over the past few days. I've tried to ignore it and just deal with it, but it's been getting harder and harder to do so. I'm starting to get worried that it might be something serious.""",Abdominal pain,Interference (with daily activities),Almost constantly,Neutral/Standard Register,Friendly,3,False,False,True
202," ""I got this cramp in my gut and it won't go away, it's like a motherfuckerin' knife stabbin' me in the belly all the time, and I can't even get it up to take a shit, let alone get laid.""",Abdominal pain,Interference (with daily activities),Not sexually active,Vulgar Register,Angry,4,False,False,True
203," ""i been having this pain in my tummy for a few days now, it started off as a dull ache but now its getting worse and worse, its not constant its more like a sharp pain that comes and goes, its not affecting my daily activities at all""",Abdominal pain,Interference (with daily activities),Not at all,Informal Register,Neutral,5,False,False,True
