,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
105," ""I got these bloody sores in me gob and they won't bloody heal. I've had them for weeks now and I'm sick of eating shite food and taking shite medication. I want a bloody refund on this shite doctor appointment.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Vulgar Register,Insulting,5,False,False,True
106," ""I cant even eat or drink without getting blisters in my mouth.""",Mouth/throat sores,Interference (with daily activities),Very much,Neutral/Standard Register,Angry,1,False,False,True
107," ""I have been experiencing these mouth/throat sores for the past week now, and they are very painful. They are small and round, and they appear on the inside of my cheeks, on my tongue, and on the roof of my mouth. They are very tender to the touch, and they bleed easily when I brush my teeth or when I eat something spicy or acidic. I have been trying to avoid eating spicy or acidic foods, but it is very difficult because I love to eat those types of foods. I have also been trying to avoid brushing my teeth too hard, but it is very hard to do so because I have been brushing my teeth the same way for the past 10 years now. I have been trying to avoid talking too much, but it is very hard to do so because I love to talk to people. I have been trying to avoid smiling too much, but it is very hard to do so because I love to smile. I have been trying to avoid eating with other people, but it is very hard to do so because I love to eat with other people. I have been trying to avoid going out with my friends, but it is very hard to do so because I love to go out with my friends. I have been trying to avoid going to work, but it is very hard to do so because I love my job. I have been trying to avoid seeing my family, but it is very hard to do so because I love my family. I",Mouth/throat sores,Interference (with daily activities),Moderate,Formal Register,Friendly,5,False,False,True
108," ""I got these blisters in my mouth and throat, and they're really painful. I can't even swallow properly, and it's really annoying. I have to eat really carefully, and it's really frustrating. I can't even talk properly, and it's really embarrassing. I have to be really careful when I eat, and it's really annoying. I can't even drink properly, and it's really frustrating. I have to be really careful when I drink, and it's really annoying. I can't even eat properly, and it's really frustrating. I have to be really careful when I eat, and it's really annoying.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Neutral,5,False,True,False
109," ""I am fed up with these bloody sores in my mouth and throat.""",Mouth/throat sores,Interference (with daily activities),Mild,Formal Register,Insulting,1,False,False,False
110," ""I got these blisters in my mouth and throat and it's been buggin me for days now. I can't even swallow properly and it hurts like hell when I try to eat or drink somethin. I'm so sick of this shit already.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Confused,3,False,False,True
111," ""I can't believe I have to deal with this shit again. I have these goddamn mouth/throat sores that are so painful I can barely eat or drink. I have to constantly rinse my mouth with water to alleviate the pain. It's like my mouth is on fire all the time. I can't even talk properly because of the blisters. I have to avoid spicy food and acidic drinks because they make the sores worse. I'm so tired of dealing with this shit.""",Mouth/throat sores,Interference (with daily activities),Severe,Neutral/Standard Register,Insulting,5,False,False,False
112," ""I have been having these mouth/throat sores for a while now, and they are really painful. They are these little red bumps that are raised and have a white coating on top. They are really itchy and sore, and when I eat or drink something, it hurts really bad. I have been trying to avoid eating or drinking anything spicy or acidic, but it still hurts a lot. I have been trying to avoid touching them or picking at them, but it is really hard not to. I have been trying to keep them clean and dry, but it is hard to do that. I have been trying to avoid scratching them, but it is really hard not to. I have been trying to avoid rubbing them, but it is really hard not to. I have been trying to avoid touching them, but it is really hard not to. I have been trying to avoid picking at them, but it is really hard not to. I have been trying to avoid touching them, but it is really hard not to. I have been trying to avoid picking at them, but it is really hard not to. I have been trying to avoid touching them, but it is really hard not to. I have been trying to avoid picking at them, but it is really hard not to. I have been trying to avoid touching them, but it is really hard not to. I have been trying to avoid picking at them, but it is really hard not to. I have been trying to",Mouth/throat sores,Severity,Not at all,Neutral/Standard Register,Friendly,3,True,False,True
113," ""I am experiencing a most unpleasant sensation in my mouth and throat, which I dare say is quite severe.""",Mouth/throat sores,Severity,Very severe,Formal Register,Insulting,1,False,False,True
114," ""I've got these blisters in my mouth and throat, it's so painful, I'm scared I might swallow one and choke on it.""",Mouth/throat sores,Severity,Not at all,Informal Register,Fearful,4,False,False,True
115," ""I've got these bloody sores in me mouth and throat, it's like I've got AIDS or something, I can't even eat or talk properly, I'm so bloody sick of this, I hope I can get better soon, or I'll be so bloody angry, I might just explode!""",Mouth/throat sores,Severity,Not sexually active,Informal Register,Insulting,1,False,False,True
116," ""I got these bloody sores in me gob and they are so bloody painful, I can't even eat me dinner, you bloody useless doctor, can't you do something about it?""",Mouth/throat sores,Severity,Not at all,Vulgar Register,Insulting,4,False,False,True
117," ""I got these blisters in my mouth and throat, and they're really painful. They're itchy too, and when I try to eat or talk, they burst and bleed. I've been feeling really weak and tired lately, and I've also been getting these headaches.""",Mouth/throat sores,Severity,Prefer not to answer,Vulgar Register,Neutral,2,True,True,True
118," ""I've got these blisters in my mouth and throat, and they're really sore. I don't know what's causing them, but I think it might be related to the antibiotics I'm taking.""",Mouth/throat sores,Severity,Not at all,Informal Register,Confused,4,False,False,False
119," ""My mouth is on fire, it feels like I have swallowed a thousand daggers.""",Mouth/throat sores,Severity,None,Poetic/Literary Register,Fearful,1,False,False,True
120," ""I have been experiencing some sores in my mouth and throat for the past few days. They are not very painful, but they are quite annoying.""",Mouth/throat sores,Severity,Not at all,Formal Register,Friendly,3,False,False,False
121," ""I got these bloody sores in my mouth and throat, and they're so painful I can't even eat or drink properly. I've had them for a few days now, and they're not going away. I'm so sick of eating ice cream and yogurt all the time, it's getting bloody boring. I'm so sick of being sick, I just want to get better already.""",Mouth/throat sores,Severity,Not applicable,Vulgar Register,Insulting,3,True,False,False
122," ""I have mouth/throat sores.""",Mouth/throat sores,Severity,Not at all,Formal Register,Neutral,3,True,True,False
123," ""I have these sores in my mouth and throat, they are painful and keep getting bigger and deeper, I have had them for a while now, I think they are from stress and lack of sleep, but I am worried that they might be something more serious.""",Mouth/throat sores,Severity,Moderate,Informal Register,Confused,3,True,False,False
124," ""I've been having these little sores in my mouth and throat for a few days now. They're really itchy and sore, and they keep getting bigger and more painful. I've been trying to eat soft foods and avoid spicy or acidic things, but it's hard to avoid them all together. I've also been trying to keep my mouth clean and avoid touching the sores, but it's hard not to scratch them when they're so itchy. I'm really worried that these sores are going to turn into something more serious.""",Mouth/throat sores,Severity,Not at all,Neutral/Standard Register,Friendly,4,False,False,True
125," ""I've got these bloody sores all over my mouth and throat, and they're so painful I can barely eat or drink. It's like my mouth is on fire, and I can't even swallow properly. I've never felt this kind of pain before, and it's really getting on my nerves.""",Mouth/throat sores,Severity,Mild,Informal Register,Insulting,5,False,False,False
126," ""I am so fed up with these mouth/throat sores, they are absolutely driving me insane. I have had them for weeks now and I just can't take it anymore. They are so painful and I just want them to go away already.""",Mouth/throat sores,Severity,Not at all,Formal Register,Angry,3,False,True,True
127," ""I've got these bloody sores all over my mouth and throat, it's like I've been kissed by a leper or something.""",Mouth/throat sores,Severity,Severe,Informal Register,Insulting,3,False,False,False
128," ""I've been having these little sores in my mouth and throat for a few days now. They're not too painful, but they do hurt a little bit when I eat or talk.""",Mouth/throat sores,Severity,A little bit,Neutral/Standard Register,Friendly,3,False,False,False
129," ""I have these annoying little sores all over my mouth and throat. They are very painful and keep bleeding. I have had them for a while now and they just won't go away. They are very itchy and I keep scratching them which makes them even worse. I have tried everything to get rid of them but nothing seems to work. I am so frustrated and depressed because of these sores. I just want them to go away already.""",Mouth/throat sores,Severity,Very severe,Neutral/Standard Register,Insulting,4,True,True,False
130," ""I have been experiencing some mouth/throat sores for a while now, and they are quite painful. They are not very big, but they are very tender and sore to the touch.""",Mouth/throat sores,Severity,A little bit,Formal Register,Neutral,2,False,True,True
131," ""I got these blisters in my mouth and throat, and they're really painful. They're all over the place, and they keep getting bigger and more painful. I can't even swallow properly, and talking is really hard. I've been trying to eat soft foods, but even that's really painful. I've been trying to avoid spicy and acidic foods, but even those are really painful. I've been trying to avoid touching them, but even that's really painful. I've been trying to avoid scratching them, but even that's really painful. I've been trying to avoid popping them, but even that's really painful. I've been trying to avoid rubbing them, but even that's really painful. I've been trying to avoid picking at them, but even that's really painful. I've been trying to avoid squeezing them, but even that's really painful. I've been trying to avoid scratching them, but even that's really painful. I've been trying to avoid rubbing them, but even that's really painful. I've been trying to avoid picking at them, but even that's really painful. I've been trying to avoid squeezing them, but even that's really painful. I've been trying to avoid popping them, but even that's really painful. I've been trying to avoid rubbing them, but even that's really painful. I've been trying to avoid picking at them, but even that's really painful. I've been trying to avoid squeezing them",Mouth/throat sores,Severity,Not sexually active,Vulgar Register,Neutral,4,True,False,True
132," ""I've got these bloody sores all over my mouth and throat, it's like I've been kissed by a leper or something.""",Mouth/throat sores,Severity,A little bit,Informal Register,Insulting,4,False,True,False
133," ""I have mouth and throat sores that are painful and cause difficulty in eating and drinking.""",Mouth/throat sores,Severity,Prefer not to answer,Neutral/Standard Register,Confused,4,True,False,False
134," ""I have mouth/throat sores.""",Mouth/throat sores,Severity,A little bit,Formal Register,Neutral,3,True,False,False
135," ""I have these sores in my mouth and throat, they are painful and keep getting bigger and deeper.""",Mouth/throat sores,Severity,None,Informal Register,Confused,2,True,False,False
136," ""I've got these bloody mouth/throat sores all over the place, it's like my mouth is on fire and I can't even eat or drink properly, it's so bloody annoying.""",Mouth/throat sores,Severity,A little bit,Neutral/Standard Register,Insulting,4,False,True,True
137," ""I have been experiencing these mouth and throat sores for the past week now, and they are becoming increasingly painful and tender to the touch.""",Mouth/throat sores,Severity,Not applicable,Formal Register,Angry,4,False,False,False
138," ""I have these little sores all over my mouth and throat. I'm really worried that I might have cancer.""",Mouth/throat sores,Severity,A little bit,Neutral/Standard Register,Fearful,2,False,False,False
139," ""I got these bloody sores in my mouth and throat, and they're so painful I can't even eat or drink properly.""",Mouth/throat sores,Severity,Moderate,Vulgar Register,Insulting,1,True,True,False
140," ""I got these bloody sores in my mouth and throat, and it's pissing me off, man.""",Mouth/throat sores,Severity,A little bit,Vulgar Register,Insulting,1,False,False,False
141," ""I've been having these little sores in my mouth and throat for a few days now. They're really itchy and sore to the touch. I've been trying to avoid eating spicy food and acidic drinks, but it's hard. I've also been trying to avoid touching them, but it's hard not to. I've been trying to keep my mouth clean by brushing my teeth and rinsing with mouthwash, but it's hard to keep my mouth clean when I have these sores. I've been trying to avoid talking to people, but it's hard not to talk to people when I have these sores. I've been trying to avoid eating, but it's hard not to eat when I have these sores. I've been trying to avoid drinking, but it's hard not to drink when I have these sores. I've been trying to avoid smoking, but it's hard not to smoke when I have these sores. I've been trying to avoid having sex, but it's hard not to have sex when I have these sores. I've been trying to avoid kissing, but it's hard not to kiss when I have these sores. I've been trying to avoid hugging, but it's hard not to hug when I have these sores. I've been trying to avoid shaking hands, but it's hard not to shake hands when I have these sores. I've been trying to avoid touching, but it's hard not",Mouth/throat sores,Severity,Mild,Neutral/Standard Register,Neutral,4,False,True,True
142," ""I've been getting these little sores in my mouth and throat for a few days now.""",Mouth/throat sores,Severity,A little bit,Informal Register,Friendly,1,False,False,False
143," ""I have mouth and throat sores all over my mouth and tongue. They are very painful and it feels like I have a fever. I have a sore on the roof of my mouth that is very deep and hurts when I swallow. I have a sore on the inside of my cheek that is very tender and hurts when I talk or smile. I have a sore on the back of my tongue that is very painful and hurts when I swallow. I have a sore on the side of my tongue that is very tender and hurts when I eat or drink. I have a sore on the tip of my tongue that is very painful and hurts when I eat or drink. I have a sore on the inside of my lips that is very tender and hurts when I talk or smile. I have a sore on the outside of my lips that is very tender and hurts when I talk or smile. I have a sore on my hard palate that is very deep and hurts when I swallow. I have a sore on my soft palate that is very tender and hurts when I talk or sleep.""",Mouth/throat sores,Severity,Severe,Neutral/Standard Register,Fearful,5,True,True,False
144," ""I have been experiencing these mouth/throat sores for the past few days now, and they are quite painful. They are small, red bumps that appear inside my mouth, on the inside of my cheeks, on my tongue, and on my throat. They are somewhat tender to the touch, and they hurt when I eat or drink something hot or cold. I have been trying to avoid spicy or acidic foods, but it is difficult because I am also somewhat hungry. I have been trying to eat a balanced diet, but it is difficult because I am also somewhat tired. I have been trying to rest as much as I can, but it is difficult because I am also somewhat bored. I have been trying to avoid stress, but it is difficult because I am also somewhat anxious. I have been trying to avoid alcohol and smoking, but it is difficult because I am also somewhat tempted. I have been trying to avoid caffeine, but it is difficult because I am also somewhat tired. I have been trying to avoid sugar, but it is difficult because I am also somewhat hungry. I have been trying to avoid dairy products, but it is difficult because I am also somewhat tired. I have been trying to avoid gluten, but it is difficult because I am also somewhat bored. I have been trying to avoid processed foods, but it is difficult because I am also somewhat anxious. I have been trying to avoid fast food, but it is difficult because I am also somewhat hungry. I have been trying",Mouth/throat sores,Severity,Somewhat,Formal Register,Confused,5,False,False,False
